vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
498,23,15,-16.031511973747328,-3.8594679918712136,973,0,7,1,1,3,7,2,5,3,0,1125,0,2,0,0,3,5,2,5,1,4,998,3,4,0,4,15,3,1,1,1,6,979,0,8,1,2,7,6,1,0,3,2,959,0,9,3,4,9,1,0,1,8,0,873,20,3,9,2,0,1,2,0,2,1,910,0,4,2,1,1,10,6,0,2,1,987,4,4,1,3,5,7,2,3,3,2,930,2,1,0,0,2,14,2,0,9,6,975
499,23,16,-15.946380842817868,-3.6319178292048315,973,0,6,1,1,3,7,2,5,3,0,1125,1,2,0,0,3,6,2,5,1,4,998,3,3,0,4,15,3,1,1,1,5,978,0,8,1,2,8,4,1,0,3,2,960,0,8,3,4,7,1,0,1,8,0,873,19,3,10,3,0,1,3,0,2,1,913,0,4,2,1,1,10,6,0,2,1,986,4,5,1,3,5,8,2,3,2,1,928,2,1,0,0,2,14,2,0,10,6,977
500,23,17,-15.835255990951955,-3.54098247571707,973,0,6,1,1,3,8,2,5,3,0,1125,1,2,0,0,3,6,2,5,1,4,996,3,3,0,4,15,3,1,1,1,5,979,0,8,1,2,7,3,1,0,3,2,960,0,7,3,4,8,1,0,1,8,0,873,19,3,9,2,0,1,3,0,2,1,913,0,4,2,1,1,10,5,0,2,1,986,4,6,1,3,6,8,2,3,2,1,929,2,1,0,1,2,14,2,0,10,7,977
501,23,18,-15.83807170129786,-3.408803792975383,973,0,6,1,1,3,8,2,5,3,0,1125,1,2,0,0,3,6,2,4,1,3,995,3,3,0,4,14,3,1,1,2,4,981,0,8,1,2,6,3,1,0,3,2,960,0,7,4,4,7,1,0,1,5,0,873,19,3,10,2,0,1,3,0,2,1,913,0,4,2,1,1,10,5,0,2,1,985,4,5,1,3,8,9,2,3,2,2,929,3,1,0,1,2,14,2,0,10,7,979
502,23,19,-15.551417659730289,-3.3879201251965956,973,0,6,1,1,3,8,2,5,3,0,1125,1,2,0,0,3,6,2,4,1,3,994,3,4,0,4,14,2,1,1,2,5,979,0,9,1,1,7,3,1,0,3,2,960,0,7,4,4,9,1,0,1,6,0,870,18,3,9,2,0,1,3,0,2,2,915,0,4,1,1,1,10,4,0,2,1,986,4,6,1,3,8,10,2,4,1,2,930,4,1,0,1,3,13,2,0,10,7,976
503,23,20,-15.47415252136532,-3.3398016070926806,974,0,6,1,1,3,7,2,5,3,0,1125,1,2,0,0,3,6,2,4,1,3,993,3,4,0,4,14,2,1,1,2,6,978,0,9,1,1,7,3,0,0,3,2,960,0,7,4,4,9,1,0,1,7,0,869,17,3,10,2,0,1,3,0,2,2,917,0,4,1,1,1,11,4,0,2,1,986,4,6,1,3,7,10,2,4,1,2,929,4,1,0,1,3,13,3,0,10,7,976
504,24,0,15.67875947528243,7.223833828166067,4,0,2,0,3,9,3,1,7,0,36,86,9,37,52,10,57,69,30,13,242,468,337,354,434,336,368,326,208,467,78,75,11,16,56,105,89,27,18,43,147,39,87,124,79,71,32,315,18,81,0,0,0,0,1,0,0,0,0,0,74,92,200,141,64,80,149,55,113,97,158,101,137,191,89,124,106,84,121,116,218,185,242,144,183,150,124,150,454,187,23,89,7,3,21,7,30,1,5,5
505,24,1,18.770604104802665,-2.0766547173400487,964,0,12,4,0,7,12,1,7,11,0,1111,6,0,0,3,3,13,10,6,0,3,943,15,4,1,3,24,8,3,0,3,11,927,1,21,2,5,21,9,0,1,8,2,916,8,10,9,11,21,2,0,0,27,1,812,19,1,17,8,8,3,10,3,13,13,905,0,9,0,1,2,9,9,1,5,3,926,5,14,5,12,29,13,6,16,1,3,875,9,0,0,4,10,40,6,0,46,11,928
506,24,2,15.17096992611745,-2.5979526048643,962,0,6,0,1,6,9,2,5,8,0,1113,6,0,0,1,3,12,6,5,1,3,967,7,5,0,3,24,7,2,0,3,9,956,1,17,1,5,17,10,0,1,7,2,929,2,5,4,10,15,4,0,0,16,0,843,18,0,10,2,7,2,6,2,11,10,911,0,9,1,2,2,8,9,1,1,4,938,6,8,4,11,22,10,7,7,4,6,896,11,0,0,1,8,27,5,0,37,8,947
507,24,3,11.673741650281661,0.9311112551325583,964,0,7,0,1,4,7,3,6,9,0,1118,4,0,0,1,3,11,4,5,0,3,985,7,6,0,4,18,9,1,0,3,7,966,1,15,0,4,13,11,0,1,6,2,936,1,5,5,7,13,4,0,0,13,0,858,19,0,11,2,7,2,2,1,9,7,912,0,7,1,1,2,8,8,1,1,3,948,6,6,4,6,12,8,6,2,5,6,905,7,0,0,1,5,22,3,0,33,6,954
508,24,4,8.841004857727137,1.353240714758697,964,0,9,1,2,4,7,3,6,7,0,1121,3,0,0,1,3,9,3,5,0,3,988,5,6,0,2,17,8,1,1,2,7,976,2,14,0,2,10,8,0,0,5,1,937,1,5,4,6,12,3,0,0,13,0,862,18,0,12,4,6,2,2,1,8,6,915,0,6,1,1,2,7,6,2,1,2,958,5,5,5,5,10,4,5,1,6,7,913,7,0,0,1,3,20,2,0,28,5,959
509,24,5,5.908381400368619,0.6204051763023254,966,0,8,1,2,5,7,3,5,5,0,1122,4,0,0,1,3,9,2,5,0,3,990,5,8,0,1,17,8,0,1,2,7,980,1,12,0,1,10,8,0,0,4,1,945,1,6,5,4,13,3,0,0,12,0,861,17,0,12,3,5,2,2,0,5,7,918,0,5,1,1,2,7,6,1,1,1,965,5,3,4,4,9,3,6,2,5,6,918,6,0,0,1,2,14,2,0,22,5,965
510,24,6,1.0403335820731958,5.006170944024107,966,0,8,1,2,5,6,2,5,4,0,1122,3,0,0,1,3,9,2,3,0,3,994,3,8,0,1,17,7,0,1,2,7,979,1,13,0,1,8,7,0,0,4,1,952,1,7,3,4,12,3,0,0,13,0,861,16,1,12,4,5,2,2,0,5,6,921,0,5,1,1,2,6,6,1,1,0,970,5,5,4,4,8,3,1,2,4,6,921,4,0,0,0,4,12,2,0,19,5,969
511,24,7,0.738821654148326,5.369457836284922,968,0,8,1,1,2,5,2,5,4,0,1123,3,1,0,1,3,8,3,3,0,3,993,3,8,0,1,16,5,1,1,2,7,979,1,13,0,1,10,7,0,0,3,1,954,1,6,2,4,10,2,0,0,13,0,865,15,1,12,4,5,2,3,0,4,5,924,0,4,1,1,2,7,4,1,1,0,972,5,4,3,3,8,3,2,2,4,6,921,3,0,0,0,5,11,2,0,20,5,972
512,24,8,0.4232092645772491,5.652569643071838,968,0,9,1,1,1,5,1,4,4,0,1124,3,1,0,1,3,7,2,3,0,3,996,3,8,0,1,14,4,1,1,2,4,979,1,12,0,1,10,8,0,0,2,1,954,1,6,2,4,8,2,0,0,13,0,867,14,2,12,3,5,2,3,0,4,5,925,0,5,1,1,1,6,4,1,1,0,975,5,3,3,3,9,3,2,2,4,6,923,3,0,0,0,5,11,2,0,20,5,975
513,24,9,0.07536724718296892,5.950025714280329,968,0,6,1,1,1,5,1,3,4,0,1124,2,1,0,1,3,7,2,3,0,3,999,4,7,0,0,14,4,1,1,2,4,982,0,10,0,2,12,9,0,0,2,1,958,1,6,2,4,8,2,1,0,10,0,870,14,2,11,3,5,2,4,0,3,4,926,0,5,1,1,1,5,3,1,1,0,975,6,3,3,2,10,3,2,2,4,6,924,4,0,0,0,5,10,2,0,19,3,973
514,24,10,-17.361813632256883,0.8480942463558754,968,0,5,1,1,1,5,1,3,4,0,1126,3,1,0,1,3,6,2,3,0,3,1000,4,7,0,0,14,3,1,1,2,4,983,0,10,0,2,12,9,0,0,2,1,960,1,7,3,3,9,2,1,0,9,0,873,15,2,9,3,5,2,4,0,4,3,924,0,5,1,1,1,5,3,1,1,0,975,6,3,3,0,9,3,0,1,4,7,928,5,0,0,0,5,9,1,0,18,3,971
515,24,11,-17.32333924937555,0.6743195620397995,968,0,5,1,1,1,5,1,3,4,0,1126,3,1,0,1,3,7,1,3,0,3,1000,4,7,0,0,13,3,1,1,2,4,986,0,10,0,2,12,9,0,0,2,1,959,1,7,3,4,10,2,1,0,7,0,873,16,2,8,3,5,2,4,0,5,3,923,0,4,1,1,1,5,2,1,1,0,976,6,3,3,0,9,3,0,1,4,7,929,5,0,0,0,5,9,1,0,17,4,970
516,24,12,-17.26020051820306,0.3513823640722183,970,0,5,1,1,1,5,1,3,3,0,1127,3,1,0,1,3,6,1,3,1,3,1001,4,7,0,0,13,3,1,0,2,3,989,0,8,0,3,11,9,0,0,1,1,959,1,7,3,3,10,1,1,0,5,0,875,15,2,8,3,4,2,4,0,5,3,924,0,4,1,1,0,5,2,1,1,0,976,6,3,3,0,10,3,0,1,4,7,930,5,0,0,0,4,9,1,0,17,5,971
517,24,13,-17.179209578411943,0.16014714490124687,971,0,5,1,1,1,5,2,3,3,0,1127,3,1,0,1,3,6,1,3,1,3,1002,3,7,0,0,12,3,1,0,2,3,989,0,7,0,3,10,9,0,0,1,0,957,1,7,3,2,9,1,1,0,6,1,876,14,1,9,2,3,2,3,0,5,3,925,0,3,1,1,0,5,2,2,1,0,977,6,3,3,0,10,4,0,1,4,7,932,5,0,0,0,4,9,1,0,17,5,973
518,24,14,-17.063645802057714,-0.009837077242409608,971,0,4,1,1,1,4,2,3,3,0,1127,3,0,0,1,4,6,1,3,1,3,1004,3,7,0,0,12,3,1,0,2,3,991,0,7,0,3,10,8,0,0,1,0,958,1,7,3,2,9,1,1,0,5,1,876,14,1,9,2,3,2,3,0,5,3,925,0,3,1,1,0,5,2,2,1,0,978,6,3,3,0,9,4,0,1,4,7,932,5,0,0,0,4,8,1,0,16,5,974
519,24,15,-17.011955405635874,-0.10297289546929568,971,0,3,1,1,1,4,2,3,3,0,1127,3,0,0,1,5,7,1,3,1,3,1005,3,6,0,0,12,3,1,0,2,3,991,0,6,0,3,9,8,0,0,1,0,959,1,7,3,3,9,1,1,0,5,1,877,14,1,9,2,3,2,3,0,5,3,924,0,3,1,1,0,5,2,2,1,0,979,6,3,3,0,9,4,0,1,4,6,932,6,0,0,0,4,8,1,0,15,5,973
520,24,16,-16.799345579944553,-0.19241285238203418,971,0,3,0,1,1,4,2,3,2,0,1127,3,0,0,1,5,8,1,3,1,3,1004,3,6,0,0,12,3,1,0,2,4,992,0,6,0,3,9,8,0,0,1,0,961,1,6,3,3,8,1,1,0,5,1,876,14,1,8,2,3,2,3,0,4,3,925,0,3,1,1,0,5,2,1,1,0,979,6,3,3,0,9,4,0,2,4,6,934,6,0,0,0,4,8,1,0,14,4,975
521,24,17,-16.676021507208354,-0.25707250039487956,971,0,3,0,1,1,4,2,3,2,0,1127,2,0,0,1,5,8,1,3,1,3,1005,3,6,0,0,11,3,1,0,2,4,992,0,6,0,3,9,7,0,0,1,0,961,1,6,3,3,8,1,1,0,5,2,876,14,1,7,2,3,2,3,0,4,3,925,0,3,1,1,0,5,2,1,1,0,981,6,4,3,0,9,4,0,2,4,5,935,6,0,0,0,4,7,1,0,14,4,975
522,24,18,-16.510682501252944,-0.2891147701318763,970,0,3,0,1,1,4,2,3,2,0,1127,2,0,0,1,5,8,1,3,1,3,1005,3,5,0,0,10,3,1,0,2,4,993,0,7,0,3,8,8,0,0,1,0,962,1,5,3,3,9,1,1,0,4,2,875,13,1,8,2,3,2,3,0,4,3,926,0,3,1,2,0,6,2,1,1,1,982,5,4,3,0,8,4,0,2,4,5,936,5,0,0,0,4,7,1,0,14,4,974
523,24,19,-16.412158415417174,-0.2379087305210315,970,0,4,0,1,1,4,2,3,2,0,1126,2,0,0,1,4,8,1,3,1,3,1001,3,5,0,0,10,3,1,0,2,6,992,0,8,0,3,8,7,0,0,2,0,963,1,5,3,3,10,1,1,0,5,2,874,12,1,8,3,3,2,3,0,3,2,928,0,3,1,2,1,6,2,1,1,1,982,6,4,3,0,8,4,0,3,4,5,935,5,0,0,0,4,7,1,0,14,4,973
524,24,20,-16.36053931638434,-0.2763633172479286,970,0,3,0,1,1,4,2,3,2,0,1126,1,0,0,1,4,8,1,3,1,3,1003,3,5,0,0,10,2,1,0,2,6,991,0,8,0,3,7,6,0,0,2,0,964,1,6,3,3,9,1,1,0,6,2,874,12,1,9,3,3,2,3,0,3,2,928,0,3,1,2,1,5,2,1,1,0,982,5,4,3,0,9,4,0,3,4,5,935,4,0,0,0,4,6,1,0,14,6,976
525,25,0,13.672994672718191,7.368843253918909,252,46,37,59,6,62,84,52,79,52,469,518,490,685,543,487,509,658,483,458,3,4,6,0,1,0,0,3,3,2,48,39,24,36,101,39,37,26,20,49,45,85,160,14,82,135,159,161,103,103,89,332,158,69,113,58,71,52,95,200,12,34,128,45,80,87,85,39,136,80,58,74,24,93,43,20,12,19,45,61,4,0,5,9,11,4,1,17,10,3,0,3,0,0,2,0,0,1,0,1
526,25,1,20.414896943037345,-0.5976948234305489,962,0,9,3,1,8,12,2,6,10,0,1110,10,1,0,4,5,16,8,6,1,2,933,15,4,3,5,26,10,2,0,4,11,931,0,32,1,5,21,7,0,1,9,3,907,6,14,8,8,22,5,0,0,22,1,801,26,2,18,8,7,3,14,2,12,9,893,1,10,1,1,2,16,11,3,5,1,925,8,14,4,13,23,14,7,16,1,1,869,10,0,0,7,8,47,8,0,42,16,929
527,25,2,17.239274076200008,-1.3136689709191118,966,0,6,1,1,8,10,2,6,8,0,1114,6,1,0,1,3,14,7,8,1,2,960,9,4,1,2,25,5,1,0,3,9,949,0,27,1,4,21,7,0,1,7,1,918,3,9,4,7,21,3,0,1,19,2,822,18,0,16,5,6,3,11,1,12,9,908,0,7,1,1,2,13,10,3,4,2,946,8,9,3,10,16,12,4,10,5,1,886,7,0,0,3,7,38,7,0,32,11,942
528,25,3,14.390654463302596,0.10535132409062176,965,0,4,1,1,4,10,3,6,4,0,1117,6,2,0,1,3,13,5,6,1,2,974,5,4,1,1,23,4,1,0,3,7,966,0,24,1,3,19,6,0,0,4,0,925,4,7,5,6,19,5,0,1,14,3,832,17,1,16,6,6,3,10,1,11,7,912,0,5,1,1,2,14,4,2,3,1,955,6,9,2,8,10,10,3,9,6,1,897,5,0,0,2,7,33,7,0,24,10,952
529,25,4,10.623421455987142,0.5281141245926901,967,0,3,1,1,4,10,2,5,3,0,1117,5,1,0,1,3,12,5,6,1,2,980,5,5,1,4,21,3,1,0,3,6,972,0,15,1,3,17,7,0,0,5,0,938,4,6,3,6,16,5,0,0,12,3,845,17,1,13,5,4,3,10,1,7,6,910,0,5,1,1,2,14,5,2,3,1,967,7,7,2,8,7,9,3,7,6,1,906,6,0,0,2,4,23,6,0,18,7,957
530,25,5,9.651985894444032,1.120326369350985,969,0,3,0,1,4,9,2,4,3,0,1119,4,1,0,1,3,12,5,5,1,4,988,4,4,0,4,20,4,1,0,2,5,974,0,14,1,2,16,9,0,0,4,0,947,3,6,3,6,13,4,0,0,14,3,851,15,2,14,4,3,1,9,1,6,6,914,0,5,1,1,2,12,5,2,2,0,969,7,8,2,7,5,7,3,6,6,1,906,5,0,0,2,4,16,5,0,17,7,960
531,25,6,6.186227555431414,-6.241022779859024,969,0,3,0,1,2,9,2,3,3,0,1118,4,1,0,1,3,11,5,6,1,5,991,4,5,0,4,18,6,1,0,2,6,976,0,13,1,2,14,8,0,0,4,0,955,3,6,1,3,13,4,0,0,15,1,855,17,2,14,3,3,2,6,0,4,6,912,0,4,1,1,2,11,5,1,2,0,976,7,5,2,6,5,5,3,5,6,1,910,5,0,0,2,4,12,5,0,15,8,964
532,25,7,6.024525648836355,-6.536260531233291,968,0,3,0,1,2,8,2,3,3,0,1120,4,0,0,1,3,10,4,6,1,5,990,4,5,0,5,17,6,1,0,2,7,981,0,13,1,3,14,8,0,0,4,0,957,3,6,1,4,11,5,0,1,12,1,859,15,2,14,3,3,2,6,0,3,4,914,0,4,1,1,2,12,6,1,2,0,979,7,5,2,4,5,4,3,5,6,3,912,5,0,0,0,3,11,3,0,11,6,966
533,25,8,5.811998486309264,-6.855467798008047,967,0,3,0,1,2,8,2,3,4,0,1122,4,0,0,1,3,9,3,5,1,4,992,4,6,0,4,15,6,1,0,1,8,981,0,13,0,3,12,7,0,0,4,0,958,3,6,1,3,9,5,0,1,12,0,863,17,1,13,1,3,2,4,0,3,3,914,0,3,0,1,2,11,6,2,1,0,982,8,6,3,4,5,4,2,4,6,4,918,5,0,0,0,3,10,2,0,11,5,971
534,25,9,-14.069175885253726,3.690081787088336,967,0,3,0,2,2,8,2,3,3,0,1123,4,0,0,1,3,9,3,5,1,4,992,3,6,0,3,12,5,2,0,1,9,984,0,13,0,4,10,5,0,0,4,0,956,3,6,1,3,7,5,0,1,10,0,864,15,1,13,2,3,2,3,0,2,3,917,0,3,0,1,2,11,5,2,1,0,984,7,6,3,3,5,5,2,4,6,4,922,5,0,0,0,3,12,1,0,11,5,974
535,25,10,-14.205593094769727,3.4973612582171936,967,0,3,0,2,2,7,2,4,3,0,1124,4,0,0,1,3,9,3,5,2,3,992,3,6,0,3,12,6,2,0,1,9,985,0,13,0,4,11,5,0,0,4,0,958,3,6,0,3,8,4,0,1,10,0,864,15,1,11,1,3,2,3,0,2,3,920,0,3,0,1,2,11,4,1,1,0,985,5,4,3,3,5,5,2,4,4,4,923,5,0,0,0,3,11,1,0,11,5,976
536,25,11,-14.38417718477255,3.285645557184621,967,0,3,0,2,2,7,2,4,3,0,1124,4,0,0,1,3,8,3,5,2,2,991,2,5,0,3,10,5,1,0,2,10,986,0,10,0,4,11,5,0,0,4,0,960,4,6,0,2,9,4,0,1,10,0,866,16,1,10,1,3,2,3,0,2,3,919,0,3,0,1,2,11,4,1,1,0,988,5,3,3,3,5,5,2,4,4,3,926,5,0,0,0,3,10,1,0,12,5,977
537,25,12,-14.384829634859802,3.255337867690604,968,0,4,0,2,2,7,2,4,3,0,1124,3,0,0,1,3,7,3,5,2,2,991,2,5,0,3,10,5,1,0,2,10,987,0,11,0,4,11,4,0,0,4,0,959,4,6,0,2,9,4,0,1,10,0,865,15,2,10,3,2,2,3,0,2,3,920,0,3,0,1,2,11,4,1,1,0,989,6,3,3,3,5,5,2,4,4,3,925,4,0,0,0,2,11,1,0,11,5,977
538,25,13,-14.452279893352417,3.1064014471161463,967,0,4,0,2,2,6,2,4,3,0,1124,1,0,0,1,3,7,3,5,2,2,994,2,5,0,3,10,5,1,0,2,9,987,0,12,0,4,11,5,0,0,4,0,959,4,6,0,2,11,4,0,1,9,0,864,15,2,11,3,3,2,3,0,2,3,921,0,3,0,1,2,11,4,1,1,0,989,5,3,3,3,5,5,2,4,4,3,925,4,0,0,0,3,11,1,0,11,5,974
539,25,14,-14.713988694643826,2.8293754039047014,968,0,4,0,2,2,6,3,3,4,0,1123,1,0,0,1,3,7,3,5,2,2,994,1,5,0,4,10,5,1,0,2,10,990,0,13,0,4,9,6,0,0,4,0,959,4,6,0,2,11,3,0,1,7,0,863,16,2,10,2,3,2,3,0,2,3,919,0,3,0,1,2,10,4,1,1,0,988,5,4,3,4,5,5,1,4,4,3,928,3,0,0,0,3,12,1,0,11,6,973
540,25,15,-14.862994794803427,2.8802826632581042,967,0,4,0,2,2,6,3,3,3,0,1124,1,0,0,1,3,6,3,5,2,2,995,1,5,0,3,10,6,0,0,1,10,989,0,13,0,4,10,7,0,0,3,0,961,4,6,0,2,11,4,0,1,7,0,863,16,2,10,2,3,2,3,0,2,3,920,0,3,0,1,2,10,4,1,1,0,989,5,5,3,4,5,5,1,4,4,3,927,3,0,0,0,4,10,1,0,11,5,973
541,25,16,-15.200025080333326,2.8845501612239155,968,0,4,0,2,2,6,3,3,4,0,1125,1,0,0,1,3,7,3,5,2,2,993,1,5,0,3,10,6,0,0,1,12,989,0,14,0,3,9,7,0,0,2,0,963,3,6,0,2,11,3,0,2,7,0,861,16,2,9,2,4,2,3,0,2,3,920,0,3,0,1,1,10,4,1,2,0,990,5,5,2,4,5,5,1,4,4,3,929,3,0,0,0,4,8,2,0,10,5,972
542,25,17,-15.193574652272975,2.8502706742117505,967,0,4,0,2,2,6,3,3,3,0,1125,1,0,0,1,3,7,2,5,3,2,993,1,5,0,3,10,7,0,0,1,12,989,0,13,0,3,9,7,0,0,2,0,963,3,7,0,2,11,3,0,2,7,0,862,16,2,8,2,4,2,3,0,2,3,919,0,3,0,1,1,10,4,1,2,0,988,5,5,2,4,5,5,1,4,4,3,930,2,0,0,0,4,8,2,0,12,5,974
543,25,18,-15.200456292767623,2.8487558890925255,967,0,4,0,2,2,6,3,3,3,0,1125,1,0,0,1,3,7,2,5,3,2,993,1,6,0,3,10,7,1,0,1,12,989,0,13,0,3,9,7,0,0,2,0,962,3,7,0,2,11,3,0,1,7,0,862,16,2,8,2,4,2,3,0,2,3,919,0,3,0,1,1,11,4,1,2,0,988,5,6,2,4,5,5,1,4,4,3,930,2,0,0,0,4,8,2,0,12,5,972
544,25,19,-15.131175354909733,2.8404932377464727,967,0,4,0,2,2,6,2,3,3,0,1125,1,0,0,1,3,7,2,5,3,2,993,1,6,0,3,10,7,1,0,1,11,989,0,12,0,3,9,7,0,0,3,0,962,3,7,0,2,10,3,0,1,7,0,863,16,2,8,2,4,2,3,0,2,3,919,0,3,0,1,1,11,4,1,2,0,989,5,6,2,4,5,5,1,4,4,3,930,2,0,0,0,4,8,2,0,12,5,973
545,25,20,-15.222805693047347,2.817012845411902,966,0,4,0,2,2,6,2,3,3,0,1125,1,0,0,1,3,7,2,4,3,2,994,1,6,0,3,10,6,1,0,1,10,989,0,12,0,3,9,8,1,0,3,0,963,3,7,0,2,10,3,0,1,7,0,862,16,1,8,2,4,2,3,0,2,3,919,0,3,0,1,1,11,4,1,2,0,989,5,6,2,4,5,5,1,5,4,3,930,2,0,0,0,4,7,2,0,13,6,973
546,26,0,14.27624995880302,8.606612810981236,120,195,214,134,199,71,87,94,124,96,93,3,44,31,34,139,160,9,70,23,34,1,100,25,79,60,45,54,22,25,0,0,0,0,0,0,0,1,1,0,34,568,65,151,160,129,85,307,85,213,491,238,427,538,248,324,405,443,388,517,19,1,8,4,12,2,0,3,6,10,8,0,44,30,1,6,70,5,5,1,30,8,80,44,64,27,24,46,74,10,151,121,50,53,185,134,82,66,199,114
547,26,1,18.353844192023953,-0.09011539152314096,964,0,9,3,1,10,14,1,5,11,0,1112,4,0,1,2,3,16,4,7,0,1,929,19,4,0,6,20,4,3,0,4,15,926,1,23,0,6,20,6,1,1,12,2,914,6,10,6,10,19,5,0,0,22,1,815,19,1,15,9,6,4,18,2,11,11,900,2,10,1,1,1,12,8,2,4,3,932,5,10,3,11,26,18,8,17,3,2,891,7,0,1,7,10,39,4,0,42,10,936
548,26,2,14.859161747984823,-1.6039696427009529,969,0,8,3,1,8,14,2,4,7,0,1115,4,0,0,1,3,11,1,7,0,2,957,13,5,0,5,19,2,0,1,3,11,948,0,19,0,6,14,6,1,1,7,2,927,2,10,5,8,14,3,1,0,16,1,839,13,1,9,9,3,2,12,2,8,8,908,0,6,1,2,1,11,6,2,3,2,947,6,8,1,10,20,12,7,9,3,3,917,7,0,0,2,8,31,3,0,34,7,950
549,26,3,12.404743887271357,1.5498593201217665,968,0,6,2,1,5,11,2,4,7,0,1117,6,0,0,2,3,12,0,6,0,2,978,11,6,0,5,21,3,0,1,4,8,957,0,23,0,4,12,5,1,0,4,2,939,0,8,4,6,10,5,0,1,13,0,842,13,3,5,6,2,2,11,2,6,8,912,0,5,1,1,1,9,7,1,3,2,949,5,6,1,9,8,9,6,8,4,2,928,4,1,0,1,7,23,1,0,31,6,964
550,26,4,4.325639481054091,7.874347900624638,969,0,6,2,1,5,10,2,4,6,0,1121,3,0,0,2,3,12,0,6,1,2,987,7,6,0,4,19,3,0,1,3,6,966,0,22,1,2,10,4,1,0,6,2,948,0,6,2,6,9,5,0,0,12,0,844,12,2,6,5,1,2,8,2,4,7,916,1,6,0,1,1,8,8,1,4,1,955,5,6,1,6,7,6,6,7,5,2,928,5,0,0,1,5,16,1,0,31,6,968
551,26,5,3.8008472166846117,8.25668019753963,969,0,6,1,1,5,7,2,4,6,0,1120,3,0,0,1,3,11,0,6,1,3,987,8,5,0,4,17,4,0,1,3,8,967,0,24,1,1,9,4,1,0,5,1,954,0,5,2,6,9,4,0,0,14,0,847,9,2,6,4,1,2,7,1,3,7,922,1,6,0,1,1,8,8,1,2,1,961,5,5,1,6,7,6,4,6,6,2,928,4,1,0,1,4,14,0,0,29,6,971
552,26,6,2.9078128636431093,8.879213902524377,969,0,6,0,2,5,9,1,4,6,0,1120,2,0,0,1,3,10,0,6,1,3,991,7,5,0,3,14,4,0,1,3,7,970,0,22,1,1,8,4,1,0,6,1,957,0,5,2,6,9,4,0,0,14,0,851,9,2,6,3,1,2,4,0,3,5,922,1,5,0,1,1,8,9,1,1,1,969,5,5,1,6,7,5,4,7,5,2,930,5,1,0,1,4,10,0,0,26,6,971
553,26,7,2.6284592909704005,9.080417486091546,970,0,6,0,2,5,9,1,4,6,0,1120,3,0,0,1,3,10,0,6,1,3,991,7,4,0,3,13,4,0,0,3,7,972,0,22,1,1,7,4,1,0,5,1,958,0,5,2,5,7,4,0,0,14,0,852,9,1,6,3,1,2,4,0,3,5,923,1,5,0,1,1,7,8,2,1,0,972,5,5,1,6,8,4,3,6,5,2,933,5,1,0,1,4,10,0,0,25,5,973
554,26,8,2.4452499305963076,9.283733544599198,970,0,5,0,1,5,9,1,3,6,0,1121,3,0,0,1,3,10,0,6,1,3,993,8,4,0,3,15,2,0,0,2,8,971,0,18,1,1,8,4,1,0,5,1,961,0,5,2,5,10,4,0,0,15,0,856,9,1,7,3,1,2,4,0,3,5,923,1,4,0,1,1,6,8,1,1,0,969,5,5,1,6,8,3,3,6,5,2,935,4,1,0,0,4,9,0,0,26,5,971
555,26,9,2.016763298247408,9.631102818822347,970,0,5,0,1,5,10,1,2,6,0,1122,3,0,0,1,3,10,0,5,1,3,993,7,4,0,4,14,2,0,0,2,8,973,0,18,1,1,6,3,1,0,5,1,963,0,5,2,5,11,4,0,0,14,0,856,8,1,6,3,1,2,4,0,3,5,922,1,3,0,1,0,6,8,1,1,0,971,5,5,1,6,8,3,2,5,5,2,940,2,1,0,0,4,8,1,0,25,5,974
556,26,10,2.1434910585405675,9.52670636835455,970,0,5,0,1,5,10,1,2,5,0,1121,3,0,0,1,3,9,1,6,1,3,993,6,5,0,3,13,2,0,0,3,8,971,0,17,1,2,6,4,1,0,5,1,961,0,5,3,5,11,3,0,0,15,0,857,8,1,6,2,2,2,4,0,3,5,923,1,3,0,1,0,5,8,2,1,0,971,5,4,1,6,9,3,2,5,5,2,938,3,1,0,0,6,8,1,0,25,6,974
557,26,11,2.098523225182278,9.669394346987046,969,0,5,0,1,6,10,1,2,6,0,1124,4,0,0,1,3,9,1,6,1,2,994,7,5,0,3,13,2,0,0,2,8,969,0,19,1,2,6,4,1,0,5,1,962,0,5,3,5,11,3,0,0,15,0,854,9,1,6,2,3,1,4,0,3,5,922,1,3,0,1,0,5,8,1,1,0,971,4,4,1,6,7,3,2,5,5,2,939,3,1,0,0,7,8,1,0,25,6,973
