vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
558,26,12,2.165612094005975,9.777592180545685,969,0,5,0,1,5,10,0,2,5,0,1125,4,0,0,1,3,9,1,6,1,2,992,6,5,0,3,13,2,0,0,2,10,971,0,18,1,1,6,4,1,0,5,1,963,0,5,3,5,11,3,0,0,14,0,854,8,1,7,2,3,1,4,0,2,6,923,1,3,0,1,0,5,8,1,1,0,970,4,3,1,5,7,3,2,6,5,2,939,3,1,0,0,7,8,1,0,28,5,975
559,26,13,1.9084569112141938,9.920304476402617,969,0,5,0,2,5,10,0,2,5,0,1125,4,0,0,1,3,9,1,6,1,2,994,6,5,0,3,13,2,0,0,2,10,973,0,18,1,1,6,4,1,0,5,1,962,0,5,3,4,11,3,0,0,13,0,855,9,1,7,2,3,1,4,0,2,5,922,1,3,0,1,0,5,8,1,1,0,971,4,3,1,5,5,3,2,6,5,2,941,3,1,0,0,6,8,1,0,27,4,975
560,26,14,1.6958367374431165,10.05390875205597,969,0,5,0,2,5,10,0,2,5,0,1125,4,0,0,1,3,9,1,6,1,2,994,5,5,0,3,13,2,0,0,2,11,974,0,19,1,1,5,3,1,0,4,1,963,0,5,3,4,11,3,0,0,12,0,854,9,1,7,3,3,1,4,0,2,4,921,1,3,0,1,0,5,8,1,1,1,973,4,3,1,5,5,3,2,7,5,2,942,3,1,0,0,7,7,1,0,25,4,975
561,26,15,1.1926976079180787,10.226771563239502,969,0,7,0,2,5,11,0,2,5,0,1125,4,0,0,1,3,9,1,5,1,2,992,5,5,0,3,13,2,0,0,2,11,974,0,18,1,1,5,3,1,0,4,1,962,0,5,3,4,11,3,0,0,12,0,854,9,1,7,3,3,1,4,0,1,4,920,1,3,0,1,0,5,8,1,1,1,979,4,4,1,5,5,3,2,7,5,2,942,3,1,0,0,7,9,2,0,19,4,975
562,26,16,1.084721605861838,10.238342977779759,969,0,7,0,2,5,11,0,2,5,0,1125,4,0,0,1,3,9,1,5,1,2,994,5,5,0,3,13,2,0,0,2,10,975,0,18,1,1,5,3,1,0,4,1,962,0,5,3,4,11,3,0,0,12,0,854,9,1,7,3,3,1,4,0,1,4,920,1,3,0,1,0,5,8,1,1,1,979,4,5,1,5,4,3,1,7,5,2,942,3,1,0,0,6,10,2,0,19,4,974
563,26,17,0.9765357386174386,10.275343795413656,969,0,7,0,2,4,11,0,2,5,0,1125,4,0,0,0,4,10,1,5,1,2,995,5,5,0,2,13,3,0,0,2,9,976,0,18,1,1,4,3,1,0,4,1,962,0,6,2,4,11,3,0,0,12,0,856,10,1,7,3,3,1,4,0,1,4,919,1,3,0,1,0,5,7,1,1,0,979,4,5,1,5,4,3,1,7,5,2,942,3,1,0,0,6,10,2,0,19,4,974
564,26,18,0.8987196593114526,10.334650750383314,969,0,7,0,2,4,11,0,2,5,0,1123,4,0,0,0,4,9,1,4,1,2,997,5,5,0,2,13,2,0,0,2,8,975,0,18,1,1,5,3,1,0,4,1,962,0,6,2,4,12,3,0,0,13,0,856,10,1,7,3,3,2,4,0,1,4,919,0,2,0,1,0,5,7,1,1,0,980,4,5,1,6,3,3,1,7,5,3,943,3,1,0,0,6,10,2,0,19,4,974
565,26,19,0.835278411738011,10.378732916718048,969,0,7,0,2,4,11,0,2,5,0,1123,4,0,0,0,4,9,1,4,1,2,997,4,5,0,2,13,1,0,0,2,8,976,0,17,1,1,6,3,1,0,4,1,962,0,6,2,4,13,3,0,0,13,0,856,11,1,7,4,3,2,4,0,1,4,919,0,1,0,1,0,5,7,1,2,0,980,4,5,1,6,3,3,1,7,4,3,944,3,1,0,0,6,10,2,0,19,4,972
566,26,20,0.8993898286622896,10.323529710652068,969,0,7,0,2,4,11,0,2,5,0,1123,4,0,0,0,4,9,1,5,1,2,997,4,5,0,2,13,2,0,0,2,8,976,0,18,1,1,5,3,1,0,4,1,961,0,6,2,3,12,3,0,0,13,0,855,12,1,7,3,3,2,4,0,2,4,918,0,3,0,1,0,5,7,1,2,0,979,4,5,1,6,3,3,1,7,4,3,943,3,1,0,0,6,10,2,0,20,4,973
567,27,0,15.24903318711067,7.24330030585785,3,14,16,9,72,6,31,36,15,83,14,2,17,76,8,23,9,1,45,6,8,0,7,12,3,0,1,1,0,0,19,1,21,41,14,10,26,11,7,2,182,194,155,172,113,270,261,341,226,256,11,43,63,9,1,8,10,16,29,8,246,271,196,147,329,104,215,93,283,121,96,215,323,332,186,222,134,210,124,248,119,323,88,46,171,99,196,176,87,120,282,72,146,166,85,150,75,143,158,165
568,27,1,20.06294803124632,-1.9984481214601777,963,0,7,6,2,9,15,1,7,10,0,1112,8,0,2,1,4,16,7,6,1,1,942,15,5,4,4,24,8,2,0,4,13,931,0,21,2,6,24,5,1,1,9,3,911,4,14,9,10,20,3,1,1,24,2,817,24,1,24,11,7,4,11,3,9,12,891,0,12,1,1,1,13,8,2,2,3,926,10,12,4,11,25,14,8,16,1,2,858,7,0,0,3,6,41,6,0,43,14,935
569,27,2,15.516133728457126,-0.824117583807319,965,0,6,1,1,5,11,1,6,10,0,1112,6,0,1,1,3,12,3,7,1,2,956,11,9,1,3,21,7,2,0,4,12,949,0,15,0,7,17,4,0,1,8,1,927,1,9,8,7,14,2,0,1,23,1,843,18,2,12,8,8,3,10,1,8,8,908,0,10,0,1,1,11,9,2,2,3,949,6,11,3,12,20,8,6,9,3,2,896,5,0,0,2,7,27,7,0,26,10,948
570,27,3,12.21762433772179,-0.4671301584424759,969,0,5,0,1,3,7,1,6,5,0,1115,4,0,1,1,3,8,3,7,1,4,974,7,9,0,2,21,6,1,0,3,8,962,0,12,0,6,13,4,0,0,7,0,931,0,9,6,7,18,2,0,0,21,1,854,15,2,11,5,4,3,8,0,8,8,914,0,9,0,1,1,11,8,2,2,3,961,6,7,3,9,13,7,4,7,5,3,908,11,0,0,2,5,25,5,0,20,5,951
571,27,4,7.795544571462066,0.17353089997326715,969,0,5,0,1,3,7,2,5,4,0,1116,3,0,0,1,3,8,3,7,0,4,986,6,10,0,1,21,6,1,0,3,6,970,0,7,0,5,7,4,0,0,6,0,940,0,9,3,7,17,3,0,0,17,0,863,14,1,10,4,4,3,7,0,7,8,918,0,7,0,1,1,10,7,1,1,1,963,7,4,3,8,8,4,3,6,5,4,919,9,0,0,1,6,20,3,0,21,3,959
572,27,5,5.435465277071836,-0.48179462528020656,969,0,6,0,1,3,6,2,5,4,0,1120,3,0,0,1,3,7,2,6,0,4,987,6,10,0,3,22,4,0,0,2,6,975,0,5,0,3,5,4,0,0,6,0,941,0,9,3,7,15,2,1,0,13,0,866,13,0,9,4,4,2,6,0,7,7,920,0,6,2,1,1,9,7,1,1,1,962,7,3,3,5,8,4,3,6,3,7,927,7,1,0,1,5,19,3,0,22,2,964
573,27,6,4.843891158017326,-0.6947400318440409,971,0,6,0,1,3,5,2,5,4,0,1123,3,0,0,1,3,6,2,3,0,4,991,6,11,0,3,19,4,1,0,1,6,977,0,5,0,4,7,4,0,0,6,0,944,1,10,2,8,16,1,1,1,12,0,863,15,1,9,4,4,2,3,0,6,7,918,0,5,2,1,1,8,7,1,1,1,965,5,4,3,3,7,3,3,8,3,9,927,8,0,0,1,5,16,3,0,20,2,963
574,27,7,4.476037764789932,-0.7437270803195425,972,0,6,0,1,3,5,3,5,4,0,1124,3,0,0,1,3,6,2,3,0,4,994,6,10,0,2,16,4,1,0,1,4,978,0,5,0,6,7,4,0,0,7,0,947,1,9,2,9,17,1,0,0,11,0,864,14,2,9,4,3,2,2,0,6,7,920,0,5,1,1,1,8,7,1,0,0,966,4,4,3,3,7,3,2,8,4,7,926,8,0,0,1,5,15,3,1,20,3,963
575,27,8,-0.7116281159874258,-7.227947404181991,972,0,5,0,1,3,6,3,5,4,0,1124,4,0,0,1,3,5,2,3,0,3,993,5,10,0,2,14,3,1,0,1,4,979,0,5,0,6,7,4,0,0,7,0,948,1,8,2,7,18,1,1,0,11,0,863,11,2,9,4,3,2,2,0,6,8,924,0,3,1,1,1,8,7,1,0,0,970,4,5,3,3,8,3,2,8,3,7,931,9,0,0,1,5,14,3,1,19,3,960
576,27,9,-1.1191135219481205,-7.426437730808898,971,0,5,0,1,3,7,3,5,4,0,1125,3,0,1,1,3,5,2,3,0,2,995,3,10,0,2,13,3,1,0,1,4,985,0,5,0,6,5,3,0,0,6,0,948,1,7,2,7,18,2,1,0,8,0,861,12,2,9,3,3,2,2,0,5,9,924,0,4,1,1,1,8,7,1,0,0,971,4,6,3,3,8,3,2,9,2,7,932,9,0,0,1,4,14,3,1,19,3,961
577,27,10,-1.239200671531087,-7.474601620009759,971,0,5,0,1,3,7,3,5,4,0,1126,3,0,1,1,3,5,2,3,0,2,995,2,10,0,2,11,3,1,0,1,4,984,0,7,0,5,4,3,0,0,6,0,948,1,7,2,7,18,2,1,0,8,0,860,11,2,9,3,3,1,2,0,4,8,925,0,4,1,1,1,8,8,1,0,0,974,4,6,3,3,8,4,2,9,2,8,933,10,0,0,1,4,15,3,1,18,3,960
578,27,11,-1.94758717005666,-7.6332215525369405,971,0,4,0,1,3,5,3,5,3,0,1127,3,0,1,1,3,5,2,3,0,2,998,2,8,1,2,11,4,1,0,1,4,985,0,6,0,5,4,4,0,0,6,0,951,1,7,1,7,18,2,1,0,7,0,863,12,1,10,2,3,1,2,0,3,8,926,0,3,1,1,0,8,8,1,0,0,976,4,6,3,3,6,4,2,6,2,8,932,7,0,0,1,4,15,3,1,18,3,964
579,27,12,-2.1244237196949314,-7.606398082636993,971,0,4,0,1,3,6,3,5,3,0,1126,3,0,1,0,3,5,2,3,0,2,999,2,7,1,2,13,4,1,0,1,4,986,0,7,0,4,5,4,0,0,6,0,952,1,7,1,7,18,2,1,0,7,0,862,11,1,9,2,3,1,2,0,3,8,926,0,3,1,1,0,7,8,2,0,0,977,4,6,3,4,6,4,2,7,2,6,933,6,0,0,1,3,14,3,1,18,2,965
580,27,13,-2.2605873038804134,-7.601422758349277,971,0,4,0,1,3,6,3,5,3,0,1126,2,0,1,0,3,4,2,3,1,2,1000,2,7,1,2,13,4,1,0,1,3,987,0,7,0,4,5,4,0,0,5,0,952,1,7,2,7,17,2,1,0,7,0,862,12,1,10,2,2,1,2,0,3,8,925,0,3,1,1,0,9,6,2,0,0,977,4,6,3,4,6,4,2,7,2,8,931,6,0,0,1,4,14,3,1,16,3,966
581,27,14,-2.532285116218277,-7.630401981448666,971,0,4,0,0,3,5,3,5,3,1,1127,3,0,0,0,3,4,2,3,1,1,997,2,7,1,3,12,4,1,0,1,3,987,0,7,0,4,5,4,0,0,5,0,955,1,7,2,6,16,1,1,0,7,0,863,12,1,10,3,2,1,3,0,3,8,925,0,2,1,1,0,10,6,2,0,0,977,4,8,3,4,6,4,2,6,2,8,933,5,0,0,1,4,13,3,1,17,3,965
582,27,15,-2.8223361259579205,-7.711963155263674,971,0,4,0,0,3,5,3,5,3,1,1127,3,0,0,0,3,4,2,3,1,1,999,2,7,1,3,12,4,1,0,1,4,987,0,7,0,4,6,4,0,0,5,0,957,1,6,2,6,15,1,1,0,7,0,864,12,1,10,3,2,1,1,0,3,7,926,0,2,1,1,0,9,6,2,0,0,978,4,8,3,4,7,4,1,6,2,7,931,5,0,0,0,4,12,3,1,17,4,966
583,27,16,-3.1013060388878833,-7.787370502825282,972,0,3,0,0,3,5,3,6,3,1,1127,3,0,0,0,3,5,2,3,1,1,999,2,7,1,3,9,4,1,0,1,4,986,0,8,0,5,6,4,0,0,5,0,958,0,6,2,6,14,1,1,0,8,0,865,11,1,9,3,2,1,2,0,3,6,927,0,2,1,1,0,9,6,2,0,0,978,4,8,2,4,7,4,1,6,2,7,931,5,0,0,0,4,11,3,1,18,4,967
584,27,17,-3.3322543155501325,-7.808101725874401,972,0,3,0,0,4,5,3,6,3,1,1127,3,0,0,0,3,5,2,3,1,2,999,2,7,1,3,9,4,1,0,1,4,985,0,8,0,5,4,4,0,0,5,0,960,0,6,2,6,14,1,0,0,8,0,863,11,1,10,3,2,1,2,0,2,6,927,0,2,1,1,0,9,6,2,0,0,980,4,7,2,4,7,5,1,6,2,7,932,5,0,0,0,4,10,4,1,16,4,968
585,27,18,-3.488841399850658,-7.916248687107044,972,0,3,0,0,4,5,3,6,3,1,1127,5,0,0,0,3,5,2,3,0,1,997,2,7,1,3,7,4,1,0,1,4,986,0,8,0,6,4,4,0,0,5,0,959,0,5,2,6,13,1,1,0,8,0,863,9,2,10,3,2,1,2,0,3,6,930,0,2,2,2,0,9,6,2,0,0,981,4,7,2,4,7,5,1,6,2,6,932,5,0,0,0,3,10,4,1,16,4,968
586,27,19,-3.518333330506341,-7.932750430286075,972,0,3,0,0,4,5,3,6,3,1,1127,3,0,0,0,3,5,2,3,0,1,999,1,7,1,3,7,4,1,0,1,4,988,0,8,0,6,5,4,0,0,5,0,958,0,5,2,6,12,1,1,0,8,0,863,9,2,9,3,2,1,2,0,3,6,930,0,1,2,2,0,9,5,2,0,0,981,4,6,2,4,7,5,1,6,2,6,933,5,0,0,0,3,11,4,1,16,4,970
587,27,20,-3.3992034489501277,-7.855551708032146,972,0,3,0,0,4,5,3,6,3,1,1126,3,0,0,0,3,5,1,4,0,1,999,1,7,1,3,7,4,1,0,1,4,989,0,7,0,6,5,4,0,0,5,0,957,0,5,2,6,13,1,1,0,8,0,864,11,2,9,3,2,1,2,0,3,6,927,0,1,2,2,1,9,5,3,0,0,981,4,6,2,4,7,4,1,6,3,6,934,5,0,0,0,3,11,4,1,16,4,968
588,28,0,15.658405107259355,7.71310932973625,194,46,221,110,161,205,229,88,194,167,55,3,33,123,31,53,60,16,43,94,334,158,191,281,425,147,303,324,240,397,56,8,66,40,57,19,26,15,19,42,32,48,102,76,54,21,46,87,59,41,11,0,4,0,0,0,1,4,1,1,52,206,109,95,30,154,33,95,77,19,17,0,3,4,2,5,3,0,13,1,29,283,135,84,29,93,53,63,106,32,200,383,168,197,193,195,204,336,222,215
589,28,1,19.708986658333114,0.01936994484972557,964,0,8,4,1,8,9,1,5,9,0,1113,8,1,2,3,4,13,9,6,1,2,929,14,7,2,5,26,7,3,0,4,13,926,0,27,2,7,17,7,0,1,11,3,904,5,8,8,8,20,3,0,0,25,1,803,21,2,22,8,8,3,13,0,9,9,905,0,8,1,1,2,16,13,2,6,3,931,7,16,3,10,29,15,7,24,1,2,881,14,0,0,5,9,49,5,0,38,10,925
590,28,2,16.21153164872021,-1.9986770172216337,967,0,7,3,0,8,7,2,5,8,0,1117,4,0,1,3,3,11,5,9,1,2,961,7,9,1,2,25,7,3,0,3,10,952,1,21,1,6,14,7,0,0,9,1,919,4,10,6,9,20,3,0,0,16,1,828,18,1,10,6,6,3,8,0,9,9,912,0,6,1,2,2,14,11,2,4,2,945,6,8,1,8,17,14,7,9,3,4,906,13,0,0,2,6,33,5,0,28,6,934
591,28,3,12.499522204213797,-1.800390497133089,968,0,8,3,1,7,10,1,5,6,0,1116,7,0,0,1,3,10,4,7,2,2,970,6,6,1,1,23,4,1,0,3,7,962,1,16,0,4,9,5,0,0,7,0,933,0,10,6,8,19,4,0,1,17,0,846,15,1,10,7,4,3,7,0,10,9,914,0,6,1,1,2,11,9,2,3,1,957,5,5,1,9,13,9,5,4,4,5,918,14,0,0,1,4,24,5,0,21,5,944
592,28,4,10.399977192318277,-1.9561088234161137,969,0,7,3,1,5,8,1,5,5,0,1117,6,0,0,1,3,11,4,7,3,2,976,5,5,1,1,20,3,0,0,3,7,966,0,18,0,3,9,6,0,0,6,0,940,0,8,4,8,19,3,0,1,18,0,850,13,1,8,5,3,3,7,0,10,7,920,0,6,1,1,2,9,8,1,2,1,969,5,5,1,8,11,8,5,3,4,3,920,13,0,0,2,2,20,5,0,16,6,948
593,28,5,8.042195280553498,-1.2598828256992467,972,0,6,3,0,4,9,1,4,3,0,1119,5,0,0,1,3,10,3,7,2,2,978,6,4,1,0,19,3,0,1,3,6,965,0,18,0,2,7,6,0,0,7,0,946,0,7,3,7,16,1,0,1,18,0,853,13,0,9,5,2,3,5,0,9,6,920,0,7,2,1,2,9,7,1,1,1,976,5,5,1,6,13,8,3,3,5,3,923,11,0,0,2,3,19,5,0,14,6,954
594,28,6,6.52106223258817,-0.4212124282339129,972,0,6,3,0,4,7,1,4,3,0,1119,4,0,0,1,3,10,3,7,2,3,983,5,3,1,0,18,2,0,0,3,7,969,0,17,0,1,7,7,0,0,5,0,949,1,7,3,8,14,2,0,1,18,0,855,12,2,9,4,2,2,4,0,10,6,923,0,5,2,1,2,9,6,0,1,1,974,5,6,1,6,12,6,3,2,5,4,925,9,0,0,1,3,17,4,0,15,6,957
595,28,7,1.7149834382113482,0.6067941837050596,971,0,6,3,1,4,6,1,4,3,0,1120,3,0,0,1,3,11,2,6,2,3,986,4,2,1,0,16,2,0,0,3,7,972,0,16,0,1,6,6,1,0,5,0,951,1,8,2,8,14,2,0,1,18,0,856,12,2,8,4,2,2,3,0,10,6,923,0,4,1,1,2,9,6,1,1,1,975,5,6,1,5,11,7,3,3,5,5,929,9,0,0,1,0,14,3,0,15,6,960
596,28,8,1.1191302722365695,0.7082646998095062,972,0,6,2,1,4,6,1,4,3,0,1123,3,0,0,1,3,10,1,6,2,3,986,4,2,1,0,15,2,0,0,1,7,974,0,14,0,1,4,6,1,0,5,0,953,0,7,2,7,13,2,0,1,17,0,859,12,2,9,4,1,2,2,0,10,6,925,0,4,1,0,2,10,6,1,1,1,979,5,5,1,4,11,7,3,3,4,4,933,9,1,0,1,0,12,3,0,14,5,962
597,28,9,0.7820391949309122,0.8001038188011723,970,0,6,0,2,4,6,1,4,3,0,1123,0,0,0,1,3,10,1,4,2,3,992,5,2,1,0,14,3,0,0,1,6,977,0,14,0,1,5,5,1,0,4,0,953,0,7,2,7,13,3,0,1,16,1,859,10,2,9,4,2,2,2,0,9,6,928,0,4,2,0,2,10,6,1,1,0,978,5,5,1,4,10,6,2,3,4,4,930,10,1,0,1,0,12,3,0,16,6,963
598,28,10,0.5872211452129247,0.7211837109070223,970,0,7,0,1,4,6,1,4,3,0,1124,1,0,0,1,3,10,1,4,2,3,991,5,2,1,0,13,3,0,0,1,6,979,0,14,0,2,6,5,1,0,4,0,955,1,7,2,7,13,3,0,1,13,1,858,9,1,7,4,2,2,2,0,9,6,928,0,4,2,0,1,9,6,1,1,0,980,5,5,1,4,10,6,2,3,5,4,932,9,1,0,1,1,11,3,0,15,5,964
599,28,11,-5.894623109328845,-5.888198579441785,970,0,7,0,1,4,7,1,4,3,0,1123,2,0,0,1,3,9,1,4,1,3,993,3,2,1,0,13,3,0,0,2,6,980,0,12,0,2,6,5,1,0,4,0,957,1,8,2,7,14,3,0,1,14,1,859,9,1,6,4,3,2,2,0,9,6,925,0,4,1,0,1,9,5,1,1,0,981,5,5,1,4,7,5,2,3,6,4,932,7,1,0,1,3,9,4,0,15,6,966
600,28,12,-6.272682674046109,-5.93984763226493,970,0,5,0,1,3,6,1,4,3,0,1123,2,0,0,1,3,9,1,4,1,3,993,3,2,1,0,12,3,0,0,2,6,980,0,14,0,2,5,5,1,0,4,0,959,1,9,2,8,14,3,0,2,14,1,859,9,1,8,4,3,2,3,0,7,6,925,0,4,1,0,1,9,5,2,1,0,983,5,5,1,4,7,5,2,3,6,4,930,5,1,0,1,3,8,3,0,14,6,968
601,28,13,-6.617088892781001,-5.969567065115444,971,0,5,0,1,3,6,1,4,3,0,1124,2,0,0,1,3,9,1,4,1,3,993,3,2,1,0,12,3,0,0,1,6,980,0,15,0,2,5,4,1,0,4,0,960,1,9,3,7,12,3,0,2,13,1,860,8,1,7,4,2,2,4,0,6,4,926,0,4,2,0,1,8,5,2,1,0,984,5,5,1,4,7,6,2,3,6,4,932,5,1,0,1,3,8,3,0,12,6,970
602,28,14,-6.737909859058864,-6.003313120071112,971,0,5,0,1,3,6,1,4,3,0,1124,2,0,0,1,3,9,1,4,1,3,994,3,2,1,0,12,2,0,0,1,6,981,0,15,1,2,5,5,1,0,4,0,961,1,9,3,8,13,3,0,2,13,1,862,7,1,8,4,2,2,4,0,6,3,927,0,4,1,0,1,7,4,2,1,0,984,5,5,1,4,7,6,2,3,5,4,931,5,1,0,1,3,7,2,0,12,6,969
603,28,15,-7.182404577386113,-6.086072581114358,971,0,5,0,1,3,6,1,4,3,0,1125,2,0,0,1,3,8,2,4,1,2,994,3,2,1,0,11,1,0,0,1,7,981,0,15,1,2,5,5,1,0,4,0,962,1,9,3,7,12,3,0,2,13,1,863,7,0,8,4,2,2,4,0,6,2,927,0,4,2,0,1,6,4,2,1,0,988,5,5,1,4,8,6,1,3,5,4,932,4,1,0,0,3,7,2,0,11,6,970
604,28,16,-7.345657273949231,-6.092989827636387,970,0,5,0,1,3,6,1,4,3,0,1125,2,0,0,1,3,7,1,4,1,2,994,3,2,1,0,11,1,0,0,1,7,979,0,15,1,2,6,5,1,0,4,0,962,1,9,3,7,12,3,0,2,15,1,863,7,0,8,4,3,2,4,0,6,2,926,0,4,2,0,1,6,4,2,1,0,989,5,5,1,4,8,6,1,3,6,4,933,4,1,0,0,3,7,2,0,11,5,970
605,28,17,-7.719754529534591,-6.171948093151338,969,0,4,0,2,2,6,1,4,3,0,1126,2,0,0,1,3,6,1,4,1,2,995,4,2,1,0,10,1,0,0,1,7,976,0,15,1,2,6,5,1,0,4,0,962,1,9,2,6,13,3,0,2,15,1,865,7,0,8,4,3,2,4,0,5,2,926,0,4,1,0,1,6,4,2,1,0,992,5,5,1,3,8,7,1,2,6,4,934,4,2,0,0,4,7,2,0,11,5,970
606,28,18,-7.753789971575874,-6.195766989225525,969,0,5,0,2,2,6,1,4,3,0,1127,2,0,0,1,3,5,1,4,1,1,992,4,2,1,0,10,2,0,0,1,6,975,0,15,1,2,6,5,1,0,5,1,962,1,9,2,6,13,3,0,2,15,1,865,7,0,9,4,3,2,4,0,5,2,926,0,4,1,0,1,6,5,2,1,0,992,4,5,1,3,9,7,1,2,6,4,933,4,2,0,1,3,7,2,0,12,5,970
607,28,19,-7.809373293419805,-6.251860905301878,969,0,4,0,2,2,6,1,4,3,0,1127,2,0,0,1,3,5,1,4,1,1,994,4,2,1,0,10,2,0,0,1,6,975,0,15,1,2,6,5,1,0,5,1,962,1,9,1,6,13,3,0,2,14,1,864,6,0,9,4,3,2,4,0,5,3,927,0,4,1,0,1,6,5,2,1,0,993,3,5,1,3,8,8,1,2,6,4,934,4,2,0,1,3,7,2,0,12,5,970
608,28,20,-7.787669354310259,-6.242544555105893,969,0,4,0,2,2,6,1,4,3,0,1127,2,0,0,1,3,5,1,3,1,1,994,4,3,1,0,10,2,0,0,1,6,974,0,15,1,2,5,5,1,0,5,1,963,1,9,2,5,12,3,0,2,15,1,864,6,0,9,4,3,2,4,0,4,3,928,0,4,1,0,1,6,5,2,1,0,991,4,6,1,3,8,8,1,2,5,4,935,5,2,0,1,3,6,2,0,13,5,970
609,29,0,15.680268511723613,8.16837997071254,31,0,10,13,32,1,2,1,8,24,356,133,310,381,409,312,274,198,375,272,9,1,15,36,9,30,22,8,31,3,2,0,10,6,1,0,4,1,5,1,3,0,1,7,40,25,4,6,19,20,7,35,20,8,30,58,58,16,37,18,53,22,41,38,41,43,23,6,28,13,103,102,98,20,121,39,63,195,40,139,328,565,307,336,218,310,414,449,285,382,88,277,220,165,81,74,94,148,146,137
610,29,1,19.58131442424432,-2.0298072804280434,964,0,11,3,1,9,12,0,5,10,0,1112,3,0,4,2,3,15,4,4,1,2,939,16,4,2,6,25,8,4,0,3,14,927,0,32,2,4,27,9,0,1,8,3,913,4,10,8,9,24,4,0,0,23,1,800,14,1,21,7,7,4,8,2,12,12,906,0,10,1,1,2,13,12,2,10,3,938,9,14,3,11,29,16,8,13,2,1,871,8,0,0,7,8,37,8,0,36,10,928
611,29,2,15.247551996088708,-0.09462748865273238,967,0,8,3,1,6,8,1,6,6,0,1114,2,1,0,1,3,9,2,3,1,1,966,9,6,3,6,23,7,0,0,4,11,948,0,21,1,6,16,11,0,1,5,2,926,1,8,6,7,19,5,0,0,16,0,826,11,3,7,8,4,4,8,2,12,10,914,0,6,1,0,1,11,12,2,6,3,951,7,8,2,9,18,11,7,9,4,2,908,10,1,1,3,6,28,9,0,27,8,943
612,29,3,12.36335179372119,-2.1630903024428014,969,0,8,2,2,4,5,1,6,6,0,1115,3,1,0,1,3,9,1,3,0,1,976,7,7,2,4,22,4,0,0,4,9,960,0,17,0,6,11,9,0,1,4,0,930,0,8,3,5,18,3,0,0,14,0,843,15,2,6,6,4,4,7,2,8,6,914,0,5,1,1,1,10,11,1,7,3,956,5,6,2,8,13,9,6,4,6,4,922,12,1,1,2,4,28,8,0,25,9,948
613,29,4,9.349137349888702,-2.929042779109606,969,0,8,0,2,3,5,1,6,5,1,1119,4,0,0,1,3,10,1,3,1,1,981,7,7,1,3,21,3,0,0,3,5,972,0,15,0,5,9,9,0,1,4,0,933,0,9,3,2,15,2,0,0,9,0,850,15,2,6,3,4,3,7,0,8,5,914,0,4,1,1,1,9,9,2,6,2,959,4,7,1,6,12,9,5,4,7,4,931,9,1,1,2,4,25,7,0,23,8,957
614,29,5,7.723649996566894,-3.1577864276364016,969,0,8,0,2,3,5,1,6,5,1,1119,4,0,0,1,3,8,1,3,1,2,984,6,9,1,3,18,3,0,0,2,6,978,0,15,0,5,8,7,0,1,3,0,934,1,9,3,2,15,2,0,0,7,0,854,16,2,7,3,5,3,6,0,8,5,913,0,4,1,1,2,9,8,2,3,2,968,4,7,0,6,12,7,4,4,7,5,932,9,1,0,0,4,23,5,0,18,7,959
615,29,6,4.7961115124278,-2.8764485226314904,970,0,8,0,1,3,5,2,6,5,1,1122,2,0,0,1,3,8,1,3,1,2,988,5,6,1,3,17,3,0,0,1,5,981,0,12,0,2,8,5,0,1,4,0,938,1,9,4,3,14,2,0,0,7,0,858,16,1,8,2,4,3,6,0,9,5,913,0,3,1,1,1,9,7,2,2,2,973,4,5,0,5,10,6,4,3,7,5,932,8,1,0,0,4,22,6,0,16,6,966
616,29,7,-0.3890154490406402,-4.93436160232477,970,0,8,0,2,3,5,2,5,5,1,1122,3,0,0,1,3,8,1,3,1,2,990,4,6,1,3,16,4,0,0,1,5,984,0,12,0,2,8,5,0,1,4,0,942,1,9,4,3,13,3,0,0,7,0,860,15,1,7,4,2,3,4,0,6,5,913,0,3,1,1,1,9,7,3,1,2,975,4,5,1,5,9,5,2,3,8,6,935,8,1,0,0,3,21,5,0,14,4,965
617,29,8,-1.067807750695839,-5.070729866742088,971,0,7,0,2,4,5,2,5,5,1,1124,3,0,0,1,4,8,1,3,1,2,996,3,5,1,4,16,4,0,0,1,5,985,0,11,0,2,7,5,0,1,3,0,947,1,9,5,3,14,1,0,0,8,0,860,15,1,7,4,2,3,3,0,5,5,913,0,3,1,1,0,7,7,3,1,0,975,4,5,1,4,8,5,1,3,8,6,936,7,2,0,0,2,19,5,0,13,4,965
