vector,line,algo,oldage,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
24,1,0.02,3,-4.899614582969133,-5.997871739478617,946,0,12,4,0,18,12,4,6,15,0,1093,9,2,3,6,3,21,10,8,0,4,894,22,5,5,7,25,12,5,2,2,14,906,1,39,1,4,26,13,2,1,19,3,902,12,17,14,8,47,12,2,0,23,1,747,19,1,30,12,9,4,16,4,15,18,891,1,14,1,3,3,22,16,3,12,2,926,9,29,6,26,39,23,9,32,6,0,842,8,0,0,7,7,43,3,0,32,17,871
25,1,0.02,4,-5.018319074433654,-5.265098062389812,953,0,12,3,1,15,12,2,5,14,0,1096,8,2,3,6,3,16,8,9,0,3,906,16,5,5,6,24,9,5,2,2,13,914,1,38,2,4,26,10,2,1,16,3,915,11,16,12,8,35,8,2,0,25,1,754,20,2,32,12,7,4,11,3,12,14,890,1,11,1,2,2,23,16,2,10,2,932,8,26,6,25,37,21,8,35,7,0,850,8,0,0,6,7,34,4,0,35,17,889
26,1,0.02,5,-4.728433328750202,-4.9526731707171985,956,0,12,3,1,12,12,2,5,15,0,1098,6,1,3,4,3,13,8,9,0,2,916,16,4,5,6,25,9,4,2,2,14,916,1,37,2,3,24,10,1,1,14,3,920,9,15,11,7,34,8,3,0,25,1,769,19,2,29,11,7,4,10,2,12,14,893,1,10,1,1,2,20,16,2,8,2,938,8,23,5,23,34,21,7,29,6,0,861,6,0,0,6,7,31,5,0,33,13,896
27,1,0.02,6,-4.458720363650255,-4.656062322114449,956,0,10,3,1,10,12,2,5,15,0,1100,6,1,3,4,3,13,6,7,0,2,926,15,5,5,7,27,10,3,2,2,13,920,1,34,2,2,23,11,1,1,13,3,922,7,12,10,7,32,8,3,0,23,1,774,19,2,28,12,7,4,8,2,11,15,895,1,10,1,1,2,20,15,1,8,2,939,8,20,5,21,30,21,8,29,6,0,866,6,0,0,6,7,29,6,0,32,11,902
28,1,0.02,7,-3.6989314725278803,-4.885916956719477,956,0,7,3,1,9,11,2,4,15,0,1102,5,1,3,4,3,12,6,6,0,2,936,16,6,4,7,27,10,3,2,3,14,921,1,32,2,3,20,11,1,1,12,3,921,7,12,9,7,32,8,1,0,23,1,783,18,1,26,12,7,4,7,2,11,14,897,1,10,1,1,2,19,14,2,7,2,945,8,19,5,20,27,20,8,26,6,0,872,6,0,0,5,7,28,6,0,28,11,904
29,1,0.02,8,-3.4818345283843866,-4.603382594079383,958,0,7,4,1,8,12,2,4,12,0,1107,4,1,2,2,3,12,5,6,0,2,944,16,6,3,7,24,8,4,2,2,14,924,0,31,2,3,18,11,1,1,10,2,922,5,11,9,10,32,7,1,0,22,0,790,17,1,24,14,7,4,7,2,12,16,898,1,11,1,1,2,17,13,2,6,2,947,8,18,4,16,24,19,8,25,6,0,876,5,0,0,5,7,29,6,0,29,10,906
30,1,0.02,9,-3.287275514358599,-4.301281117091168,960,0,7,4,1,8,12,1,4,11,0,1108,4,1,2,3,3,11,4,6,0,2,945,15,6,3,7,24,8,4,2,2,14,929,0,30,1,3,17,9,0,1,10,2,922,4,11,8,10,31,6,1,0,21,0,796,15,1,23,15,7,4,7,2,12,13,901,1,12,1,1,2,17,12,2,5,2,951,8,18,4,15,23,17,8,24,6,0,878,5,0,0,5,7,29,6,0,28,10,909
31,1,0.02,10,-3.3121012761804516,-3.7211495409682667,960,0,8,4,1,8,10,1,4,11,0,1108,4,1,1,3,3,10,4,5,0,2,948,14,6,3,7,24,8,4,2,2,14,932,0,26,1,3,16,9,0,1,9,2,925,4,11,8,10,31,6,1,0,21,0,804,14,1,18,15,7,4,6,2,12,13,904,1,12,1,1,2,16,11,2,5,2,952,8,17,4,15,22,16,8,21,6,1,884,6,0,0,5,7,27,5,0,27,10,910
32,1,0.02,11,-3.047303497550071,-3.505701197309054,960,0,8,4,1,8,10,1,4,11,0,1108,3,1,1,3,3,10,3,5,0,2,950,14,6,3,7,23,8,4,2,2,14,937,0,25,1,4,15,8,0,1,9,2,926,4,9,8,10,30,6,1,0,21,0,807,14,0,16,15,7,4,7,1,12,13,906,1,12,1,1,2,15,9,2,5,2,954,8,16,4,15,22,15,7,20,6,1,888,6,0,0,4,6,27,4,0,26,10,913
33,1,0.02,12,-2.8237323320261267,-3.3141696855611142,959,0,8,4,1,8,10,1,4,10,0,1110,3,2,1,3,3,8,4,5,0,2,953,12,6,4,7,23,8,4,2,2,13,940,0,24,1,4,14,8,0,1,9,2,925,4,10,7,11,28,6,1,0,21,0,809,14,0,17,13,8,4,7,1,12,13,905,1,12,1,1,2,15,8,2,5,2,958,8,17,4,13,20,14,7,18,6,1,888,6,0,0,4,6,28,4,0,25,8,917
34,1,0.02,13,-2.6069044651747872,-3.128580444300233,959,0,8,4,1,7,10,1,4,9,0,1112,2,2,1,3,3,8,4,5,0,2,955,13,6,3,8,23,8,3,2,2,13,943,0,24,1,5,13,7,0,1,9,2,925,3,10,7,11,28,6,0,0,19,0,814,13,0,18,14,8,4,7,1,12,13,906,1,11,1,1,2,15,8,2,5,2,959,8,17,4,12,19,14,7,16,5,1,889,6,0,0,4,4,28,4,0,23,8,919
35,1,0.02,14,-2.42068929295923,-2.9137063500261373,960,0,8,3,1,5,10,0,4,8,0,1112,3,2,1,3,3,8,4,5,0,2,959,13,5,3,8,23,8,3,2,2,12,945,0,23,1,5,11,7,0,1,9,2,926,2,10,6,10,30,6,0,0,19,0,820,11,0,17,13,7,4,7,1,12,12,908,1,10,1,1,2,11,8,2,5,2,963,8,16,4,12,19,14,8,15,5,1,894,6,0,0,4,3,27,4,0,21,8,920
36,1,0.02,15,-2.2499468523606354,-2.689103167665258,960,0,7,3,1,5,11,0,4,7,0,1113,3,2,0,3,3,8,4,5,0,2,964,13,5,2,6,23,7,3,2,2,12,946,0,21,1,5,11,7,0,0,8,1,927,2,10,6,8,30,6,0,0,18,0,824,9,0,17,14,7,4,5,1,12,13,912,1,10,1,1,2,11,8,2,5,1,963,8,13,4,12,18,15,8,13,5,1,897,6,0,0,4,3,27,4,0,21,8,923
37,1,0.02,16,-2.0520775254158843,-2.498195529438583,959,0,7,3,1,5,11,0,4,7,0,1113,4,2,0,2,4,8,4,7,1,2,963,13,5,2,5,23,6,3,2,2,12,948,0,20,1,4,11,7,1,0,8,1,930,2,10,6,8,31,6,0,0,17,0,829,8,0,18,14,6,4,5,1,11,13,914,0,10,1,1,2,11,8,2,4,1,965,8,11,4,12,18,14,7,11,4,2,898,5,0,0,4,3,26,4,0,20,7,923
38,1,0.02,17,-1.8513487650449285,-2.3382642540703005,959,0,7,3,1,5,11,0,4,7,0,1114,4,2,0,2,4,8,4,7,1,2,963,13,6,2,5,23,6,3,2,2,12,951,0,19,1,4,11,7,1,0,7,0,932,2,9,4,8,30,7,0,0,16,0,830,7,0,16,14,5,4,5,1,10,12,916,0,10,1,1,2,12,9,2,4,1,967,9,10,4,11,18,13,6,11,4,2,899,5,0,0,4,2,25,5,0,20,7,925
39,1,0.02,18,-1.6678549141611225,-2.1918055815280373,959,0,7,3,1,4,11,0,4,7,0,1114,4,2,0,2,4,8,5,7,1,2,965,14,7,1,5,23,6,2,2,2,11,951,0,17,1,4,11,6,1,0,8,0,932,2,9,4,8,30,7,0,1,15,0,836,8,0,16,14,5,4,4,1,10,12,915,0,9,1,1,2,12,9,2,3,1,969,9,10,4,11,18,13,5,10,4,1,899,6,0,0,2,2,25,5,0,19,7,926
40,1,0.02,19,-1.3313136059275161,-2.215665839147792,961,0,7,3,1,3,10,0,4,7,0,1114,4,2,0,2,4,8,5,7,1,2,969,14,7,1,5,23,6,2,2,2,10,954,0,17,1,4,11,6,1,0,7,0,933,2,9,4,8,29,6,0,1,14,0,839,8,0,16,13,5,4,4,1,9,11,916,0,9,1,1,2,12,9,1,3,1,969,9,9,3,11,16,11,5,9,4,1,899,5,0,0,2,2,26,5,0,19,7,930
41,1,0.02,20,-1.1050643823153015,-2.117639286592349,961,0,7,3,1,3,10,0,4,7,0,1114,4,2,0,2,4,8,5,7,1,2,970,14,7,1,6,23,6,2,2,2,9,956,0,17,0,4,10,6,1,0,7,0,935,2,9,3,8,30,6,0,1,12,0,840,8,0,15,11,5,4,4,1,9,11,915,0,9,1,1,2,12,9,1,3,1,969,9,9,3,11,16,11,4,8,5,1,901,6,0,0,2,2,25,5,0,20,7,930
42,2,0.05,0,-6.847760826506567,-7.3423449224837425,290,109,149,252,218,420,298,247,258,128,461,479,176,251,179,265,132,400,136,359,6,4,5,10,14,3,18,15,34,9,80,65,47,101,62,68,76,6,43,41,0,0,5,0,9,5,0,2,2,1,86,325,352,274,363,59,272,298,418,402,2,0,3,4,5,1,0,0,8,6,43,66,261,73,102,55,122,47,51,23,11,87,31,45,26,16,40,13,24,40,1,0,3,0,4,0,0,0,0,0
43,2,0.05,1,-5.072775070427398,-6.197445468368377,941,0,13,4,0,18,13,5,6,14,1,1091,11,3,5,8,3,25,12,8,1,4,883,22,4,6,5,29,13,5,2,2,17,901,0,44,1,4,24,13,2,1,20,2,888,12,19,16,9,54,16,3,0,24,1,731,26,1,30,10,9,4,15,5,16,22,882,2,15,1,2,3,23,17,3,13,2,914,12,29,6,27,44,25,8,35,7,0,835,10,0,0,6,7,57,3,0,32,18,865
44,2,0.05,2,-4.1461060971174915,-5.501017544878156,955,0,12,4,1,11,12,2,5,15,0,1098,7,2,3,4,3,13,8,8,0,2,918,17,5,5,6,27,9,3,2,2,14,910,0,35,2,2,23,9,1,1,14,3,916,9,13,11,7,30,8,3,0,28,1,770,21,2,27,10,7,4,9,2,12,14,893,1,10,1,2,2,18,16,2,8,2,937,8,21,5,23,34,21,7,30,6,0,861,7,0,0,6,7,35,6,0,33,16,905
45,2,0.05,3,-3.43314196688439,-4.843911792925328,958,0,8,4,1,10,12,2,4,14,0,1105,4,1,3,4,3,12,5,6,0,2,938,16,6,5,7,26,11,4,2,2,14,920,0,30,2,3,18,9,0,1,11,2,922,6,11,9,7,31,8,1,0,25,0,786,19,1,27,12,7,4,8,2,11,13,896,1,10,1,1,2,17,14,1,6,2,945,8,19,4,18,26,19,9,26,6,0,873,6,0,0,6,7,29,6,0,29,11,907
46,2,0.05,4,-2.933628030031745,-4.023435010628386,960,0,8,4,1,8,11,1,4,11,0,1108,4,1,1,3,3,11,4,5,0,2,947,14,6,3,7,23,8,4,2,2,14,930,0,24,1,4,17,8,0,1,9,2,924,4,9,8,9,30,6,1,0,24,0,804,16,1,21,13,7,4,7,2,12,13,904,1,11,1,1,2,16,10,2,5,2,951,8,15,4,15,22,16,8,22,5,1,881,6,0,0,5,7,28,6,0,27,11,916
47,2,0.05,5,-2.390312015366556,-3.459212357084098,959,0,8,4,1,6,11,1,4,10,0,1111,2,2,0,3,3,10,4,5,0,2,954,12,6,3,7,24,8,4,2,2,13,940,0,21,1,4,15,7,0,1,9,2,925,2,9,7,10,29,6,0,0,21,0,821,14,0,19,12,8,4,7,1,12,12,906,1,11,1,1,2,14,8,2,5,2,955,8,15,4,13,21,14,7,15,5,1,885,6,0,0,4,6,29,4,0,25,10,920
48,2,0.05,6,-1.9101549443367518,-2.9223822235082513,961,0,7,4,1,5,11,0,4,7,0,1113,3,2,0,3,3,9,4,6,1,2,964,14,6,2,6,23,7,3,2,2,12,944,0,21,1,5,12,6,0,0,8,2,928,2,9,6,8,29,6,0,0,17,0,826,13,0,18,14,5,4,5,1,12,12,909,0,10,1,1,2,11,8,1,5,1,961,8,11,4,12,18,15,7,12,5,2,895,6,0,0,4,3,27,4,0,22,8,926
49,2,0.05,7,-1.4760034177125136,-2.414313213741896,962,0,7,3,1,3,12,0,4,7,0,1113,4,2,0,2,4,9,5,6,1,2,963,12,7,1,5,23,7,3,2,2,12,954,0,19,1,4,12,6,0,0,7,0,932,2,9,4,8,28,6,0,1,14,0,835,10,0,16,14,5,4,4,1,9,11,912,0,9,1,1,2,12,8,1,4,1,965,9,10,3,12,18,13,6,10,4,2,897,6,0,0,4,3,26,5,0,21,7,928
50,2,0.05,8,-1.0606598417150634,-1.9695084028982415,962,0,7,3,1,3,12,0,4,7,0,1114,4,2,0,2,4,10,5,7,1,2,970,12,7,1,6,23,6,2,2,2,9,957,0,16,0,4,12,5,0,0,7,0,935,2,9,3,7,26,6,0,1,13,0,841,12,0,15,13,5,4,4,1,9,11,909,0,9,1,1,2,13,9,0,3,1,968,9,9,3,11,15,11,4,8,5,1,900,6,0,0,2,2,26,5,0,19,7,933
51,2,0.05,9,-0.6729940253585439,-1.6397221433685127,963,0,7,3,1,3,11,1,4,7,0,1114,4,2,0,2,4,10,4,8,1,2,974,12,6,1,5,22,6,2,2,2,8,957,0,10,0,4,9,5,0,0,7,0,937,1,9,2,7,21,5,0,1,12,0,850,9,0,13,11,5,4,4,1,9,11,915,0,9,1,1,2,12,9,0,3,1,969,8,9,3,11,13,11,4,7,4,1,907,6,0,0,2,3,25,4,0,19,7,939
52,2,0.05,10,-0.334145679891368,-1.3413056921474154,963,0,6,3,1,3,10,1,4,7,0,1117,5,2,1,2,3,11,4,8,1,2,975,9,7,1,5,20,6,1,2,2,8,962,0,13,0,4,9,5,0,0,7,0,937,1,9,1,7,23,5,0,1,11,0,848,9,0,10,12,5,4,3,1,8,10,917,0,8,1,1,2,13,9,0,3,1,972,7,9,3,8,12,10,4,7,4,1,912,6,0,0,2,3,24,4,0,18,7,937
53,2,0.05,11,0.0020803162517871844,-1.0697843307692592,965,0,6,3,1,3,9,1,4,7,0,1117,5,1,1,2,3,11,4,8,1,2,978,10,8,0,4,19,5,1,2,2,8,965,0,12,0,4,8,5,0,0,7,0,936,0,10,2,8,23,5,0,1,11,0,855,8,0,10,12,4,4,3,0,8,9,918,0,6,1,1,2,13,8,1,2,1,974,7,8,2,8,9,9,4,5,5,1,915,6,0,0,2,3,23,4,0,16,7,938
54,2,0.05,12,0.31192662158996887,-0.8485462782754638,966,0,6,3,1,3,9,1,4,7,0,1119,5,1,1,2,3,11,4,8,1,2,978,9,8,0,4,20,5,0,1,2,9,966,0,10,0,3,7,6,0,0,7,0,937,0,10,1,7,23,5,0,1,12,0,859,8,0,10,11,4,3,3,0,7,8,918,0,6,1,1,2,13,8,1,2,1,974,7,8,2,7,9,8,4,5,5,1,918,6,0,0,1,3,23,3,0,17,6,939
55,2,0.05,13,0.5766596176074752,-0.6441668905538023,965,0,6,2,2,3,9,1,4,6,0,1120,5,1,2,2,3,11,4,8,1,2,977,8,9,0,4,20,5,0,0,2,9,969,0,10,0,3,6,6,1,0,7,0,938,0,10,1,7,22,5,0,1,12,0,860,8,0,10,10,4,2,4,0,5,8,918,0,6,1,1,2,13,7,1,2,1,975,7,8,3,7,9,8,2,5,5,1,919,6,0,0,1,3,23,2,0,16,6,942
56,2,0.05,14,0.7946990677974154,-0.46194386663278764,965,0,6,2,2,3,9,1,4,5,0,1120,5,1,2,2,3,11,4,8,1,2,977,9,10,0,4,19,5,0,0,2,9,970,0,13,0,3,6,5,1,0,7,0,938,0,9,1,9,22,5,0,1,12,0,858,7,0,10,11,3,2,3,0,5,8,921,0,4,1,2,2,13,6,1,2,0,976,7,8,3,7,10,8,2,4,5,2,920,6,0,0,1,2,22,2,0,15,5,943
57,2,0.05,15,0.9942159878902885,-0.31460396099000665,965,0,6,2,2,3,9,1,4,4,0,1122,5,1,2,2,3,10,3,8,1,2,979,8,11,0,4,19,4,0,0,1,7,972,0,11,0,3,5,5,1,0,7,0,940,0,9,0,8,21,5,0,1,11,0,860,7,0,9,11,3,2,3,0,4,8,921,0,5,1,2,2,13,6,2,2,0,978,7,8,3,6,10,8,2,4,5,2,924,5,0,0,1,2,19,2,0,15,5,946
58,2,0.05,16,1.1896850875459377,-0.19145981706577578,965,0,6,2,2,3,9,1,4,4,0,1122,5,1,2,2,4,10,3,7,1,2,981,7,11,0,4,18,3,0,0,1,6,972,0,10,0,3,6,5,1,0,7,0,940,0,9,0,9,21,5,0,1,11,0,861,8,0,9,10,3,2,3,0,4,8,920,0,5,1,2,2,13,6,3,2,0,979,7,8,3,6,9,9,2,4,4,2,923,5,0,0,1,2,18,2,0,15,5,948
59,2,0.05,17,1.376419232094894,-0.08277483336011733,965,0,6,2,2,3,8,1,4,4,0,1122,5,1,2,2,4,10,3,7,1,2,982,7,11,0,4,18,3,0,0,1,6,975,0,10,0,3,6,5,1,0,7,0,942,0,9,0,9,21,5,0,1,9,0,861,9,0,9,10,3,2,3,0,4,8,920,0,5,1,2,2,12,6,3,2,0,980,7,8,3,6,9,9,2,4,4,2,925,5,0,0,1,1,16,2,0,14,3,948
60,2,0.05,18,1.5589321785663819,0.0148543066587546,965,0,6,2,2,3,9,1,4,4,0,1123,5,1,2,2,4,10,2,7,1,2,986,7,11,0,2,17,3,0,0,1,5,977,0,9,1,3,6,5,1,0,7,0,942,0,7,0,9,20,5,0,1,7,0,862,8,0,9,9,3,2,2,0,4,8,921,0,5,1,2,2,11,6,3,2,2,983,7,8,3,5,8,9,2,4,4,2,926,4,0,0,1,1,16,2,0,12,3,951
61,2,0.05,19,1.73739477068052,0.10135741302269925,968,0,6,2,2,3,9,1,4,4,0,1123,5,1,2,2,4,10,2,7,0,2,987,7,11,0,2,15,3,0,0,1,5,979,0,9,1,3,5,5,1,0,6,0,943,0,7,0,8,19,3,0,1,6,0,862,8,0,9,7,2,2,2,0,3,8,921,0,5,1,1,2,11,6,3,2,2,985,7,9,4,5,8,8,2,4,4,3,928,4,1,0,1,1,16,2,0,11,3,953
62,2,0.05,20,1.8988069597011175,0.1763502157563384,969,0,5,2,2,3,8,1,4,4,0,1123,5,1,2,1,4,10,2,7,0,2,987,7,10,0,2,15,3,0,0,1,5,979,0,9,1,3,4,5,1,0,7,0,945,0,7,0,9,18,2,0,1,6,0,863,8,0,9,8,2,2,2,0,3,8,921,0,5,1,1,2,10,6,3,2,2,986,7,9,4,5,9,8,2,4,5,3,928,5,1,0,1,1,15,2,0,10,3,952
63,3,0.1,0,-7.05565382997868,-6.993032265191595,290,109,149,252,218,420,298,247,258,128,461,479,176,251,179,265,132,400,136,359,6,4,5,10,14,3,18,15,34,9,80,65,47,101,62,68,76,6,43,41,0,0,5,0,9,5,0,2,2,1,86,325,352,274,363,59,272,298,418,402,2,0,3,4,5,1,0,0,8,6,43,66,261,73,102,55,122,47,51,23,11,87,31,45,26,16,40,13,24,40,1,0,3,0,4,0,0,0,0,0
64,3,0.1,1,-4.030404376512906,-5.612771976178098,959,0,12,5,1,15,14,2,5,13,0,1102,9,2,3,4,3,14,10,8,0,3,919,18,4,5,5,26,9,4,2,2,14,908,0,32,2,3,24,10,0,1,13,3,908,10,13,10,7,28,6,1,0,31,2,765,22,2,26,10,7,4,9,2,13,14,892,1,10,1,1,2,16,15,2,8,2,930,8,19,5,20,33,19,8,33,5,0,857,8,0,0,7,7,41,6,0,40,18,908
65,3,0.1,2,-2.7424391019679435,-4.170878054705081,960,0,9,4,1,9,12,1,4,11,0,1110,4,2,0,3,3,12,5,6,1,2,945,14,5,5,7,25,9,4,2,2,14,932,0,24,1,4,20,6,0,1,9,2,922,4,9,7,10,27,5,1,0,24,0,802,19,1,22,13,7,4,8,2,13,12,900,1,11,1,1,2,15,10,1,5,2,946,8,16,4,13,22,13,9,22,5,0,874,5,0,0,6,7,31,6,0,31,11,920
66,3,0.1,3,-1.7398573876529584,-3.0083821665260766,960,0,9,4,1,5,12,0,4,7,0,1113,4,2,0,3,4,11,5,6,2,2,960,13,6,2,4,24,7,4,2,2,12,942,0,18,1,3,17,6,0,0,8,2,928,2,10,6,8,23,5,0,0,20,0,831,15,0,17,14,6,4,5,1,11,11,907,0,10,1,1,2,11,8,1,4,1,959,7,10,4,12,19,13,7,10,4,1,891,6,0,0,4,5,28,6,0,24,8,932
67,3,0.1,4,-1.1684568812569347,-1.6731565340671577,963,0,7,3,1,4,12,1,4,7,0,1115,4,2,1,2,4,11,5,6,2,2,969,14,5,1,4,21,7,3,2,2,10,950,0,14,0,4,10,6,0,0,7,0,933,2,9,4,8,19,4,0,1,18,0,842,15,0,17,12,5,4,4,1,10,11,909,0,8,1,1,2,12,9,1,3,1,963,8,9,3,10,16,11,4,8,4,2,901,5,0,0,2,2,27,5,0,22,6,941
68,3,0.1,5,-0.44733988243355777,-1.0745870100488908,965,0,6,3,1,4,11,1,4,7,0,1118,4,2,1,2,4,11,4,8,1,2,976,10,6,1,5,20,6,1,1,2,8,962,0,9,0,4,9,5,0,0,7,0,934,0,9,2,7,20,4,0,1,13,0,856,12,0,15,10,5,4,4,0,10,8,912,0,8,1,1,2,13,9,0,3,1,969,7,8,3,7,11,8,4,5,4,1,908,6,0,0,2,3,26,4,0,20,6,943
69,3,0.1,6,0.13626395648232842,-0.5103672807553584,965,0,6,3,2,4,10,1,4,6,0,1119,4,1,2,2,3,10,4,8,1,2,979,8,7,0,5,20,6,1,1,2,8,966,0,8,0,3,7,6,0,0,7,0,938,0,8,1,8,19,4,0,1,12,0,859,12,0,12,11,5,3,3,0,7,8,915,0,7,1,1,2,13,9,1,2,1,972,7,8,3,7,9,8,2,5,4,2,913,6,0,0,2,3,23,4,0,19,6,943
70,3,0.1,7,0.5870162623388196,-0.013420888970688036,966,0,6,2,2,4,8,1,4,5,0,1120,4,1,2,2,3,10,3,8,1,2,979,7,9,0,5,19,5,0,0,2,8,973,0,7,0,3,5,6,0,0,7,0,937,0,8,0,7,19,4,1,1,11,0,862,13,0,12,11,5,2,3,0,6,8,916,0,8,1,1,2,13,6,1,2,1,977,7,8,3,6,9,7,2,4,4,2,917,5,0,0,2,3,23,3,0,16,6,946
71,3,0.1,8,1.011471735673821,0.31405103796860345,967,0,6,2,2,4,7,1,4,4,0,1120,4,1,2,1,3,11,3,8,1,2,980,6,9,0,5,18,5,0,0,2,8,974,0,10,0,2,6,5,0,0,8,0,941,0,8,0,8,18,3,1,1,10,0,861,11,0,11,10,3,2,3,0,5,8,919,0,6,1,2,2,12,6,2,2,0,978,7,8,4,6,8,8,2,4,5,3,919,4,0,0,2,3,19,2,0,15,5,951
72,3,0.1,9,1.429513909173192,0.5547146237946816,969,0,6,2,2,4,7,1,4,4,0,1122,4,1,2,1,3,12,2,7,1,2,988,5,9,0,2,17,4,0,0,1,5,977,0,9,0,2,5,5,0,0,8,0,943,0,6,0,8,18,2,1,1,9,0,862,10,0,10,8,3,2,1,0,5,8,922,0,6,1,1,2,10,6,2,2,2,979,7,8,4,5,8,8,2,4,6,2,923,4,0,0,1,2,17,2,0,15,5,954
73,3,0.1,10,1.8117209078931154,0.6824528707462364,970,0,5,2,2,5,6,1,3,4,0,1123,5,1,2,1,3,11,2,7,1,2,990,5,10,0,2,15,4,0,0,1,5,980,0,7,1,2,6,5,1,0,7,0,943,0,6,0,8,16,2,1,1,7,0,863,10,0,10,7,2,2,2,0,4,8,922,0,5,1,1,2,10,6,2,2,2,984,8,9,3,4,6,6,2,4,6,2,923,4,0,0,1,3,17,2,0,13,5,956
74,3,0.1,11,2.140862784537058,0.7654775669423463,971,0,5,2,2,5,6,1,4,4,0,1123,4,1,2,1,3,11,2,7,0,2,992,5,10,0,2,15,2,0,0,1,5,983,0,6,1,2,5,5,1,0,6,0,946,0,6,0,8,17,2,0,1,6,0,864,9,0,10,7,1,2,2,0,4,8,922,0,5,1,1,2,10,5,2,2,2,986,8,8,3,5,6,5,2,4,7,2,925,4,1,0,1,3,14,2,0,11,5,956
75,3,0.1,12,2.405290088627532,0.8610002533769241,971,0,5,1,2,5,5,1,4,4,0,1123,4,0,2,1,3,11,2,6,0,2,992,5,10,0,1,15,2,0,0,1,5,985,0,6,1,1,5,4,1,0,6,0,947,0,6,0,8,16,2,1,1,6,0,865,11,0,8,6,1,2,2,0,3,7,923,0,4,1,1,2,9,5,2,2,2,987,8,8,3,4,7,5,2,4,6,2,928,5,1,0,1,3,14,2,0,11,5,959
76,3,0.1,13,2.6316290461678475,0.9637389656494795,971,0,5,1,1,5,5,1,4,4,0,1123,2,0,2,1,3,11,2,6,1,2,996,5,10,0,1,15,2,0,0,1,5,984,0,6,1,1,5,5,1,0,5,0,949,0,5,0,7,13,2,1,1,7,0,865,11,0,8,6,1,2,1,0,3,7,924,0,4,1,1,2,9,5,2,2,2,988,8,7,2,4,7,5,2,4,6,2,929,4,1,0,1,3,13,2,0,10,5,963
77,3,0.1,14,2.8376893770159484,1.0624443231895058,971,0,7,1,1,5,5,1,5,3,0,1123,2,0,2,1,3,11,2,6,1,2,996,6,10,0,2,14,2,0,0,1,5,984,0,6,1,1,5,5,1,0,4,0,949,0,5,0,5,14,2,1,1,6,0,865,11,0,7,6,1,2,0,0,3,7,924,0,5,1,1,2,9,5,2,2,2,989,7,6,2,4,7,5,1,4,5,2,931,4,1,0,1,3,14,2,0,10,5,964
78,3,0.1,15,3.0197288691225976,1.1512935781401938,971,0,7,1,1,4,5,1,5,3,0,1123,2,0,2,1,3,11,2,6,1,2,996,6,9,0,2,14,2,0,0,1,5,984,0,6,1,1,5,5,1,0,4,0,950,0,5,0,5,13,2,1,1,6,0,866,11,0,7,7,1,2,0,0,3,7,925,0,5,1,1,2,9,5,2,2,2,991,7,6,2,4,7,5,1,4,4,2,931,4,1,0,1,3,14,2,0,8,5,964
79,3,0.1,16,3.1939233146737367,1.22733852609647,971,0,7,1,1,4,6,1,5,3,0,1123,1,0,1,1,3,10,2,6,1,2,998,6,9,0,2,14,2,0,0,1,4,984,0,6,1,1,5,5,1,0,4,0,950,0,5,0,5,13,1,1,1,6,0,865,11,0,7,7,1,2,0,0,3,7,924,0,5,1,1,2,9,5,2,2,2,993,8,6,3,4,7,5,1,5,4,2,931,3,1,0,1,3,15,2,0,7,4,965
80,3,0.1,17,3.361373226174534,1.2911818723883495,971,0,7,1,1,4,5,1,5,3,0,1124,1,0,1,1,3,10,2,5,1,2,998,4,9,0,2,14,2,0,0,1,4,987,0,6,1,1,5,4,1,0,4,0,951,0,5,0,5,13,1,1,1,6,0,865,11,0,6,7,1,2,0,0,3,7,925,0,5,1,1,2,9,5,2,2,2,993,7,7,3,3,7,4,1,5,4,2,932,3,1,0,1,3,14,2,0,7,5,966
81,3,0.1,18,3.5191484677885003,1.3477405510954605,971,0,7,1,1,4,6,1,4,3,0,1124,1,0,1,1,3,10,2,5,1,2,998,4,9,0,2,14,2,0,0,1,4,987,0,6,1,1,5,4,1,0,3,0,952,0,4,0,5,13,1,1,1,6,0,865,11,0,6,7,1,2,0,0,3,7,925,0,5,1,1,2,10,5,2,2,2,993,7,7,3,3,7,4,1,6,4,2,933,3,1,0,1,3,13,1,0,7,5,966
82,3,0.1,19,3.66133472560542,1.4002159066031226,971,0,7,1,1,4,5,1,4,3,0,1124,1,0,1,1,3,10,2,5,1,2,998,4,9,0,3,13,2,0,0,1,4,987,0,6,1,1,5,4,1,0,3,0,952,0,4,0,5,13,1,1,1,6,0,865,9,0,6,7,1,2,0,0,3,7,927,0,5,1,1,2,10,5,2,2,2,996,7,7,3,3,7,4,1,6,4,1,933,3,1,0,1,3,13,1,0,6,5,966
