vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
143,6,17,3.739744136375407,7.958560702246356,968,0,2,0,1,3,5,2,2,4,0,1123,5,0,0,1,4,6,3,3,0,4,992,5,3,1,1,15,3,0,0,2,6,976,0,6,0,3,6,2,1,0,3,0,959,0,7,0,3,10,4,2,4,16,1,869,18,0,9,6,2,2,4,0,6,4,919,1,4,1,1,0,8,2,2,2,1,986,4,4,3,2,7,8,1,4,3,4,934,1,1,0,1,3,9,2,0,11,6,978
144,6,18,3.777717818509105,7.982353229136764,968,0,3,0,1,3,5,2,2,3,0,1123,4,0,0,1,4,6,3,3,0,4,993,5,2,1,1,15,3,0,0,2,6,976,0,6,0,3,6,2,1,0,3,0,961,0,7,0,3,8,3,2,4,16,1,870,17,0,9,8,2,2,3,0,6,4,920,1,3,1,2,0,8,2,2,2,1,986,4,5,3,2,7,8,1,3,3,4,935,2,1,0,1,3,8,2,0,11,6,977
145,6,19,3.812253679383617,7.998584572735935,968,0,3,0,2,3,5,2,2,3,0,1124,4,0,0,1,4,6,2,3,0,4,992,6,1,1,1,15,3,0,0,2,6,973,0,6,0,3,6,2,1,0,3,0,961,0,7,0,3,7,3,2,4,16,1,870,18,0,9,8,2,1,3,0,6,4,919,1,3,1,2,0,9,3,2,2,1,987,4,5,3,2,7,8,1,3,3,4,936,1,1,0,1,4,8,2,0,10,6,979
146,6,20,3.8309057422604167,8.035963376032228,968,0,3,0,2,3,5,2,2,3,0,1125,4,0,0,1,4,6,2,3,0,3,994,6,1,1,1,14,3,0,0,2,6,974,0,5,0,3,6,2,1,0,3,0,962,0,7,0,2,7,3,2,3,16,1,871,18,0,9,8,2,1,3,0,6,4,919,1,3,1,2,0,9,3,2,2,1,988,4,5,3,2,6,8,1,3,3,4,937,1,1,0,1,3,7,2,0,10,6,979
147,7,0,-2.209043510113328,-1.66418247173969,339,222,325,321,207,275,435,407,405,234,153,3,26,7,17,124,16,26,35,3,32,49,34,71,200,28,32,18,52,55,214,221,134,170,137,120,137,238,231,238,3,0,18,1,13,3,0,6,2,4,150,453,370,410,297,314,301,216,156,395,5,0,3,7,0,0,2,11,5,6,52,1,24,7,23,19,22,38,48,5,0,0,0,0,0,0,0,0,0,0,32,186,98,16,88,9,13,68,40,69
148,7,1,-14.682495105366005,7.325763073562137,963,0,9,4,3,11,10,3,4,10,0,1107,5,0,2,1,3,14,4,4,0,1,940,14,4,2,2,23,7,3,0,6,14,940,0,27,1,5,18,9,0,1,7,1,907,4,10,7,8,15,2,0,0,16,1,814,14,0,22,8,9,3,11,1,12,8,911,0,8,0,2,2,12,13,2,1,2,939,8,13,4,15,29,15,10,19,5,1,885,10,0,0,5,6,41,5,0,36,10,937
149,7,2,-14.85167199392876,7.514014231174518,965,0,6,1,2,5,8,2,4,6,0,1113,4,0,2,3,3,7,4,5,1,1,959,9,4,2,3,23,7,1,0,5,10,961,0,16,0,6,11,11,0,1,6,1,925,2,6,6,7,15,4,0,0,12,1,842,10,0,10,7,6,2,7,0,11,8,920,0,7,0,2,2,11,8,1,1,2,952,7,8,2,11,25,10,8,8,6,5,912,8,0,0,4,8,28,5,0,27,5,948
150,7,3,-14.98237465779882,7.67608126132104,964,0,6,1,2,5,8,2,4,5,0,1115,5,0,0,3,3,7,4,6,1,2,971,7,5,1,2,23,5,0,0,4,7,970,0,14,0,4,8,12,0,1,6,1,932,2,7,7,7,16,6,0,0,9,1,852,10,0,8,6,5,1,5,0,11,5,921,0,7,1,2,2,10,8,1,1,1,956,6,6,2,10,21,8,7,6,6,6,921,6,0,0,1,6,23,3,0,23,4,951
151,7,4,-15.073213153645844,7.7699672331730385,966,0,5,0,0,5,8,2,4,5,0,1116,4,0,0,2,3,7,3,5,1,3,981,4,6,1,1,19,5,0,0,4,6,979,0,12,0,4,7,9,0,0,4,0,938,2,6,5,6,19,4,0,0,9,0,855,12,0,6,8,4,1,5,0,12,4,920,0,6,1,1,1,8,8,1,1,1,968,6,4,3,10,18,5,5,7,7,5,928,2,1,0,1,5,20,3,0,18,3,956
152,7,5,-15.138774552040768,7.872991788712787,966,0,4,0,0,4,8,3,4,5,0,1117,2,0,0,2,3,7,3,5,1,4,993,4,6,1,1,17,5,0,0,4,6,981,0,9,0,5,6,10,0,0,2,0,943,2,3,6,6,16,5,0,0,6,0,858,12,0,6,8,4,1,3,0,11,6,923,0,6,1,0,1,8,8,1,1,1,970,6,2,3,8,13,6,4,6,7,5,929,0,1,0,1,5,17,3,0,15,3,962
153,7,6,-15.209507858534415,7.9805110720759025,965,0,3,0,1,4,9,4,5,4,1,1119,3,0,0,1,3,7,2,5,1,4,996,4,6,1,1,17,5,0,0,3,5,982,0,13,0,6,6,10,0,0,2,0,943,2,3,4,4,15,5,0,0,7,0,857,10,0,7,8,5,1,3,0,11,5,924,0,5,1,0,1,7,9,1,1,1,971,6,2,2,7,12,5,4,5,7,7,932,0,1,0,1,3,16,3,0,12,2,964
154,7,7,-15.231554416322247,8.12352114680646,968,0,3,0,1,4,9,4,5,4,1,1124,2,0,0,1,3,7,2,4,1,3,999,4,6,1,1,15,5,0,0,2,5,983,0,14,0,6,8,7,0,0,3,0,943,2,3,4,3,15,4,0,0,7,0,855,12,0,6,8,3,1,3,0,10,5,923,0,5,1,0,1,8,8,1,1,1,974,5,2,2,4,8,5,4,5,6,7,933,0,1,0,1,3,17,4,0,11,2,968
155,7,8,-15.243846749585451,8.26097248892257,966,0,3,0,1,3,9,4,6,4,1,1122,2,0,0,1,2,6,2,4,1,3,1000,4,6,1,2,14,6,0,0,2,4,986,0,12,0,6,8,7,0,0,3,0,947,2,3,3,3,12,5,0,0,7,0,857,11,0,5,7,4,1,3,0,9,5,924,0,5,1,0,2,9,7,1,1,1,976,5,2,2,5,7,4,2,6,6,8,932,1,1,0,1,2,16,4,0,11,2,971
156,7,9,-15.525937915530674,8.17604843181555,967,0,3,0,1,2,10,4,6,4,1,1122,2,0,0,1,2,7,2,4,1,3,1000,4,6,1,2,15,6,0,0,2,3,986,0,11,0,4,8,7,0,0,3,0,950,2,4,3,3,11,4,0,1,8,0,860,12,0,5,7,4,1,3,0,8,4,923,0,4,1,0,2,9,6,2,1,0,977,5,2,2,5,7,4,2,6,5,7,933,1,1,0,1,2,13,4,0,11,2,972
157,7,10,-15.57805578158024,8.22742118101957,967,0,3,0,1,2,10,4,6,3,1,1122,1,0,0,1,2,7,2,4,1,3,1001,4,6,1,2,14,6,0,0,2,3,986,0,9,0,4,8,7,0,0,3,0,950,2,4,2,3,10,4,0,1,9,0,865,11,1,5,7,4,1,3,0,8,2,925,0,4,1,0,2,9,5,2,1,0,980,5,2,2,5,7,4,2,5,4,7,933,1,1,0,1,2,13,4,0,9,2,974
158,7,11,-15.631694458137604,8.265865907033794,966,0,2,0,1,2,9,3,6,3,1,1122,2,0,0,1,2,7,2,3,1,3,1000,4,6,1,2,14,6,0,0,1,4,986,0,9,0,4,8,6,0,0,3,0,954,2,4,2,3,10,4,1,1,9,0,865,11,2,5,7,5,1,3,0,7,2,926,0,4,1,0,2,9,5,2,1,0,980,5,2,2,5,7,4,0,5,4,7,933,2,1,0,1,2,12,4,0,9,2,975
159,7,12,-15.728676376076159,8.307377752835714,967,0,2,0,1,2,8,3,6,3,1,1122,2,0,0,1,2,7,2,3,1,3,1000,4,6,1,2,14,6,0,0,1,4,986,0,10,0,2,7,6,0,0,3,0,956,2,4,2,3,11,4,1,1,9,0,866,11,2,5,7,4,1,3,0,7,2,926,0,5,1,0,2,9,5,2,1,0,982,5,2,2,5,7,4,0,4,5,7,933,1,1,0,1,2,10,3,0,9,2,975
160,7,13,-15.391612564147314,8.632090875821639,968,0,2,0,1,2,8,3,6,3,1,1122,3,0,0,1,2,6,2,3,1,3,1001,4,6,0,3,14,5,0,0,1,4,986,0,9,0,2,7,6,0,0,3,0,957,1,4,2,3,10,3,1,1,9,0,868,12,2,5,6,4,1,3,0,6,2,924,0,5,1,0,2,9,5,2,2,0,982,5,2,2,5,5,4,0,4,5,7,934,2,1,0,1,2,10,3,0,10,2,976
161,7,14,-15.449703100167316,8.68458704733828,968,0,2,0,1,2,9,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,3,1002,4,6,0,2,12,5,0,0,2,4,986,0,9,0,2,7,6,0,0,3,0,956,1,4,2,3,10,3,1,0,9,0,867,13,2,5,6,4,1,3,0,6,2,924,0,5,1,0,2,9,5,2,2,0,985,5,2,2,4,5,4,0,5,4,7,934,2,1,0,1,2,11,3,0,10,2,977
162,7,15,-15.817696248086559,8.589889276072238,968,0,2,0,1,2,9,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,3,1003,4,6,0,2,12,5,0,0,2,3,986,0,9,0,2,7,6,0,0,3,0,957,1,4,3,3,10,3,1,0,10,0,868,13,1,5,5,4,1,3,0,6,2,924,0,5,1,0,2,9,4,2,2,0,985,5,2,2,4,5,4,0,4,4,7,934,2,1,0,1,2,10,3,0,10,2,978
163,7,16,-15.508790439261512,8.777198184644156,967,0,1,0,1,2,9,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,3,1003,4,7,0,2,12,5,0,0,2,3,985,0,9,1,2,5,5,0,0,3,0,957,1,4,2,3,9,3,1,0,11,0,865,12,1,5,5,5,1,3,0,5,3,924,0,5,2,0,2,9,4,2,2,0,987,5,2,2,4,6,4,0,5,4,7,936,3,1,0,1,2,10,4,0,9,2,978
164,7,17,-15.543002127459372,8.819349332755795,967,0,1,0,2,2,9,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,3,1003,4,6,0,2,12,6,0,0,2,3,986,0,9,1,2,5,5,0,0,5,0,957,1,4,1,3,8,3,1,0,12,0,865,11,1,5,5,5,1,2,0,5,3,924,1,3,2,0,2,8,4,2,2,0,987,5,2,2,4,6,3,0,5,5,7,937,4,1,0,1,1,10,4,0,9,2,978
165,7,18,-15.577629833575996,8.853845207932592,967,0,1,0,2,2,8,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,4,1003,3,6,0,2,11,6,0,0,2,3,987,0,8,1,2,5,5,0,0,4,0,957,1,4,2,3,8,3,1,0,12,0,866,12,1,5,4,5,1,3,0,5,3,924,1,3,2,0,2,8,4,2,2,0,987,5,2,2,3,6,3,0,5,5,7,937,4,1,0,1,1,10,4,0,9,2,979
166,7,19,-15.678376575111264,8.87698025362585,965,0,1,0,2,2,9,3,6,2,1,1123,3,0,0,1,2,5,2,3,1,4,1005,3,6,0,2,10,5,0,0,2,2,986,0,8,1,2,5,5,0,0,4,0,957,1,4,1,3,8,3,1,0,12,0,866,11,1,5,4,7,1,2,0,5,3,924,1,3,2,0,1,8,4,3,2,0,988,5,3,2,3,6,3,0,5,5,7,938,4,1,0,1,2,9,4,0,10,2,978
167,7,20,-15.75782858528459,8.873539583727093,966,0,1,0,2,2,9,3,6,2,1,1122,3,0,0,1,2,5,2,3,1,4,1002,3,6,0,2,9,5,0,0,2,3,986,0,6,1,2,5,5,0,0,4,0,956,1,4,1,3,8,3,1,0,12,0,868,11,1,6,4,6,1,3,0,5,3,924,1,3,2,0,2,8,4,3,2,0,988,5,3,2,3,6,3,1,5,5,7,937,4,1,0,2,2,9,4,0,11,2,978
168,8,0,-2.7196148202931703,-1.5513289623935298,1,0,4,4,2,2,3,0,23,1,1,8,19,18,7,6,15,16,7,1,6,1,1,1,1,3,2,1,0,0,71,7,50,99,67,106,127,53,111,118,70,67,119,38,52,40,83,78,94,132,127,6,84,30,88,104,132,152,43,72,7,120,24,12,22,23,9,14,22,8,6,28,11,10,20,27,11,61,101,5,515,429,539,329,544,220,502,474,398,490,176,469,181,469,179,361,74,179,175,182
169,8,1,1.303724860383072,-3.0405619832650954,967,0,12,6,1,12,18,2,6,11,0,1111,9,1,1,3,4,14,8,7,0,3,929,13,3,3,2,27,5,2,1,2,13,925,1,31,1,7,21,8,0,1,6,3,912,4,12,8,14,21,3,0,1,26,1,805,20,1,20,9,5,3,14,3,12,9,894,0,11,1,1,1,13,10,2,2,4,931,7,11,3,14,26,16,6,15,3,1,870,11,0,0,9,7,43,8,0,37,12,928
170,8,2,1.6308262005174814,-3.139116275899481,966,0,9,4,2,8,12,1,5,7,0,1116,5,1,1,1,3,10,7,7,0,2,954,9,4,3,3,28,3,0,1,2,12,941,0,17,0,6,12,7,0,0,6,2,921,1,11,6,10,19,4,0,0,24,1,837,20,0,12,6,5,3,9,1,10,8,903,0,9,1,1,1,10,8,2,1,3,944,5,7,3,11,22,14,6,10,3,3,902,10,0,0,5,6,35,6,0,30,9,945
171,8,3,1.8687480164556367,-3.2160299193966924,971,0,9,3,2,6,13,1,4,4,0,1118,2,1,2,1,3,8,6,7,1,2,969,6,5,1,3,25,3,0,0,2,8,956,0,19,0,6,12,9,0,0,5,1,928,0,11,4,9,16,4,0,0,16,1,845,19,0,13,7,1,3,8,1,7,5,902,0,9,1,1,1,9,7,2,2,2,957,4,6,2,9,18,10,6,8,5,4,904,7,0,0,4,9,29,5,0,23,10,952
172,8,4,2.061048122276696,-3.2959636960473957,972,0,9,3,2,6,10,1,4,4,0,1118,2,1,2,1,3,6,5,7,1,2,982,4,5,1,1,22,3,0,0,2,6,964,0,16,0,6,12,7,0,0,5,0,938,0,9,4,9,15,3,0,0,16,0,852,19,0,12,3,1,4,6,0,8,4,910,0,5,1,1,1,6,7,2,2,1,965,4,6,2,8,13,6,3,6,5,5,911,7,0,0,3,9,22,4,0,19,9,959
173,8,5,2.2617693900654445,-3.3637397960270228,973,0,9,3,2,5,10,1,4,3,0,1119,3,1,2,1,3,5,2,6,1,2,985,2,5,1,1,19,5,0,0,2,7,968,0,13,0,4,7,8,0,0,4,0,947,0,7,4,8,16,3,0,0,14,0,858,18,1,13,4,0,3,5,0,6,4,915,0,3,1,1,1,6,7,1,2,1,969,4,6,2,8,12,6,2,5,3,5,920,6,0,0,1,9,17,3,0,20,8,959
174,8,6,2.3703144509215046,-3.417352249038037,973,0,9,3,2,4,10,1,4,3,0,1119,4,0,2,1,3,7,1,6,1,2,990,2,5,1,1,14,5,0,0,2,6,973,0,13,0,5,6,8,0,0,4,0,950,0,6,4,6,17,3,0,0,13,0,861,17,1,13,5,0,3,4,0,6,3,917,0,4,1,1,1,6,7,1,2,1,973,5,5,2,8,8,5,2,5,3,5,923,7,0,0,1,7,14,2,0,18,7,957
175,8,7,2.4964270107694944,-3.4538987161672496,974,0,9,2,2,4,9,1,5,3,0,1120,4,0,2,0,3,7,1,6,2,3,991,3,4,1,1,15,3,0,0,0,6,975,0,13,0,5,5,6,0,0,4,0,950,0,6,3,6,15,1,0,0,13,1,862,17,1,12,5,0,3,4,0,6,3,917,0,4,1,1,1,6,6,1,2,1,974,5,5,2,8,7,5,2,5,4,5,926,7,0,0,1,6,14,2,0,17,7,961
176,8,8,2.619055621443331,-3.4986277422320464,974,0,9,2,2,4,9,1,6,3,0,1120,4,0,3,0,3,7,1,7,2,3,993,4,4,0,1,14,2,0,0,0,6,977,0,11,0,5,5,5,0,0,4,0,951,0,6,3,5,17,1,0,0,12,1,867,15,0,10,5,0,3,3,0,5,2,918,0,4,1,1,1,5,4,1,2,1,977,5,5,2,8,7,5,1,4,5,5,930,6,0,0,1,6,14,2,0,16,6,960
177,8,9,2.7621023582167594,-3.5072522277912577,973,0,9,2,2,4,8,1,6,2,0,1120,4,0,2,0,3,8,0,7,2,3,996,4,4,0,1,11,2,0,0,0,4,975,0,11,0,4,5,5,0,0,3,0,953,0,5,3,5,16,2,0,0,12,1,868,14,1,9,4,0,3,3,0,5,1,921,0,4,1,1,1,5,4,1,2,1,980,5,5,2,8,7,6,1,4,5,5,930,6,0,0,1,7,13,2,0,15,8,963
178,8,10,2.8543848199081965,-3.6131876497813655,972,0,8,2,2,2,7,1,6,2,0,1120,4,0,2,0,3,8,0,7,2,2,996,4,4,0,1,11,2,0,0,1,4,973,0,11,0,4,4,5,0,0,3,0,951,0,5,4,4,13,2,0,0,12,1,871,13,0,9,5,0,3,3,0,5,1,924,0,4,2,1,1,6,4,1,2,1,982,5,5,2,8,7,7,1,4,4,5,935,6,1,0,1,8,15,1,0,13,5,964
179,8,11,2.9551458257131955,-3.6100063288503628,971,0,9,1,2,3,6,1,6,2,0,1122,4,0,2,0,3,8,1,6,2,2,996,4,4,0,1,11,3,0,0,1,3,977,0,11,0,4,3,5,0,0,3,0,950,0,6,5,5,11,2,0,0,10,1,868,13,0,8,6,0,2,3,0,5,2,924,0,4,2,0,1,6,4,2,2,1,980,6,5,1,7,7,8,2,5,4,5,933,6,4,0,1,6,14,1,0,14,5,966
180,8,12,3.0346878141190055,-3.5713673289479826,970,0,8,1,2,2,6,1,6,1,0,1122,4,0,2,0,3,7,0,6,2,2,998,5,3,0,1,11,3,0,0,1,2,975,0,10,0,4,3,5,0,0,3,0,951,1,7,5,4,12,2,0,0,11,1,869,13,0,8,7,0,2,3,0,5,2,923,0,5,2,0,1,6,4,3,2,1,979,6,5,1,7,7,8,2,5,4,8,935,5,5,0,1,6,13,1,0,13,4,966
181,8,13,3.036050033175293,-3.8552533650831813,971,0,8,0,2,2,7,1,6,1,0,1123,4,0,2,0,3,8,2,6,2,2,999,6,4,0,0,11,3,0,0,1,2,978,0,10,0,4,3,5,0,0,3,0,951,1,7,6,4,12,1,0,0,10,1,869,14,0,9,7,0,2,3,0,5,2,923,0,5,2,0,1,5,4,3,2,0,979,7,5,1,6,7,7,2,5,4,7,932,5,5,0,1,5,12,1,0,12,3,966
182,8,14,3.034311499242703,-3.903933488354403,970,0,8,0,2,2,7,1,6,2,0,1123,5,0,2,0,3,6,2,6,2,2,998,6,3,0,0,13,3,0,0,1,2,977,0,10,0,4,3,4,0,0,3,0,954,0,7,6,4,12,1,0,0,10,0,870,14,0,9,8,0,2,3,0,5,2,923,0,5,2,1,1,5,4,2,1,0,979,7,5,1,6,7,8,2,6,4,7,933,6,5,0,1,5,12,1,0,12,2,964
183,8,15,3.2422761525685573,-3.748075047588623,970,0,8,0,2,2,7,2,6,2,0,1123,5,0,2,0,3,6,2,4,2,2,1000,6,3,0,0,13,3,0,0,1,0,977,0,9,0,4,4,4,0,0,2,0,953,0,8,6,3,12,1,0,0,9,0,871,14,0,8,7,0,2,3,0,5,2,922,0,5,2,1,1,6,4,2,1,0,978,7,5,1,6,7,9,2,6,4,8,934,5,5,0,1,5,13,1,0,11,2,968
184,8,16,3.269770317732658,-3.817347672739285,970,0,8,0,2,2,6,2,5,2,0,1123,6,0,1,0,3,4,2,4,2,2,997,6,3,0,0,12,3,0,0,1,0,978,0,7,0,4,5,4,0,0,2,0,954,0,9,6,3,10,1,0,0,9,0,872,14,0,8,7,0,2,4,0,5,2,922,0,5,2,1,1,7,4,2,1,0,982,7,4,1,6,7,9,2,7,4,9,934,5,5,0,1,4,13,1,0,9,2,971
185,8,17,3.324495014032996,-3.8280444620952165,970,0,8,0,3,2,6,2,5,2,0,1123,6,0,1,0,3,4,2,4,2,2,997,6,2,0,0,12,1,0,0,1,0,979,0,6,0,4,5,4,0,0,2,0,955,0,9,6,3,9,1,0,0,9,0,874,12,0,8,8,0,2,4,0,4,1,924,0,5,2,1,1,7,4,2,1,0,981,7,3,1,6,7,9,2,7,4,9,936,5,5,0,1,3,13,1,0,10,2,972
186,8,18,3.358236319440562,-3.820851062849834,970,0,8,0,3,2,6,2,5,2,0,1123,6,0,1,0,3,4,2,4,2,2,996,6,2,0,0,11,1,0,0,1,0,980,0,6,0,4,3,4,0,0,2,0,955,0,10,6,3,9,1,0,0,8,0,874,12,0,8,8,0,2,5,0,4,1,923,0,5,2,1,1,7,4,2,1,0,983,7,3,1,6,7,9,2,7,4,9,938,5,5,0,1,3,13,1,0,9,2,972
187,8,19,3.3832171183705397,-3.824824799640773,970,0,7,0,2,2,6,2,5,2,0,1123,6,0,0,0,3,4,2,4,2,2,995,6,2,0,0,11,1,0,0,1,0,980,0,7,0,4,4,4,0,0,2,0,958,0,9,6,3,9,1,0,0,8,0,872,12,0,8,8,0,2,5,0,4,1,924,0,5,2,1,1,7,4,2,1,0,982,7,3,1,6,9,9,2,8,4,9,937,6,5,0,1,3,12,1,0,10,2,971
188,8,20,3.3830565939610544,-3.8247710263144965,970,0,7,0,2,2,6,2,5,2,0,1123,6,0,0,0,3,4,2,4,2,2,996,6,4,0,0,10,1,0,0,1,0,982,0,8,0,4,6,4,0,0,2,0,956,0,10,6,3,9,1,0,0,8,0,872,12,0,8,7,0,2,4,0,3,1,923,0,5,2,1,1,7,4,2,1,0,983,7,3,1,6,9,7,2,7,4,9,935,7,5,0,1,3,13,1,0,10,2,971
189,9,0,-3.097854082124236,-2.2575961926484864,228,252,397,285,140,310,186,232,285,53,38,60,35,47,22,23,11,7,16,12,209,245,147,226,151,114,126,197,136,136,44,3,28,33,36,27,42,4,36,35,29,5,19,7,2,2,8,0,14,0,72,1,93,79,40,82,28,19,38,46,279,540,182,260,464,272,487,537,390,622,47,1,23,51,52,27,27,4,33,22,2,0,50,11,1,2,1,0,7,7,32,28,58,11,74,33,42,28,19,76
190,9,1,18.001487409944776,12.575057578341132,966,0,9,5,1,9,15,3,4,11,0,1112,7,0,3,3,4,17,6,6,0,2,937,16,6,1,3,21,9,3,1,3,13,916,1,22,2,8,20,7,0,1,8,2,912,4,11,6,8,19,5,0,0,27,1,812,24,0,26,10,5,4,13,3,10,11,894,1,13,1,1,2,10,15,2,4,1,936,6,16,2,11,27,19,7,21,4,1,871,7,0,0,8,7,39,5,0,35,11,929
191,9,2,18.20022358537822,12.687276899173135,967,0,7,1,1,7,11,4,4,8,0,1114,7,0,2,1,3,11,5,7,0,2,960,9,9,0,4,22,5,1,0,3,9,947,0,17,0,6,15,7,0,1,6,1,919,1,9,4,7,13,5,0,1,22,0,839,21,1,16,12,4,4,10,2,10,8,904,0,7,1,1,2,9,10,2,1,1,942,5,10,2,9,21,13,6,13,5,2,899,5,1,0,2,5,33,5,0,36,11,945
192,9,3,18.354864070166734,12.770616393777724,967,0,5,0,1,5,10,4,4,6,0,1115,5,0,0,1,3,10,5,6,0,3,970,7,10,1,4,16,4,0,0,3,9,961,0,17,0,5,14,6,0,0,4,0,933,0,8,3,7,12,5,0,1,17,1,848,16,1,9,12,4,3,11,1,7,7,912,0,6,1,1,2,9,11,1,0,1,955,5,7,2,9,16,8,4,10,4,4,910,7,1,0,2,5,25,3,0,30,10,952
193,9,4,18.48912465936419,12.82644905705231,967,0,4,1,1,4,10,4,4,5,0,1119,4,0,0,1,3,8,5,6,0,2,982,5,8,0,3,12,5,0,0,3,7,969,0,19,0,5,12,7,0,0,4,0,940,1,9,1,6,12,4,0,1,16,1,849,16,2,11,8,5,3,10,0,5,7,911,0,5,1,1,2,7,8,1,0,1,968,4,6,2,6,11,6,2,9,5,4,915,5,1,0,2,5,24,2,0,24,7,959
194,9,5,18.578176123197046,12.86510992852284,968,0,4,1,2,3,10,3,4,5,0,1119,3,0,0,1,3,8,5,5,0,2,989,6,7,0,3,12,4,0,0,3,6,972,0,13,0,5,9,7,0,0,3,0,942,1,9,1,5,15,3,0,1,15,0,857,15,2,12,4,5,3,9,0,5,6,912,0,5,1,1,2,6,6,1,0,1,973,4,4,2,6,9,5,2,9,5,4,919,6,1,0,2,5,23,2,0,20,7,962
195,9,6,18.672956450843635,12.895284625391081,969,0,4,1,2,3,9,3,4,4,0,1123,5,0,0,1,3,7,4,4,0,2,991,4,6,0,3,13,4,0,0,2,5,978,0,12,0,5,8,6,0,0,3,0,945,1,8,1,1,16,3,0,1,12,0,858,13,2,11,6,4,2,7,0,5,7,917,0,5,1,1,1,5,5,1,0,0,975,4,3,2,5,9,5,2,8,5,4,926,5,1,0,2,5,21,2,0,18,7,964
196,9,7,18.732597124731054,12.974104926905914,969,0,4,1,3,3,8,3,4,4,0,1122,4,0,0,1,3,7,3,4,0,2,993,5,6,0,4,13,4,0,0,2,5,980,0,9,0,5,6,6,0,0,3,0,945,1,7,0,1,15,3,0,1,10,0,862,12,3,11,6,4,3,7,0,5,6,920,0,6,1,1,1,5,5,1,0,0,979,5,3,2,5,8,4,2,8,4,4,928,5,1,0,2,5,20,2,0,14,6,965
197,9,8,18.798393647574496,13.123537010681789,970,0,4,1,4,3,9,3,4,4,0,1122,4,0,0,1,3,8,3,4,0,2,995,5,5,0,3,12,4,0,0,2,4,982,0,9,0,3,6,6,0,0,3,0,948,1,7,1,2,17,3,0,1,9,0,862,12,4,11,6,2,2,7,0,5,6,920,0,4,1,1,1,4,5,1,0,0,980,5,4,2,6,9,4,2,8,4,4,929,5,2,0,1,4,17,2,0,13,6,962
198,9,9,18.882888379696336,13.20611125004706,970,0,3,1,4,3,9,3,4,4,0,1123,5,0,0,1,3,7,3,4,0,2,998,5,5,0,3,12,4,0,0,1,4,984,0,9,0,3,5,6,0,0,1,0,950,1,7,1,3,15,3,0,1,8,0,862,13,4,11,5,2,2,6,0,5,6,919,0,4,1,1,1,5,5,0,0,0,982,5,4,2,6,8,4,2,8,4,4,929,5,2,0,1,3,16,2,0,12,6,965
199,9,10,18.965310896271216,13.278610203571459,970,0,3,0,3,3,9,3,4,4,0,1124,5,0,0,1,3,7,3,4,0,2,999,6,5,0,3,11,4,0,0,1,4,983,0,9,0,3,5,7,0,0,1,0,953,1,6,1,3,13,3,0,1,10,0,862,13,4,11,5,2,2,5,0,4,6,921,0,4,1,1,0,4,5,0,0,0,984,5,3,2,6,9,4,2,8,3,3,929,4,2,0,1,2,15,2,0,12,6,968
200,9,11,19.031048072105637,13.363384814703776,971,0,2,0,2,3,9,3,4,4,0,1124,4,0,0,2,3,7,3,4,0,2,998,6,5,0,3,10,4,0,0,1,5,983,0,8,0,3,6,7,0,0,1,0,953,1,5,1,3,13,3,0,1,10,1,863,13,4,11,5,2,2,5,0,4,6,922,0,4,1,1,0,4,5,1,0,0,985,5,5,1,6,10,4,2,7,3,4,928,3,2,0,2,2,14,2,0,11,6,967
201,9,12,19.23825874247256,12.973273976277632,971,0,3,0,2,4,8,3,4,3,0,1124,6,0,1,2,3,7,3,4,0,2,997,6,5,0,2,10,4,0,0,1,4,984,0,9,0,3,6,7,0,0,1,1,953,1,6,1,3,15,3,0,1,8,1,861,14,4,10,5,2,2,4,0,4,6,922,0,4,1,1,0,4,5,1,0,0,986,5,4,1,6,10,4,2,7,3,5,929,3,2,0,2,2,13,2,0,9,6,967
202,9,13,19.272592328069663,12.981977617149765,971,0,3,0,2,4,8,3,5,3,0,1124,6,0,1,1,3,7,3,4,0,2,997,5,5,0,3,10,4,0,0,1,5,986,0,8,0,1,5,6,0,0,1,1,954,1,6,1,3,14,2,0,1,7,1,863,14,4,9,5,3,2,4,0,4,6,921,0,3,1,1,0,4,4,0,0,0,988,5,4,1,6,9,4,2,8,3,4,931,3,2,0,2,3,13,1,0,10,6,969
