x,y,line,cp,algo,changes,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
37.13263,-1.671716,4,intermediate,beginner,R,B,Y,W,O,W,Y,W,G,B,O,R,R,G,G,W,R,W,R,G,Y,W,G,R,R,Y,B,Y,G,B,O,B,O,G,B,W,B,W,O,G,Y,Y,B,Y,R,O,O,W,G,O,B,O,Y,R,R
36.48511,-0.9786744,4,intermediate,beginner,U,W,O,B,G,W,Y,B,Y,W,Y,G,G,G,G,W,R,W,R,Y,Y,W,R,R,R,R,B,Y,G,B,O,B,O,R,B,W,R,W,O,G,Y,Y,B,Y,R,O,O,W,G,O,B,O,B,G,O
35.800873,-1.9213531,4,intermediate,beginner,Ri,W,O,G,G,W,O,B,Y,O,Y,G,B,G,G,Y,R,W,W,W,R,Y,Y,R,B,Y,R,R,G,B,O,B,O,R,B,W,R,W,O,G,Y,Y,W,Y,R,R,O,W,G,O,B,B,B,G,O
34.71949,-2.6481712,4,intermediate,beginner,F2,W,O,G,G,W,O,G,O,W,W,W,R,Y,G,G,B,G,Y,W,R,Y,Y,R,B,B,W,R,G,B,O,B,O,R,Y,R,R,O,Y,B,Y,Y,W,Y,R,R,O,W,G,O,B,B,B,G,O
34.320175,-2.2240813,4,intermediate,beginner,Di,W,O,G,G,W,O,G,O,W,W,W,R,Y,G,G,R,B,Y,W,R,O,Y,R,W,B,W,G,B,B,O,G,O,R,Y,R,R,B,W,R,Y,Y,R,O,Y,Y,Y,B,G,O,B,B,B,G,O
35.10638,-1.3236319,4,intermediate,beginner,F2,W,O,G,G,W,O,R,W,B,Y,B,R,G,G,Y,R,W,W,W,R,O,Y,R,W,Y,R,R,B,B,O,G,O,R,B,W,G,W,O,G,Y,Y,R,O,Y,Y,Y,B,G,O,B,B,B,G,O
35.89746,-0.45423433,4,intermediate,beginner,R,W,O,R,G,W,Y,R,W,W,Y,B,G,G,G,R,R,W,Y,Y,Y,W,R,R,R,R,W,O,B,B,O,G,O,R,B,W,G,W,O,G,Y,Y,B,O,Y,O,Y,B,G,O,B,O,B,G,B
34.51588,0.17942028,4,intermediate,beginner,U,R,G,W,W,W,O,W,Y,R,R,R,Y,G,G,R,R,W,Y,B,Y,W,G,R,R,B,W,O,B,B,Y,G,O,B,B,W,G,W,O,G,Y,Y,B,O,Y,O,Y,B,G,O,B,O,G,R,O
34.006752,-0.03185705,4,intermediate,beginner,Ri,R,G,G,W,W,O,W,Y,O,R,R,W,G,G,O,R,W,R,W,R,O,Y,R,W,B,G,B,B,B,Y,G,O,B,B,W,G,W,O,Y,Y,Y,R,O,Y,Y,Y,B,G,O,B,B,G,R,O
33.110382,-0.15857424,4,intermediate,beginner,F2,R,G,G,W,W,O,Y,O,W,R,W,R,O,G,G,W,R,R,W,R,O,Y,R,W,B,W,G,B,B,Y,G,O,B,B,G,B,O,Y,W,Y,Y,R,O,Y,Y,Y,B,G,O,B,B,G,R,O
32.667736,0.0016161476,4,intermediate,beginner,Di,R,G,G,W,W,O,Y,O,W,R,W,R,O,G,G,G,W,O,W,R,Y,Y,R,B,B,W,G,W,B,Y,R,O,B,R,G,B,W,R,Y,Y,Y,Y,O,Y,O,B,G,B,O,B,B,G,R,O
14.446379,8.99204,4,intermediate,beginner,U,Y,W,R,O,W,G,W,O,G,B,Y,W,O,G,G,G,W,O,G,R,Y,R,R,B,O,W,G,W,B,R,R,O,W,R,G,R,W,R,Y,Y,Y,Y,O,Y,O,B,G,B,O,B,B,B,B,Y
13.601987,8.956431,4,intermediate,beginner,F,Y,W,R,O,W,G,R,G,R,G,O,B,W,G,Y,O,G,W,G,R,Y,R,R,B,W,O,G,W,B,R,R,O,W,Y,R,W,G,W,O,Y,Y,Y,O,Y,O,B,G,B,O,B,B,B,B,Y
12.694407,9.397507,4,intermediate,beginner,R,Y,W,B,O,W,Y,R,G,W,G,O,O,W,G,Y,O,G,O,W,R,G,O,R,R,G,B,Y,W,B,R,R,O,W,Y,R,W,G,W,B,Y,Y,B,O,Y,Y,B,G,R,O,B,G,B,B,R
12.494364,9.207009,4,intermediate,beginner,U,R,O,Y,G,W,W,W,Y,B,G,O,W,W,G,Y,O,G,O,B,R,G,B,R,R,R,B,Y,W,B,G,R,O,O,Y,R,O,G,W,B,Y,Y,B,O,Y,Y,B,G,R,O,B,G,W,W,R
13.199659,8.224424,4,intermediate,beginner,Ri,R,O,R,G,W,G,W,Y,R,G,O,Y,W,G,W,O,G,B,G,R,Y,R,R,B,B,B,R,W,B,G,R,O,O,Y,R,O,G,W,W,Y,Y,Y,O,Y,O,B,G,B,O,B,B,W,W,Y
13.338145,7.49941,4,intermediate,beginner,F2,R,O,R,G,W,G,W,W,G,B,G,O,W,G,W,Y,O,G,G,R,Y,R,R,B,Y,R,O,W,B,G,R,O,O,B,B,R,R,Y,W,Y,Y,Y,O,Y,O,B,G,B,O,B,B,W,W,Y
16.265833,-6.065076,4,intermediate,beginner,D2,R,O,R,G,W,G,W,W,G,B,G,O,W,G,W,B,G,B,G,R,B,R,R,R,Y,R,W,O,B,G,B,O,O,Y,B,R,O,Y,O,Y,Y,Y,W,Y,R,G,O,Y,O,B,B,W,W,Y
15.423533,-5.4466815,4,intermediate,beginner,B2,R,Y,W,G,W,G,W,W,G,B,G,O,W,G,W,B,G,B,O,B,G,R,R,R,Y,R,W,G,R,B,B,O,O,Y,B,R,O,Y,O,Y,Y,Y,R,O,R,Y,W,W,B,B,O,Y,O,G
14.938468,-4.646091,4,intermediate,beginner,Ui,W,G,G,Y,W,W,R,G,W,B,O,R,W,G,W,B,G,B,O,B,G,G,R,R,B,R,W,G,R,G,B,O,O,Y,B,Y,O,Y,O,Y,Y,Y,R,O,R,Y,W,W,B,B,O,O,R,Y
14.77752,-4.6131854,4,intermediate,beginner,L2,O,G,G,Y,W,W,R,G,W,Y,O,R,B,G,W,O,G,B,O,B,G,G,R,R,B,R,W,Y,B,Y,O,O,B,G,R,G,W,Y,O,Y,Y,Y,R,O,R,B,W,W,W,B,O,B,R,Y
15.218846,-5.8272967,4,intermediate,beginner,U,R,Y,O,G,W,G,W,W,G,B,G,O,B,G,W,O,G,B,B,B,G,R,R,R,Y,R,W,Y,B,Y,O,O,O,G,R,R,W,Y,O,Y,Y,Y,R,O,R,B,W,W,W,B,O,G,B,Y
15.873474,-7.0509324,4,checkpoint,beginner,B2,R,O,R,G,W,G,W,W,G,B,G,O,B,G,W,O,G,B,Y,B,Y,R,R,R,Y,R,W,B,B,G,O,O,O,G,R,R,W,Y,O,Y,Y,Y,O,Y,R,Y,B,G,O,B,W,W,W,B
15.840367,-7.928304,4,intermediate,beginner,Ri,R,O,G,G,W,W,W,W,B,B,G,R,B,G,G,O,G,G,Y,R,W,B,R,R,Y,R,Y,B,B,G,O,O,O,G,R,R,W,Y,O,Y,Y,W,O,Y,B,Y,B,O,O,B,Y,W,W,R
14.681203,-8.81856,4,intermediate,beginner,U,W,G,R,W,W,O,B,W,G,Y,B,Y,B,G,G,O,G,G,W,R,W,W,R,R,R,R,Y,B,B,B,O,O,G,G,R,R,W,Y,O,Y,Y,W,O,Y,B,Y,B,O,O,B,Y,R,O,G
14.865361,-8.753241,4,intermediate,beginner,R,W,G,Y,W,W,G,B,W,G,Y,B,O,B,G,W,O,G,B,R,W,W,R,R,R,Y,R,W,B,B,B,O,O,G,G,R,R,W,Y,O,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,R,O,G
15.686307,-8.354575,4,intermediate,beginner,Ui,Y,G,G,G,W,W,W,W,B,B,G,R,B,G,W,O,G,B,O,W,W,B,R,R,Y,R,W,B,B,G,O,O,O,G,R,R,W,Y,O,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,R,R,Y
17.233767,-9.082172,4,intermediate,beginner,R2,Y,G,O,G,W,Y,W,W,G,B,G,R,B,G,O,O,G,Y,W,R,Y,R,R,B,W,W,O,B,B,G,O,O,O,G,R,R,W,Y,G,Y,Y,W,O,Y,B,Y,B,R,O,B,W,R,R,B
18.122719,-9.593822,4,intermediate,beginner,U2,G,W,W,Y,W,G,O,G,Y,B,R,R,B,G,O,O,G,Y,R,R,Y,O,R,B,G,W,O,B,B,W,O,O,R,G,R,W,W,Y,G,Y,Y,W,O,Y,B,Y,B,R,O,B,W,R,G,B
19.05471,-10.286673,4,intermediate,beginner,Ri,G,W,R,Y,W,W,O,G,B,B,R,W,B,G,G,O,G,Y,Y,B,O,R,R,W,R,O,G,B,B,W,O,O,R,G,R,W,W,Y,R,Y,Y,O,O,Y,Y,Y,B,G,O,B,W,R,G,B
19.064474,-10.346105,4,intermediate,beginner,Ui,R,W,B,W,W,G,G,Y,O,W,R,W,B,G,G,O,G,Y,W,B,O,R,R,W,B,O,G,B,B,B,O,O,G,G,R,R,W,Y,R,Y,Y,O,O,Y,Y,Y,B,G,O,B,W,Y,R,R
18.094685,-9.792618,4,intermediate,beginner,R,R,W,W,W,W,G,G,Y,Y,W,R,R,B,G,O,O,G,Y,B,R,W,O,R,B,G,W,O,B,B,B,O,O,G,G,R,R,W,Y,G,Y,Y,W,O,Y,R,Y,B,B,O,B,G,Y,R,O
17.06596,-9.445714,4,intermediate,beginner,Ui,W,G,Y,W,W,Y,R,W,G,B,G,R,B,G,O,O,G,Y,R,R,W,R,R,B,W,W,O,B,B,O,O,O,R,G,R,Y,W,Y,G,Y,Y,W,O,Y,R,Y,B,B,O,B,G,B,O,G
15.370009,-10.020151,4,intermediate,beginner,R2,W,G,G,W,W,W,R,W,R,B,G,B,B,G,G,O,G,G,O,W,W,B,R,R,W,R,R,B,B,O,O,O,R,G,R,Y,W,Y,Y,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,B,O,Y
14.997065,-10.869811,4,intermediate,beginner,U2,R,W,R,W,W,W,G,G,W,Y,O,B,B,G,G,O,G,G,Y,W,W,R,R,R,O,R,R,B,B,W,O,O,B,G,R,O,W,Y,Y,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,B,G,B
17.198479,31.218597,4,intermediate,beginner,F,R,W,R,W,W,W,G,R,O,O,B,Y,G,G,O,G,G,B,Y,W,W,R,R,R,G,G,W,B,B,W,O,O,B,Y,Y,W,R,R,O,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,B,G,B
17.227913,31.265411,4,intermediate,beginner,Ui,R,W,O,W,W,R,R,W,G,W,B,W,G,G,O,G,G,B,Y,W,W,B,R,R,O,G,W,B,B,B,O,O,G,Y,Y,B,R,R,O,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,Y,R,G
2.148354,-42.02041,4,intermediate,beginner,Fi,R,W,O,W,W,R,O,G,W,W,O,B,B,G,G,W,G,G,Y,W,W,B,R,R,O,R,R,B,B,B,O,O,G,R,W,G,B,Y,Y,Y,Y,Y,O,Y,G,Y,B,R,O,B,O,Y,R,G
0.43839085,-42.700924,4,intermediate,beginner,B,Y,W,W,W,W,R,O,G,W,W,O,B,B,G,G,W,G,G,G,Y,O,B,R,R,O,R,R,R,W,O,O,O,G,R,W,G,B,Y,Y,Y,Y,Y,B,B,B,Y,O,Y,R,B,B,G,O,R
0.34866348,-42.52018,4,intermediate,beginner,U2,W,G,O,R,W,W,W,W,Y,R,O,G,B,G,G,W,G,G,G,Y,O,G,R,R,O,R,R,R,W,O,O,O,B,R,W,G,B,Y,Y,Y,Y,Y,B,B,B,Y,O,Y,R,B,B,B,O,W
2.0432484,-42.01543,4,intermediate,beginner,Bi,R,W,O,R,W,W,W,W,Y,R,O,G,B,G,G,W,G,G,W,G,O,G,R,R,O,R,R,B,B,B,O,O,B,R,W,G,B,Y,Y,Y,Y,Y,O,Y,G,Y,B,W,O,B,O,Y,R,B
1.302344,-43.333477,4,intermediate,beginner,U2,Y,W,W,W,W,R,O,W,R,B,R,Y,B,G,G,W,G,G,G,G,O,B,R,R,B,R,R,B,B,O,O,O,G,R,W,W,B,Y,Y,Y,Y,Y,O,Y,G,Y,B,W,O,B,O,G,O,R
0.8194296,-43.712948,4,intermediate,beginner,B,G,G,O,W,W,R,O,W,R,B,R,Y,B,G,G,W,G,G,G,Y,O,B,R,R,B,R,R,Y,W,W,O,O,G,R,W,W,B,Y,Y,Y,Y,Y,O,B,B,G,O,Y,O,B,B,R,O,W
0.23099543,-45.12372,4,intermediate,beginner,Ui,O,R,R,G,W,W,G,W,O,W,G,W,B,G,G,W,G,G,Y,Y,O,R,R,R,B,R,R,Y,W,W,O,O,O,R,W,R,B,Y,Y,Y,Y,Y,O,B,B,G,O,Y,O,B,B,G,B,B
-0.12618473,-46.20802,4,intermediate,beginner,B,Y,Y,O,G,W,W,G,W,O,W,G,W,B,G,G,W,G,G,B,B,O,R,R,R,B,R,R,O,R,R,O,O,O,R,W,R,B,Y,Y,Y,Y,Y,W,W,Y,G,O,G,B,B,O,B,B,Y
-0.22595045,-46.90764,4,intermediate,beginner,Ri,Y,Y,G,G,W,O,G,W,Y,W,G,O,B,G,W,W,G,O,O,R,R,B,R,R,B,R,B,O,R,R,O,O,O,R,W,R,B,Y,W,Y,Y,G,W,W,G,G,O,Y,B,B,Y,B,B,Y
0.66214067,-47.779354,4,intermediate,beginner,Ui,G,O,Y,Y,W,W,Y,G,G,R,O,R,B,G,W,W,G,O,O,R,R,G,R,R,W,R,B,O,R,Y,O,O,B,R,W,B,B,Y,W,Y,Y,G,W,W,G,G,O,Y,B,B,Y,O,B,B
0.73429906,-47.571453,4,intermediate,beginner,R,G,O,R,Y,W,W,Y,G,O,R,O,W,B,G,G,W,G,G,W,G,O,R,R,R,B,R,R,O,R,Y,O,O,B,R,W,B,B,Y,Y,Y,Y,Y,W,W,B,G,O,Y,B,B,W,O,B,G
-0.22434692,-46.433537,4,intermediate,beginner,U,Y,Y,G,G,W,O,O,W,R,B,R,W,B,G,G,W,G,G,O,G,O,B,R,R,G,R,R,O,R,R,O,O,O,R,W,W,B,Y,Y,Y,Y,Y,W,W,B,G,O,Y,B,B,W,B,B,Y
-4.49437,-1.6527531,4,intermediate,beginner,B,O,G,O,G,W,O,O,W,R,B,R,W,B,G,G,W,G,G,B,W,W,B,R,R,G,R,R,Y,Y,G,O,O,O,R,W,W,B,Y,Y,Y,Y,Y,R,R,O,B,B,G,B,B,O,Y,W,Y
-4.457375,1.8354489,4,intermediate,beginner,Ui,O,O,R,G,W,W,O,G,O,G,O,W,B,G,G,W,G,G,W,W,W,R,R,R,B,R,R,Y,Y,Y,O,O,W,R,W,Y,B,Y,Y,Y,Y,Y,R,R,O,B,B,G,B,B,O,B,B,G
-10.045237,-18.39284,4,intermediate,beginner,B,W,W,W,G,W,W,O,G,O,G,O,W,B,G,G,W,G,G,O,R,R,R,R,R,B,R,R,O,O,R,O,O,W,R,W,Y,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,G
-8.615424,-17.577717,4,intermediate,beginner,Ui,W,W,O,W,W,G,W,G,O,R,W,Y,B,G,G,W,G,G,W,R,R,O,R,R,G,R,R,O,O,G,O,O,O,R,W,G,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,B
8.471617,35.337963,4,intermediate,beginner,F,W,W,O,W,W,G,R,W,G,W,B,R,G,G,W,G,G,Y,W,R,R,O,R,R,W,G,O,O,O,G,O,O,O,Y,Y,B,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,B
8.019596,41.723427,4,intermediate,beginner,U2,G,W,R,G,W,W,O,W,W,B,R,O,G,G,W,G,G,Y,B,R,R,O,R,R,G,G,O,O,O,W,O,O,O,Y,Y,W,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,W
-10.499414,-9.134781,4,intermediate,beginner,Fi,G,W,R,G,W,W,G,G,O,O,W,Y,R,G,G,B,G,G,B,R,R,O,R,R,G,R,R,O,O,W,O,O,O,O,W,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,W
-5.8626957,-11.6293745,4,intermediate,beginner,U,G,G,G,G,W,W,O,W,R,G,O,B,R,G,G,B,G,G,R,R,R,B,R,R,W,R,R,O,O,O,O,O,W,O,W,Y,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-28.058481,-21.718763,4,intermediate,beginner,Li,G,G,G,R,W,W,B,W,R,W,O,B,Y,G,G,Y,G,G,R,R,R,B,R,R,W,R,R,O,W,Y,O,O,W,O,O,O,B,Y,Y,B,Y,Y,W,Y,Y,G,B,B,G,B,B,O,O,W
-29.742266,-22.465158,4,intermediate,beginner,Ui,G,W,R,G,W,W,G,R,B,Y,W,O,Y,G,G,Y,G,G,B,R,R,O,R,R,W,R,R,O,W,W,O,O,O,O,O,O,B,Y,Y,B,Y,Y,W,Y,Y,G,B,B,G,B,B,R,B,W
-17.471453,-10.841759,4,checkpoint,beginner,L,G,W,R,G,W,W,R,R,B,G,W,O,G,G,G,G,G,G,B,R,R,O,R,R,W,R,R,O,O,O,O,O,W,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
-15.299824,-13.356894,4,intermediate,beginner,U,R,G,G,R,W,W,B,W,R,W,O,B,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,G,O,O,W,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
11.099408,47.51753,4,intermediate,beginner,F,R,G,G,R,W,W,O,O,O,G,G,W,G,G,O,G,G,B,W,R,R,B,R,R,B,W,R,O,O,G,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
25.49443,49.403553,4,intermediate,beginner,R,R,G,W,R,W,O,O,O,B,G,G,W,G,G,Y,G,G,Y,B,B,W,W,R,R,R,R,R,O,O,G,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,W,W,O
27.267902,44.43922,4,intermediate,beginner,U,O,R,R,O,W,G,B,O,W,R,W,B,G,G,Y,G,G,Y,W,B,W,W,R,R,O,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,W,G
14.986559,41.177937,4,intermediate,beginner,Ri,O,R,G,O,W,W,B,O,G,R,W,R,G,G,G,G,G,W,W,R,R,B,R,R,W,W,O,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,O
9.58368,45.652992,4,intermediate,beginner,Ui,G,W,G,R,W,O,O,O,B,G,G,W,G,G,G,G,G,W,R,R,R,W,R,R,R,W,O,O,O,O,O,O,W,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
-12.871706,-7.5223284,4,intermediate,beginner,Fi,G,W,G,R,W,O,R,W,O,W,G,W,G,G,G,G,G,G,R,R,R,W,R,R,B,R,R,O,O,O,O,O,W,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
-19.541704,-13.170227,4,intermediate,beginner,U,R,R,G,W,W,W,O,O,G,B,W,R,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,O
7.869807,52.68982,4,intermediate,beginner,F,R,R,G,W,W,W,O,O,W,G,G,B,G,G,W,G,G,R,W,R,R,B,R,R,O,O,G,O,O,W,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,O
20.742903,50.16639,4,intermediate,beginner,R,R,R,B,W,W,W,O,O,R,G,G,W,G,G,Y,G,G,Y,O,B,W,O,R,R,G,R,R,O,O,W,O,O,G,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,B,W,W
25.910402,40.458626,4,intermediate,beginner,U,O,W,R,O,W,R,R,W,B,G,O,O,G,G,Y,G,G,Y,B,B,W,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,G,W
13.47904,36.93776,4,intermediate,beginner,Ri,O,W,G,O,W,W,R,W,W,G,O,R,G,G,R,G,G,B,W,R,R,B,R,R,B,W,W,O,O,G,O,O,G,Y,Y,W,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,O
5.5311,47.914547,4,intermediate,beginner,Ui,G,W,W,W,W,W,O,O,R,G,G,W,G,G,R,G,G,B,R,R,R,O,R,R,G,W,W,O,O,O,O,O,G,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,B
-22.705835,-6.131512,4,checkpoint,beginner,Fi,G,W,W,W,W,W,G,W,W,W,R,B,G,G,G,G,G,G,R,R,R,O,R,R,O,R,R,O,O,O,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,B
-19.36393,-6.952836,4,intermediate,beginner,Ui,W,W,W,W,W,W,G,W,G,O,G,R,G,G,G,G,G,G,B,R,R,R,R,R,W,R,R,O,O,B,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,O
3.2651362,50.321186,4,intermediate,beginner,F,W,W,W,W,W,W,O,O,W,G,G,O,G,G,G,G,G,R,B,R,R,R,R,R,G,W,G,O,O,B,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,O
11.745746,38.50052,4,intermediate,beginner,U,O,W,W,O,W,W,W,W,W,G,R,B,G,G,G,G,G,R,R,R,R,O,R,R,O,W,G,O,O,G,O,O,G,Y,Y,O,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,B
-8.331342,-10.480976,4,intermediate,beginner,Fi,O,W,W,O,W,W,O,W,G,B,G,R,R,G,G,G,G,G,R,R,R,O,R,R,W,R,R,O,O,G,O,O,G,W,W,W,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,B
-7.936715,-7.4789085,4,intermediate,beginner,U,O,O,O,W,W,W,G,W,W,W,O,R,R,G,G,G,G,G,Y,R,R,B,R,R,B,R,R,O,O,B,O,O,G,W,W,R,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,G
11.9959345,43.974556,4,intermediate,beginner,F,O,O,O,W,W,W,W,W,R,G,R,W,G,G,O,G,G,R,Y,R,R,B,R,R,G,W,W,O,O,B,O,O,G,Y,Y,O,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,G
4.916176,50.89867,4,intermediate,beginner,U2,R,W,W,W,W,W,O,O,O,G,G,W,G,G,O,G,G,R,O,R,R,G,R,R,B,W,W,O,O,G,O,O,B,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,G
-26.389788,-6.3377075,4,intermediate,beginner,Fi,R,W,W,W,W,W,B,W,W,W,O,R,G,G,G,G,G,G,O,R,R,G,R,R,B,R,R,O,O,G,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,G
-17.89282,-4.436242,4,intermediate,beginner,U,B,W,R,W,W,W,W,W,W,B,G,O,G,G,G,G,G,G,W,R,R,R,R,R,G,R,R,O,O,W,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,G
-12.948873,11.312983,4,intermediate,beginner,Ri,B,W,B,W,W,B,W,W,G,B,G,R,G,G,W,G,G,W,R,R,R,R,R,R,W,R,G,O,O,W,O,O,O,O,O,R,Y,Y,O,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,O,B,Y
-14.301593,8.497569,4,intermediate,beginner,U,W,W,B,W,W,W,G,B,B,W,R,R,G,G,W,G,G,W,O,R,R,B,R,R,Y,R,G,O,O,B,O,O,G,O,O,R,Y,Y,O,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,R,O,W
-23.102558,-39.210342,4,intermediate,beginner,L,B,W,B,B,W,W,R,B,B,W,R,R,W,G,W,G,G,W,O,R,R,B,R,R,Y,R,G,O,O,O,O,O,O,R,G,B,W,Y,O,G,Y,G,G,Y,G,Y,B,Y,Y,B,Y,Y,O,W
-20.644377,-40.338108,4,intermediate,beginner,Ui,B,W,B,W,W,B,B,B,R,O,O,B,W,G,W,G,G,W,R,R,R,R,R,R,W,R,G,O,O,W,O,O,O,R,G,Y,W,Y,O,G,Y,G,G,Y,G,Y,B,Y,Y,B,Y,O,B,Y
-20.13975,-37.64462,4,intermediate,beginner,R,B,W,B,W,W,W,B,B,W,O,O,O,W,G,G,G,G,G,W,R,R,R,R,R,G,R,R,O,O,W,O,O,O,R,G,Y,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,O,B,R
-19.886223,-34.526077,4,intermediate,beginner,U,B,W,B,B,W,W,W,W,B,G,R,W,W,G,G,G,G,G,O,R,R,B,R,R,R,R,R,O,O,O,O,O,O,R,G,O,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,O,W
-20.64054,-9.502841,4,intermediate,beginner,Li,G,W,B,W,W,W,G,W,B,W,R,W,G,G,G,G,G,G,O,R,R,B,R,R,R,R,R,O,O,O,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-16.904305,-4.6642847,4,intermediate,beginner,Ui,B,W,B,W,W,W,G,W,G,O,G,R,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,R
-30.61202,-23.914286,4,intermediate,beginner,Li,O,W,B,G,W,W,G,W,G,Y,G,R,Y,G,G,Y,G,G,W,R,R,R,R,R,W,R,R,W,O,W,O,O,O,O,O,O,B,Y,Y,B,Y,Y,O,Y,Y,B,B,B,W,B,B,G,B,R
-49.08429,-17.037888,4,intermediate,beginner,Di,O,W,B,G,W,W,G,W,G,Y,G,R,Y,G,G,R,R,R,W,R,B,R,R,B,W,R,B,Y,O,W,G,O,O,G,O,O,Y,Y,Y,Y,Y,Y,B,B,O,O,O,W,W,B,B,G,B,R
-51.003025,-11.972301,4,intermediate,beginner,L,O,W,B,W,W,W,G,W,G,O,G,R,G,G,G,G,R,R,W,R,B,R,R,B,W,R,B,G,G,Y,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,B,O,Y,O,W,Y,B,B,B,B,R
-48.77506,-12.435746,4,intermediate,beginner,D,O,W,B,W,W,W,G,W,G,O,G,R,G,G,G,G,O,O,W,R,R,R,R,R,W,R,G,W,G,Y,O,O,O,Y,O,W,R,Y,Y,B,Y,Y,O,Y,Y,B,B,B,Y,B,B,B,B,R
-47.513737,-15.289601,4,intermediate,beginner,Li,O,W,B,G,W,W,G,W,G,R,G,R,B,G,G,O,O,O,W,R,R,R,R,R,W,R,G,Y,O,W,G,O,O,W,O,Y,B,Y,Y,Y,Y,Y,B,Y,Y,O,B,B,W,B,B,G,B,R
-50.480217,-16.018507,4,intermediate,beginner,Di,O,W,B,G,W,W,G,W,G,R,G,R,B,G,G,G,R,R,W,R,O,R,R,B,W,R,B,O,O,W,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,B,Y,B,W,G,Y,W,B,B,G,B,R
