x,y,line,cp,algo,changes,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
8.778529,21.689743,0,start,beginner,,G,W,R,B,W,B,O,Y,B,W,G,Y,R,G,G,O,R,G,W,R,B,O,R,W,O,O,Y,Y,O,R,G,O,Y,W,B,G,B,Y,O,R,Y,G,R,Y,W,B,O,R,W,B,W,Y,B,G
8.667371,21.93622,0,intermediate,beginner,Di,G,W,R,B,W,B,O,Y,B,W,G,Y,R,G,G,Y,W,B,W,R,B,O,R,O,O,O,R,O,O,R,R,O,Y,G,B,G,O,G,W,Y,Y,Y,B,R,R,W,G,Y,W,B,W,Y,B,G
8.170093,23.009968,0,intermediate,beginner,F2,G,W,R,B,W,B,W,G,O,B,W,Y,G,G,R,Y,G,W,W,R,B,O,R,O,G,B,G,O,O,R,R,O,Y,O,O,R,B,Y,O,Y,Y,Y,B,R,R,W,G,Y,W,B,W,Y,B,G
8.113765,23.191149,0,intermediate,beginner,D2,G,W,R,B,W,B,W,G,O,B,W,Y,G,G,R,Y,G,W,W,R,O,O,R,R,G,B,O,G,O,R,O,O,Y,B,O,R,R,R,B,Y,Y,Y,O,Y,B,W,G,Y,W,B,W,Y,B,G
26.417822,31.040308,0,intermediate,beginner,Ui,R,B,O,W,W,G,G,B,W,R,Y,R,G,G,R,Y,G,W,Y,R,O,W,R,R,B,B,O,G,O,G,O,O,B,B,O,Y,R,R,B,Y,Y,Y,O,Y,B,W,G,Y,W,B,W,W,O,G
26.752703,30.833641,0,intermediate,beginner,F,R,B,O,W,W,G,B,O,Y,Y,G,R,G,G,Y,W,R,R,Y,R,O,W,R,R,G,B,W,G,O,G,O,O,B,B,R,R,O,B,B,Y,Y,Y,O,Y,B,W,G,Y,W,B,W,W,O,G
27.69121,30.592922,0,intermediate,beginner,R,R,B,R,W,W,Y,B,O,R,Y,G,B,G,G,Y,W,R,B,G,W,Y,B,R,R,W,R,O,G,O,G,O,O,B,B,R,R,O,B,Y,Y,Y,W,O,Y,G,W,G,O,W,B,G,W,O,Y
28.002981,30.073421,0,intermediate,beginner,U,B,W,R,O,W,B,R,Y,R,W,B,G,G,G,Y,W,R,B,W,W,Y,O,R,R,Y,R,O,G,O,Y,O,O,G,B,R,B,O,B,Y,Y,Y,W,O,Y,G,W,G,O,W,B,G,R,B,G
27.820782,28.977451,0,intermediate,beginner,Ri,B,W,O,O,W,G,R,Y,G,W,B,R,G,G,B,W,R,R,Y,R,O,W,R,R,W,O,Y,G,O,Y,O,O,G,B,R,B,O,B,G,Y,Y,Y,O,Y,B,W,G,Y,W,B,W,R,B,G
27.766987,27.809298,0,intermediate,beginner,U2,G,Y,R,G,W,O,O,W,B,G,B,R,G,G,B,W,R,R,B,R,O,G,R,R,Y,O,Y,G,O,W,O,O,W,B,R,Y,O,B,G,Y,Y,Y,O,Y,B,W,G,Y,W,B,W,R,B,W
27.84485,27.752563,0,intermediate,beginner,B2,B,Y,O,G,W,O,O,W,B,G,B,R,G,G,B,W,R,R,G,O,W,G,R,R,Y,O,Y,B,R,O,O,O,W,B,R,Y,O,B,G,Y,Y,Y,R,Y,G,W,B,R,W,B,W,Y,G,W
27.938025,28.631823,0,intermediate,beginner,U2,B,W,O,O,W,G,O,Y,B,W,G,Y,G,G,B,W,R,R,Y,O,W,W,R,R,O,O,Y,B,R,Y,O,O,G,B,R,G,O,B,G,Y,Y,Y,R,Y,G,W,B,R,W,B,W,R,B,G
15.0571375,-38.372833,0,checkpoint,beginner,F2,B,W,O,O,W,G,G,B,O,R,R,W,B,G,G,Y,G,W,Y,O,W,W,R,R,B,R,G,B,R,Y,O,O,G,O,O,Y,B,Y,O,Y,Y,Y,R,Y,G,W,B,R,W,B,W,R,B,G
15.722489,-37.47505,0,intermediate,beginner,U2,O,B,G,G,W,O,O,W,B,G,B,R,B,G,G,Y,G,W,Y,O,W,G,R,R,Y,R,G,B,R,B,O,O,W,O,O,Y,B,Y,O,Y,Y,Y,R,Y,G,W,B,R,W,B,W,W,R,R
14.565722,-36.305595,0,intermediate,beginner,R,O,B,R,G,W,G,O,W,W,G,B,O,B,G,Y,Y,G,G,Y,G,Y,R,R,O,G,R,W,B,R,B,O,O,W,O,O,Y,B,Y,R,Y,Y,W,R,Y,R,W,B,G,W,B,O,W,R,B
14.404899,-36.413315,0,intermediate,beginner,Ui,R,G,W,B,W,W,O,G,O,B,W,Y,B,G,Y,Y,G,G,O,G,Y,B,R,O,G,R,W,B,R,B,O,O,R,O,O,W,B,Y,R,Y,Y,W,R,Y,R,W,B,G,W,B,O,Y,R,G
15.756858,-37.576443,0,intermediate,beginner,Ri,R,G,G,B,W,O,O,G,G,B,W,W,B,G,W,Y,G,O,Y,O,W,G,R,R,O,B,G,B,R,B,O,O,R,O,O,W,B,Y,Y,Y,Y,Y,R,Y,G,W,B,R,W,B,W,Y,R,R
14.932256,-38.25439,0,intermediate,beginner,U2,G,G,O,O,W,B,G,G,R,R,R,Y,B,G,W,Y,G,O,W,O,W,R,R,R,B,B,G,B,R,O,O,O,G,O,O,Y,B,Y,Y,Y,Y,Y,R,Y,G,W,B,R,W,B,W,W,W,B
13.783403,-37.2524,0,intermediate,beginner,R,G,G,Y,O,W,W,G,G,O,R,R,Y,B,G,Y,Y,G,G,B,R,W,B,R,O,G,R,W,B,R,O,O,O,G,O,O,Y,B,Y,R,Y,Y,W,R,Y,B,W,B,O,W,B,B,W,W,R
12.553863,-36.728325,0,intermediate,beginner,Ui,Y,W,O,G,W,G,G,O,G,O,G,Y,B,G,Y,Y,G,G,Y,R,W,R,R,O,R,R,W,B,R,R,O,O,W,O,O,W,B,Y,R,Y,Y,W,R,Y,B,W,B,O,W,B,B,B,B,G
12.176993,-36.61152,0,intermediate,beginner,R2,Y,W,R,G,W,W,G,O,B,O,G,O,B,G,B,Y,G,G,W,R,R,O,R,R,W,R,Y,B,R,R,O,O,W,O,O,W,B,Y,O,Y,Y,G,R,Y,G,W,B,Y,W,B,Y,B,B,G
11.111441,-35.70312,0,intermediate,beginner,U2,B,O,G,W,W,G,R,W,Y,G,B,B,B,G,B,Y,G,G,W,R,R,W,R,R,R,R,Y,B,R,W,O,O,O,O,O,W,B,Y,O,Y,Y,G,R,Y,G,W,B,Y,W,B,Y,O,G,O
11.073276,-35.60231,0,intermediate,beginner,R2,B,O,O,W,W,G,R,W,G,G,B,Y,B,G,Y,Y,G,O,Y,R,R,R,R,W,R,R,W,B,R,W,O,O,O,O,O,W,B,Y,G,Y,Y,G,R,Y,Y,W,B,B,W,B,B,O,G,G
5.7631445,-24.395027,0,intermediate,beginner,Bi,B,R,W,W,W,G,R,W,G,G,B,Y,B,G,Y,Y,G,O,B,O,O,R,R,W,R,R,W,Y,Y,R,O,O,O,O,O,W,B,Y,G,Y,Y,G,R,R,Y,B,B,G,B,B,G,W,W,O
5.635294,-24.223701,0,intermediate,beginner,Ri,B,R,G,W,W,G,R,W,O,G,B,W,B,G,G,Y,G,G,O,W,W,O,R,R,B,R,R,Y,Y,R,O,O,O,O,O,W,B,Y,Y,Y,Y,Y,R,R,O,B,B,G,B,B,G,W,W,Y
-22.901106,-21.96665,0,intermediate,beginner,B,O,W,W,W,W,G,R,W,O,G,B,W,B,G,G,Y,G,G,O,R,R,O,R,R,B,R,R,B,R,G,O,O,O,O,O,W,B,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,Y,G,G
-24.073206,-21.142561,0,intermediate,beginner,Ui,W,G,O,W,W,W,O,W,R,G,O,W,B,G,G,Y,G,G,W,R,R,B,R,R,G,R,R,B,R,G,O,O,G,O,O,Y,B,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,O,O,B
-24.676113,-22.455154,0,intermediate,beginner,Li,G,G,O,B,W,W,Y,W,R,B,O,W,Y,G,G,R,G,G,W,R,R,B,R,R,G,R,R,G,G,Y,R,O,O,B,O,O,W,Y,Y,W,Y,Y,O,Y,Y,W,B,B,W,B,B,O,O,B
-23.854078,-22.564785,0,intermediate,beginner,U,Y,B,G,W,W,G,R,W,O,G,B,W,Y,G,G,R,G,G,O,R,R,O,R,R,B,R,R,G,G,B,R,O,O,B,O,W,W,Y,Y,W,Y,Y,O,Y,Y,W,B,B,W,B,B,O,O,Y
-23.2226,-22.000187,0,intermediate,beginner,L,W,B,G,W,W,G,O,W,O,Y,B,W,W,G,G,R,G,G,O,R,R,O,R,R,B,R,R,B,R,G,O,O,G,W,O,B,G,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,O,O,Y
-22.462843,-22.9383,0,intermediate,beginner,U,O,W,W,W,W,B,O,G,G,B,O,O,W,G,G,R,G,G,O,R,R,O,R,R,Y,R,R,B,R,Y,O,O,B,W,O,W,G,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,B,G,G
-22.97356,-23.84217,0,intermediate,beginner,Li,B,W,W,W,W,B,R,G,G,G,O,O,Y,G,G,R,G,G,O,R,R,O,R,R,Y,R,R,Y,B,W,R,O,O,B,O,W,W,Y,Y,W,Y,Y,B,Y,Y,O,B,B,W,B,B,O,G,G
-23.313917,-24.293858,0,intermediate,beginner,U,R,W,B,G,W,W,G,B,W,Y,O,O,Y,G,G,R,G,G,O,R,R,G,R,R,G,R,R,Y,B,G,R,O,O,B,O,O,W,Y,Y,W,Y,Y,B,Y,Y,O,B,B,W,B,B,W,O,W
-20.845528,-36.992702,0,intermediate,beginner,L2,W,W,B,W,W,W,B,B,W,O,O,O,W,G,G,W,G,G,O,R,R,G,R,R,G,R,R,O,O,B,O,O,R,G,B,Y,R,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,R,O,W
-18.092901,-35.377342,0,intermediate,beginner,U,B,W,W,B,W,W,W,W,B,G,G,O,W,G,G,W,G,G,R,R,R,O,R,R,W,R,R,O,O,O,O,O,O,G,B,O,R,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,B
-20.46046,-6.4229336,0,checkpoint,beginner,Li,G,W,W,W,W,W,W,W,B,R,G,O,G,G,G,G,G,G,R,R,R,O,R,R,W,R,R,O,O,O,O,O,B,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,B
-23.471596,-7.505854,0,intermediate,beginner,U,W,W,G,W,W,W,B,W,W,W,O,R,G,G,G,G,G,G,W,R,R,R,R,R,B,R,R,O,O,R,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,O
-3.2626746,16.292763,0,intermediate,beginner,R,W,W,R,W,W,G,B,W,G,W,O,Y,G,G,Y,G,G,Y,B,R,W,R,R,R,R,R,R,O,O,R,O,O,G,O,O,O,Y,Y,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,G,B,W
-6.9373474,25.516981,0,intermediate,beginner,U,B,W,W,W,W,W,G,G,R,R,R,B,G,G,Y,G,G,Y,G,R,W,B,R,R,W,R,R,O,O,W,O,O,O,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,O,G,R
-21.124977,14.670221,0,intermediate,beginner,Ri,B,W,G,W,W,W,G,G,R,R,R,W,G,G,W,G,G,R,W,R,R,R,R,R,G,B,W,O,O,W,O,O,O,O,O,Y,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,G,O
-19.610523,8.982607,0,intermediate,beginner,U,G,W,B,G,W,W,R,W,G,G,R,W,G,G,W,G,G,R,O,R,R,G,R,R,O,B,W,O,O,R,O,O,R,O,O,W,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,O,W
-2.182207,25.29718,0,intermediate,beginner,R,G,W,W,G,W,W,R,W,R,G,R,B,G,G,Y,G,G,Y,O,G,O,B,R,R,W,R,R,O,O,R,O,O,R,O,O,W,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,Y,O,G
-0.08015719,18.70907,0,intermediate,beginner,U2,R,W,R,W,W,G,W,W,G,G,O,Y,G,G,Y,G,G,Y,W,G,O,R,R,R,R,R,R,O,O,W,O,O,B,O,O,O,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,B,R,G
-24.854107,-10.098892,0,intermediate,beginner,Ri,R,W,B,W,W,W,W,W,G,G,O,R,G,G,G,G,G,G,O,R,R,G,R,R,W,R,R,O,O,W,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,W
-18.435104,-5.1707134,0,checkpoint,beginner,U,W,W,R,W,W,W,G,W,B,W,G,O,G,G,G,G,G,G,B,R,R,R,R,R,W,R,R,O,O,G,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
-34.328846,15.363917,0,intermediate,beginner,Fi,W,W,R,W,W,W,W,R,R,O,G,G,G,G,G,W,G,G,B,R,R,R,R,R,Y,Y,Y,O,O,G,O,O,O,G,W,B,R,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
-29.662191,14.021222,0,intermediate,beginner,U,W,W,W,R,W,W,R,W,R,Y,R,B,G,G,G,W,G,G,O,R,R,B,R,R,W,Y,Y,O,O,O,O,O,G,G,W,G,R,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,G
-30.17665,11.971355,0,intermediate,beginner,B,O,R,R,R,W,W,R,W,R,Y,R,B,G,G,G,W,G,G,Y,Y,Y,B,R,R,W,Y,Y,W,W,W,O,O,G,G,W,G,R,O,O,Y,Y,Y,O,O,O,B,B,B,O,B,B,G,B,B
-31.99404,12.182311,0,intermediate,beginner,Ui,R,W,R,R,W,W,O,R,R,W,G,G,G,G,G,W,G,G,B,Y,Y,R,R,R,Y,Y,Y,W,W,B,O,O,B,G,W,G,R,O,O,Y,Y,Y,O,O,O,B,B,B,O,B,B,Y,B,W
-28.323961,-14.071133,0,intermediate,beginner,F,R,W,R,R,W,W,G,W,G,W,G,W,G,G,G,G,G,G,B,Y,Y,R,R,R,O,R,R,W,W,B,O,O,B,O,O,R,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,B,B,Y,B,W
-26.585178,-15.260748,0,intermediate,beginner,U,G,R,R,W,W,W,G,W,R,O,R,B,G,G,G,G,G,G,Y,Y,Y,B,R,R,W,R,R,W,W,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,B,B,R,B,B
-21.898495,-10.5424185,0,intermediate,beginner,Bi,W,W,W,W,W,W,G,W,R,O,R,B,G,G,G,G,G,G,G,R,R,B,R,R,W,R,R,O,O,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,R
-19.33533,-4.8676505,0,intermediate,beginner,Ui,W,W,R,W,W,W,W,W,G,O,G,W,G,G,G,G,G,G,B,R,R,R,R,R,O,R,R,O,O,R,O,O,O,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,W
-34.207714,15.710021,0,intermediate,beginner,Fi,W,W,R,W,W,W,O,R,R,W,G,G,G,G,G,O,G,G,B,R,R,R,R,R,Y,Y,Y,O,O,R,O,O,O,W,W,G,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,W
-29.656612,13.996293,0,intermediate,beginner,U,O,W,W,R,W,W,R,W,R,Y,R,B,G,G,G,O,G,G,G,R,R,B,R,R,W,Y,Y,O,O,W,O,O,G,W,W,G,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
-30.160263,11.951555,0,intermediate,beginner,B,G,R,R,R,W,W,R,W,R,Y,R,B,G,G,G,O,G,G,Y,Y,Y,B,R,R,W,Y,Y,O,W,W,O,O,G,W,W,G,B,O,O,Y,Y,Y,W,O,O,G,B,B,O,B,B,R,B,B
-32.023533,12.185095,0,intermediate,beginner,Ui,R,W,R,R,W,W,G,R,R,W,G,G,G,G,G,O,G,G,B,Y,Y,R,R,R,Y,Y,Y,O,W,B,O,O,B,W,W,R,B,O,O,Y,Y,Y,W,O,O,G,B,B,O,B,B,Y,B,W
-28.318544,-14.076663,0,intermediate,beginner,F,R,W,R,R,W,W,W,W,R,O,G,W,G,G,G,G,G,G,B,Y,Y,R,R,R,G,R,R,O,W,B,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,W,O,O,G,B,B,O,B,B,Y,B,W
-26.559187,-15.260548,0,intermediate,beginner,U,W,R,R,W,W,W,R,W,R,G,R,B,G,G,G,G,G,G,Y,Y,Y,B,R,R,W,R,R,O,W,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,W,O,O,G,B,B,O,B,B,B,B,B
-20.899746,-11.543235,0,intermediate,beginner,Bi,O,W,O,W,W,W,R,W,R,G,R,B,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,B
-16.070799,-2.5103514,0,intermediate,beginner,Ui,O,W,R,W,W,W,O,W,R,W,G,W,G,G,G,G,G,G,B,R,R,R,R,R,G,R,R,O,O,B,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
-9.23814,2.4612203,0,intermediate,beginner,Bi,O,O,B,W,W,W,O,W,R,W,G,W,G,G,G,G,G,G,O,W,R,R,R,R,G,R,R,Y,Y,Y,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,R,B,B,B,W,B,B,B,B,B,W
-32.488823,-3.0836349,0,intermediate,beginner,Di,O,O,B,W,W,W,O,W,R,W,G,W,G,G,G,R,R,R,O,W,B,R,R,B,G,R,W,G,Y,Y,G,O,O,G,O,G,Y,Y,B,Y,Y,R,Y,Y,R,O,O,Y,B,B,B,B,B,W
-31.891968,-1.8173678,0,intermediate,beginner,B,O,W,B,W,W,W,O,W,R,W,G,W,G,G,G,R,R,R,R,Y,Y,R,R,B,G,R,W,O,O,B,G,O,O,G,O,G,Y,Y,B,Y,Y,R,Y,Y,G,B,B,O,B,B,O,W,B,Y
-30.688198,-1.7221657,0,intermediate,beginner,D,O,W,B,W,W,W,O,W,R,W,G,W,G,G,G,O,G,G,R,Y,R,R,R,R,G,R,R,O,O,B,B,O,O,B,O,G,Y,Y,Y,Y,Y,Y,G,R,B,Y,B,W,B,B,O,W,B,Y
-31.973448,-4.2069173,0,intermediate,beginner,Bi,O,O,B,W,W,W,O,W,R,W,G,W,G,G,G,O,G,G,O,W,B,R,R,R,G,R,R,B,R,G,B,O,O,B,O,G,Y,Y,Y,Y,Y,Y,R,Y,R,W,O,Y,B,B,B,Y,B,W
-32.021713,-2.9304276,0,intermediate,beginner,Di,O,O,B,W,W,W,O,W,R,W,G,W,G,G,G,R,R,B,O,W,W,R,R,O,G,R,Y,O,R,G,G,O,O,G,O,G,Y,Y,R,Y,Y,Y,Y,Y,R,B,B,B,B,B,B,Y,B,W
-31.540367,-2.0499275,0,intermediate,beginner,B,O,W,W,W,W,W,O,W,R,W,G,W,G,G,G,R,R,B,R,Y,Y,R,R,O,G,R,Y,O,O,B,G,O,O,G,O,G,Y,Y,R,Y,Y,Y,G,R,O,Y,B,B,B,B,B,W,B,B
-32.171406,-5.0710883,0,intermediate,beginner,D,O,W,W,W,W,W,O,W,R,W,G,W,G,G,G,O,G,G,R,Y,B,R,R,R,G,R,R,B,O,B,B,O,O,Y,O,G,G,Y,Y,R,Y,Y,O,Y,R,Y,O,Y,B,B,B,W,B,B
-33.98226,-6.2633767,0,intermediate,beginner,Ui,W,W,R,W,W,W,O,W,O,B,O,G,G,G,G,O,G,G,W,Y,B,G,R,R,W,R,R,B,O,B,B,O,B,Y,O,W,G,Y,Y,R,Y,Y,O,Y,R,Y,O,Y,B,B,B,R,R,G
-32.56558,-13.332209,0,intermediate,beginner,Bi,B,O,B,W,W,W,O,W,O,B,O,G,G,G,G,O,G,G,W,W,R,G,R,R,W,R,R,R,Y,O,B,O,B,Y,O,W,G,Y,Y,R,Y,Y,B,Y,W,Y,B,G,O,B,R,Y,B,R
-35.553066,-13.458493,0,intermediate,beginner,Di,B,O,B,W,W,W,O,W,O,B,O,G,G,G,G,R,R,R,W,W,Y,G,R,B,W,R,G,O,Y,O,G,O,B,G,O,W,Y,Y,W,Y,Y,Y,G,R,B,Y,B,R,O,B,R,Y,B,R
-38.601093,-5.8234606,0,intermediate,beginner,B,W,W,Y,W,W,W,O,W,O,B,O,G,G,G,G,R,R,R,B,R,G,G,R,B,W,R,G,B,O,B,G,O,B,G,O,W,Y,Y,W,Y,Y,Y,O,Y,O,Y,O,Y,B,B,B,R,R,R
-30.164764,-8.854234,0,intermediate,beginner,D,W,W,Y,W,W,W,O,W,O,B,O,G,G,G,G,B,G,G,B,R,R,G,R,R,W,R,R,Y,O,B,O,O,B,Y,O,W,O,Y,Y,Y,Y,Y,O,Y,W,G,B,G,B,B,B,R,R,R
-33.533722,-13.478242,0,intermediate,beginner,Bi,Y,O,B,W,W,W,O,W,O,B,O,G,G,G,G,B,G,G,W,W,Y,G,R,R,W,R,R,W,Y,O,O,O,B,Y,O,W,O,Y,Y,Y,Y,Y,R,R,B,G,B,R,B,B,R,G,B,R
-34.764297,-12.650661,0,intermediate,beginner,Di,Y,O,B,W,W,W,O,W,O,B,O,G,G,G,G,R,R,Y,W,W,G,G,R,B,W,R,R,B,Y,O,G,O,B,G,O,W,Y,Y,B,Y,Y,R,O,Y,R,Y,O,W,B,B,R,G,B,R
-36.52777,-6.765252,0,intermediate,beginner,B,W,W,G,W,W,W,O,W,O,B,O,G,G,G,G,R,R,Y,R,Y,O,G,R,B,W,R,R,Y,O,B,G,O,B,G,O,W,Y,Y,B,Y,Y,R,O,Y,B,G,B,Y,B,B,O,R,R,W
-35.691395,-6.942605,0,intermediate,beginner,D,W,W,G,W,W,W,O,W,O,B,O,G,G,G,G,Y,G,G,R,Y,Y,G,R,R,W,R,R,Y,O,B,B,O,B,G,O,W,O,Y,Y,Y,Y,Y,B,R,B,O,B,R,B,B,O,R,R,W
-33.77237,-12.809922,0,intermediate,beginner,Bi,Y,O,B,W,W,W,O,W,O,B,O,G,G,G,G,Y,G,G,W,W,G,G,R,R,W,R,R,B,R,B,B,O,B,G,O,W,O,Y,Y,Y,Y,Y,Y,Y,R,R,O,W,B,B,R,O,B,R
-34.65509,-13.201286,0,intermediate,beginner,Di,Y,O,B,W,W,W,O,W,O,B,O,G,G,G,G,R,R,G,W,W,R,G,R,O,W,R,W,Y,R,B,G,O,B,G,O,W,Y,Y,R,Y,Y,Y,O,Y,Y,G,B,B,B,B,R,O,B,R
-37.059086,-6.7965236,0,intermediate,beginner,B,W,W,R,W,W,W,O,W,O,B,O,G,G,G,G,R,R,G,Y,Y,O,G,R,O,W,R,W,Y,O,B,G,O,B,G,O,W,Y,Y,R,Y,Y,Y,B,R,Y,O,B,G,B,B,B,R,R,B
-34.271366,-6.6019254,0,intermediate,beginner,D,W,W,R,W,W,W,O,W,O,B,O,G,G,G,G,Y,G,G,Y,Y,G,G,R,R,W,R,R,G,O,B,B,O,B,O,O,W,B,Y,Y,R,Y,Y,Y,Y,R,O,O,W,B,B,B,R,R,B
-32.505203,-13.341705,0,intermediate,beginner,Bi,G,O,B,W,W,W,O,W,O,B,O,G,G,G,G,Y,G,G,W,W,R,G,R,R,W,R,R,R,Y,Y,B,O,B,O,O,W,B,Y,Y,R,Y,Y,G,Y,Y,W,B,B,O,B,R,O,B,R
-35.570805,-13.511271,0,intermediate,beginner,Di,G,O,B,W,W,W,O,W,O,B,O,G,G,G,G,R,R,R,W,W,W,G,R,B,W,R,B,Y,Y,Y,G,O,B,G,O,W,Y,Y,Y,Y,Y,Y,B,R,G,O,B,R,O,B,R,O,B,R
-39.636982,-5.0827265,0,intermediate,beginner,B,W,W,W,W,W,W,O,W,O,B,O,G,G,G,G,R,R,R,G,R,B,G,R,B,W,R,B,G,O,B,G,O,B,G,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,R,R,R
-28.640406,-8.94775,0,intermediate,beginner,D,W,W,W,W,W,W,O,W,O,B,O,G,G,G,G,G,G,G,G,R,R,G,R,R,W,R,R,O,O,B,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,R
-27.99166,-3.0851138,0,intermediate,beginner,Ui,W,W,O,W,W,W,W,W,O,B,B,W,G,G,G,G,G,G,G,R,R,O,R,R,B,R,R,O,O,R,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,W
-6.156207,2.9052112,0,intermediate,beginner,Bi,O,O,R,W,W,W,W,W,O,B,B,W,G,G,G,G,G,G,W,W,O,O,R,R,B,R,R,Y,Y,Y,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,R,R,G,B,B,W,B,B,G,B,B,G
-34.09312,-3.1586967,0,intermediate,beginner,Di,O,O,R,W,W,W,W,W,O,B,B,W,G,G,G,R,R,O,W,W,B,O,R,B,B,R,W,G,Y,Y,G,O,R,G,O,R,Y,Y,G,Y,Y,R,Y,Y,R,O,O,Y,B,B,G,B,B,G
-33.102123,-0.929987,0,intermediate,beginner,B,W,W,B,W,W,W,W,W,O,B,B,W,G,G,G,R,R,O,R,Y,Y,O,R,B,B,R,W,O,O,R,G,O,R,G,O,R,Y,Y,G,Y,Y,R,Y,Y,G,B,B,O,B,B,O,G,G,Y
-32.434143,-0.54162544,0,intermediate,beginner,D,W,W,B,W,W,W,W,W,O,B,B,W,G,G,G,O,G,G,R,Y,O,O,R,R,B,R,R,O,O,R,B,O,R,B,O,R,Y,Y,Y,Y,Y,Y,G,R,G,Y,B,W,B,B,O,G,G,Y
-33.8236,-3.8914204,0,intermediate,beginner,Bi,O,O,R,W,W,W,W,W,O,B,B,W,G,G,G,O,G,G,W,W,B,O,R,R,B,R,R,G,R,G,B,O,R,B,O,R,Y,Y,Y,Y,Y,Y,O,Y,R,W,O,Y,B,B,G,Y,B,G
-33.87761,-2.6779623,0,intermediate,beginner,Di,O,O,R,W,W,W,W,W,O,B,B,W,G,G,G,R,R,B,W,W,W,O,R,O,B,R,Y,O,R,G,G,O,R,G,O,R,Y,Y,R,Y,Y,Y,Y,Y,O,B,B,G,B,B,G,Y,B,G
-33.829575,-1.1400828,0,intermediate,beginner,B,W,W,W,W,W,W,W,W,O,B,B,W,G,G,G,R,R,B,O,Y,Y,O,R,O,B,R,Y,O,O,R,G,O,R,G,O,R,Y,Y,R,Y,Y,Y,G,R,O,Y,B,B,B,B,B,G,G,G
-33.614243,-5.1863804,0,intermediate,beginner,D,W,W,W,W,W,W,W,W,O,B,B,W,G,G,G,O,G,G,O,Y,B,O,R,R,B,R,R,B,O,R,B,O,R,Y,O,R,G,Y,Y,R,Y,Y,O,Y,R,Y,O,Y,B,B,B,G,G,G
-33.233303,-7.709313,0,intermediate,beginner,Ui,W,W,O,W,W,W,W,W,W,R,R,R,G,G,G,O,G,G,W,Y,B,B,R,R,B,R,R,B,O,G,B,O,G,Y,O,G,G,Y,Y,R,Y,Y,O,Y,R,Y,O,Y,B,B,B,O,O,B
