x,y,line,cp,algo,oldage,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1
1.208914360819843,-28.089491256329765,14,0,0,26,br,bn,bb,bq,,br,bk,,bp,,bp,,bb,,bp,,,bp,,,bp,,,bp,,,,bp,,,,,,,wp,wp,bp,,wq,,,,wn,,wp,,,wp,wp,wp,,wn,,wp,wp,wb,wr,,,,,wr,wk,
1.0166092712838772,-28.069740000607517,14,0,0,27,br,bn,bb,bq,,br,bk,,bp,,bp,,bb,,bp,,,bp,,,bp,,,bp,,,,bp,wb,,,,,,wp,wp,bp,,wq,,,,wn,,wp,,,wp,wp,wp,,wn,,wp,wp,,wr,,,,,wr,wk,
0.865880163792414,-28.05584942240493,14,0,0,28,br,bn,bb,bq,,br,bk,,bp,,bp,,,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wp,bp,,wq,,,,wn,,wp,,,wp,wp,wp,,wn,,wp,wp,,wr,,,,,wr,wk,
0.7076381044414902,-28.038553164397868,14,0,0,29,br,bn,bb,bq,,br,bk,,bp,,bp,,,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wp,bp,wp,wq,,,,wn,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.6143892172858086,-28.02283013844762,14,0,0,30,br,bn,bb,bq,,br,bk,,bp,,,,,,bp,,,bp,,,bp,bb,,bp,,,bp,bp,wb,,,,,,wp,wp,bp,wp,wq,,,,wn,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.5731961707404328,-28.019432070564022,14,0,0,31,br,bn,bb,bq,,br,bk,,bp,,,,,,bp,,,bp,,,bp,bb,,bp,,,bp,bp,wb,,,wq,,,wp,wp,bp,wp,,,,,wn,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.5379500243929152,-28.032510227706435,14,0,0,32,br,bn,,bq,,br,bk,,bp,bb,,,,,bp,,,bp,,,bp,bb,,bp,,,bp,bp,wb,,,wq,,,wp,wp,bp,wp,,,,,wn,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.49281840730775894,-28.02278821287399,14,0,0,33,br,bn,,bq,,br,bk,,bp,bb,,,,,bp,,,bp,,,bp,bb,,bp,,wn,bp,bp,wb,,,wq,,,wp,wp,bp,wp,,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.4535659657532009,-28.021636750752144,14,0,0,34,br,bn,,bq,,br,bk,,bp,bb,,,,,bp,,,bp,,,bp,bb,,bp,,wn,,bp,wb,,,wq,,,wp,bp,bp,wp,,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.42955516044448644,-28.015223143275687,14,0,0,35,br,bn,,bq,,br,bk,,bp,bb,,,,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,wq,,,wp,wn,bp,wp,,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.319517145199357,-27.995789362588745,14,0,0,36,br,bn,,,,br,bk,,bp,bb,,,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,wq,,,wp,wn,bp,wp,,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.31554976808908974,-27.987627116414313,14,0,0,37,br,bn,,,,br,bk,,bp,bb,,,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wn,bp,wp,wq,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.33219201688805,-27.98523997037741,14,0,0,38,br,bn,bb,,,br,bk,,bp,,,,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wn,bp,wp,wq,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,wr,,,,,wr,wk,
0.19730377559174422,-27.962326327377852,14,0,0,39,br,bn,bb,,,br,bk,,bp,,,,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wn,bp,wp,wq,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,,,wr,,,wr,wk,
0.10266641256074786,-27.937439518609363,14,0,0,40,br,bn,,,,br,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wn,bp,wp,wq,,,,,,wp,,,wp,wp,wp,,wn,,,wp,,,,wr,,,wr,wk,
-0.02447142146507482,-27.92640394573924,14,0,0,41,br,bn,,,,br,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,bb,,bp,,,,bp,wb,,,,,,wp,wn,bp,wp,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,wr,wk,
-0.1458414025205628,-27.897558453279988,14,0,0,42,br,bn,,,,br,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,bp,bb,,,,,,wp,wn,bp,wp,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,wr,wk,
-0.24045780773121728,-27.88099917191832,14,0,0,43,br,bn,,,,br,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,bp,wp,,,,,,wp,wn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,wr,wk,
-0.3440231214714723,-27.881134717887047,14,0,0,44,br,bn,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,bp,wp,,,,,,wp,wn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,br,wk,
-0.310546866100905,-27.85336100390741,14,0,0,45,br,bn,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,bp,wp,,,,,,wp,wn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.58949228453945,-24.021816709407137,14,0,0,46,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,bn,,bp,,,bp,,,,bp,wp,,,,,,wp,wn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.632013703254255,-24.003438776291567,14,0,0,47,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,bn,,bp,,,bp,,,,wp,wp,,,,,,,wn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.68541754222037,-23.98893508361274,14,0,0,48,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,wp,wp,,,,,,,bn,bp,,,,,,,,wp,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.793274037223538,-23.93964519850518,14,0,0,49,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,bp,,,bp,,,,wp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.925699320963314,-23.87879052181848,14,0,0,50,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,,,,wr,wk,
-11.966115263832888,-23.86504164663673,14,0,0,51,br,,,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,,wk,
-12.02749197069363,-23.833442873150428,14,0,0,52,,,br,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,wr,,,,wk,
-12.049863285483708,-23.823911078215765,14,0,0,53,,,wr,,,,bk,,bp,,,bb,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.095119238239343,-23.79835433700774,14,0,0,54,,,bb,,,,bk,,bp,,,,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,wq,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.121548883383987,-23.784818128382245,14,0,0,55,,,bb,,,,bk,,bp,,,,bq,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,wq,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.133606808333976,-23.779930601720352,14,0,0,56,,,,,,,bk,,bp,,,,bq,,bp,,bb,bp,,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,wq,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.1440916471893,-23.768874639788294,14,0,0,57,,,,,,,bk,,bp,,,,bq,,bp,,bb,bp,wq,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.229524835095884,-23.7440168337149,14,0,0,58,,,,,,,bk,,bp,bb,,,bq,,bp,,,bp,wq,,,,,bp,,,,bp,wp,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.280049419882046,-23.728495090431366,14,0,0,59,,,,,,,bk,,bp,bb,,,bq,,bp,,,bp,,,,,,bp,,wq,,bp,wp,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.398843873455775,-23.681008347192115,14,0,0,60,,,,,,,,,bp,bb,,,bq,,bp,bk,,bp,,,,,,bp,,wq,,bp,wp,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,wn,,,wp,,,,,,,,wk,
-12.591404418454541,-23.61760017997589,14,0,0,61,,,,,,,,,bp,bb,,,bq,,bp,bk,,bp,,,,,,bp,,wq,,bp,wp,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,,,,wp,,,,,,,wn,wk,
-12.703991092456658,-23.57578527314927,14,0,0,62,,,,,,,,,bp,bb,,,,,bp,bk,,bp,,,,,,bp,,wq,,bp,wp,,bq,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,,,,,wp,,,,,,,wn,wk,
-12.918891295770893,-23.544894162931012,14,0,0,63,,,,,,,,,bp,bb,,,,,bp,bk,,bp,,,,,,bp,,wq,,bp,wp,,bq,,,wp,,wp,bp,,,,,,,,,,,wp,wp,,,,,,wp,,,,,,,wn,wk,
-12.968371207964156,-23.534796684740435,14,0,0,64,,,,,,,,,bp,bb,,,,,bp,bk,,bp,,,,,,bp,,wq,,bp,wp,,,,,wp,,wp,bp,,,,,,,,,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.018636754977084,-23.53225422540721,14,0,0,65,,,,,,,,,bp,bb,,wq,,,bp,bk,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,bp,,,,,,,,,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.150657551176653,-23.495933543399147,14,0,0,66,,,,,,,,,bp,bb,,wq,,,bp,bk,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,,bp,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.168501544353738,-23.480912597516102,14,0,0,67,,,,,,,,,bp,bb,,,,,bp,bk,,bp,,,,,,bp,,,,bp,wp,wq,,,,wp,,wp,,,,,,,,,bp,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.227644694086768,-23.508678454393333,14,0,0,68,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,wq,,,,wp,,wp,,,,,,,,,bp,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.263012800307548,-23.518972994076357,14,0,0,69,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,wq,bp,,,wp,wp,,,,,,wp,,,,bq,,,wn,wk,
-13.324088979911382,-23.541028823379033,14,0,0,70,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,wq,bp,,,wp,wp,,,,,,wp,,bq,,,,,wn,wk,
-13.534952857523004,-23.588734480037786,14,0,0,71,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,wq,bp,,,wp,wp,,,,,,wp,wk,bq,,,,,wn,,
-13.600741439074438,-23.618183381802694,14,0,0,72,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,wq,,,,wp,wp,,,,bp,,wp,wk,bq,,,,,wn,,
-13.63925732925474,-23.641309756666246,14,0,0,73,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,wp,,,,,,,,,,,,wp,wp,,,,wq,,wp,wk,bq,,,,,wn,,
-13.704533304957852,-23.67387196795359,14,0,0,74,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,bq,,,,,,,,,,,,wp,wp,,,,wq,,wp,wk,,,,,,wn,,
-13.91506935272309,-23.731935869495764,14,0,0,75,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,bq,,,,,wp,,,,,,,wp,,,,,wq,,wp,wk,,,,,,wn,,
-13.943662250542362,-23.75549518857246,14,0,0,76,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,,bq,,,,wp,,,,,,,wp,,,,,wq,,wp,wk,,,,,,wn,,
-14.103778051457725,-23.816164104471575,14,0,0,77,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,,bq,,,,wp,,,,,,wn,wp,,,,,wq,,wp,wk,,,,,,,,
-14.219376195431712,-23.846668999279597,14,0,0,78,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,,,wp,,,,bq,,,wp,,,,,,wn,wp,,,,,wq,,wp,wk,,,,,,,,
-14.285463862541954,-23.870575826119985,14,0,0,79,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,bp,wp,,,wq,,wp,,,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.381662311065204,-23.910139208331437,14,0,0,80,,,,,,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,,wp,,,wq,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.394344832814353,-23.913641864322027,14,0,0,81,,,,,wq,,bk,,bp,bb,,,,,bp,,,bp,,,,,,bp,,,,,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.486763618791912,-23.93752909479094,14,0,0,82,,,,,wq,,,,bp,bb,,,,,bp,bk,,bp,,,,,,bp,,,,,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.49300442677171,-23.940355384062936,14,0,0,83,,,,,,,,,bp,bb,,wq,,,bp,bk,,bp,,,,,,bp,,,,,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.568937842319585,-23.968732327243,14,0,0,84,bb,,,,,,,,bp,,,wq,,,bp,bk,,bp,,,,,,bp,,,,,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.592512941794439,-23.971620556480442,14,0,0,85,bb,,,,,,,,wq,,,,,,bp,bk,,bp,,,,,,bp,,,,,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.575679948302659,-23.963647894088037,14,0,0,86,,,,,,,,,wq,,,,,,bp,bk,,bp,,,,,,bp,,,,bb,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.616999530350524,-23.97427254161985,14,0,0,87,,,,,,,,,,,,,,,wq,bk,,bp,,,,,,bp,,,,bb,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
-14.60204043924217,-23.96880068234062,14,1,0,88,,,,,,,,,,,,,,,bk,,,bp,,,,,,bp,,,,bb,wp,,,,,wp,,bp,,bq,,,wp,,,,,,wn,wp,,,,,,,wp,wk,,,,,,,,
44.31702317856138,-12.257731980521102,15,1,0,0,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
37.210653218557184,-12.67805345978022,15,0,0,1,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
37.23882626178921,-14.292343915164528,15,0,0,2,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,bp,,,,,,,,,,,,,,,,,,,,,,,,,,wn,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
36.98366052253404,-16.630087560963304,15,0,0,3,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,bp,,,,,,,,,,,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
27.718765632689177,-19.174016992207598,15,0,0,4,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,,bp,bp,,,,bp,,,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
27.789950429823396,-17.166928194531597,15,0,0,5,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,,bp,bp,,,,bp,,,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,,wr
26.652816157397854,-16.05097052821071,15,0,0,6,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,,bp,,bp,bp,,,,bp,,bn,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,,wr
24.24858923046826,-11.579721182761126,15,0,0,7,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,,bp,,bp,bp,,,,bp,,bn,,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
26.71045433243901,-9.476588958396007,15,0,0,8,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,,bp,,,bp,,,,bp,,bn,bp,,,,,,,bp,,,,,,wp,,,,,,,,,,wn,wp,,wp,wp,wp,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
26.252684791292612,-7.0660121763785835,15,0,0,9,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,,bp,,,bp,,,,bp,,bn,bp,,,,,,,bp,,,,,wp,wp,,,,,,,,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
27.17922275838723,-6.463780390110663,15,0,0,10,br,bn,bb,bq,bk,,,br,bp,bp,bp,,bp,,bb,bp,,,,bp,,bn,bp,,,,,,,bp,,,,,wp,wp,,,,,,,,,,wn,wp,,wp,wp,,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
27.308717740815634,-6.2244235562025025,15,0,0,11,br,bn,bb,bq,bk,,,br,bp,bp,bp,,bp,,bb,bp,,,,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,,,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
26.327584836274433,-0.8524718531158952,15,0,0,12,br,bn,bb,bq,,br,bk,,bp,bp,bp,,bp,,bb,bp,,,,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,,,,wp,wp,wb,wp,wr,wn,wb,wq,wk,,,wr
26.198848449321847,-0.42018654448894394,15,0,0,13,br,bn,bb,bq,,br,bk,,bp,bp,bp,,bp,,bb,bp,,,,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,wq,wk,,,wr
26.127373692982513,-0.23598184589715557,15,0,0,14,br,bn,bb,bq,,br,bk,,bp,bp,,,bp,,bb,bp,,,bp,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,wq,wk,,,wr
24.153180780309405,6.346734389319748,15,0,0,15,br,bn,bb,bq,,br,bk,,bp,bp,,,bp,,bb,bp,,,bp,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,wq,,wr,wk,
23.828355414420855,6.692183930426494,15,0,0,16,br,,bb,bq,,br,bk,,bp,bp,,,bp,,bb,bp,bn,,bp,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,wq,,wr,wk,
23.924682643224724,6.792222359198897,15,0,0,17,br,,bb,bq,,br,bk,,bp,bp,,,bp,,bb,bp,bn,,bp,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,wq,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,,,wr,wk,
24.17332490141708,6.799249159881258,15,0,0,18,br,,bb,bq,,br,bk,,bp,bp,bn,,bp,,bb,bp,,,bp,bp,,bn,bp,,,,,,,bp,,,,wp,wp,wp,,,,,,wq,,,,wn,wp,,wp,wb,,,wp,wp,wb,wp,wr,wn,,,,wr,wk,
24.398370292934587,6.890888895078523,15,0,0,19,br,,bb,bq,,br,bk,,bp,bp,bn,,bp,,bb,bp,,,bp,bp,,bn,bp,,,,,,,bp,,,wp,wp,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,,wp,wp,wb,wp,wr,wn,,,,wr,wk,
32.93882457046319,10.167870558225651,15,0,0,20,br,,bb,bq,,br,bk,,bp,bp,bn,,bp,,bb,,,,bp,bp,,bn,bp,bp,,,,,,bp,,,wp,wp,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,,wp,wp,wb,wp,wr,wn,,,,wr,wk,
33.10984216523987,10.240310127653077,15,0,0,21,br,,bb,bq,,br,bk,,bp,bp,bn,,bp,,bb,,,,bp,bp,,bn,bp,bp,,,,,,bp,,,wp,wp,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
33.308742844826604,10.308727882247773,15,0,0,22,br,,,bq,,br,bk,,bp,bp,bn,,bp,,bb,,,,bp,bp,bb,bn,bp,bp,,,,,,bp,,,wp,wp,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
33.49770019575662,10.374968620845676,15,0,0,23,br,,,bq,,br,bk,,bp,bp,bn,,bp,,bb,,,,bp,bp,bb,bn,bp,bp,,wp,,,,bp,,,wp,,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
33.6869687446823,10.430278246210614,15,0,0,24,br,,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,bp,bp,,wp,,,,bp,,,wp,,wp,wp,,,,,,wq,,,,wn,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
33.81552669976578,10.468687767295643,15,0,0,25,br,,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,bp,bp,,wp,,,,bp,,,wp,,wp,wp,,,,,,wq,,,,,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,wn,wr,wk,
33.971375093222086,10.50742219438624,15,0,0,26,br,,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,bp,bp,,wp,,wp,wp,,,,,,wq,,,,,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,wn,wr,wk,
34.089465550452104,10.534670963514767,15,0,0,27,br,,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,bp,bp,,wp,,wp,wp,,,,,,wq,,wn,,,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.29455382780669,10.591157742147864,15,0,0,28,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,bp,bp,,wp,,wp,wp,,,,,,wq,,wn,,,wp,,,wb,,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.440769445513524,10.622418286779995,15,0,0,29,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,bp,bp,,wp,,wp,wp,,,,,,,,wn,,,wp,,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.50457715985757,10.635528595799697,15,0,0,30,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,,bp,,wp,,wp,wp,,bp,,,,,,wn,,,wp,,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.570876494051134,10.650628578293968,15,0,0,31,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,bb,bn,,bp,,wp,,,,,bp,,wp,,wp,wp,,wp,,,,,,wn,,,,,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.63657711761241,10.667691794614491,15,0,0,32,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,,bn,,bp,,wp,,,,,bp,,wp,,wp,wp,,wp,,,,,,wn,,,,bb,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.632991381519766,10.666353234334757,15,0,0,33,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,,bn,,bp,,wp,,,,,wp,,wp,,wp,wp,,,,,,,,wn,,,,bb,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.67866046301867,10.680738560071449,15,0,0,34,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,,bn,,,,wp,,,,,bp,,wp,,wp,wp,,,,,,,,wn,,,,bb,,wb,wq,wn,wp,wp,wb,wp,wr,,,,,wr,wk,
34.75409336172248,10.708078597652614,15,0,0,35,,br,,,,br,bk,,bp,bp,bn,bq,bp,,bb,,,,bp,bp,,bn,,,,wp,,,,,bp,,wp,,wp,wp,,,,,,,,wn,,wp,,bb,,wb,wq,wn,wp,,wb,wp,wr,,,,,wr,wk,
