x,y,line,cp,algo,oldage,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1,multiplicity,age,groupLabel,clusterProbability
-34.98797823420388,-17.617867337014392,22,0,0,59,bk,br,br,,,,,,bp,,,,bq,,,,wq,bn,,bp,,,bp,,,,wp,wp,,bp,,bp,,,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,wb,,,wk,,,,wr,,1,0.5412844036697247,-1,0
-35.053143165856845,-17.50036830475762,22,0,0,60,bk,br,br,,,,,,bp,,,,bq,,,,wq,,,bp,,,bp,,,,wp,bn,,bp,,bp,,,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,wb,,,wk,,,,wr,,1,0.5504587155963303,-1,0
-35.11269962318315,-17.40365630989122,22,0,0,61,bk,br,br,,,,,,bp,,,,bq,,,,wq,,,wb,,,bp,,,,wp,bn,,bp,,bp,,,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,,,,wk,,,,wr,,1,0.5596330275229358,-1,0
-35.14413011220336,-17.339901357066122,22,0,0,62,bk,br,br,,,,,,bp,,,,,,,,wq,,,wb,,,bp,,,,wp,bn,,bp,bq,bp,,,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,,,,wk,,,,wr,,1,0.5688073394495413,-1,0
-35.16067290360746,-17.29488370818742,22,0,0,63,bk,br,br,,,,,,bp,,,,,,,,wq,,,wb,,,bp,,,,wp,bn,,bp,bq,bp,,,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.5779816513761468,-1,0
-35.14593541955066,-17.302192156692012,22,0,0,64,bk,br,br,,,,,,bp,,,,,,,,wq,,,wb,,,bp,,,,wp,,,bp,bq,bp,,bn,,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.5871559633027523,-1,0
-35.14816267881036,-17.280608732075788,22,0,0,65,bk,br,br,,,,,,bp,,,,,,,,,,,wb,,,bp,,,,wp,,,bp,bq,bp,,bn,wq,wp,bp,,,,wn,,,,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.5963302752293578,-1,0
-35.17331254863561,-17.232422226040953,22,0,0,66,bk,br,br,,,,,,bp,,,,,,,,,,,wb,,,bp,,,,wp,,,bp,bq,bp,,,wq,wp,bp,,,,wn,,,bn,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.6055045871559633,-1,0
-35.19802966556155,-17.204996402632943,22,0,0,67,bk,br,br,,,,,,bp,,,,,,,,,,,wb,,,bp,,,,wp,wq,,bp,bq,bp,,,,wp,bp,,,,wn,,,bn,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.6146788990825688,-1,0
-35.23873268531139,-17.104489532647577,22,0,0,68,bk,,br,,,,,,bp,br,,,,,,,,,,wb,,,bp,,,,wp,wq,,bp,bq,bp,,,,wp,bp,,,,wn,,,bn,,,,wp,wp,,,,,wp,wp,,,,,wk,,,wr,,1,0.6238532110091743,-1,0
-35.28200506489338,-16.988925794025207,22,0,0,69,bk,,br,,,,,,bp,br,,,,,,,,,,wb,,,bp,,,,wp,wq,,bp,bq,bp,,,,wp,bp,,,,wn,,,bn,,,,wp,wp,,,,wk,wp,wp,,,,,,,,wr,,1,0.6330275229357798,-1,0
