x,y,line,cp,algo,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22,multiplicity,age,groupLabel,clusterProbability
-4.962979,28.758554, 11, intermediate, fridrich,G,W,B,O,W,B,G,W,O,O,G,B,B,G,B,R,G,O,R,R,R,R,R,R,Y,O,B,Y,R,W,O,O,G,B,W,W,W,Y,W,Y,Y,G,O,Y,G,G,B,Y,W,B,Y,R,O,Y,1,0.3103448275862069,-1,1
-4.2648454,28.23586, 11, intermediate, fridrich,G,W,B,O,W,B,G,W,O,O,G,W,B,G,G,R,G,G,Y,R,R,O,R,R,B,R,R,Y,R,W,O,O,G,B,W,W,W,Y,Y,Y,Y,Y,O,Y,Y,G,B,B,W,B,B,R,O,O,1,0.3218390804597701,-1,1
0.29839504,27.361618, 11, intermediate, fridrich,O,W,G,B,W,O,B,W,G,O,O,R,B,G,G,R,G,G,W,R,R,G,R,R,W,R,R,Y,R,B,O,O,O,B,W,Y,W,Y,Y,Y,Y,Y,O,Y,Y,G,B,B,W,B,B,W,G,O,1,0.3333333333333333,-1,1
16.348232,25.611065, 11, intermediate, fridrich,O,W,G,B,W,O,R,W,G,W,O,R,Y,G,G,O,G,G,W,R,R,G,R,R,W,R,R,B,O,Y,R,O,W,Y,O,B,G,Y,Y,W,Y,Y,W,Y,Y,O,B,B,B,B,B,B,G,O,1,0.3448275862068966,-1,1
16.815145,25.384035, 11, intermediate, fridrich,R,B,O,W,W,W,G,O,G,W,G,W,Y,G,G,O,G,G,B,R,R,G,R,R,O,R,R,B,O,W,R,O,O,Y,O,R,G,Y,Y,W,Y,Y,W,Y,Y,O,B,B,B,B,B,B,W,Y,1,0.3563218390804598,-1,1
1.3586736,27.886253, 11, intermediate, fridrich,O,B,O,B,W,W,B,O,G,R,G,W,W,G,G,G,G,G,B,R,R,G,R,R,O,R,R,Y,R,B,O,O,O,R,O,W,W,Y,Y,Y,Y,Y,O,Y,Y,G,B,B,W,B,B,W,W,Y,1,0.367816091954023,-1,1
0.71866435,27.611763, 11, intermediate, fridrich,O,W,G,B,W,O,O,B,B,B,O,W,W,G,G,G,G,G,W,R,R,G,R,R,R,R,R,Y,R,Y,O,O,W,R,O,W,W,Y,Y,Y,Y,Y,O,Y,Y,G,B,B,W,B,B,B,G,O,1,0.3793103448275862,-1,1
3.1360846,33.19809, 11, intermediate, fridrich,G,W,G,W,W,O,B,B,B,O,O,W,B,G,G,O,G,G,W,R,R,G,R,R,R,R,R,R,O,Y,O,O,R,W,W,Y,B,Y,Y,W,Y,Y,G,Y,Y,W,B,B,Y,B,B,O,G,O,1,0.39080459770114945,-1,1
4.3935905,34.365913, 11, intermediate, fridrich,B,W,G,B,W,W,B,O,G,R,G,W,B,G,G,O,G,G,O,R,R,G,R,R,O,R,R,R,O,O,O,O,O,W,W,W,B,Y,Y,W,Y,Y,G,Y,Y,W,B,B,Y,B,B,Y,R,Y,1,0.40229885057471265,-1,1
15.960421,16.427708, 11, intermediate, fridrich,R,W,G,B,W,W,O,O,G,B,G,W,W,G,G,G,G,G,O,R,R,G,R,R,O,R,R,O,O,W,O,O,W,R,O,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,Y,1,0.41379310344827586,-1,1
10.737279,3.183664, 11, intermediate, fridrich,O,B,R,O,W,W,G,W,G,O,G,O,W,G,G,G,G,G,B,R,R,R,R,R,Y,R,R,O,O,B,O,O,G,R,O,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W,1,0.42528735632183906,-1,1
-27.11363,-41.716232, 11, intermediate, fridrich,O,B,R,O,W,W,R,O,W,G,W,O,G,G,G,G,G,O,B,R,R,R,R,R,G,W,G,O,O,B,O,O,G,Y,Y,W,R,R,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W,1,0.4367816091954023,-1,1
-34.322414,-39.65673, 11, intermediate, fridrich,R,O,O,O,W,B,W,W,R,G,R,B,G,G,G,G,G,O,W,R,R,W,R,R,W,W,G,O,O,G,O,O,W,Y,Y,O,R,R,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,B,1,0.4482758620689655,-1,1
6.337102,11.891917, 11, intermediate, fridrich,R,O,O,O,W,B,W,W,G,B,G,O,R,G,G,G,G,G,W,R,R,W,R,R,Y,R,R,O,O,G,O,O,W,W,W,R,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,B,1,0.45977011494252873,-1,1
4.3573823,13.734026, 11, intermediate, fridrich,W,O,R,W,W,O,G,B,O,Y,W,W,R,G,G,G,G,G,W,R,R,G,R,R,B,R,R,O,O,B,O,O,G,W,W,O,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,G,1,0.47126436781609193,-1,1
-33.78376,-36.922367, 11, intermediate, fridrich,W,O,R,W,W,O,W,W,O,G,R,Y,G,G,W,G,G,W,W,R,R,G,R,R,G,B,O,O,O,B,O,O,G,Y,Y,O,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,G,1,0.4827586206896552,-1,1
-28.368416,-35.50287, 11, intermediate, fridrich,W,W,W,W,W,O,O,O,R,G,G,W,G,G,W,G,G,W,R,R,R,W,R,R,G,B,O,O,O,G,O,O,R,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,G,B,1,0.4942528735632184,15,1
-16.085606,-42.400238, 11, intermediate, fridrich,W,W,W,W,W,W,O,O,W,G,G,B,G,G,Y,G,G,Y,G,W,R,B,R,R,O,R,R,O,O,G,O,O,R,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,B,B,B,W,B,B,O,O,G,R,1,0.5057471264367817,13,1
-19.349356,-53.517002, 11, intermediate, fridrich,O,W,W,O,W,W,W,W,W,O,B,G,G,G,Y,G,G,Y,O,W,R,G,R,R,R,R,R,O,O,G,O,O,G,Y,Y,B,R,R,B,Y,Y,B,Y,Y,B,B,B,W,B,B,O,Y,R,G,1,0.5172413793103449,12,1
-34.13565,-44.100616, 11, intermediate, fridrich,O,W,W,O,W,O,W,W,G,O,B,W,G,G,W,G,G,W,R,R,R,W,R,R,O,G,R,O,O,G,O,O,G,Y,Y,B,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,R,B,1,0.5287356321839081,14,1
-24.718697,-37.644146, 11, intermediate, fridrich,W,O,G,W,W,W,O,O,W,G,G,B,G,G,W,G,G,W,W,R,R,B,R,R,O,G,R,O,O,B,O,O,R,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,O,1,0.5402298850574713,15,1
-15.227826,-43.725315, 11, intermediate, fridrich,W,O,B,W,W,W,O,O,W,G,G,G,G,G,Y,G,G,Y,O,B,W,G,R,R,R,R,R,O,O,B,O,O,R,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,R,W,W,1,0.5517241379310345,13,1
-16.836714,-52.09363, 11, intermediate, fridrich,O,W,W,O,W,O,W,W,B,R,G,O,G,G,Y,G,G,Y,R,B,W,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,R,B,1,0.5632183908045977,12,1
-30.903399,-43.64451, 11, intermediate, fridrich,O,W,G,O,W,W,W,W,B,R,G,W,G,G,O,G,G,B,W,R,R,B,R,R,R,W,W,O,O,G,O,O,G,Y,Y,G,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,R,O,1,0.5747126436781609,14,1
-22.629705,-35.823086, 11, intermediate, fridrich,G,W,B,W,W,W,O,O,W,G,G,G,G,G,O,G,G,B,W,R,R,G,R,R,R,W,W,O,O,O,O,O,R,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,R,1,0.5862068965517241,15,1
12.731247,7.417115, 11, checkpoint, fridrich,G,W,B,W,W,W,R,W,W,G,O,B,G,G,G,G,G,G,W,R,R,G,R,R,O,R,R,O,O,O,O,O,R,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,R,1,0.5977011494252874,-1,1
13.187151,9.794154, 11, intermediate, fridrich,R,W,G,W,W,W,W,W,B,O,G,W,G,G,G,G,G,G,W,R,R,B,R,R,R,R,R,O,O,G,O,O,O,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,O,1,0.6091954022988506,-1,1
8.4031105,-29.119911, 11, intermediate, fridrich,R,W,W,W,W,G,W,W,G,O,G,Y,G,G,Y,G,G,Y,R,B,W,R,R,R,R,R,R,O,O,G,O,O,O,O,O,B,Y,Y,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,W,R,B,1,0.6206896551724138,9,1
13.463779,-37.37442, 11, intermediate, fridrich,W,W,R,W,W,W,G,G,W,R,R,R,G,G,Y,G,G,Y,W,B,W,R,R,R,B,R,R,O,O,O,O,O,G,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,B,O,G,1,0.632183908045977,8,1
14.357303,-17.057497, 11, intermediate, fridrich,W,W,G,W,W,W,G,G,G,R,R,R,G,G,W,G,G,W,W,R,R,B,R,R,W,R,B,O,O,O,O,O,G,O,O,Y,Y,Y,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,O,1,0.6436781609195402,10,1
11.559739,-9.205078, 11, intermediate, fridrich,G,W,W,G,W,W,G,W,G,W,B,W,G,G,W,G,G,W,B,R,R,O,R,R,O,R,B,O,O,R,O,O,R,O,O,R,Y,Y,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,O,1,0.6551724137931034,11,1
5.7390537,-38.54619, 11, intermediate, fridrich,G,W,W,G,W,W,G,W,W,W,B,R,G,G,Y,G,G,Y,O,O,B,R,R,R,B,R,R,O,O,R,O,O,R,O,O,R,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,Y,G,G,1,0.6666666666666666,7,1
11.018804,-30.623842, 11, intermediate, fridrich,W,W,G,W,W,G,W,W,G,G,G,Y,G,G,Y,G,G,Y,R,O,B,R,R,R,R,R,R,O,O,B,O,O,R,O,O,O,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,R,B,W,1,0.6781609195402298,9,1
20.118023,5.9703584, 11, checkpoint, fridrich,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,B,R,R,O,R,R,R,R,R,O,O,B,O,O,R,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,O,1,0.6896551724137931,-1,1
24.340374,10.887123, 11, intermediate, fridrich,W,W,W,W,W,W,W,W,W,R,O,B,G,G,G,G,G,G,R,R,R,B,R,R,O,R,R,O,O,G,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,B,1,0.7011494252873564,-1,1
20.081789,30.48331, 11, intermediate, fridrich,Y,W,W,Y,W,W,Y,W,W,B,O,B,B,G,G,O,G,G,R,R,R,B,R,R,O,R,R,G,O,O,G,O,O,G,O,O,W,Y,Y,W,Y,Y,W,Y,Y,R,B,B,G,B,B,G,R,B,1,0.7126436781609196,-1,1
36.205933,31.595089, 11, intermediate, fridrich,Y,W,W,Y,W,W,Y,Y,W,G,G,O,G,G,B,B,O,B,R,R,R,B,R,R,G,O,O,G,O,O,G,O,O,O,R,R,W,W,Y,W,Y,Y,W,Y,Y,R,B,B,G,B,B,G,R,B,1,0.7241379310344828,-1,1
35.689705,27.88999, 11, intermediate, fridrich,R,W,W,G,W,W,G,Y,W,Y,G,O,Y,G,B,Y,O,B,R,R,R,B,R,R,G,O,O,O,G,G,R,O,O,R,O,O,G,W,Y,G,Y,Y,B,Y,Y,W,B,B,W,B,B,W,R,B,1,0.735632183908046,-1,1
33.442417,28.214407, 11, intermediate, fridrich,R,R,R,G,W,W,G,Y,W,Y,G,O,Y,G,B,Y,O,B,Y,Y,B,B,R,R,G,O,O,R,W,W,R,O,O,R,O,O,G,W,Y,G,Y,Y,G,G,O,W,W,W,R,B,B,B,B,B,1,0.7471264367816092,-1,1
33.9431,31.524935, 11, intermediate, fridrich,Y,R,R,Y,W,W,Y,Y,W,G,G,O,G,G,B,G,O,B,Y,Y,B,B,R,R,G,O,O,W,O,O,W,O,O,R,R,R,W,W,Y,R,Y,Y,B,G,O,R,W,W,G,B,B,G,B,B,1,0.7586206896551724,-1,1
31.347794,31.728271, 11, intermediate, fridrich,Y,R,R,Y,W,W,Y,W,W,B,O,G,B,G,G,O,G,G,Y,Y,B,B,R,R,R,R,R,W,O,O,W,O,O,G,O,O,W,Y,Y,R,Y,Y,B,G,O,R,W,W,G,B,B,G,B,B,1,0.7701149425287356,-1,1
30.74208,28.146025, 11, intermediate, fridrich,R,R,R,G,W,W,G,W,W,Y,O,G,Y,G,G,Y,G,G,Y,Y,B,B,R,R,R,R,R,G,W,W,O,O,O,O,O,O,B,Y,Y,B,Y,Y,O,G,O,W,W,W,R,B,B,B,B,B,1,0.7816091954022989,-1,1
23.696157,27.560852, 11, intermediate, fridrich,G,W,W,G,W,W,G,W,W,Y,O,G,Y,G,G,Y,G,G,R,R,R,B,R,R,R,R,R,O,G,O,O,O,O,O,O,O,B,Y,Y,B,Y,Y,B,Y,Y,W,B,B,W,B,B,W,R,B,1,0.7931034482758621,-1,1
19.486961,7.9031587, 11, intermediate, fridrich,W,W,W,W,W,W,W,W,W,G,O,G,G,G,G,G,G,G,R,R,R,B,R,R,R,R,R,O,O,O,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,B,2,0.8045977011494253,-1,1
28.731466,-23.773903, 11, intermediate, fridrich,W,W,B,W,W,B,W,W,B,G,O,W,G,G,W,G,G,W,R,R,R,R,R,R,R,B,R,O,O,O,O,O,G,O,O,O,Y,Y,G,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,B,R,Y,2,0.8160919540229885,-1,1
27.41856,-22.88907, 11, intermediate, fridrich,B,B,B,W,W,W,W,W,W,O,G,O,G,G,W,G,G,W,W,R,R,O,R,R,G,B,R,O,O,Y,O,O,R,O,O,B,Y,Y,G,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,R,R,R,2,0.8275862068965517,-1,1
18.838024,0.0010586173, 11, intermediate, fridrich,B,B,O,W,W,W,W,W,W,O,G,G,G,G,G,G,G,G,G,O,W,B,R,R,R,R,R,O,O,Y,O,O,R,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,R,B,B,B,B,B,W,R,R,W,2,0.8390804597701149,-1,1
20.887487,0.47709626, 11, intermediate, fridrich,O,W,W,B,W,W,B,W,W,Y,R,B,G,G,G,G,G,G,G,O,W,G,R,R,O,R,R,O,O,W,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,R,B,B,B,B,B,W,G,B,R,2,0.8505747126436781,-1,1
13.871664,-32.429436, 11, intermediate, fridrich,O,W,B,B,W,G,B,W,G,Y,R,Y,G,G,Y,G,G,R,O,G,G,R,R,O,R,R,W,O,O,W,O,O,R,O,O,R,Y,Y,B,Y,Y,W,Y,Y,R,B,B,W,B,B,W,G,B,W,2,0.8620689655172413,-1,1
16.33694,-34.87366, 11, intermediate, fridrich,B,B,O,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,R,G,G,G,B,R,O,W,R,W,O,O,Y,O,O,R,O,O,Y,Y,Y,B,Y,Y,W,Y,Y,R,B,B,W,B,B,W,R,R,W,2,0.8735632183908046,-1,1
17.039904,-32.42706, 11, intermediate, fridrich,B,B,O,W,W,Y,G,G,R,R,R,B,G,G,W,G,G,R,W,B,G,R,R,G,W,O,G,O,O,Y,O,O,R,O,O,Y,Y,Y,W,Y,Y,W,Y,Y,W,B,B,O,B,B,W,R,R,B,2,0.8850574712643678,-1,1
15.409301,-32.026917, 11, intermediate, fridrich,O,Y,R,B,W,G,B,W,G,Y,R,Y,G,G,W,G,G,R,B,B,G,R,R,G,R,O,G,O,O,B,O,O,R,O,O,R,Y,Y,W,Y,Y,W,Y,Y,W,B,B,O,B,B,W,W,R,W,2,0.896551724137931,-1,1
15.552369,-33.623127, 11, intermediate, fridrich,O,Y,O,B,W,W,B,W,W,Y,R,R,G,G,G,G,G,G,G,G,G,B,R,O,B,R,R,O,O,B,O,O,R,O,O,R,Y,Y,Y,Y,Y,W,Y,Y,R,B,B,W,B,B,W,W,R,W,2,0.9080459770114943,-1,1
16.65167,-33.877888, 11, intermediate, fridrich,B,B,O,W,W,Y,W,W,O,B,B,G,G,G,G,G,G,G,W,G,G,R,R,O,W,R,R,O,O,Y,O,O,R,O,O,R,Y,Y,Y,Y,Y,W,Y,Y,R,B,B,W,B,B,W,R,R,B,2,0.9195402298850575,-1,1
16.415113,-31.651804, 11, intermediate, fridrich,B,B,G,W,W,G,W,W,G,B,B,Y,G,G,W,G,G,R,W,R,W,R,R,G,R,O,G,O,O,Y,O,O,R,O,O,R,Y,Y,W,Y,Y,W,Y,Y,B,B,B,O,B,B,Y,R,R,O,2,0.9310344827586207,-1,1
19.407188,-27.779486, 11, intermediate, fridrich,W,W,B,W,W,B,G,G,G,R,R,W,G,G,W,G,G,R,R,R,W,R,R,G,O,O,G,O,O,B,O,O,B,O,O,Y,Y,Y,W,Y,Y,W,Y,Y,B,B,B,O,B,B,Y,R,R,Y,2,0.9425287356321839,-1,1
12.035816,-40.109215, 11, intermediate, fridrich,W,W,W,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,Y,G,O,O,G,R,R,W,R,R,O,O,B,O,O,B,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,R,R,R,2,0.9540229885057471,8,1
11.570872,-32.125313, 11, intermediate, fridrich,W,W,B,W,W,G,W,W,G,B,B,Y,G,G,Y,G,G,Y,O,O,O,R,R,R,R,R,R,O,O,R,O,O,R,O,O,R,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,G,G,W,2,0.9655172413793104,9,1
21.40581,10.778901, 11, intermediate, fridrich,W,W,W,W,W,W,W,W,W,B,B,B,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,O,O,R,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G,6,0.9770114942528736,-1,1
18.900757,6.6863837, 11, end, fridrich,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B,20,0.9885057471264368,4,1
-46.695263,17.889313, 12, start, beginner,G,B,O,Y,W,Y,B,B,Y,Y,Y,O,G,G,R,Y,G,B,Y,W,G,R,R,G,B,B,W,B,R,W,B,O,G,R,R,R,G,O,O,W,Y,W,R,Y,W,W,O,O,W,B,O,R,O,G,1,0,-1,1
-46.646713,17.523298, 12, intermediate, beginner,G,B,O,Y,W,Y,R,R,R,Y,G,Y,G,G,Y,B,R,O,Y,W,G,R,R,G,B,B,Y,B,R,W,B,O,G,O,O,G,W,B,B,W,Y,W,R,Y,W,W,O,O,W,B,O,R,O,G,1,0.007751937984496124,-1,1
-46.61038,16.324808, 12, intermediate, beginner,G,B,Y,Y,W,Y,R,R,O,Y,G,B,G,G,W,B,R,W,B,R,Y,B,R,W,Y,G,G,B,R,W,B,O,G,O,O,G,W,B,O,W,Y,O,R,Y,G,W,O,O,W,B,Y,R,O,R,1,0.015503875968992248,-1,1
-46.344486,16.240562, 12, intermediate, beginner,R,Y,G,R,W,B,O,Y,Y,Y,B,B,G,G,W,B,R,W,R,R,Y,O,R,W,R,G,G,B,R,Y,B,O,G,O,O,B,W,B,O,W,Y,O,R,Y,G,W,O,O,W,B,Y,G,G,W,1,0.023255813953488372,-1,1
-45.789406,17.355206, 12, intermediate, beginner,R,Y,O,R,W,Y,O,Y,W,Y,B,G,G,G,B,B,R,Y,Y,W,G,R,R,G,R,O,R,B,R,Y,B,O,G,O,O,B,W,B,B,W,Y,W,R,Y,W,W,O,O,W,B,O,G,G,G,1,0.031007751937984496,-1,1
-45.620518,17.605268, 12, intermediate, beginner,R,Y,O,R,W,Y,B,B,W,Y,R,B,B,G,G,G,B,Y,Y,W,G,R,R,G,O,O,B,B,R,Y,B,O,G,R,O,R,W,Y,O,W,Y,W,R,Y,W,W,O,O,W,B,O,G,G,G,1,0.03875968992248062,-1,1
-33.81124,-7.6836443, 12, intermediate, beginner,R,Y,O,R,W,Y,B,B,W,Y,R,B,B,G,G,B,G,G,Y,W,W,R,R,O,O,O,O,G,R,Y,B,O,G,Y,O,R,O,W,W,Y,Y,Y,W,W,R,R,B,B,W,B,O,G,G,G,1,0.046511627906976744,-1,1
-33.311974,-7.8428135, 12, intermediate, beginner,B,R,R,B,W,Y,W,Y,O,O,R,Y,B,G,G,B,G,G,G,W,W,G,R,O,G,O,O,G,R,Y,B,O,R,Y,O,B,O,W,W,Y,Y,Y,W,W,R,R,B,B,W,B,O,R,G,Y,1,0.05426356589147287,-1,1
-32.832973,-7.975804, 12, intermediate, beginner,B,R,R,B,W,Y,W,W,O,G,G,B,G,G,B,Y,R,O,G,W,W,G,R,O,Y,O,B,G,R,Y,B,O,R,G,O,O,O,Y,W,Y,Y,Y,W,W,R,R,B,B,W,B,O,R,G,Y,1,0.06201550387596899,-1,1
-32.215893,-8.132631, 12, intermediate, beginner,B,R,R,B,W,Y,W,W,O,G,G,B,G,G,B,B,B,R,G,W,G,G,R,B,Y,O,G,B,R,Y,O,O,R,W,O,O,R,W,W,Y,Y,Y,W,Y,O,O,R,Y,W,B,O,R,G,Y,1,0.06976744186046512,-1,1
-11.688337,-11.878121, 12, intermediate, beginner,W,B,B,W,W,R,O,Y,R,Y,G,G,G,G,B,B,B,R,R,W,G,G,R,B,Y,O,G,B,R,G,O,O,G,W,O,B,R,W,W,Y,Y,Y,W,Y,O,O,R,Y,W,B,O,O,R,Y,1,0.07751937984496124,-1,1
-11.465481,-11.481297, 12, intermediate, beginner,W,B,B,W,W,R,W,W,R,R,B,B,B,G,G,G,G,Y,R,W,G,G,R,B,W,O,B,B,R,G,O,O,G,Y,O,G,R,Y,O,Y,Y,Y,W,Y,O,O,R,Y,W,B,O,O,R,Y,1,0.08527131782945736,-1,1
-9.431575,-12.725089, 12, intermediate, beginner,W,B,O,W,W,Y,W,W,O,R,B,Y,B,G,O,G,G,Y,B,O,W,B,R,G,G,W,R,B,R,G,O,O,G,Y,O,G,R,Y,B,Y,Y,R,W,Y,R,O,R,B,W,B,G,O,R,Y,1,0.09302325581395349,-1,1
-8.868826,-13.072356, 12, intermediate, beginner,O,Y,O,B,W,W,W,W,W,G,G,G,B,G,O,G,G,Y,Y,O,W,B,R,G,R,W,R,B,R,Y,O,O,R,Y,O,O,R,Y,B,Y,Y,R,W,Y,R,O,R,B,W,B,G,B,B,G,1,0.10077519379844961,-1,1
-9.144079,-13.570344, 12, intermediate, beginner,R,Y,W,B,W,W,W,W,W,G,G,G,B,G,O,G,G,Y,B,R,Y,B,R,G,R,W,R,Y,O,W,O,O,R,Y,O,O,R,Y,B,Y,Y,R,O,Y,O,G,B,B,G,B,W,B,R,O,1,0.10852713178294573,-1,1
-9.603535,-13.352636, 12, intermediate, beginner,W,B,R,W,W,Y,W,W,W,R,B,B,B,G,O,G,G,Y,B,R,Y,R,R,G,O,W,R,Y,O,G,O,O,G,Y,O,G,R,Y,B,Y,Y,R,O,Y,O,G,B,B,G,B,W,O,R,W,1,0.11627906976744186,-1,1
-11.778718,-10.747949, 12, checkpoint, beginner,W,B,B,W,W,R,W,W,O,R,B,B,B,G,W,G,G,W,R,W,O,G,R,R,Y,R,B,Y,O,G,O,O,G,Y,O,G,R,Y,R,Y,Y,Y,O,Y,W,G,B,B,G,B,O,O,R,Y,1,0.12403100775193798,-1,1
-15.155191,-8.65007, 12, intermediate, beginner,O,W,W,R,W,W,B,B,W,Y,R,O,B,G,W,G,G,W,G,W,O,G,R,R,G,R,B,Y,O,Y,O,O,G,Y,O,R,R,Y,R,Y,Y,Y,O,Y,W,G,B,B,G,B,O,B,B,R,1,0.13178294573643412,-1,1
-15.95647,-8.38835, 12, intermediate, beginner,Y,W,W,B,W,W,G,B,W,R,R,O,Y,G,W,O,G,W,G,W,O,G,R,R,G,R,B,Y,G,R,O,O,O,Y,O,Y,G,Y,R,G,Y,Y,B,Y,W,O,B,B,R,B,O,B,B,R,1,0.13953488372093023,-1,1
-16.116648,-8.302437, 12, intermediate, beginner,W,W,W,W,W,B,Y,B,G,R,O,Y,Y,G,W,O,G,W,O,W,O,R,R,R,R,R,B,Y,G,R,O,O,B,Y,O,B,G,Y,R,G,Y,Y,B,Y,W,O,B,B,R,B,O,G,G,G,1,0.14728682170542637,-1,1
-14.533753,-8.596457, 12, intermediate, beginner,O,W,W,R,W,B,G,B,G,W,O,Y,W,G,W,Y,G,W,O,W,O,R,R,R,R,R,B,Y,O,Y,O,O,G,B,B,R,R,Y,R,Y,Y,Y,O,Y,W,G,B,B,G,B,O,B,G,G,1,0.15503875968992248,-1,1
-13.718667,-8.634924, 12, intermediate, beginner,O,W,W,R,W,B,R,R,B,Y,W,W,O,G,G,W,W,Y,O,W,O,R,R,R,R,Y,R,Y,O,Y,O,O,G,G,B,G,R,B,B,Y,Y,Y,O,Y,W,G,B,B,G,B,O,B,G,G,1,0.16279069767441862,-1,1
-12.918573,-8.766973, 12, intermediate, beginner,W,B,B,W,W,R,O,R,R,Y,G,G,O,G,G,W,W,Y,W,W,O,W,R,R,Y,Y,R,Y,O,G,O,O,G,G,B,B,R,B,B,Y,Y,Y,O,Y,W,G,B,B,G,B,O,O,R,R,1,0.17054263565891473,-1,1
-12.73358,-8.741573, 12, intermediate, beginner,W,B,B,W,W,R,G,B,B,W,O,Y,W,G,G,Y,G,G,W,W,O,W,R,R,O,R,R,Y,O,G,O,O,G,B,B,R,R,Y,Y,Y,Y,Y,O,Y,W,G,B,B,G,B,O,O,R,R,1,0.17829457364341086,-1,1
-7.771879,7.304776, 12, intermediate, beginner,B,R,B,B,W,B,W,W,G,G,G,R,W,G,G,Y,G,G,Y,W,O,O,R,R,W,R,R,Y,O,R,O,O,R,B,B,O,R,Y,Y,Y,Y,Y,O,Y,W,G,B,B,G,B,O,W,W,O,1,0.18604651162790697,-1,1
-20.359142,-15.837065, 12, intermediate, beginner,B,R,B,B,W,B,B,B,O,Y,W,G,G,G,G,G,G,R,Y,W,O,O,R,R,W,W,G,Y,O,R,O,O,R,Y,Y,R,R,R,W,Y,Y,Y,O,Y,W,G,B,B,G,B,O,W,W,O,1,0.1937984496124031,-1,1
-20.364298,-15.843851, 12, intermediate, beginner,O,B,B,B,W,B,B,R,B,O,W,W,G,G,G,G,G,R,R,W,O,R,R,R,R,W,G,Y,O,W,O,O,O,Y,Y,Y,R,R,W,Y,Y,Y,O,Y,W,G,B,B,G,B,O,G,W,Y,1,0.20155038759689922,-1,1
-7.3015347,7.716672, 12, intermediate, beginner,O,B,B,B,W,B,R,W,G,W,G,R,W,G,G,O,G,G,R,W,O,R,R,R,W,R,R,Y,O,W,O,O,O,B,R,B,Y,Y,Y,Y,Y,Y,O,Y,W,G,B,B,G,B,O,G,W,Y,1,0.20930232558139536,-1,1
