x,y,line,cp,algo,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22,multiplicity,age,groupLabel,clusterProbability
20.114803,-10.884105, 4, intermediate, beginner,O,O,Y,B,W,W,R,Y,R,W,G,W,G,G,B,R,O,B,B,Y,O,R,R,O,G,W,O,W,G,W,R,O,R,G,W,B,Y,B,Y,Y,Y,Y,O,O,Y,B,W,G,R,B,B,G,G,R,1,0.025,-1,1
19.682909,-10.633982, 4, intermediate, beginner,O,O,Y,B,W,W,Y,B,Y,B,O,R,B,G,G,W,G,W,B,Y,O,R,R,O,G,W,B,W,G,W,R,O,R,G,W,O,R,Y,R,Y,Y,Y,O,O,Y,B,W,G,R,B,B,G,G,R,1,0.03333333333333333,-1,1
-20.076475,0.7339506, 4, intermediate, beginner,O,O,Y,B,W,W,Y,B,Y,B,O,R,B,G,G,G,W,B,B,Y,G,R,R,R,G,W,W,B,G,W,O,O,R,O,W,O,Y,O,O,Y,Y,Y,R,Y,R,W,G,W,R,B,B,G,G,R,1,0.041666666666666664,-1,1
-21.066383,0.38854656, 4, intermediate, beginner,O,O,W,B,W,B,Y,B,R,B,O,Y,B,G,W,G,W,Y,G,R,W,Y,R,W,B,R,G,B,G,W,O,O,R,O,W,O,Y,O,R,Y,Y,G,R,Y,B,W,G,O,R,B,Y,G,G,R,1,0.05,-1,1
-21.005215,0.36930656, 4, intermediate, beginner,Y,B,O,B,W,O,R,B,W,B,Y,G,B,G,W,G,W,Y,G,R,W,G,R,W,R,R,G,B,G,B,O,O,O,O,W,Y,Y,O,R,Y,Y,G,R,Y,B,W,G,O,R,B,Y,O,R,W,1,0.058333333333333334,-1,1
-19.769602,0.67733276, 4, intermediate, beginner,Y,B,G,B,W,W,R,B,Y,B,Y,R,B,G,G,G,W,B,R,G,G,R,R,R,G,W,W,B,G,B,O,O,O,O,W,Y,Y,O,O,Y,Y,Y,R,Y,W,W,G,O,R,B,O,O,R,W,1,0.06666666666666667,-1,1
-18.401136,0.7949876, 4, intermediate, beginner,Y,B,G,B,W,W,O,W,Y,G,B,B,W,G,Y,B,G,R,R,G,G,R,R,R,R,B,Y,B,G,B,O,O,O,O,O,Y,W,W,G,Y,Y,Y,R,Y,W,W,G,O,R,B,O,O,R,W,1,0.075,-1,1
-17.957048,1.1374102, 4, intermediate, beginner,Y,B,B,B,W,Y,O,W,R,G,B,G,W,G,Y,B,G,W,R,R,R,B,R,G,Y,R,G,B,G,B,O,O,O,O,O,Y,W,W,O,Y,Y,O,R,Y,W,W,G,G,R,B,W,O,R,Y,1,0.08333333333333333,-1,1
-17.345547,0.99539095, 4, intermediate, beginner,O,B,Y,W,W,B,R,Y,B,Y,B,R,W,G,Y,B,G,W,O,R,R,R,R,G,Y,R,G,B,G,G,O,O,B,O,O,G,W,W,O,Y,Y,O,R,Y,W,W,G,G,R,B,W,Y,O,B,1,0.09166666666666666,-1,1
-16.848042,0.3378831, 4, intermediate, beginner,O,B,G,W,W,W,R,Y,B,Y,B,Y,W,G,B,B,G,B,R,G,G,R,R,R,O,R,Y,B,G,G,O,O,B,O,O,G,W,W,R,Y,Y,Y,R,Y,W,W,G,O,R,B,O,Y,O,W,1,0.1,-1,1
-15.891548,0.3523056, 4, intermediate, beginner,B,Y,R,W,W,W,G,B,O,W,O,Y,W,G,B,B,G,B,G,G,G,B,R,R,G,R,Y,B,G,O,O,O,R,O,O,R,W,W,R,Y,Y,Y,R,Y,W,W,G,O,R,B,O,Y,B,Y,1,0.10833333333333334,-1,1
-15.636341,-0.039854914, 4, intermediate, beginner,W,Y,R,W,W,W,G,B,O,W,O,Y,W,G,B,B,G,B,B,G,O,B,R,R,G,R,Y,G,G,G,O,O,R,O,O,R,W,W,R,Y,Y,Y,R,Y,B,Y,B,Y,O,B,R,O,G,W,1,0.11666666666666667,-1,1
-15.850712,-0.6736203, 4, intermediate, beginner,O,B,G,W,W,W,R,Y,W,W,G,O,W,G,B,B,G,B,R,G,O,R,R,R,G,R,Y,G,G,G,O,O,B,O,O,B,W,W,R,Y,Y,Y,R,Y,B,Y,B,Y,O,B,R,Y,O,W,1,0.125,-1,1
-15.178069,-1.9475702, 4, checkpoint, beginner,O,B,G,W,W,W,R,W,W,B,G,B,B,G,W,O,G,W,R,G,O,R,R,R,O,O,B,G,G,G,O,O,B,G,R,Y,W,Y,R,Y,Y,Y,R,Y,B,Y,B,Y,O,B,R,Y,O,W,1,0.13333333333333333,-1,1
-15.788783,-3.4105036, 4, intermediate, beginner,Y,B,G,O,W,W,Y,W,W,O,G,B,W,G,W,R,G,W,R,G,O,R,R,R,O,O,B,G,O,G,R,O,G,Y,B,G,B,Y,R,B,Y,Y,O,Y,B,W,B,Y,Y,B,R,R,O,W,1,0.14166666666666666,-1,1
-15.705915,-3.5005138, 4, intermediate, beginner,G,W,W,B,W,W,Y,O,Y,G,G,G,W,G,W,R,G,W,B,G,O,G,R,R,O,O,B,G,O,W,R,O,O,Y,B,R,B,Y,R,B,Y,Y,O,Y,B,W,B,Y,Y,B,R,R,R,O,1,0.15,-1,1
-14.319704,-2.628674, 4, intermediate, beginner,G,W,W,W,W,W,R,O,Y,B,G,G,B,G,W,O,G,W,B,G,O,G,R,R,O,O,B,W,O,R,O,O,B,G,R,Y,W,Y,R,Y,Y,Y,R,Y,B,G,B,Y,B,B,R,Y,R,O,1,0.15833333333333333,-1,1
-13.401058,-2.3536515, 4, intermediate, beginner,Y,O,R,W,W,W,W,W,G,O,R,Y,B,G,W,O,G,W,Y,G,O,B,R,R,R,O,B,W,O,O,O,O,G,G,R,B,W,Y,R,Y,Y,Y,R,Y,B,G,B,Y,B,B,R,G,G,B,1,0.16666666666666666,-1,1
-12.704795,-2.1266327, 4, intermediate, beginner,Y,O,Y,W,W,R,W,W,B,O,R,R,B,G,W,O,G,G,O,R,B,G,R,O,Y,B,R,W,O,O,O,O,G,G,R,B,W,Y,Y,Y,Y,W,R,Y,W,G,B,R,B,B,Y,G,G,B,1,0.175,-1,1
-12.537288,-2.795107, 4, intermediate, beginner,B,W,W,R,W,W,Y,O,Y,B,G,G,B,G,W,O,G,G,B,R,B,G,R,O,O,B,R,W,O,Y,O,O,G,G,R,O,W,Y,Y,Y,Y,W,R,Y,W,G,B,R,B,B,Y,R,R,O,1,0.18333333333333332,-1,1
-12.608351,-3.557347, 4, intermediate, beginner,B,W,G,R,W,W,Y,O,G,B,G,Y,B,G,W,O,G,W,O,G,B,B,R,R,R,O,B,W,O,Y,O,O,G,G,R,O,W,Y,R,Y,Y,Y,R,Y,O,G,B,W,B,B,W,R,R,Y,1,0.19166666666666668,-1,1
-11.8915205,-5.166846, 4, intermediate, beginner,B,W,G,R,W,W,R,O,B,Y,W,W,G,G,G,B,B,O,O,G,B,B,R,R,R,Y,W,W,O,Y,O,O,G,Y,O,G,O,R,G,Y,Y,Y,R,Y,O,G,B,W,B,B,W,R,R,Y,1,0.2,-1,1
-11.686147,-5.0249643, 4, intermediate, beginner,G,W,B,W,W,O,B,R,R,Y,G,G,G,G,G,B,B,O,W,G,B,W,R,R,Y,Y,W,W,O,Y,O,O,R,Y,O,R,O,R,G,Y,Y,Y,R,Y,O,G,B,W,B,B,W,O,B,R,1,0.20833333333333334,-1,1
-11.706031,-4.0617347, 4, intermediate, beginner,G,W,B,W,W,O,Y,O,R,B,G,Y,B,G,G,O,G,G,W,G,B,W,R,R,B,R,R,W,O,Y,O,O,R,G,R,O,W,Y,Y,Y,Y,Y,R,Y,O,G,B,W,B,B,W,O,B,R,1,0.21666666666666667,-1,1
-6.7054152,24.153906, 4, intermediate, beginner,B,O,R,W,W,O,G,W,Y,Y,R,O,B,G,G,O,G,G,Y,G,B,G,R,R,B,R,R,W,O,R,O,O,B,G,R,O,W,Y,Y,Y,Y,Y,R,Y,O,G,B,W,B,B,W,W,W,B,1,0.225,-1,1
-32.22597,-26.876204, 4, intermediate, beginner,B,O,R,W,W,O,G,R,O,O,B,Y,G,G,R,G,G,O,Y,G,B,G,R,R,G,W,Y,W,O,R,O,O,B,Y,Y,W,R,R,B,Y,Y,Y,R,Y,O,G,B,W,B,B,W,W,W,B,1,0.23333333333333334,-1,1
-32.21797,-26.866735, 4, intermediate, beginner,R,O,O,O,W,R,B,W,G,R,B,W,G,G,R,G,G,O,Y,G,B,B,R,R,O,W,Y,W,O,B,O,O,W,Y,Y,W,R,R,B,Y,Y,Y,R,Y,O,G,B,W,B,B,W,Y,G,G,1,0.24166666666666667,-1,1
-5.9083085,24.25487, 4, intermediate, beginner,R,O,O,O,W,R,O,W,Y,W,R,O,B,G,G,R,G,G,Y,G,B,B,R,R,B,R,R,W,O,B,O,O,W,B,W,G,W,Y,Y,Y,Y,Y,R,Y,O,G,B,W,B,B,W,Y,G,G,1,0.25,-1,1
-4.115961,24.66133, 4, intermediate, beginner,Y,G,B,O,W,R,O,W,Y,W,R,O,B,G,G,R,G,G,O,Y,R,B,R,R,B,R,R,R,O,O,O,O,W,B,W,G,W,Y,Y,Y,Y,Y,B,O,W,Y,B,G,G,B,B,G,W,W,1,0.25833333333333336,-1,1
-4.4108796,24.705475, 4, intermediate, beginner,Y,W,O,R,W,O,B,G,Y,W,W,G,B,G,G,R,G,G,G,Y,R,W,R,R,O,R,R,R,O,B,O,O,B,B,W,O,W,Y,Y,Y,Y,Y,B,O,W,Y,B,G,G,B,B,O,R,W,1,0.26666666666666666,-1,1
-5.2969713,24.2972, 4, intermediate, beginner,R,O,B,R,W,O,B,G,Y,W,W,G,B,G,G,R,G,G,Y,W,O,W,R,R,O,R,R,W,O,B,O,O,B,B,W,O,W,Y,Y,Y,Y,Y,R,Y,G,G,B,W,B,B,R,Y,G,O,1,0.275,-1,1
-3.387508,24.313442, 4, intermediate, beginner,Y,G,B,O,W,R,B,O,R,O,G,Y,B,G,G,R,G,G,O,W,O,B,R,R,B,R,R,W,O,O,O,O,W,B,W,Y,W,Y,Y,Y,Y,Y,R,Y,G,G,B,W,B,B,R,G,W,W,1,0.2833333333333333,-1,1
-2.6774871,24.876987, 4, intermediate, beginner,O,W,O,O,W,R,B,O,R,O,G,Y,B,G,G,R,G,G,G,Y,R,B,R,R,B,R,R,Y,G,B,O,O,W,B,W,Y,W,Y,Y,Y,Y,Y,O,O,W,G,B,G,W,B,B,W,R,W,1,0.2916666666666667,-1,1
-2.0283763,26.056095, 4, intermediate, beginner,O,R,R,W,W,O,O,O,B,B,W,Y,B,G,G,R,G,G,Y,Y,R,G,R,R,O,R,R,Y,G,W,O,O,R,B,W,W,W,Y,Y,Y,Y,Y,O,O,W,G,B,G,W,B,B,G,B,B,1,0.3,-1,1
-1.2322087,25.672375, 4, intermediate, beginner,Y,G,W,W,W,O,O,O,B,B,W,Y,B,G,G,R,G,G,O,R,R,G,R,R,O,R,R,W,O,O,O,O,R,B,W,W,W,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,B,B,B,G,W,G,1,0.30833333333333335,-1,1
-1.972512,24.386621, 4, intermediate, beginner,O,W,Y,O,W,G,B,O,W,O,G,O,B,G,G,R,G,G,G,R,R,W,R,R,G,R,R,W,O,B,O,O,W,B,W,Y,W,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,B,B,B,W,R,O,1,0.31666666666666665,-1,1
10.488239,33.111164, 4, intermediate, beginner,G,W,Y,B,W,G,W,O,W,O,G,O,O,G,G,B,G,G,G,R,R,W,R,R,G,R,R,B,O,W,W,O,O,Y,W,B,O,Y,Y,B,Y,Y,R,Y,Y,W,B,B,Y,B,B,R,R,O,1,0.325,-1,1
9.858471,31.387445, 4, intermediate, beginner,Y,G,W,W,W,O,G,B,W,W,O,B,O,G,G,B,G,G,O,R,R,G,R,R,O,R,R,B,O,O,W,O,R,Y,W,R,O,Y,Y,B,Y,Y,R,Y,Y,W,B,B,Y,B,B,G,W,G,1,0.3333333333333333,-1,1
-0.03344672,25.6014, 4, intermediate, beginner,W,G,W,O,W,O,B,B,W,O,O,B,B,G,G,R,G,G,O,R,R,G,R,R,O,R,R,O,R,R,O,O,W,B,W,Y,W,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,W,B,B,G,W,G,1,0.3416666666666667,-1,1
0.5650076,25.331036, 4, intermediate, beginner,W,B,B,O,W,O,W,G,W,G,W,G,B,G,G,R,G,G,Y,R,R,W,R,R,R,R,R,O,R,O,O,O,G,B,W,O,W,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,W,B,B,B,O,O,1,0.35,-1,1
10.53222,31.509867, 4, intermediate, beginner,Y,B,B,W,W,O,B,G,W,W,W,G,O,G,G,W,G,G,Y,R,R,W,R,R,R,R,R,B,O,O,W,O,R,O,G,O,G,Y,Y,B,Y,Y,R,Y,Y,W,B,B,Y,B,B,G,O,O,1,0.35833333333333334,-1,1
10.789519,33.869724, 4, intermediate, beginner,B,O,W,B,W,G,Y,W,B,O,R,O,O,G,G,W,G,G,G,R,R,W,R,R,W,R,R,B,O,O,W,O,O,O,G,G,G,Y,Y,B,Y,Y,R,Y,Y,W,B,B,Y,B,B,Y,W,R,1,0.36666666666666664,-1,1
6.4899573,7.6702075, 4, intermediate, beginner,O,O,W,O,W,G,W,W,B,G,R,O,B,G,G,R,G,G,G,R,R,W,R,R,W,R,R,O,O,G,O,O,G,B,W,O,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,R,1,0.375,-1,1
-33.59587,-45.60768, 4, intermediate, beginner,O,O,W,O,W,G,B,W,O,R,B,G,G,G,R,G,G,O,G,R,R,W,R,R,W,W,B,O,O,G,O,O,G,Y,Y,W,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,R,1,0.38333333333333336,14,1
-25.47085,-34.409676, 4, intermediate, beginner,W,G,O,O,W,W,O,O,B,G,G,W,G,G,R,G,G,O,G,R,R,B,R,R,R,W,B,O,O,R,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,W,1,0.39166666666666666,15,1
-14.344014,-47.563656, 4, intermediate, beginner,W,G,W,O,W,R,O,O,O,G,G,W,G,G,Y,G,G,Y,R,B,G,W,R,R,B,R,R,O,O,R,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,G,W,B,1,0.4,13,1
-14.742779,-50.134396, 4, intermediate, beginner,O,O,W,O,W,G,O,R,W,B,W,R,G,G,Y,G,G,Y,G,B,G,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,W,R,1,0.4083333333333333,12,1
-27.22292,-43.055332, 4, intermediate, beginner,O,O,O,O,W,W,O,R,R,B,W,W,G,G,G,G,G,W,G,R,R,B,R,R,G,W,B,O,O,G,O,O,G,Y,Y,W,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W,1,0.4166666666666667,-1,1
-26.61709,-33.185307, 4, intermediate, beginner,O,W,R,O,W,R,O,O,O,G,G,W,G,G,G,G,G,W,W,R,R,W,R,R,B,W,B,O,O,W,O,O,W,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,G,1,0.425,15,1
9.213119,7.721925, 4, intermediate, beginner,O,W,R,O,W,R,B,W,B,W,G,W,G,G,G,G,G,G,W,R,R,W,R,R,R,R,R,O,O,W,O,O,W,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,G,1,0.43333333333333335,-1,1
14.258347,15.386603, 4, intermediate, beginner,B,O,O,W,W,W,B,R,R,R,W,W,G,G,G,G,G,G,G,R,R,B,R,R,G,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,W,1,0.44166666666666665,-1,1
-24.112808,-39.01336, 4, intermediate, beginner,B,O,O,W,W,W,O,O,W,G,G,R,G,G,W,G,G,W,G,R,R,B,R,R,B,R,R,O,O,W,O,O,G,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,W,1,0.45,15,1
-13.274412,-44.571896, 4, intermediate, beginner,B,O,R,W,W,W,O,O,W,G,G,G,G,G,Y,G,G,Y,B,B,G,R,R,R,R,R,R,O,O,W,O,O,G,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,O,W,W,1,0.4583333333333333,13,1
-15.800492,-52.713062, 4, intermediate, beginner,O,W,B,O,W,O,W,W,R,R,R,B,G,G,Y,G,G,Y,O,B,G,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,G,W,1,0.4666666666666667,12,1
-30.81824,-46.005062, 4, intermediate, beginner,O,W,O,O,W,W,W,W,W,R,R,B,G,G,O,G,G,R,G,R,R,B,R,R,O,W,W,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,W,1,0.475,14,1
-21.236454,-33.51592, 4, intermediate, beginner,O,W,W,W,W,W,O,O,W,G,G,G,G,G,O,G,G,R,B,R,R,R,R,R,R,W,W,O,O,W,O,O,G,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,O,1,0.48333333333333334,15,1
24.24594,5.2546134, 4, checkpoint, beginner,O,W,W,W,W,W,R,W,W,G,O,R,G,G,G,G,G,G,B,R,R,R,R,R,B,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,O,1,0.49166666666666664,-1,1
10.07485,-34.400696, 4, intermediate, beginner,O,W,R,W,W,G,R,W,G,G,O,Y,G,G,Y,G,G,Y,B,R,B,R,R,R,R,R,R,O,O,W,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,G,B,W,1,0.5,9,1
13.819631,-40.57275, 4, intermediate, beginner,R,W,O,W,W,W,G,G,R,R,R,B,G,G,Y,G,G,Y,G,R,B,B,R,R,W,R,R,O,O,G,O,O,O,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,W,G,W,1,0.5083333333333333,8,1
17.119625,-14.951367, 4, intermediate, beginner,R,W,W,W,W,W,G,G,W,R,R,O,G,G,W,G,G,R,B,R,R,R,R,R,G,B,W,O,O,G,O,O,O,O,O,Y,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,O,1,0.5166666666666667,10,1
13.940339,-6.787182, 4, intermediate, beginner,G,W,R,G,W,W,W,W,W,G,R,B,G,G,W,G,G,R,W,R,R,G,R,R,O,B,W,O,O,R,O,O,R,O,O,O,Y,Y,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,O,G,1,0.525,11,1
5.738468,-41.71948, 4, intermediate, beginner,G,W,B,G,W,W,W,W,R,G,R,B,G,G,Y,G,G,Y,O,G,W,B,R,R,W,R,R,O,O,R,O,O,R,O,O,O,Y,Y,B,Y,Y,B,Y,Y,G,B,B,R,B,B,W,Y,O,W,1,0.5333333333333333,7,1
6.6837325,-30.708687, 4, intermediate, beginner,R,W,W,W,W,G,B,W,G,W,O,Y,G,G,Y,G,G,Y,O,G,W,R,R,R,R,R,R,O,O,W,O,O,B,O,O,O,Y,Y,B,Y,Y,B,Y,Y,G,B,B,R,B,B,W,B,R,G,1,0.5416666666666666,9,1
16.57195,13.870029, 4, intermediate, beginner,R,W,R,W,W,W,B,W,G,W,O,W,G,G,G,G,G,G,W,R,R,G,R,R,O,R,R,O,O,W,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,G,1,0.55,-1,1
17.81047,4.8908978, 4, checkpoint, beginner,B,W,R,W,W,W,G,W,R,O,G,W,G,G,G,G,G,G,B,R,R,R,R,R,G,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W,1,0.5583333333333333,-1,1
30.22546,-19.768517, 4, intermediate, beginner,B,W,B,W,W,B,G,W,W,O,G,R,G,G,W,G,G,R,R,R,R,R,R,R,B,R,G,O,O,W,O,O,O,O,O,W,Y,Y,W,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,O,B,Y,1,0.5666666666666667,-1,1
44.763386,-16.239141, 4, intermediate, beginner,B,W,B,W,W,B,G,W,W,O,G,R,G,G,W,G,R,R,R,R,B,R,R,B,B,R,Y,G,O,W,G,O,O,R,O,W,W,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,O,B,Y,1,0.575,0,1
46.523315,-11.595664, 4, intermediate, beginner,B,W,R,W,W,W,G,W,R,O,G,G,G,G,Y,G,R,Y,B,R,R,R,R,R,Y,B,B,G,O,W,G,O,O,R,O,W,W,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,O,B,W,1,0.5833333333333334,3,1
39.879864,-12.949682, 4, intermediate, beginner,B,W,R,W,W,W,G,W,R,O,G,G,G,G,Y,G,G,R,B,R,Y,R,R,R,Y,B,G,B,O,W,O,O,O,O,O,W,Y,Y,W,Y,Y,G,Y,Y,O,R,R,B,B,B,B,O,B,W,1,0.5916666666666667,2,1
36.91508,-17.18782, 4, intermediate, beginner,B,W,B,W,W,B,G,W,W,O,G,R,G,G,W,G,G,R,Y,R,G,R,R,B,B,R,Y,B,O,W,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,Y,Y,R,R,R,W,B,B,G,O,B,O,1,0.6,1,1
42.4774,-15.580859, 4, intermediate, beginner,B,W,B,W,W,B,G,W,W,O,G,R,G,G,W,Y,B,G,Y,R,R,R,R,R,B,R,W,G,O,W,G,O,O,R,O,W,G,Y,R,Y,Y,Y,Y,Y,Y,O,O,B,B,B,G,O,B,O,1,0.6083333333333333,0,1
43.85553,-12.599632, 4, intermediate, beginner,B,W,R,W,W,W,G,W,G,O,G,R,G,G,Y,Y,B,Y,B,R,Y,R,R,R,W,R,R,G,O,W,G,O,O,R,O,W,G,Y,B,Y,Y,G,Y,Y,O,O,O,B,B,B,B,O,B,W,1,0.6166666666666667,3,1
36.196438,-14.648456, 4, intermediate, beginner,B,W,R,W,W,W,G,W,G,O,G,R,G,G,Y,G,G,R,B,R,Y,R,R,B,W,R,Y,B,O,W,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,O,B,W,1,0.625,2,1
35.224358,-18.948015, 4, intermediate, beginner,B,W,R,W,W,B,G,W,W,O,G,R,G,G,W,G,G,G,Y,B,Y,R,R,R,B,R,W,B,O,W,O,O,O,O,O,W,Y,Y,R,Y,Y,Y,O,G,R,Y,R,G,B,B,Y,O,B,B,1,0.6333333333333333,1,1
47.114525,-17.70784, 4, intermediate, beginner,B,W,R,W,W,B,G,W,W,O,G,R,G,G,W,W,R,Y,Y,B,Y,R,R,R,B,R,G,G,O,W,G,O,O,G,O,W,R,Y,R,Y,Y,G,Y,Y,O,O,O,B,B,B,Y,O,B,B,1,0.6416666666666667,0,1
45.577587,-13.894941, 4, intermediate, beginner,B,W,R,W,W,W,G,W,Y,O,G,R,G,G,G,W,R,O,B,R,Y,R,R,B,G,R,Y,G,O,W,G,O,O,G,O,W,R,Y,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,B,O,B,W,1,0.65,3,1
34.900124,-7.3981547, 4, intermediate, beginner,B,W,R,W,W,W,G,W,Y,O,G,R,G,G,G,G,G,G,B,R,O,R,R,R,G,R,W,R,O,W,O,O,O,O,O,W,Y,Y,R,Y,Y,Y,B,Y,B,Y,B,Y,B,B,B,O,B,W,1,0.6583333333333333,2,1
32.970295,-19.809721, 4, intermediate, beginner,B,W,Y,W,W,B,G,W,W,O,G,R,G,G,W,G,G,Y,O,R,W,R,R,R,B,R,G,R,O,W,O,O,O,O,O,W,Y,Y,R,Y,Y,G,B,Y,G,Y,B,R,B,B,Y,O,B,B,1,0.6666666666666666,1,1
46.216484,-16.406418, 4, intermediate, beginner,B,W,Y,W,W,B,G,W,W,O,G,R,G,G,W,G,R,W,O,R,Y,R,R,B,B,R,R,G,O,W,G,O,O,Y,O,W,R,G,G,Y,Y,Y,Y,Y,B,O,O,R,B,B,Y,O,B,B,1,0.675,0,1
47.1324,-12.830769, 4, intermediate, beginner,B,W,R,W,W,W,G,W,W,O,G,G,G,G,Y,G,R,B,B,R,O,R,R,R,R,B,Y,G,O,W,G,O,O,Y,O,W,R,G,R,Y,Y,Y,Y,Y,B,O,O,Y,B,B,B,O,B,W,1,0.6833333333333333,3,1
40.80134,-11.290385, 4, intermediate, beginner,B,W,R,W,W,W,G,W,W,O,G,G,G,G,Y,G,G,Y,B,R,B,R,R,R,R,B,G,Y,O,W,O,O,O,O,O,W,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,O,B,W,1,0.6916666666666667,-1,1
39.617046,-9.198714, 4, intermediate, beginner,R,W,W,W,W,W,B,W,G,W,O,W,G,G,Y,G,G,Y,G,R,B,G,R,R,O,B,G,Y,O,W,O,O,B,O,O,O,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,B,R,R,1,0.7,-1,1
39.11611,-21.266613, 4, intermediate, beginner,R,W,Y,W,W,B,B,W,R,W,O,W,G,G,W,G,G,G,B,R,G,R,R,B,G,G,O,Y,O,W,O,O,B,O,O,O,Y,Y,W,Y,Y,Y,B,Y,Y,O,R,R,B,B,G,B,R,R,1,0.7083333333333334,1,1
41.446445,-20.666914, 4, intermediate, beginner,R,W,Y,W,W,B,B,W,R,W,O,W,G,G,W,O,B,G,B,R,O,R,R,R,G,G,R,G,O,W,G,O,B,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,B,O,O,Y,B,B,G,B,R,R,1,0.7166666666666667,0,1
42.226124,-5.6351175, 4, intermediate, beginner,R,W,W,W,W,W,B,W,G,W,O,Y,G,G,Y,O,B,B,G,R,B,G,R,R,R,R,O,G,O,W,G,O,B,G,O,O,W,Y,Y,Y,Y,G,Y,Y,R,O,O,Y,B,B,B,B,R,R,1,0.725,3,1
35.475437,-10.221377, 4, intermediate, beginner,R,W,W,W,W,W,B,W,G,W,O,Y,G,G,Y,G,G,G,G,R,B,G,R,B,R,R,O,Y,O,W,O,O,B,O,O,O,Y,Y,W,Y,Y,Y,R,G,Y,B,R,O,B,B,B,B,R,R,1,0.7333333333333333,2,1
36.888218,-24.98347, 4, intermediate, beginner,R,W,O,W,W,B,B,W,R,W,O,W,G,G,W,G,G,G,B,B,O,R,R,R,G,G,R,Y,O,W,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,R,G,G,B,R,W,B,B,Y,B,R,Y,1,0.7416666666666667,1,1
43.047466,-20.609348, 4, intermediate, beginner,R,W,O,W,W,B,B,W,R,W,O,W,G,G,W,R,R,O,B,B,B,R,R,R,G,G,W,G,O,W,G,O,B,G,O,O,Y,Y,G,Y,Y,G,Y,Y,R,O,O,Y,B,B,Y,B,R,Y,1,0.75,0,1
39.74116,-3.6421208, 4, intermediate, beginner,R,W,W,W,W,W,B,W,O,W,O,G,G,G,G,R,R,R,G,R,B,G,R,B,W,R,B,G,O,W,G,O,B,G,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,B,R,R,1,0.7583333333333333,-1,1
