x,y,line,cp,algo,difference,age,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
13.524335, 13.345275, 2,state, 0, 20, 59, 292,O,B,G,O,W,W,O,W,R,B,R,B,G,G,G,O,G,G,R,R,R,G,R,R,W,R,R,O,O,G,O,O,W,G,O,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
18.240494, 4.5672226, 2,state, 0, 19, 60, 293,R,W,O,W,W,O,G,B,O,W,W,Y,G,G,G,O,G,G,W,R,R,W,R,R,G,R,R,O,O,W,O,O,G,G,O,R,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,B
-2.175176, 10.133381, 2,state, 0, 24, 61, 294,R,W,O,W,W,O,G,O,R,O,G,W,G,G,W,G,G,Y,W,R,R,W,R,R,G,B,O,O,O,W,O,O,G,Y,Y,W,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,B
-1.1357698, 7.0702443, 2,state, 0, 26, 62, 295,O,O,R,W,W,O,R,W,G,W,G,W,G,G,W,G,G,Y,W,R,R,G,R,R,O,B,O,O,O,B,O,O,R,Y,Y,B,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,G
15.919074, 6.5138497, 2,state, 0, 23, 63, 296,O,O,R,W,W,O,O,B,O,W,W,Y,G,G,G,W,G,G,W,R,R,G,R,R,G,R,R,O,O,B,O,O,R,R,W,G,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,G
14.262082, 9.624518, 2,state, 0, 21, 64, 297,O,B,O,O,W,W,R,O,O,G,W,W,G,G,G,W,G,G,G,R,R,R,R,R,B,R,R,O,O,G,O,O,G,R,W,W,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
-10.697937, 13.266357, 2,state, 0, 22, 65, 298,O,B,O,O,W,W,R,W,W,W,G,G,G,G,W,G,G,W,G,R,R,R,R,R,R,O,O,O,O,G,O,O,G,Y,Y,B,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
-7.546576, 6.8781185, 2,state, 0, 24, 66, 299,O,W,W,B,W,W,O,O,R,G,G,B,G,G,W,G,G,W,G,R,R,G,R,R,W,O,O,O,O,W,O,O,W,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
16.311445, -1.4935666, 2,checkpoint, 0, 16, 67, 300,O,W,W,B,W,W,W,O,O,B,W,W,G,G,G,G,G,G,G,R,R,G,R,R,B,R,R,O,O,W,O,O,W,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
8.573404, 0.8477545, 2,state, 0, 12, 68, 301,W,B,O,O,W,W,O,W,W,B,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,O,O,B,O,O,W,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,W
-4.5583363, 8.387465, 2,state, 0, 21, 69, 302,W,B,O,O,W,W,O,O,W,G,G,B,G,G,G,G,G,G,G,R,R,R,R,R,O,W,W,O,O,B,O,O,W,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,W
-18.736471, 0.14833345, 2,state, 0, 29, 70, 303,W,B,B,O,W,G,O,O,G,G,G,R,G,G,Y,G,G,Y,O,R,G,W,R,R,W,R,R,O,O,B,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,R,W,W
-24.279398, 3.4476073, 2,state, 0, 29, 71, 304,O,O,W,O,W,B,G,G,B,W,W,O,G,G,Y,G,G,Y,R,R,G,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,R,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,W,B
-15.727402, 11.952902, 2,state, 0, 26, 72, 305,O,O,O,O,W,W,G,G,B,W,W,W,G,G,B,G,G,B,G,R,R,R,R,R,R,W,W,O,O,G,O,O,G,Y,Y,R,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
-8.755967, 8.661721, 2,state, 0, 26, 73, 306,O,W,B,O,W,G,O,O,G,G,G,R,G,G,B,G,G,B,W,R,R,W,R,R,W,W,W,O,O,W,O,O,W,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
17.277832, 0.8244501, 2,state, 0, 16, 74, 307,O,W,B,O,W,G,W,W,W,R,B,B,G,G,G,G,G,G,W,R,R,W,R,R,O,R,R,O,O,W,O,O,W,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
7.5454736, -2.266702, 2,state, 0, 14, 75, 308,W,O,O,W,W,W,W,G,B,O,W,W,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,O,O,R,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,W
-5.101922, 6.189969, 2,state, 0, 23, 76, 309,W,O,O,W,W,W,O,O,B,G,G,O,G,G,W,G,G,W,G,R,R,R,R,R,W,G,B,O,O,R,O,O,B,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,W
-16.38439, -1.093052, 2,state, 0, 25, 77, 310,W,O,O,W,W,W,O,O,W,G,G,R,G,G,Y,G,G,Y,W,R,G,G,R,R,B,R,R,O,O,R,O,O,B,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,G,W,B
-22.39735, 1.4720374, 2,state, 0, 26, 78, 311,O,W,W,O,W,O,W,W,O,B,G,W,G,G,Y,G,G,Y,G,R,G,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,R,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,B,R
-14.088854, 9.654951, 2,state, 0, 22, 79, 312,O,W,O,O,W,W,W,W,R,B,G,W,G,G,O,G,G,O,G,R,R,R,R,R,G,W,B,O,O,G,O,O,G,Y,Y,R,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,W
-10.565199, 7.0054755, 2,state, 0, 23, 80, 313,O,W,R,W,W,W,O,O,W,G,G,R,G,G,O,G,G,O,W,R,R,G,R,R,B,W,B,O,O,W,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,G
15.596373, -4.6043897, 2,checkpoint, 0, 16, 81, 314,O,W,R,W,W,W,B,W,B,R,O,O,G,G,G,G,G,G,W,R,R,G,R,R,W,R,R,O,O,W,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,G
7.865606, -10.742299, 2,checkpoint, 0, 11, 82, 315,B,W,O,W,W,W,B,W,R,W,G,W,G,G,G,G,G,G,G,R,R,R,R,R,G,R,R,O,O,R,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
31.08904, -0.99935377, 2,state, 0, 16, 83, 316,W,W,O,G,W,W,G,W,R,Y,G,W,Y,G,G,Y,G,G,G,R,R,R,R,R,G,R,R,R,O,O,O,O,O,O,O,O,B,Y,Y,B,Y,Y,W,Y,Y,B,B,B,W,B,B,B,B,W
26.815353, -0.5214453, 2,state, 0, 21, 84, 317,G,G,W,W,W,W,R,W,O,G,R,G,Y,G,G,Y,G,G,B,R,R,B,R,R,W,R,R,R,O,Y,O,O,G,O,O,W,B,Y,Y,B,Y,Y,W,Y,Y,B,B,B,W,B,B,O,O,O
-29.352057, -18.600582, 2,state, 0, 31, 85, 318,G,G,G,W,W,G,R,W,G,G,R,Y,Y,G,Y,Y,G,Y,W,B,B,R,R,R,R,R,R,R,O,Y,O,O,G,O,O,W,B,Y,B,B,Y,B,W,Y,O,B,B,W,W,B,W,O,O,O
-29.46714, -13.603947, 2,state, 0, 29, 86, 319,G,G,G,G,W,W,G,W,R,Y,G,W,Y,G,Y,Y,G,Y,Y,B,B,R,R,R,G,R,R,R,O,O,O,O,O,O,O,O,B,Y,B,B,Y,B,W,Y,O,B,B,W,W,B,W,W,R,R
-25.76333, -13.7857685, 2,state, 0, 20, 87, 320,B,G,G,W,W,W,W,W,R,G,G,W,G,G,Y,G,G,Y,Y,B,B,R,R,R,G,R,R,O,O,R,O,O,O,O,O,O,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,W,R,R
-25.426836, -19.602932, 2,state, 0, 22, 88, 321,W,W,B,W,W,G,R,W,G,G,R,Y,G,G,Y,G,G,Y,W,B,B,R,R,R,R,R,R,O,O,G,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,O,O,R
20.539951, -9.763694, 2,state, 0, 13, 89, 322,W,W,W,W,W,W,R,W,R,G,R,B,G,G,G,G,G,G,B,R,R,B,R,R,W,R,R,O,O,G,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,O
8.728835, -12.420414, 2,checkpoint, 0, 6, 90, 323,W,W,R,W,W,W,W,W,R,G,G,W,G,G,G,G,G,G,B,R,R,R,R,R,G,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,W
-2.6025844, -31.668509, 2,state, 0, 13, 91, 324,W,W,B,W,W,B,W,W,W,G,G,R,G,G,W,G,G,R,R,R,R,R,R,R,B,R,G,O,O,O,O,O,O,O,O,O,Y,Y,W,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,B,B,Y
6.6612625, -41.575405, 2,state, 0, 21, 92, 325,W,W,B,W,W,B,W,W,W,G,G,R,G,G,W,G,R,R,R,R,B,R,R,B,B,R,Y,G,O,O,G,O,O,R,O,O,W,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,B,B,Y
10.474068, -39.65021, 2,state, 0, 18, 93, 326,W,W,R,W,W,W,W,W,R,G,G,G,G,G,Y,G,R,Y,B,R,R,R,R,R,Y,B,B,G,O,O,G,O,O,R,O,O,W,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,B,B,W
5.4873657, -33.69059, 2,state, 0, 16, 94, 327,W,W,R,W,W,W,W,W,R,G,G,G,G,G,Y,G,G,R,B,R,Y,R,R,R,Y,B,G,B,O,O,O,O,O,O,O,O,Y,Y,W,Y,Y,G,Y,Y,O,R,R,B,B,B,B,B,B,W
1.242311, -34.07358, 2,state, 0, 18, 95, 328,W,W,B,W,W,B,W,W,W,G,G,R,G,G,W,G,G,R,Y,R,G,R,R,B,B,R,Y,B,O,O,O,O,O,O,O,O,Y,Y,G,Y,Y,Y,Y,Y,R,R,R,W,B,B,G,B,B,O
8.882367, -44.403732, 2,state, 0, 18, 96, 329,W,W,B,W,W,B,W,W,W,G,G,R,G,G,W,Y,B,G,Y,R,R,R,R,R,B,R,W,G,O,O,G,O,O,R,O,O,G,Y,R,Y,Y,Y,Y,Y,Y,O,O,B,B,B,G,B,B,O
12.001903, -42.48611, 2,state, 0, 20, 97, 330,W,W,R,W,W,W,W,W,G,G,G,R,G,G,Y,Y,B,Y,B,R,Y,R,R,R,W,R,R,G,O,O,G,O,O,R,O,O,G,Y,B,Y,Y,G,Y,Y,O,O,O,B,B,B,B,B,B,W
4.183016, -30.609398, 2,state, 0, 19, 98, 331,W,W,R,W,W,W,W,W,G,G,G,R,G,G,Y,G,G,R,B,R,Y,R,R,B,W,R,Y,B,O,O,O,O,O,O,O,O,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,B,B,W
-5.51523, -38.83685, 2,state, 0, 18, 99, 332,W,W,R,W,W,B,W,W,W,G,G,R,G,G,W,G,G,G,Y,B,Y,R,R,R,B,R,W,B,O,O,O,O,O,O,O,O,Y,Y,R,Y,Y,Y,O,G,R,Y,R,G,B,B,Y,B,B,B
5.8511343, -45.03905, 2,state, 0, 22, 100, 333,W,W,R,W,W,B,W,W,W,G,G,R,G,G,W,W,R,Y,Y,B,Y,R,R,R,B,R,G,G,O,O,G,O,O,G,O,O,R,Y,R,Y,Y,G,Y,Y,O,O,O,B,B,B,Y,B,B,B
14.1961775, -39.48545, 2,state, 0, 21, 101, 334,W,W,R,W,W,W,W,W,Y,G,G,R,G,G,G,W,R,O,B,R,Y,R,R,B,G,R,Y,G,O,O,G,O,O,G,O,O,R,Y,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,B,B,B,W
8.969406, -22.41097, 2,state, 0, 14, 102, 335,W,W,R,W,W,W,W,W,Y,G,G,R,G,G,G,G,G,G,B,R,O,R,R,R,G,R,W,R,O,O,O,O,O,O,O,O,Y,Y,R,Y,Y,Y,B,Y,B,Y,B,Y,B,B,B,B,B,W
-3.3582861, -34.93644, 2,state, 0, 17, 103, 336,W,W,Y,W,W,B,W,W,W,G,G,R,G,G,W,G,G,Y,O,R,W,R,R,R,B,R,G,R,O,O,O,O,O,O,O,O,Y,Y,R,Y,Y,G,B,Y,G,Y,B,R,B,B,Y,B,B,B
5.273039, -42.564934, 2,state, 0, 21, 104, 337,W,W,Y,W,W,B,W,W,W,G,G,R,G,G,W,G,R,W,O,R,Y,R,R,B,B,R,R,G,O,O,G,O,O,Y,O,O,R,G,G,Y,Y,Y,Y,Y,B,O,O,R,B,B,Y,B,B,B
11.472247, -38.359547, 2,state, 0, 19, 105, 338,W,W,R,W,W,W,W,W,W,G,G,G,G,G,Y,G,R,B,B,R,O,R,R,R,R,B,Y,G,O,O,G,O,O,Y,O,O,R,G,R,Y,Y,Y,Y,Y,B,O,O,Y,B,B,B,B,B,W
7.2450385, -33.51364, 2,state, 0, 16, 106, 339,W,W,R,W,W,W,W,W,W,G,G,G,G,G,Y,G,G,Y,B,R,B,R,R,R,R,B,G,Y,O,O,O,O,O,O,O,O,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,B,B,W
8.399795, -31.545877, 2,state, 0, 26, 107, 340,W,W,W,W,W,W,W,W,R,R,R,B,G,G,Y,G,G,Y,B,R,B,B,R,R,W,B,G,Y,O,G,O,O,G,O,O,G,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,O,O,O
-1.5871459, -40.428646, 2,state, 0, 27, 108, 341,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,G,G,R,B,R,G,R,R,B,B,B,W,Y,O,G,O,O,G,O,O,G,Y,Y,B,Y,Y,Y,B,Y,Y,O,R,R,B,B,G,O,O,R
-1.1971912, -49.052658, 2,state, 0, 28, 109, 342,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,W,B,G,B,R,O,R,R,R,B,B,R,G,O,G,G,O,G,R,O,G,B,Y,Y,Y,Y,Y,Y,Y,B,O,O,Y,B,B,G,O,O,R
17.924957, -42.41735, 2,state, 0, 27, 110, 343,W,W,W,W,W,W,W,W,G,R,R,Y,G,G,Y,W,B,B,B,R,B,B,R,R,R,R,O,G,O,G,G,O,G,R,O,G,B,Y,Y,Y,Y,G,Y,Y,R,O,O,Y,B,B,B,O,O,O
6.4365683, -26.566505, 2,state, 0, 23, 111, 344,W,W,W,W,W,W,W,W,G,R,R,Y,G,G,Y,G,G,R,B,R,B,B,R,B,R,R,W,Y,O,G,O,O,G,O,O,G,Y,Y,B,Y,Y,Y,R,G,Y,B,R,O,B,B,B,O,O,O
-7.9810505, -42.153008, 2,state, 0, 24, 112, 345,W,W,O,W,W,B,W,W,O,R,R,W,G,G,W,G,G,G,B,B,W,R,R,R,B,B,R,Y,O,G,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,R,G,R,B,R,B,B,B,Y,O,O,Y
2.4406526, -48.779198, 2,state, 0, 32, 113, 346,W,W,O,W,W,B,W,W,O,R,R,W,G,G,W,R,R,W,B,B,B,R,R,R,B,B,B,G,O,G,G,O,G,G,O,G,Y,Y,R,Y,Y,G,Y,Y,R,O,O,Y,B,B,Y,O,O,Y
19.515314, -37.829823, 2,state, 0, 24, 114, 347,W,W,W,W,W,W,W,W,W,R,R,R,G,G,G,R,R,R,B,R,B,B,R,B,B,R,B,G,O,G,G,O,G,G,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,O,O
21.211306, -12.558449, 2,state, 0, 12, 115, 348,W,W,W,W,W,W,W,W,W,R,R,R,G,G,G,G,G,G,B,R,R,B,R,R,B,R,R,O,O,G,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,O
11.600673, -15.43761, 2,end, 0, 0, 116, 349,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
-33.75513, 53.97318, 3,start, 1, 40, 0, 350,G,G,W,O,W,G,G,R,W,R,B,B,Y,G,Y,O,Y,Y,R,R,W,R,R,W,O,G,O,R,B,W,O,O,B,B,R,Y,Y,O,G,G,Y,O,B,B,O,Y,W,G,Y,B,W,R,W,B
-31.804632, 55.292877, 3,state, 1, 41, 1, 351,G,G,W,O,W,G,O,G,O,B,Y,Y,B,G,Y,R,Y,O,R,R,W,R,R,W,G,O,Y,R,B,W,O,O,B,G,R,W,Y,R,B,G,Y,O,B,B,O,Y,W,G,Y,B,W,R,W,B
-30.016281, 57.31216, 3,state, 1, 43, 2, 352,G,G,Y,O,W,Y,O,G,O,B,Y,B,B,G,O,R,Y,O,G,R,R,O,R,R,Y,W,W,R,B,W,O,O,B,G,R,W,Y,R,G,G,Y,W,B,B,B,Y,W,W,Y,B,G,R,W,O
-33.06702, 59.00435, 3,state, 1, 40, 3, 353,O,O,G,G,W,G,O,Y,Y,Y,O,G,B,G,O,R,Y,O,R,R,R,W,R,R,O,W,W,R,B,B,O,O,Y,G,R,B,Y,R,G,G,Y,W,B,B,B,Y,W,W,Y,B,G,W,B,W
-34.38803, 57.177826, 3,state, 1, 36, 4, 354,O,O,W,G,W,G,O,Y,W,Y,O,G,B,G,G,R,Y,Y,R,R,W,R,R,W,R,W,O,R,B,B,O,O,Y,G,R,B,Y,R,G,G,Y,O,B,B,O,Y,W,G,Y,B,W,W,B,B
-37.18675, 56.30859, 3,state, 1, 36, 5, 355,O,O,W,G,W,G,G,R,Y,Y,Y,R,G,G,B,G,O,Y,R,R,W,R,R,W,G,R,B,R,B,B,O,O,Y,R,W,O,W,Y,O,G,Y,O,B,B,O,Y,W,G,Y,B,W,W,B,B
-39.376026, 54.522736, 3,state, 1, 37, 6, 356,O,O,W,G,W,G,G,R,Y,Y,Y,R,G,G,B,B,W,W,R,R,Y,R,R,W,G,R,G,G,B,B,O,O,Y,Y,W,O,O,O,O,Y,Y,B,W,G,B,R,O,R,Y,B,W,W,B,B
-41.34913, 52.661564, 3,state, 1, 34, 7, 357,O,O,W,G,W,G,Y,W,O,B,G,Y,W,G,Y,W,B,R,R,R,Y,R,R,W,G,R,Y,G,B,B,O,O,Y,O,O,O,G,R,G,Y,Y,B,W,G,B,R,O,R,Y,B,W,W,B,B
-42.806747, 50.327827, 3,state, 1, 35, 8, 358,O,O,Y,G,W,Y,Y,W,R,B,G,G,W,G,B,W,B,B,G,R,R,R,R,R,Y,W,Y,G,B,B,O,O,Y,O,O,O,G,R,R,Y,Y,W,W,G,B,R,O,W,Y,B,G,W,B,O
-45.445225, 51.473667, 3,state, 1, 38, 9, 359,Y,G,O,W,W,O,R,Y,Y,Y,R,G,W,G,B,W,B,B,W,R,R,B,R,R,O,W,Y,G,B,B,O,O,G,O,O,G,G,R,R,Y,Y,W,W,G,B,R,O,W,Y,B,G,O,Y,B
-43.783085, 53.779655, 3,state, 1, 38, 10, 360,Y,G,W,W,W,G,R,Y,B,Y,R,O,W,G,O,W,B,Y,R,R,Y,R,R,W,W,B,O,G,B,B,O,O,G,O,O,G,G,R,G,Y,Y,B,W,G,B,R,O,R,Y,B,W,O,Y,B
-38.41636, 51.037876, 3,state, 1, 38, 11, 361,Y,G,W,W,W,G,G,R,G,Y,B,W,O,G,W,O,R,Y,R,R,Y,R,R,W,O,O,G,G,B,B,O,O,G,W,B,O,B,Y,R,Y,Y,B,W,G,B,R,O,R,Y,B,W,O,Y,B
-28.039768, 39.579697, 3,state, 1, 35, 12, 362,Y,G,W,W,W,G,G,R,G,Y,B,W,O,G,W,G,W,Y,R,R,R,R,R,O,O,O,R,O,B,B,R,O,G,Y,B,O,R,B,B,Y,Y,G,B,Y,W,W,O,G,Y,B,W,O,Y,B
-24.857765, 37.86671, 3,state, 1, 37, 13, 363,G,R,G,G,W,W,W,G,Y,B,Y,O,O,G,W,G,W,Y,O,R,R,G,R,O,B,O,R,O,B,O,R,O,R,Y,B,R,R,B,B,Y,Y,G,B,Y,W,W,O,G,Y,B,W,W,B,Y
-23.517408, 39.68624, 3,state, 1, 39, 14, 364,G,R,G,G,W,W,Y,B,R,G,O,B,W,G,Y,Y,W,O,O,R,R,G,R,O,W,G,Y,O,B,O,R,O,R,B,B,R,R,O,B,Y,Y,G,B,Y,W,W,O,G,Y,B,W,W,B,Y
-22.142004, 41.74136, 3,state, 1, 38, 15, 365,G,R,B,G,W,Y,Y,B,O,G,O,B,W,G,G,Y,W,W,W,G,O,G,R,R,Y,O,R,O,B,O,R,O,R,B,B,R,R,O,G,Y,Y,W,B,Y,Y,W,O,G,Y,B,W,W,B,R
-19.526808, 40.282135, 3,state, 1, 38, 16, 366,Y,G,G,B,W,R,O,Y,B,Y,G,W,W,G,G,Y,W,W,W,G,O,B,R,R,R,O,R,O,B,G,R,O,O,B,B,B,R,O,G,Y,Y,W,B,Y,Y,W,O,G,Y,B,W,R,R,O
-20.750591, 37.97852, 3,state, 1, 38, 17, 367,Y,G,G,B,W,W,O,Y,O,Y,G,G,W,G,R,Y,W,B,O,R,R,G,R,O,W,B,R,O,B,G,R,O,O,B,B,B,R,O,W,Y,Y,G,B,Y,W,W,O,G,Y,B,W,R,R,Y
-22.353813, 35.653126, 3,state, 1, 37, 18, 368,Y,G,G,B,W,W,W,O,R,B,W,Y,R,G,W,G,G,Y,O,R,R,G,R,O,B,B,B,O,B,G,R,O,O,W,B,R,O,Y,O,Y,Y,G,B,Y,W,W,O,G,Y,B,W,R,R,Y
-22.186047, 33.119972, 3,state, 1, 41, 19, 369,Y,G,G,B,W,W,W,O,R,B,W,Y,R,G,W,B,O,R,O,R,W,G,R,O,B,B,G,G,B,G,G,O,O,Y,B,R,O,G,W,Y,Y,Y,O,Y,B,W,R,O,Y,B,W,R,R,Y
-24.9197, 33.032455, 3,state, 1, 39, 20, 370,Y,G,O,B,W,W,W,O,Y,B,W,G,R,G,W,B,O,R,W,O,G,R,R,B,O,G,B,G,B,G,G,O,O,Y,B,R,O,G,Y,Y,Y,W,O,Y,R,W,R,W,Y,B,Y,R,R,B
-25.388145, 30.258596, 3,state, 1, 41, 21, 371,W,B,Y,O,W,G,Y,W,O,O,R,W,R,G,W,B,O,R,R,O,G,R,R,B,B,G,B,G,B,B,G,O,W,Y,B,G,O,G,Y,Y,Y,W,O,Y,R,W,R,W,Y,B,Y,R,O,G
-22.898281, 29.114824, 3,state, 1, 39, 22, 372,W,B,W,O,W,W,Y,W,R,O,R,Y,R,G,W,B,O,R,B,R,R,G,R,O,B,B,G,G,B,B,G,O,W,Y,B,G,O,G,W,Y,Y,Y,O,Y,G,W,R,Y,Y,B,G,R,O,O
-22.766397, 26.414614, 3,state, 1, 38, 23, 373,W,B,W,O,W,W,W,G,O,R,O,B,W,G,R,Y,R,O,B,R,R,G,R,O,Y,B,G,G,B,B,G,O,W,B,B,G,R,W,Y,Y,Y,Y,O,Y,G,W,R,Y,Y,B,G,R,O,O
-19.895618, 26.749416, 3,state, 1, 39, 24, 374,W,B,W,Y,W,W,R,G,O,W,O,B,O,G,R,W,R,O,B,R,R,G,R,O,Y,B,G,B,G,G,B,O,B,G,W,B,R,W,Y,W,Y,Y,Y,Y,G,R,R,Y,Y,B,G,O,O,O
-18.872929, 24.395306, 3,state, 1, 34, 25, 375,W,W,O,B,W,G,W,Y,R,G,B,B,O,G,R,W,R,O,B,R,R,O,R,O,W,B,G,B,G,O,B,O,O,G,W,O,R,W,Y,W,Y,Y,Y,Y,G,R,R,Y,Y,B,G,B,G,Y
-22.895742, 22.911562, 3,state, 1, 36, 26, 376,G,W,O,O,W,G,W,Y,R,R,B,B,W,G,R,Y,R,O,B,R,R,O,R,O,W,B,G,O,O,O,G,O,W,B,B,G,R,W,Y,Y,Y,Y,B,Y,G,W,R,Y,B,B,G,W,G,Y
-20.989866, 21.940697, 3,state, 1, 36, 27, 377,G,W,O,O,W,G,Y,W,R,O,R,Y,R,G,W,B,B,R,B,R,R,O,R,O,B,B,G,O,O,O,G,O,W,W,B,G,R,Y,W,Y,Y,Y,B,Y,G,W,R,Y,B,B,G,W,G,Y
-19.925072, 19.349874, 3,state, 1, 35, 28, 378,G,W,O,O,W,G,Y,W,R,O,R,Y,R,G,W,Y,R,W,B,R,W,O,R,G,B,B,O,G,O,O,O,O,W,R,B,G,G,Y,B,Y,Y,Y,W,Y,R,R,B,B,B,B,G,W,G,Y
-22.373692, 18.86455, 3,state, 1, 34, 29, 379,G,W,O,O,W,G,B,Y,G,W,R,Y,W,G,R,Y,R,O,B,R,W,O,R,G,R,B,G,G,O,O,O,O,W,B,B,O,R,W,Y,Y,Y,Y,W,Y,R,R,B,B,B,B,G,W,G,Y
-24.781693, 15.339174, 3,state, 1, 35, 30, 380,O,G,G,W,W,Y,G,O,B,O,W,O,W,G,R,Y,R,O,Y,R,W,R,R,G,W,B,G,G,O,Y,O,O,G,B,B,W,R,W,Y,Y,Y,Y,W,Y,R,R,B,B,B,B,G,B,O,R
-23.739357, 12.893543, 3,state, 1, 36, 31, 381,O,G,Y,W,W,Y,G,O,R,O,W,B,W,G,G,Y,R,R,G,B,W,G,R,R,W,R,Y,G,O,Y,O,O,G,B,B,W,R,W,G,Y,Y,Y,W,Y,B,R,B,O,B,B,R,B,O,O
-21.020493, 16.195347, 3,state, 1, 34, 32, 382,G,W,O,O,W,G,R,Y,Y,W,G,G,W,G,G,Y,R,R,B,B,W,O,R,R,O,R,Y,G,O,O,O,O,W,B,B,B,R,W,G,Y,Y,Y,W,Y,B,R,B,O,B,B,R,W,G,Y
-30.137964, -27.129992, 3,checkpoint, 1, 31, 33, 383,G,W,O,O,W,G,G,W,R,R,R,Y,G,G,W,G,G,W,B,B,W,O,R,R,B,B,B,G,O,O,O,O,W,O,R,Y,Y,Y,R,Y,Y,Y,W,Y,B,R,B,O,B,B,R,W,G,Y
-29.107841, -30.689869, 3,state, 1, 28, 34, 384,O,G,R,W,W,W,G,O,G,O,W,Y,G,G,W,G,G,W,Y,B,W,R,R,R,R,B,B,G,O,Y,O,O,G,O,R,W,Y,Y,R,Y,Y,Y,W,Y,B,R,B,O,B,B,R,B,O,B
-30.109772, -34.0952, 3,state, 1, 35, 35, 385,O,G,R,G,W,W,G,O,G,Y,W,Y,Y,G,W,W,G,W,Y,B,W,R,R,R,R,B,B,Y,G,W,O,O,R,G,O,O,R,Y,R,B,Y,Y,B,Y,B,O,B,O,W,B,R,G,O,B
