x,y,line,cp,algo,difference,oldage,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
5.3654675,0.8729254999999999,0,state,beginner,30,40,40,R,R,Y,R,W,Y,B,W,G,O,B,W,G,G,G,B,G,G,B,G,W,B,R,R,O,R,R,Y,O,G,O,O,B,O,O,Y,W,Y,Y,Y,Y,Y,O,W,R,G,O,B,B,B,W,W,W,R
5.895182599999999,0.85998946,0,state,beginner,27,41,41,B,R,R,W,W,R,G,Y,Y,O,B,B,G,G,G,B,G,G,W,G,W,W,R,R,R,R,R,Y,O,O,O,O,B,O,O,W,W,Y,Y,Y,Y,Y,O,W,R,G,O,B,B,B,W,Y,B,G
3.317939,-3.0983138,0,state,beginner,25,42,42,W,G,W,W,W,R,G,Y,Y,O,B,B,G,G,G,B,G,G,R,W,O,W,R,R,R,R,R,B,R,R,O,O,B,O,O,W,W,Y,Y,Y,Y,Y,O,O,Y,Y,B,G,B,B,O,G,W,B
4.231259,-2.4218798,0,state,beginner,24,43,43,Y,Y,G,R,W,W,W,G,W,B,W,G,G,G,G,B,G,G,W,W,O,B,R,R,R,R,R,B,R,R,O,O,W,O,O,R,W,Y,Y,Y,Y,Y,O,O,Y,Y,B,G,B,B,O,B,B,O
4.7833915000000005,-1.3614861,0,state,beginner,20,44,44,Y,O,O,R,W,W,W,G,W,B,W,G,G,G,G,B,G,G,B,R,R,B,R,R,R,R,R,W,W,O,O,O,W,O,O,R,W,Y,Y,Y,Y,Y,G,Y,Y,O,B,B,O,B,B,G,B,Y
3.113321,-1.031243,0,state,beginner,22,45,45,O,W,W,O,W,G,Y,R,W,O,W,R,G,G,G,B,G,G,G,R,R,W,R,R,B,R,R,W,W,Y,O,O,B,O,O,G,W,Y,Y,Y,Y,Y,G,Y,Y,O,B,B,O,B,B,B,B,R
2.2022927000000005,-0.65887314,0,state,beginner,25,46,46,O,W,W,O,W,G,B,R,W,O,W,R,O,G,G,Y,G,G,G,R,R,W,R,R,B,R,R,O,O,W,O,O,W,G,B,Y,O,Y,Y,G,Y,Y,B,Y,Y,W,B,B,Y,B,B,G,B,R
1.7890254,-1.5043873,0,state,beginner,24,47,47,W,G,W,W,W,R,O,O,B,W,W,Y,O,G,G,Y,G,G,R,R,R,W,R,R,O,R,R,O,O,R,O,O,B,G,B,G,O,Y,Y,G,Y,Y,B,Y,Y,W,B,B,Y,B,B,G,W,B
2.2226315,-1.9203105,0,state,beginner,23,48,48,W,G,W,O,W,R,Y,O,B,O,W,Y,G,G,G,B,G,G,R,R,R,W,R,R,O,R,R,R,B,G,O,O,B,O,O,G,W,Y,Y,Y,Y,Y,G,Y,Y,W,B,B,W,B,B,O,W,B
4.3246045,-1.1708963,0,state,beginner,24,49,49,B,O,Y,R,W,O,W,G,W,B,W,O,G,G,G,B,G,G,G,R,R,B,R,R,G,R,R,R,B,O,O,O,W,O,O,R,W,Y,Y,Y,Y,Y,G,Y,Y,W,B,B,W,B,B,Y,W,O
4.255668599999999,-0.20831108,0,state,beginner,29,50,50,R,B,O,R,W,O,W,G,W,B,W,O,G,G,G,B,G,G,B,O,Y,B,R,R,G,R,R,Y,Y,G,O,O,W,O,O,R,W,Y,Y,Y,Y,Y,R,R,G,B,B,O,B,B,W,W,W,Y
3.5290844,0.14254975,0,state,beginner,26,51,51,O,O,W,B,W,G,R,R,W,G,W,R,G,G,G,B,G,G,O,O,Y,W,R,R,B,R,R,Y,Y,Y,O,O,W,O,O,W,W,Y,Y,Y,Y,Y,R,R,G,B,B,O,B,B,W,B,B,G
2.6393828,-0.007110765,0,state,beginner,20,52,52,O,O,Y,B,W,G,R,R,W,G,W,R,G,G,G,B,G,G,G,R,R,W,R,R,B,R,R,O,O,W,O,O,W,O,O,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,O
-0.3871987,-2.0686162,0,state,beginner,20,53,53,W,R,R,G,W,B,Y,O,O,O,W,G,G,G,G,B,G,G,W,R,R,W,R,R,W,R,R,O,O,B,O,O,W,O,O,G,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,G
-4.178744,5.746525,0,state,beginner,24,54,54,W,R,R,G,W,B,Y,Y,W,G,G,B,G,G,G,G,W,O,W,R,R,W,R,R,O,O,G,O,O,B,O,O,W,W,R,R,O,O,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,G
0.1340956,-3.6879015,0,state,beginner,24,55,55,Y,G,W,Y,W,R,W,B,R,O,W,W,G,G,G,G,W,O,R,R,R,W,R,R,G,O,G,O,O,G,O,O,G,W,R,B,O,O,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,B
0.3877366,-3.2918603,0,state,beginner,24,56,56,Y,G,W,Y,W,R,Y,O,O,O,W,G,G,G,G,W,W,O,R,R,R,W,R,R,W,R,B,O,O,G,O,O,G,G,O,G,R,B,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,B
0.9652237,-3.642489700000001,0,state,beginner,25,57,57,Y,Y,Y,O,W,G,O,R,W,W,W,R,G,G,G,W,W,O,R,R,R,W,R,R,B,R,B,O,O,O,O,O,W,G,O,G,R,B,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G
0.66648155,-4.1630836,0,state,beginner,27,58,58,Y,Y,Y,O,W,G,W,B,R,O,W,W,G,G,G,R,W,W,R,R,R,W,R,R,G,O,G,O,O,O,O,O,W,B,R,B,W,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G
-4.6871985999999985,5.7944818,0,state,beginner,26,59,59,R,B,W,G,W,O,Y,Y,Y,G,G,G,G,G,G,R,W,W,B,R,R,W,R,R,O,O,G,O,O,G,O,O,W,B,R,R,W,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
-5.8442907,4.766197,0,state,beginner,25,60,60,R,B,W,G,W,O,O,O,G,G,G,W,G,G,W,G,G,R,B,R,R,W,R,R,O,R,W,O,O,G,O,O,W,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
-6.542277,4.6841264,0,state,beginner,27,61,61,O,G,R,O,W,B,G,O,W,O,W,B,G,G,W,G,G,R,W,R,R,W,R,R,O,R,W,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,G
-8.195115,3.6061397,0,state,beginner,30,62,62,O,G,B,O,W,W,G,O,R,O,W,B,G,G,Y,G,G,Y,O,W,W,R,R,R,W,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,G,B,B,R,B,B,B,Y,W,W
-7.417826,4.1068444,0,state,beginner,29,63,63,B,W,R,G,W,O,O,O,G,G,G,W,G,G,Y,G,G,Y,B,W,W,W,R,R,O,R,R,O,O,W,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,G,B,B,R,B,B,B,O,R,W
-4.859588,4.160167,0,state,beginner,24,64,64,B,W,R,G,W,B,O,O,W,G,G,R,G,G,O,G,G,G,W,R,R,W,R,R,B,W,O,O,O,W,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,G
-1.0673968,-1.7323331999999998,0,state,beginner,17,65,65,B,W,R,G,W,B,B,W,O,R,O,G,G,G,G,G,G,G,W,R,R,W,R,R,W,R,R,O,O,W,O,O,W,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,G
-1.6079085,-0.9243829,0,state,beginner,16,66,66,B,G,B,W,W,W,O,B,R,W,W,W,G,G,G,G,G,G,O,R,R,R,R,R,G,R,R,O,O,R,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
-5.88853,3.734956,0,state,beginner,22,67,67,B,G,B,W,W,W,O,O,G,G,G,W,G,G,W,G,G,W,O,R,R,R,R,R,O,B,R,O,O,R,O,O,O,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
-6.7784724,3.081113,0,state,beginner,22,68,68,B,G,W,W,W,W,O,O,W,G,G,G,G,G,Y,G,G,Y,O,R,O,B,R,R,R,R,R,O,O,R,O,O,O,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,W,W,G
-7.346241,1.4673918,0,state,beginner,27,69,69,O,W,B,O,W,G,W,W,W,R,B,O,G,G,Y,G,G,Y,W,R,O,W,R,R,G,R,R,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,Y,O,R
-4.9417577,1.9635068,0,state,beginner,23,70,70,O,W,B,O,W,W,W,W,R,R,B,B,G,G,G,G,G,W,O,R,R,R,R,R,W,W,G,O,O,G,O,O,G,Y,Y,G,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,O,W
-4.7167277,3.678504,0,state,beginner,19,71,71,B,W,R,W,W,W,O,O,W,G,G,G,G,G,G,G,G,W,B,R,R,B,R,R,R,W,G,O,O,W,O,O,O,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,W
-1.6717036,0.6264913000000001,0,checkpoint,beginner,13,72,72,B,W,R,W,W,W,R,W,G,G,G,W,G,G,G,G,G,G,B,R,R,B,R,R,O,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,W
1.5412468,1.885889,0,state,beginner,22,73,73,B,W,R,B,W,W,O,W,G,B,G,W,W,G,G,R,G,G,B,R,R,B,R,R,O,R,R,O,O,O,O,O,O,W,O,W,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,W
0.57455474,1.4059403,0,state,beginner,24,74,74,O,B,B,W,W,W,G,W,R,O,B,B,W,G,G,R,G,G,Y,R,R,R,R,R,W,R,R,O,O,B,O,O,G,W,O,W,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,W,O,O
-0.31252035,0.997686,0,state,beginner,19,75,75,O,B,B,W,W,W,R,W,R,G,B,B,G,G,G,G,G,G,Y,R,R,R,R,R,W,R,R,B,G,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,W,Y,Y,O,B,B,W,B,B,G,O,O
-0.47614738,0.4903778,0,state,beginner,22,76,76,R,W,O,W,W,B,R,W,B,W,R,Y,G,G,G,G,G,G,G,R,R,O,R,R,O,R,R,B,G,G,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,W,Y,Y,O,B,B,W,B,B,W,O,W
1.0476861,1.1672927,0,state,beginner,25,77,77,O,W,O,W,W,B,W,W,B,R,R,Y,W,G,G,R,G,G,G,R,R,O,R,R,O,R,R,O,O,B,O,O,G,B,B,G,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,W,O,W
1.6226901000000002,1.6868266,0,state,beginner,23,78,78,B,W,W,B,W,W,O,W,O,W,O,W,W,G,G,R,G,G,G,R,R,G,R,R,B,R,R,O,O,O,O,O,O,B,B,G,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,R
-2.8875515,-1.6914078,0,state,beginner,14,79,79,W,W,W,W,W,W,R,W,O,W,O,W,G,G,G,G,G,G,G,R,R,G,R,R,B,R,R,O,O,G,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,R
-2.564837,1.0018995000000002,0,state,beginner,7,80,80,R,W,W,W,W,W,O,W,W,B,G,G,G,G,G,G,G,G,O,R,R,R,R,R,R,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,G
0.022391941,-0.7565515,0,state,beginner,16,81,81,B,W,W,G,W,W,G,W,W,Y,G,G,Y,G,G,Y,G,G,O,R,R,R,R,R,R,R,R,W,O,W,O,O,O,O,O,O,B,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,O,B,G
-0.04476642,-0.35416505,0,state,beginner,23,82,82,G,G,B,W,W,W,W,W,W,R,R,O,Y,G,G,Y,G,G,O,R,R,B,R,R,G,R,R,W,O,Y,O,O,G,O,O,G,B,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,O,O,W
-9.134176,-1.496703,0,state,beginner,31,83,83,G,G,O,W,W,G,W,W,G,R,R,Y,Y,G,Y,Y,G,Y,G,B,O,R,R,R,R,R,R,W,O,Y,O,O,G,O,O,G,B,Y,B,B,Y,B,B,Y,W,R,B,B,W,B,W,O,O,W
-8.490205,-2.2366862000000003,0,state,beginner,27,84,84,O,G,G,G,W,W,G,W,W,Y,G,G,Y,G,Y,Y,G,Y,Y,B,O,R,R,R,R,R,R,W,O,W,O,O,O,O,O,O,B,Y,B,B,Y,B,B,Y,W,R,B,B,W,B,W,G,R,R
-7.7482123,-1.7758702000000002,0,state,beginner,18,85,85,R,G,G,W,W,W,G,W,W,O,G,G,G,G,Y,G,G,Y,Y,B,O,R,R,R,R,R,R,O,O,W,O,O,O,O,O,W,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,B,R,R
-8.388239,-0.7604,0,state,beginner,21,86,86,G,W,R,W,W,G,W,W,G,R,R,Y,G,G,Y,G,G,Y,B,B,O,R,R,R,R,R,R,O,O,O,O,O,G,O,O,G,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,W,O,W
-1.5618869,-0.11903631,0,state,beginner,13,87,87,G,W,B,W,W,W,W,W,W,R,R,R,G,G,G,G,G,G,O,R,R,B,R,R,B,R,R,O,O,O,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-3.0310469,-1.8718475,0,state,beginner,13,88,88,W,W,W,W,W,W,B,W,G,W,O,W,G,G,G,G,G,G,G,R,R,G,R,R,O,R,R,O,O,B,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,R
-4.9332237,-6.3670415999999985,0,state,beginner,21,89,89,W,W,B,W,W,B,B,W,R,W,O,W,G,G,W,G,G,G,R,R,R,R,R,R,G,G,O,O,O,B,O,O,B,O,O,O,Y,Y,W,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,R,R,Y
-6.839997,-7.0592303,0,state,beginner,31,90,90,W,W,B,W,W,B,B,W,R,W,O,W,G,G,W,O,R,R,R,R,B,R,R,B,G,G,Y,G,O,B,G,O,B,G,O,O,W,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,R,R,Y
-7.1028604999999985,-5.2129884,0,state,beginner,26,91,91,W,W,W,W,W,W,B,W,R,W,O,G,G,G,Y,O,R,Y,G,R,R,G,R,R,Y,B,B,G,O,B,G,O,B,G,O,O,W,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,R,R,R
-5.3312230000000005,-4.7049379999999985,0,state,beginner,22,92,92,W,W,W,W,W,W,B,W,R,W,O,G,G,G,Y,G,G,G,G,R,Y,G,R,R,Y,B,O,B,O,B,O,O,B,O,O,O,Y,Y,W,Y,Y,G,Y,Y,O,R,R,B,B,B,B,R,R,R
-5.4141793,-7.277290299999999,0,state,beginner,27,93,93,W,W,B,W,W,B,B,W,R,W,O,W,G,G,W,G,G,R,Y,R,O,R,R,B,G,G,Y,B,O,B,O,O,B,O,O,O,Y,Y,G,Y,Y,Y,Y,Y,G,R,R,W,B,B,G,R,R,O
