x,y,line,cp,algo,difference,oldage,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
16.208769, -24.475002, 0,start, 0, 40, 0, 0,G,Y,R,G,W,G,Y,G,R,B,W,B,O,G,W,G,B,R,W,R,W,O,R,R,W,B,B,B,B,R,G,O,Y,O,Y,O,Y,R,Y,R,Y,W,W,W,O,O,O,G,O,B,Y,Y,B,G
15.981473, -24.342278, 0,state, 0, 41, 1, 1,G,Y,R,G,W,G,W,B,B,B,W,R,W,G,B,B,O,G,W,R,W,O,R,R,Y,R,Y,B,B,R,G,O,Y,Y,G,R,O,Y,O,R,Y,W,W,W,O,O,O,G,O,B,Y,Y,B,G
15.79871, -24.238604, 0,state, 0, 41, 2, 2,G,Y,R,G,W,G,W,B,B,B,W,R,W,G,B,Y,R,W,W,R,O,O,R,O,Y,R,G,B,B,R,O,O,Y,G,G,R,O,W,O,Y,Y,W,O,R,W,Y,G,B,O,B,Y,Y,B,G
5.523793, -17.173965, 0,state, 0, 37, 3, 3,B,B,W,G,W,G,R,Y,G,G,B,Y,W,G,B,Y,R,W,R,R,O,Y,R,O,R,R,G,B,B,Y,O,O,O,G,G,W,O,W,O,Y,Y,W,O,R,W,Y,G,B,O,B,Y,R,W,B
5.5660686, -16.961958, 0,state, 0, 37, 4, 4,B,B,W,G,W,G,O,W,O,W,R,Y,B,G,W,Y,B,G,R,R,O,Y,R,O,G,G,W,B,B,Y,O,O,O,R,R,G,G,Y,R,Y,Y,W,O,R,W,Y,G,B,O,B,Y,R,W,B
5.665106, -16.805298, 0,state, 0, 39, 5, 5,B,B,W,G,W,G,O,W,O,W,R,Y,B,G,W,W,O,O,R,R,Y,Y,R,G,G,G,B,Y,B,Y,B,O,O,G,R,G,R,W,W,Y,Y,R,G,Y,O,R,O,B,O,B,Y,R,W,B
-20.91307, -1.754105, 0,state, 0, 40, 6, 6,O,G,B,W,W,B,O,G,W,G,Y,R,B,G,W,W,O,O,R,R,Y,W,R,G,B,G,B,Y,B,W,B,O,R,G,R,Y,R,W,W,Y,Y,R,G,Y,O,R,O,B,O,B,Y,G,O,Y
-20.556652, -2.2728617, 0,state, 0, 41, 7, 7,O,G,B,W,W,B,G,R,Y,W,B,G,O,G,Y,O,W,R,R,R,Y,W,R,G,O,G,W,Y,B,W,B,O,R,W,W,R,B,G,B,Y,Y,R,G,Y,O,R,O,B,O,B,Y,G,O,Y
-20.337702, -2.5620039, 0,state, 0, 39, 8, 8,O,G,G,W,W,Y,G,R,R,W,B,B,O,G,R,O,W,O,O,W,R,G,R,R,W,G,Y,Y,B,W,B,O,R,W,W,R,B,G,B,Y,Y,Y,G,Y,Y,R,O,B,O,B,B,G,O,Y
-19.981182, -2.3540158, 0,state, 0, 38, 9, 9,G,W,O,R,W,G,R,Y,G,W,G,O,O,G,R,O,W,O,G,W,R,O,R,R,Y,G,Y,Y,B,W,B,O,B,W,W,B,B,G,B,Y,Y,Y,G,Y,Y,R,O,B,O,B,B,R,R,W
-20.383339, -1.9631076, 0,state, 0, 38, 10, 10,G,W,B,R,W,B,R,Y,W,W,G,O,O,G,G,O,W,G,R,R,Y,W,R,G,G,O,Y,Y,B,W,B,O,B,W,W,B,B,G,O,Y,Y,R,G,Y,O,R,O,B,O,B,Y,R,R,Y
-20.456493, -1.2606976, 0,state, 0, 37, 11, 11,G,W,B,R,W,B,O,G,B,G,W,O,G,G,O,O,G,W,R,R,Y,W,R,G,W,W,B,Y,B,W,B,O,B,G,O,Y,W,Y,R,Y,Y,R,G,Y,O,R,O,B,O,B,Y,R,R,Y
-20.2721, -0.56026816, 0,state, 0, 35, 12, 12,G,W,B,R,W,B,O,G,B,G,W,O,G,G,O,B,G,Y,R,R,R,W,R,O,W,W,B,O,B,W,G,O,B,W,O,Y,R,R,O,Y,Y,Y,W,Y,G,G,B,Y,O,B,Y,R,R,Y
63.654026, 8.902338, 0,state, 0, 35, 13, 13,G,W,Y,R,W,Y,O,G,Y,G,W,B,G,G,B,B,G,B,R,O,B,R,R,W,R,W,W,O,B,W,G,O,B,W,O,Y,R,R,O,Y,Y,O,W,Y,Y,G,B,O,O,B,Y,R,R,G
17.889454, -24.36703, 0,state, 0, 36, 14, 14,O,R,G,G,W,W,Y,Y,Y,R,R,R,G,G,B,B,G,B,R,O,B,R,R,W,G,W,W,O,B,G,G,O,W,W,O,B,R,R,O,Y,Y,O,W,Y,Y,G,B,O,O,B,Y,Y,B,W
-20.079857, -0.047744613, 0,state, 0, 37, 15, 15,O,R,R,G,W,B,Y,Y,B,R,R,O,G,G,O,B,G,Y,G,R,R,W,R,O,W,W,B,O,B,G,G,O,W,W,O,B,R,R,O,Y,Y,Y,W,Y,W,G,B,G,O,B,W,Y,B,Y
-7.0299177, 7.287965, 0,state, 0, 36, 16, 16,O,R,R,G,W,B,O,R,R,Y,G,B,O,G,G,O,R,R,G,R,R,W,R,O,W,O,B,O,B,G,G,O,W,W,W,B,B,Y,Y,Y,Y,Y,W,Y,W,G,B,G,O,B,W,Y,B,Y
-6.8945084, 7.1150246, 0,state, 0, 35, 17, 17,O,R,R,G,W,B,O,R,R,Y,G,B,O,G,G,O,G,W,G,R,R,W,R,R,W,O,O,G,B,G,B,O,W,G,W,B,W,Y,B,Y,Y,Y,W,Y,Y,R,O,B,O,B,W,Y,B,Y
-6.251013, 6.2466307, 0,state, 0, 38, 18, 18,Y,Y,W,G,W,B,O,R,R,Y,G,B,O,G,G,O,G,W,G,B,G,W,R,R,W,O,O,G,R,R,B,O,W,G,W,B,W,Y,B,Y,Y,Y,R,R,O,Y,B,Y,W,B,O,B,O,R
-5.895236, 5.8443546, 0,state, 0, 39, 19, 19,W,B,R,Y,W,R,Y,G,O,R,W,B,O,G,G,O,G,W,B,B,G,G,R,R,Y,O,O,G,R,R,B,O,O,G,W,B,W,Y,B,Y,Y,Y,R,R,O,Y,B,Y,W,B,O,G,W,W
-5.714957, 6.2079544, 0,state, 0, 37, 20, 20,W,B,R,Y,W,R,R,G,O,Y,W,B,W,G,G,G,G,W,B,B,G,G,R,R,Y,O,O,B,W,G,O,O,B,R,R,G,W,Y,B,Y,Y,Y,Y,R,O,R,B,Y,O,B,O,O,W,W
-6.047032, 6.656163, 0,state, 0, 35, 21, 21,R,Y,W,G,W,B,O,R,R,Y,G,B,W,G,G,G,G,W,O,B,G,W,R,R,W,O,O,B,W,Y,O,O,W,R,R,B,W,Y,B,Y,Y,Y,Y,R,O,R,B,Y,O,B,O,G,B,G
-6.303585, 7.2439733, 0,checkpoint, 0, 35, 22, 22,O,R,Y,G,W,B,O,R,R,Y,G,B,W,G,G,G,G,W,B,W,Y,W,R,R,W,O,O,O,B,G,O,O,W,R,R,B,W,Y,B,Y,Y,Y,W,Y,R,G,B,G,O,B,O,Y,B,R
-6.4714227, 7.8200088, 0,state, 0, 36, 23, 23,O,R,G,G,W,O,O,R,R,Y,G,Y,W,G,B,G,G,R,Y,R,O,W,R,O,B,W,W,O,B,G,O,O,W,R,R,B,W,Y,B,Y,Y,G,W,Y,W,G,B,B,O,B,Y,Y,B,R
-6.127377, 8.226685, 0,state, 0, 36, 24, 24,O,G,O,R,W,R,R,O,G,B,W,Y,W,G,B,G,G,R,Y,R,O,B,R,O,R,W,W,O,B,Y,O,O,G,R,R,Y,W,Y,B,Y,Y,G,W,Y,W,G,B,B,O,B,Y,B,W,G
-5.284008, 7.7555304, 0,state, 0, 35, 25, 25,O,G,Y,R,W,B,R,O,R,B,W,B,W,G,G,G,G,W,R,B,Y,W,R,R,W,O,O,O,B,Y,O,O,G,R,R,Y,W,Y,B,Y,Y,Y,W,Y,G,G,B,O,O,B,R,B,W,G
-5.136258, 7.5794153, 0,state, 0, 37, 26, 26,R,R,O,O,W,G,R,B,Y,W,W,R,W,G,G,G,G,W,B,B,Y,W,R,R,G,O,O,O,B,B,O,O,W,R,R,B,W,Y,B,Y,Y,Y,W,Y,G,G,B,O,O,B,R,Y,G,Y
-18.643831, 8.469297, 0,state, 0, 38, 27, 27,R,R,O,O,W,G,G,O,O,R,G,W,W,G,G,W,W,G,B,B,Y,W,R,R,B,Y,W,O,B,B,O,O,W,R,B,Y,B,R,R,Y,Y,Y,W,Y,G,G,B,O,O,B,R,Y,G,Y
-18.859522, 8.526204, 0,state, 0, 36, 28, 28,R,R,O,W,W,G,W,O,O,B,G,W,Y,G,G,W,W,G,B,B,Y,W,R,R,B,Y,W,B,W,Y,B,O,B,O,O,R,G,R,R,O,Y,Y,Y,Y,G,R,B,O,O,B,R,G,G,Y
-26.050314, 5.8518147, 0,state, 0, 33, 29, 29,O,O,W,G,W,W,O,R,R,Y,G,G,Y,G,G,W,W,G,R,B,Y,B,R,R,Y,Y,W,B,W,B,B,O,W,O,O,B,G,R,R,O,Y,Y,Y,Y,G,R,B,O,O,B,R,W,G,B
-26.440828, 5.8665795, 0,state, 0, 30, 30, 30,R,O,W,O,W,W,W,R,R,O,G,G,G,G,G,O,W,G,R,B,Y,B,R,R,Y,Y,W,O,B,B,O,O,W,B,W,B,Y,R,R,Y,Y,Y,W,Y,G,G,B,O,O,B,R,Y,G,B
-4.197594, 8.042417, 0,state, 0, 27, 31, 31,R,O,W,O,W,W,B,W,B,O,G,O,W,G,G,G,G,G,R,B,Y,B,R,R,W,R,R,O,B,B,O,O,W,R,R,Y,W,Y,Y,Y,Y,Y,W,Y,G,G,B,O,O,B,R,Y,G,B
-4.396681, 8.319097, 0,state, 0, 29, 32, 32,W,W,B,O,W,W,R,O,B,B,W,Y,W,G,G,G,G,G,O,B,Y,G,R,R,O,R,R,O,B,B,O,O,G,R,R,Y,W,Y,Y,Y,Y,Y,W,Y,G,G,B,O,O,B,R,R,B,W
32.522198, 34.334084, 0,state, 0, 33, 33, 33,O,B,Y,O,W,W,R,O,B,B,W,Y,W,G,G,G,G,G,G,Y,W,G,R,R,O,R,R,W,W,B,O,O,G,R,R,Y,W,Y,Y,Y,Y,Y,B,B,O,R,O,G,B,B,B,W,R,O
32.815323, 34.074715, 0,state, 0, 31, 34, 34,Y,W,B,B,W,O,O,O,R,B,G,Y,W,G,G,G,G,G,Y,Y,W,W,R,R,B,R,R,W,W,O,O,O,R,R,R,W,W,Y,Y,Y,Y,Y,B,B,O,R,O,G,B,B,B,G,G,O
-4.779929, 9.991178, 0,state, 0, 28, 35, 35,W,W,O,B,W,O,O,O,R,B,G,Y,W,G,G,G,G,G,Y,W,B,W,R,R,B,R,R,O,B,B,O,O,R,R,R,W,W,Y,Y,Y,Y,Y,W,Y,Y,G,B,O,O,B,G,R,B,G
-4.8168983, 10.6503, 0,state, 0, 29, 36, 36,O,O,R,W,W,O,W,B,O,B,R,W,W,G,G,G,G,G,Y,W,B,G,R,R,B,R,R,O,B,G,O,O,B,R,R,R,W,Y,Y,Y,Y,Y,W,Y,Y,G,B,O,O,B,G,Y,W,B
29.481665, 10.831746, 0,state, 0, 35, 37, 37,O,O,O,W,W,G,W,B,B,B,R,R,W,G,O,G,G,O,B,R,R,W,R,R,Y,G,B,O,B,G,O,O,B,R,R,R,W,Y,W,Y,Y,G,W,Y,G,G,B,Y,O,B,Y,Y,W,Y
30.123835, 9.53655, 0,state, 0, 31, 38, 38,O,G,B,O,W,B,O,W,W,G,B,R,W,G,O,G,G,O,R,R,R,R,R,R,B,G,B,O,B,Y,O,O,W,R,R,Y,W,Y,W,Y,Y,G,W,Y,G,G,B,Y,O,B,Y,B,W,Y
-6.2625732, 15.496375, 0,state, 0, 25, 39, 39,O,G,R,O,W,O,O,W,O,G,B,W,W,G,G,G,G,G,B,R,R,G,R,R,B,R,R,O,B,Y,O,O,W,R,R,Y,W,Y,Y,Y,Y,Y,W,Y,Y,G,B,B,O,B,B,B,W,W
-5.7859836, 14.9646435, 0,state, 0, 26, 40, 40,O,O,O,W,W,G,O,O,R,B,G,B,W,G,G,G,G,G,B,R,R,W,R,R,W,R,R,O,B,G,O,O,B,R,R,W,W,Y,Y,Y,Y,Y,W,Y,Y,G,B,B,O,B,B,Y,W,Y
37.664715, 25.43078, 0,state, 0, 31, 41, 41,O,B,G,W,W,G,O,O,R,B,G,B,W,G,G,G,G,G,O,O,O,W,R,R,W,R,R,Y,Y,W,O,O,B,R,R,W,W,Y,Y,Y,Y,Y,R,R,B,B,B,Y,B,B,W,G,O,Y
37.20808, 26.786362, 0,state, 0, 31, 42, 42,G,G,R,B,W,O,O,W,O,W,B,W,W,G,G,G,G,G,B,O,O,G,R,R,B,R,R,Y,Y,Y,O,O,O,R,R,G,W,Y,Y,Y,Y,Y,R,R,B,B,B,Y,B,B,W,O,W,W
-4.6479034, 17.270147, 0,state, 0, 26, 43, 43,B,O,O,B,W,O,O,W,O,W,B,W,W,G,G,G,G,G,B,R,R,G,R,R,B,R,R,G,G,R,O,O,O,R,R,G,W,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,W,B,B,W,W,Y
-8.02558, 19.961355, 0,state, 0, 24, 44, 44,O,O,O,O,W,W,B,B,O,R,O,G,W,G,G,G,G,G,W,R,R,B,R,R,W,R,R,G,G,Y,O,O,W,R,R,W,W,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,W,B,B,B,G,B
-24.235102, 31.82562, 0,state, 0, 27, 45, 45,O,O,O,W,W,W,B,B,O,O,O,G,O,G,G,B,G,G,W,R,R,B,R,R,W,R,R,R,O,G,R,O,G,W,W,Y,R,Y,Y,W,Y,Y,G,Y,Y,W,B,B,Y,B,B,Y,G,B
-25.342358, 24.723932, 0,state, 0, 27, 46, 46,B,W,O,B,W,O,O,W,O,W,B,W,O,G,G,B,G,G,Y,R,R,G,R,R,B,R,R,R,O,O,R,O,O,W,W,G,R,Y,Y,W,Y,Y,G,Y,Y,W,B,B,Y,B,B,Y,G,G
2.3810956, 28.29543, 0,state, 0, 21, 47, 47,W,W,O,O,W,O,B,W,O,R,B,W,W,G,G,G,G,G,Y,R,R,G,R,R,B,R,R,O,O,G,O,O,W,R,R,W,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,G,G
-0.76699483, 30.603867, 0,state, 0, 17, 48, 48,O,O,O,W,W,W,W,O,B,G,W,W,W,G,G,G,G,G,W,R,R,B,R,R,R,R,R,O,O,G,O,O,G,R,R,O,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,B
-34.260803, -7.419801, 0,state, 0, 23, 49, 49,O,O,O,W,W,W,R,R,R,W,G,G,W,G,G,G,W,G,W,R,R,B,R,R,Y,Y,W,O,O,G,O,O,G,W,O,B,O,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,B
-44.61493, -13.012262, 0,state, 0, 29, 50, 50,B,O,O,B,W,W,Y,R,R,O,G,G,W,G,G,R,W,G,W,R,R,B,R,R,Y,Y,W,W,O,O,O,O,O,B,G,G,W,R,R,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,G,B
-22.849405, 24.702745, 0,state, 0, 25, 51, 51,B,O,O,B,W,W,B,G,G,R,W,O,W,G,G,G,G,G,W,R,R,B,R,R,Y,R,R,W,O,O,O,O,O,R,R,W,W,Y,Y,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,G,B
-5.2813044, 28.769121, 0,state, 0, 19, 52, 52,R,O,O,W,W,W,G,G,G,W,W,O,W,G,G,G,G,G,W,R,R,B,R,R,Y,R,R,O,O,W,O,O,R,W,O,R,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,G,B
-9.450053, 31.529566, 0,state, 0, 20, 53, 53,G,W,R,G,W,O,G,W,O,Y,B,W,W,G,G,G,G,G,B,R,R,G,R,R,B,R,R,O,O,W,O,O,W,W,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
-41.690712, 12.435938, 0,state, 0, 25, 54, 54,G,W,R,G,W,O,W,O,O,G,W,Y,G,G,B,G,G,W,B,R,R,G,R,R,G,W,O,O,O,W,O,O,W,Y,Y,O,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
-45.158413, 8.622713, 0,state, 0, 23, 55, 55,W,G,G,O,W,W,O,O,R,G,G,B,G,G,B,G,G,W,R,R,R,R,R,R,W,W,O,O,O,G,O,O,W,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,W
-56.585545, -16.27569, 0,state, 0, 27, 56, 56,W,G,B,O,W,B,O,O,W,G,G,B,G,G,Y,G,G,Y,W,R,R,W,R,R,O,R,R,O,O,G,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,O,W,R
-60.377373, -6.743137, 0,state, 0, 28, 57, 57,O,O,W,O,W,G,W,B,B,O,W,W,G,G,Y,G,G,Y,O,R,R,W,R,R,R,R,R,O,O,G,O,O,G,Y,Y,B,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,Y,W,G
-49.157166, 21.140238, 0,state, 0, 23, 58, 58,O,O,G,O,W,W,W,B,G,O,W,W,G,G,G,G,G,B,R,R,R,R,R,R,O,W,R,O,O,G,O,O,G,Y,Y,B,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
-48.487823, 10.474581, 0,state, 0, 23, 59, 59,G,W,G,O,W,B,O,O,W,G,G,B,G,G,G,G,G,B,W,R,R,W,R,R,O,W,R,O,O,W,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,O
-11.337106, 44.467003, 0,state, 0, 17, 60, 60,G,W,G,O,W,B,O,W,R,B,G,B,G,G,G,G,G,G,W,R,R,W,R,R,W,R,R,O,O,W,O,O,W,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,O
1.1606585, 39.065525, 0,state, 0, 16, 61, 61,O,O,G,W,W,W,R,B,G,W,W,W,G,G,G,G,G,G,R,R,R,R,R,R,O,R,R,O,O,B,O,O,G,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
-46.199898, -3.8030882, 0,state, 0, 22, 62, 62,O,O,G,W,W,W,O,O,B,G,G,W,G,G,W,G,G,W,R,R,R,R,R,R,R,B,G,O,O,B,O,O,G,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
-51.7691, -18.673244, 0,state, 0, 23, 63, 63,O,O,W,W,W,W,O,O,W,G,G,O,G,G,Y,G,G,Y,R,R,R,B,R,R,G,R,R,O,O,B,O,O,G,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,W,W,B
-64.41866, -8.051332, 0,state, 0, 24, 64, 64,O,W,O,O,W,O,W,W,W,G,B,R,G,G,Y,G,G,Y,W,R,R,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,O,R,R,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,Y,G,B
-52.5104, 26.240356, 0,state, 0, 21, 65, 65,O,W,G,O,W,W,W,W,B,G,B,O,G,G,O,G,G,W,R,R,R,R,R,R,W,W,B,O,O,G,O,O,G,Y,Y,O,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,W
-50.805035, 3.6101673, 0,state, 0, 23, 66, 66,G,W,B,W,W,W,O,O,W,G,G,O,G,G,O,G,G,W,O,R,R,B,R,R,G,W,B,O,O,W,O,O,G,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
4.488003, 52.388794, 0,checkpoint, 0, 15, 67, 67,G,W,B,W,W,W,G,W,B,O,O,W,G,G,G,G,G,G,O,R,R,B,R,R,R,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,W
-3.945873, 48.65359, 0,state, 0, 12, 68, 68,G,W,G,W,W,W,B,W,B,R,B,O,G,G,G,G,G,G,R,R,R,R,R,R,W,R,R,O,O,O,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,W
52.77892, -2.7914627, 0,state, 0, 19, 69, 69,G,W,O,W,W,G,B,W,G,R,B,Y,G,G,Y,G,G,Y,W,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,W,Y,Y,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,W,G,B
46.522594, -35.57333, 0,state, 0, 24, 70, 70,B,W,G,W,W,W,G,G,O,R,R,W,G,G,Y,G,G,Y,W,R,R,G,R,R,B,R,R,O,O,R,O,O,B,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,W,B,B,G,B,B,W,W,O,O
38.91393, -19.103666, 0,state, 0, 19, 71, 71,B,W,G,W,W,W,G,G,O,R,R,G,G,G,W,G,G,O,R,R,R,R,R,R,W,G,B,O,O,R,O,O,B,O,O,Y,Y,Y,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
28.659883, -30.212038, 0,state, 0, 21, 72, 72,G,W,B,G,W,W,O,W,G,W,R,R,G,G,W,G,G,O,W,R,R,O,R,R,W,G,B,O,O,R,O,O,R,O,O,G,Y,Y,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,R
40.00203, -47.376972, 0,state, 0, 24, 73, 73,G,W,R,G,W,W,O,W,O,W,R,W,G,G,Y,G,G,Y,W,O,W,G,R,R,B,R,R,O,O,R,O,O,R,O,O,G,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,Y,B,G
50.912464, -5.434733, 0,state, 0, 22, 74, 74,O,W,O,W,W,G,R,W,G,G,B,Y,G,G,Y,G,G,Y,G,O,W,R,R,R,R,R,R,O,O,B,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,W,R,W
-2.0256076, 42.330784, 0,state, 0, 14, 75, 75,O,W,B,W,W,W,R,W,W,G,B,O,G,G,G,G,G,G,W,R,R,O,R,R,G,R,R,O,O,B,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,R
0.9626655, 52.35713, 0,state, 0, 13, 76, 76,W,W,R,W,W,W,B,W,O,R,R,W,G,G,G,G,G,G,W,R,R,G,R,R,B,R,R,O,O,G,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,G
30.20021, 40.380947, 0,state, 0, 21, 77, 77,W,R,R,W,W,W,B,W,O,R,R,W,G,G,G,G,G,G,Y,Y,Y,G,R,R,B,R,R,W,W,R,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,G,O,O,O,B,B,B,B,B,G,B,B
33.007385, 49.326275, 0,state, 0, 23, 78, 78,B,W,W,W,W,R,O,W,R,B,G,Y,G,G,G,G,G,G,G,Y,Y,B,R,R,B,R,R,W,W,R,O,O,R,O,O,W,Y,Y,Y,Y,Y,Y,G,O,O,O,B,B,B,B,B,W,O,R
39.706978, 49.008904, 0,state, 0, 19, 79, 79,W,W,R,W,W,R,O,W,R,B,G,Y,G,G,G,G,G,G,B,W,W,B,R,R,B,R,R,O,O,G,O,O,R,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,G,B,B,R,B,B,O,O,B,W
37.99517, 42.84904, 0,state, 0, 21, 80, 80,O,W,W,W,W,W,R,R,R,B,B,B,G,G,G,G,G,G,O,W,W,B,R,R,W,R,R,O,O,B,O,O,G,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,G,B,B,R,B,B,O,W,R,G
30.63457, 54.194168, 0,state, 0, 24, 81, 81,O,W,W,W,W,W,R,R,R,B,B,B,G,G,G,G,G,G,G,Y,Y,B,R,R,W,R,R,O,W,W,O,O,G,O,O,Y,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,R,B,B,G,O,R
32.06115, 39.819386, 0,state, 0, 20, 82, 82,R,R,R,W,W,W,W,W,O,R,O,G,G,G,G,G,G,G,Y,Y,Y,G,R,R,W,R,R,O,W,W,O,O,B,O,O,G,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,R,B,B,B,B,B
3.3048677, 41.4976, 0,state, 0, 11, 83, 83,O,W,W,W,W,W,W,W,O,R,O,G,G,G,G,G,G,G,R,R,R,G,R,R,W,R,R,O,O,B,O,O,B,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,B
-0.29002294, 53.872387, 0,state, 0, 9, 84, 84,W,W,O,W,W,W,O,W,W,W,G,R,G,G,G,G,G,G,W,R,R,R,R,R,B,R,R,O,O,R,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,B
41.381737, 21.064825, 0,state, 0, 18, 85, 85,O,O,R,W,W,W,O,W,W,W,G,R,G,G,G,G,G,G,W,W,O,R,R,R,B,R,R,Y,Y,Y,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,R,W,B,B,B,B,B,B,B,B,G
39.289547, 33.983368, 0,state, 0, 23, 86, 86,O,W,O,W,W,O,W,W,R,B,R,W,G,G,G,G,G,G,B,W,O,B,R,R,G,R,R,Y,Y,W,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,R,R,W,B,B,B,B,B,B,G,O,Y
-60.422466, -30.427094, 0,state, 0, 31, 87, 87,O,W,O,W,W,O,O,O,R,G,G,B,G,G,R,G,G,W,B,W,O,B,R,R,W,W,R,Y,Y,W,O,O,G,Y,Y,Y,R,R,G,Y,Y,Y,R,R,W,B,B,B,B,B,B,G,O,Y
-56.212288, -42.375217, 0,state, 0, 29, 88, 88,O,O,R,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,W,B,W,O,G,R,R,G,W,R,Y,Y,Y,O,O,O,Y,Y,G,R,R,G,Y,Y,Y,R,R,W,B,B,B,B,B,B,B,B,W
-37.196136, 12.948594, 0,state, 0, 21, 89, 89,B,W,O,W,W,O,O,W,O,W,G,Y,G,G,R,G,G,W,W,R,R,G,R,R,G,W,R,O,O,R,O,O,O,Y,Y,G,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,B
-54.73847, 4.8591013, 0,state, 0, 23, 90, 90,O,W,B,W,W,W,O,O,O,G,G,W,G,G,R,G,G,W,W,R,R,B,R,R,B,W,R,O,O,W,O,O,G,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
7.796364, 47.106716, 0,state, 0, 15, 91, 91,O,W,B,W,W,W,B,W,R,W,R,W,G,G,G,G,G,G,W,R,R,B,R,R,G,R,R,O,O,W,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
-2.4646978, 47.985973, 0,state, 0, 12, 92, 92,B,W,R,W,W,W,O,W,B,W,G,O,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,R,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,G
41.950382, 21.348022, 0,state, 0, 19, 93, 93,O,O,R,W,W,W,O,W,B,W,G,O,G,G,G,G,G,G,B,W,R,R,R,R,W,R,R,Y,Y,Y,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,R,W,B,B,G,B,B,B,B,B,W
