x,y,line,cp,algo,difference,oldage,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
56.72527, 31.1514, 0,state, 0, 40, 10, 10,G,R,B,B,W,B,R,O,O,Y,Y,Y,O,G,G,W,B,R,R,G,B,R,R,O,G,W,W,W,Y,O,B,O,W,G,W,G,R,O,B,Y,Y,G,O,Y,Y,B,R,O,G,B,R,W,W,Y
58.378307, 33.743526, 0,state, 0, 38, 11, 11,G,R,Y,B,W,G,R,O,R,Y,Y,B,O,G,G,W,B,Y,G,R,R,W,R,G,W,O,B,W,Y,O,B,O,W,G,W,G,R,O,O,Y,Y,R,O,Y,Y,B,R,B,G,B,B,W,W,O
55.59616, 35.82482, 0,state, 0, 33, 12, 12,G,R,Y,B,W,G,G,W,G,W,O,Y,B,G,Y,Y,G,B,G,R,R,W,R,G,R,O,R,W,Y,O,B,O,W,O,O,R,B,O,W,Y,Y,R,O,Y,Y,B,R,B,G,B,B,W,W,O
53.18619, 37.79012, 0,state, 0, 36, 13, 13,G,R,Y,B,W,Y,G,W,B,W,O,W,B,G,R,Y,G,Y,R,W,G,O,R,R,R,G,R,W,Y,O,B,O,W,O,O,R,B,O,B,Y,Y,B,O,Y,O,B,R,Y,G,B,G,W,W,G
55.158394, 39.959213, 0,state, 0, 38, 14, 14,G,B,G,W,W,R,B,Y,Y,R,O,R,B,G,R,Y,G,Y,W,W,G,W,R,R,G,G,R,W,Y,W,B,O,O,O,O,W,B,O,B,Y,Y,B,O,Y,O,B,R,Y,G,B,G,R,W,O
57.293148, 38.221035, 0,state, 0, 34, 15, 15,G,B,Y,W,W,G,B,Y,O,R,O,G,B,G,R,Y,G,Y,G,R,R,W,R,G,W,W,G,W,Y,W,B,O,O,O,O,W,B,O,R,Y,Y,R,O,Y,Y,B,R,B,G,B,B,R,W,O
60.557625, 36.874218, 0,state, 0, 35, 16, 16,G,B,Y,W,W,G,R,O,B,Y,G,Y,R,G,B,G,O,R,G,R,R,W,R,G,O,O,W,W,Y,W,B,O,O,W,W,G,O,Y,B,Y,Y,R,O,Y,Y,B,R,B,G,B,B,R,W,O
62.131565, 39.72561, 0,state, 0, 35, 17, 17,G,B,Y,W,W,G,R,O,B,Y,G,Y,R,G,B,W,G,R,G,R,B,W,R,R,O,O,B,G,Y,W,O,O,O,R,W,G,B,R,Y,Y,Y,Y,O,Y,O,W,B,W,G,B,B,R,W,O
61.552074, 42.2391, 0,state, 0, 35, 18, 18,G,B,W,W,W,B,R,O,O,Y,G,Y,R,G,G,W,G,B,B,R,B,R,R,O,G,W,O,G,Y,W,O,O,O,R,W,G,B,R,Y,Y,Y,B,O,Y,R,W,B,Y,G,B,Y,R,W,O
64.11491, 44.82204, 0,state, 0, 36, 19, 19,R,W,G,O,W,B,O,B,W,G,R,B,R,G,G,W,G,B,R,R,B,W,R,O,O,W,O,G,Y,Y,O,O,G,R,W,Y,B,R,Y,Y,Y,B,O,Y,R,W,B,Y,G,B,Y,G,O,W
66.45149, 43.268875, 0,state, 0, 36, 20, 20,R,W,B,O,W,G,O,B,B,G,R,Y,R,G,B,W,G,R,O,W,R,W,R,R,O,O,B,G,Y,Y,O,O,G,R,W,Y,B,R,Y,Y,Y,Y,O,Y,W,W,B,G,G,B,B,G,O,W
70.218666, 44.187397, 0,state, 0, 34, 21, 21,R,W,B,O,W,G,Y,R,B,R,G,W,B,G,R,Y,R,G,O,W,R,W,R,R,R,W,Y,G,Y,Y,O,O,G,O,O,B,B,B,O,Y,Y,Y,O,Y,W,W,B,G,G,B,B,G,O,W
73.10242, 46.327866, 0,state, 0, 32, 22, 22,W,W,B,G,W,G,G,R,B,R,G,W,O,G,R,Y,R,G,O,W,R,W,R,R,R,W,Y,O,O,G,O,O,Y,B,G,Y,R,B,O,B,Y,Y,Y,Y,W,B,B,G,Y,B,B,O,O,W
75.06863, 43.74017, 0,state, 0, 30, 23, 23,B,G,B,W,W,R,W,G,G,G,Y,Y,O,G,R,Y,R,G,W,W,R,G,R,R,R,W,Y,O,O,W,O,O,O,B,G,O,R,B,O,B,Y,Y,Y,Y,W,B,B,G,Y,B,B,O,W,R
72.66108, 41.598225, 0,state, 0, 33, 24, 24,G,G,B,O,W,R,Y,G,G,R,Y,Y,B,G,R,Y,R,G,W,W,R,G,R,R,R,W,Y,W,O,O,O,O,G,O,O,B,B,B,O,Y,Y,Y,O,Y,W,B,B,G,W,B,B,W,W,R
73.36076, 38.24519, 0,state, 0, 34, 25, 25,G,G,B,O,W,R,O,O,B,Y,B,R,R,G,Y,G,R,Y,W,W,R,G,R,R,Y,G,G,W,O,O,O,O,G,O,B,B,Y,W,R,Y,Y,Y,O,Y,W,B,B,G,W,B,B,W,W,R
35.333546, -63.8611, 0,state, 0, 34, 26, 26,G,G,R,O,W,Y,O,O,Y,Y,B,R,R,G,Y,G,R,W,Y,G,W,G,R,W,G,R,R,W,O,O,O,O,G,O,B,B,Y,W,G,Y,Y,B,O,Y,R,B,B,B,W,B,R,W,W,B
34.503647, -60.538204, 0,state, 0, 33, 27, 27,O,O,G,O,W,G,Y,Y,R,G,G,Y,R,G,Y,G,R,W,W,G,W,W,R,W,B,R,R,W,O,Y,O,O,B,O,B,R,Y,W,G,Y,Y,B,O,Y,R,B,B,B,W,B,R,B,G,O
70.22814, 36.879547, 0,state, 0, 29, 28, 28,O,O,B,O,W,R,Y,Y,O,G,G,G,R,G,G,G,R,R,W,W,R,G,R,R,W,W,B,W,O,Y,O,O,B,O,B,R,Y,W,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,B,G,R
-3.7118518, 13.52087, 0,checkpoint, 0, 28, 29, 29,O,O,B,O,W,R,Y,W,Y,R,R,G,G,G,R,G,G,G,W,W,R,G,R,R,O,B,R,W,O,Y,O,O,B,W,W,B,O,Y,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,B,G,R
-6.311904, 8.520045, 0,state, 0, 28, 30, 30,Y,W,Y,R,W,O,B,O,O,R,G,B,G,G,R,G,G,G,B,W,R,B,R,R,Y,B,R,W,O,O,O,O,G,W,W,W,O,Y,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,G,R,R
18.309862, -53.436382, 0,state, 0, 32, 31, 31,Y,W,B,R,W,R,B,O,G,R,G,Y,G,G,Y,G,G,W,Y,B,B,B,R,W,R,R,R,W,O,O,O,O,G,W,W,W,O,Y,G,Y,Y,B,O,Y,R,B,B,Y,W,B,O,G,R,O
21.243227, -53.376408, 0,state, 0, 31, 32, 32,B,R,G,W,W,O,Y,R,B,O,G,W,G,G,Y,G,G,W,Y,B,B,G,R,W,R,R,R,W,O,O,O,O,R,W,W,G,O,Y,G,Y,Y,B,O,Y,R,B,B,Y,W,B,O,Y,B,R
-2.6903188, 7.3064704, 0,state, 0, 28, 33, 33,B,R,Y,W,W,O,Y,R,R,O,G,G,G,G,O,G,G,B,B,W,R,B,R,R,Y,G,R,W,O,O,O,O,R,W,W,G,O,Y,W,Y,Y,Y,O,Y,W,B,B,G,W,B,B,Y,B,R
-4.814033, 5.4905963, 0,state, 0, 24, 34, 34,B,R,Y,W,W,O,W,W,G,G,G,O,G,G,G,B,O,G,B,W,R,B,R,R,Y,R,R,W,O,O,O,O,R,W,Y,O,R,G,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,Y,B,R
10.831175, 7.281268, 0,state, 0, 28, 35, 35,B,R,G,W,W,B,W,W,R,G,G,Y,G,G,O,B,O,G,R,R,R,W,R,R,B,B,Y,W,O,O,O,O,R,W,Y,O,R,G,O,Y,Y,G,O,Y,G,B,B,Y,W,B,Y,Y,B,W
7.5563936, 7.016702, 0,state, 0, 29, 36, 36,B,R,G,W,W,B,B,B,Y,Y,O,G,G,G,O,G,G,B,R,R,R,W,R,R,O,G,R,W,O,O,O,O,R,W,W,R,O,Y,W,Y,Y,G,O,Y,G,B,B,Y,W,B,Y,Y,B,W
-3.1308289, 10.126369, 0,state, 0, 25, 37, 37,B,R,G,W,W,O,B,B,B,Y,O,W,G,G,G,G,G,G,O,W,R,G,R,R,R,R,R,W,O,O,O,O,R,W,W,R,O,Y,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,Y,B,Y
-6.6617312, 12.191392, 0,state, 0, 25, 38, 38,B,B,B,O,W,W,G,R,B,Y,B,Y,G,G,G,G,G,G,R,W,R,R,R,R,O,R,R,W,O,R,O,O,G,W,W,O,O,Y,Y,Y,Y,Y,O,Y,W,B,B,G,W,B,B,W,O,Y
-1.9759798, 33.283318, 0,state, 0, 27, 39, 39,W,O,R,O,W,W,G,R,B,Y,B,Y,G,G,G,G,G,G,B,B,B,R,R,R,O,R,R,W,Y,O,O,O,G,W,W,O,O,Y,Y,Y,Y,Y,R,W,R,G,B,Y,B,B,O,B,W,W
0.017824816, 35.888138, 0,state, 0, 31, 40, 40,G,O,W,R,W,O,B,W,R,O,R,B,G,G,G,G,G,G,B,B,B,W,R,R,W,R,R,W,Y,Y,O,O,B,W,W,Y,O,Y,Y,Y,Y,Y,R,W,R,G,B,Y,B,B,O,O,G,O
-14.560098, 44.324318, 0,state, 0, 31, 41, 41,R,W,R,R,W,O,B,W,R,O,R,B,G,G,G,G,G,G,W,Y,Y,W,R,R,W,R,R,B,B,B,O,O,B,W,W,Y,O,Y,Y,Y,Y,Y,W,O,G,O,G,O,O,B,B,Y,B,G
-17.812046, 45.77046, 0,state, 0, 29, 42, 42,B,R,R,W,W,W,R,O,R,W,W,W,G,G,G,G,G,G,Y,Y,Y,B,R,R,G,R,R,B,B,O,O,O,R,W,W,B,O,Y,Y,Y,Y,Y,W,O,G,O,G,O,O,B,B,Y,B,B
-24.797997, 25.548706, 0,state, 0, 24, 43, 43,B,B,O,W,W,W,R,O,R,W,W,W,G,G,G,G,G,G,B,R,R,B,R,R,G,R,R,G,O,W,O,O,R,W,W,B,O,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,G,B,B,O,O,Y
-13.520082, 34.686512, 0,state, 0, 23, 44, 44,R,O,R,W,W,W,O,B,B,Y,O,O,G,G,G,G,G,G,B,R,R,R,R,R,W,R,R,G,O,G,O,O,B,W,W,B,O,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,G,B,B,W,W,W
-21.401499, 39.519424, 0,state, 0, 26, 45, 45,O,O,R,G,W,W,W,B,B,R,O,O,W,G,G,O,G,G,B,R,R,R,R,R,W,R,R,W,O,G,W,O,O,B,B,G,Y,Y,Y,G,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,W,W
-18.377535, 36.691723, 0,state, 0, 24, 46, 46,R,W,B,O,W,B,O,G,W,G,O,G,W,G,G,O,G,G,O,R,R,O,R,R,R,R,R,W,O,W,W,O,W,B,B,Y,Y,Y,Y,G,Y,Y,G,Y,Y,O,B,B,Y,B,B,B,R,W
-10.552807, 37.53453, 0,state, 0, 23, 47, 47,G,W,B,W,W,B,O,G,W,Y,O,G,G,G,G,G,G,G,O,R,R,O,R,R,R,R,R,W,W,Y,O,O,B,W,W,B,O,Y,Y,Y,Y,Y,B,Y,Y,R,B,B,O,B,B,O,R,W
-13.958467, 38.98542, 0,state, 0, 21, 48, 48,O,W,G,G,W,W,W,B,B,R,O,O,G,G,G,G,G,G,O,R,R,R,R,R,W,R,R,W,W,Y,O,O,O,W,W,G,O,Y,Y,Y,Y,Y,B,Y,Y,R,B,B,O,B,B,B,B,Y
-18.059465, 39.881805, 0,state, 0, 24, 49, 49,R,W,G,O,W,W,B,B,B,O,O,O,G,G,G,W,G,G,O,R,R,R,R,R,W,R,R,W,O,W,W,O,W,G,O,Y,R,Y,Y,G,Y,Y,G,Y,Y,O,B,B,Y,B,B,B,B,Y
-35.957478, 47.286877, 0,state, 0, 24, 50, 50,B,O,R,B,W,W,B,W,G,W,R,O,G,G,G,W,G,G,B,R,R,B,R,R,Y,R,R,W,O,O,W,O,O,G,O,O,R,Y,Y,G,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,W,W
-17.780102, 22.395704, 0,state, 0, 16, 51, 51,W,O,R,G,W,W,W,W,G,R,R,O,G,G,G,G,G,G,B,R,R,B,R,R,Y,R,R,O,O,O,O,O,O,W,W,G,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,W
-12.189121, 11.140283, 0,state, 0, 18, 52, 52,W,G,W,W,W,O,G,W,R,Y,B,B,G,G,G,G,G,G,B,R,R,W,R,R,W,R,R,O,O,R,O,O,R,W,W,O,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,O
56.721004, -40.2902, 0,state, 0, 24, 53, 53,W,G,W,W,W,O,Y,Y,O,G,G,G,G,G,G,B,B,Y,B,R,R,W,R,R,W,W,O,O,O,R,O,O,R,W,R,R,R,W,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,O
60.205795, -42.068058, 0,state, 0, 30, 54, 54,W,G,G,W,W,G,Y,Y,Y,G,G,G,G,G,Y,B,B,Y,W,W,B,W,R,R,O,R,R,O,O,R,O,O,R,W,R,R,R,W,B,Y,Y,B,Y,Y,O,B,B,W,B,B,O,G,O,O
62.53676, -46.92152, 0,state, 0, 33, 55, 55,Y,W,W,Y,W,G,Y,G,G,O,W,W,G,G,Y,B,B,Y,G,W,B,O,R,R,O,R,R,O,O,G,O,O,G,W,R,G,R,W,B,Y,Y,B,Y,Y,O,B,B,W,B,B,O,R,R,R
57.830353, -47.28591, 0,state, 0, 27, 56, 56,Y,W,W,Y,W,O,Y,G,R,O,W,W,G,G,G,B,B,G,B,R,R,W,R,R,G,O,O,O,O,G,O,O,G,W,R,G,R,W,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,O
31.168873, -26.19696, 0,state, 0, 22, 57, 57,W,O,R,W,W,G,Y,Y,Y,G,G,G,G,G,G,B,B,G,W,R,R,W,R,R,O,O,O,O,O,O,O,O,R,W,R,R,R,W,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,G
-21.219994, 4.2310534, 0,checkpoint, 0, 12, 58, 58,W,O,R,W,W,G,W,W,R,G,B,B,G,G,G,G,G,G,W,R,R,W,R,R,W,R,R,O,O,O,O,O,R,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,G
-34.60001, 18.353714, 0,state, 0, 16, 59, 59,W,W,W,W,W,O,R,G,R,W,W,W,G,G,G,G,G,G,B,R,R,W,R,R,G,R,R,O,O,G,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,O
82.66256, -14.918503, 0,state, 0, 21, 60, 60,W,W,W,W,W,O,O,O,B,G,G,W,G,G,W,G,G,W,B,R,R,W,R,R,R,G,R,O,O,G,O,O,B,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,R,O
68.47215, -40.700314, 0,state, 0, 21, 61, 61,W,W,W,W,W,W,O,O,W,G,G,G,G,G,Y,G,G,Y,R,W,B,G,R,R,R,R,R,O,O,G,O,O,B,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,W,B,B,O,O,R,B
80.60491, -44.085564, 0,state, 0, 24, 62, 62,O,W,W,O,W,W,W,W,W,R,G,R,G,G,Y,G,G,Y,O,W,B,R,R,R,B,R,R,O,O,G,O,O,G,Y,Y,G,R,R,B,Y,Y,B,Y,Y,O,B,B,W,B,B,O,Y,B,G
89.62341, -19.286177, 0,state, 0, 22, 63, 63,O,W,W,O,W,O,W,W,G,R,G,W,G,G,W,G,G,W,B,R,R,W,R,R,O,R,B,O,O,G,O,O,G,Y,Y,G,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,O
68.725044, -20.450764, 0,state, 0, 18, 64, 64,W,O,G,W,W,W,O,O,W,G,G,G,G,G,W,G,G,W,W,R,R,G,R,R,R,R,B,O,O,O,O,O,B,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,W,O
68.43958, -34.09727, 0,state, 0, 23, 65, 65,W,O,G,W,W,W,O,O,W,G,G,R,G,G,Y,G,G,Y,R,G,W,R,R,R,B,R,R,O,O,O,O,O,B,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,B,W,W
87.448425, -38.9089, 0,state, 0, 28, 66, 66,O,W,W,O,W,O,W,W,G,B,R,R,G,G,Y,G,G,Y,B,G,W,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,R,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,B,O
96.47589, -15.466076, 0,state, 0, 23, 67, 67,O,W,G,O,W,W,W,W,O,B,R,W,G,G,O,G,G,G,W,R,R,G,R,R,B,W,W,O,O,G,O,O,G,Y,Y,R,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,O
73.30609, -8.798854, 0,state, 0, 19, 68, 68,G,W,O,W,W,W,O,O,W,G,G,R,G,G,O,G,G,G,W,R,R,R,R,R,B,W,W,O,O,O,O,O,B,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,B
-25.277225, -4.373071, 0,checkpoint, 0, 10, 69, 69,G,W,O,W,W,W,B,W,W,R,O,G,G,G,G,G,G,G,W,R,R,R,R,R,R,R,R,O,O,O,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,B
-40.132046, 16.1605, 0,state, 0, 13, 70, 70,B,W,G,W,W,W,W,W,O,R,R,W,G,G,G,G,G,G,W,R,R,G,R,R,B,R,R,O,O,R,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
-48.42763, 18.01992, 0,state, 0, 20, 71, 71,W,R,R,W,W,W,W,W,O,R,R,W,G,G,G,G,G,G,Y,Y,Y,G,R,R,B,R,R,B,W,G,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,R,O,O,W,B,B,B,B,B,O,B,B
-50.07548, -4.4265456, 0,state, 0, 22, 72, 72,W,W,W,W,W,R,O,W,R,B,G,Y,G,G,G,G,G,G,O,Y,Y,B,R,R,B,R,R,B,W,R,O,O,R,O,O,W,Y,Y,Y,Y,Y,Y,R,O,O,W,B,B,B,B,B,G,O,G
-46.560097, -6.630705, 0,state, 0, 20, 73, 73,B,W,R,W,W,R,O,W,R,B,G,Y,G,G,G,G,G,G,W,W,W,B,R,R,B,R,R,O,O,R,O,O,R,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,G,B,B,O,W,B,G
-46.27646, -4.4320083, 0,state, 0, 22, 74, 74,O,W,B,W,W,W,R,R,R,B,B,W,G,G,G,G,G,G,W,W,W,B,R,R,G,R,R,O,O,B,O,O,G,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,B,B,G,B,B,O,W,R,R
-51.516117, -5.4809694, 0,state, 0, 23, 75, 75,W,W,W,W,W,W,R,R,R,B,B,W,G,G,G,G,G,G,O,Y,Y,B,R,R,G,R,R,O,W,B,O,O,G,O,O,Y,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,R,B,B,R,O,G
-49.473644, 18.824158, 0,state, 0, 19, 76, 76,R,R,R,W,W,W,W,W,W,G,O,R,G,G,G,G,G,G,Y,Y,Y,G,R,R,B,R,R,O,W,G,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,B,O,O,W,B,B,R,B,B,W,B,B
-38.066593, 10.013034, 0,state, 0, 11, 77, 77,O,W,G,W,W,W,W,W,W,G,O,R,G,G,G,G,G,G,R,R,R,G,R,R,B,R,R,O,O,B,O,O,B,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,W
-33.304947, 3.6370842, 0,state, 0, 9, 78, 78,W,W,O,W,W,W,W,W,G,B,G,R,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,G,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,B
-59.04509, 38.90164, 0,state, 0, 19, 79, 79,B,W,O,G,W,W,G,W,G,Y,G,R,Y,G,G,Y,G,G,W,R,R,R,R,R,W,R,R,G,O,R,O,O,O,O,O,O,B,Y,Y,B,Y,Y,O,Y,Y,W,B,B,W,B,B,W,B,B
-48.50111, 45.268063, 0,state, 0, 25, 80, 80,G,G,B,W,W,W,G,W,O,W,R,W,Y,G,G,Y,G,G,W,R,R,B,R,R,B,R,R,G,O,Y,O,O,G,O,O,R,B,Y,Y,B,Y,Y,O,Y,Y,W,B,B,W,B,B,O,O,R
27.311045, -69.19872, 0,state, 0, 31, 81, 81,G,G,W,W,W,G,G,W,G,W,R,Y,Y,G,Y,Y,G,Y,B,B,W,R,R,R,R,R,R,G,O,Y,O,O,G,O,O,R,B,Y,B,B,Y,B,O,Y,R,W,B,B,W,B,W,O,O,O
26.914904, -62.549988, 0,state, 0, 27, 82, 82,W,G,G,G,W,W,G,W,G,Y,G,R,Y,G,Y,Y,G,Y,Y,B,W,R,R,R,W,R,R,G,O,O,O,O,O,O,O,O,B,Y,B,B,Y,B,O,Y,R,W,B,B,W,B,W,B,R,R
21.0794, -61.033638, 0,state, 0, 20, 83, 83,W,G,G,W,W,W,B,W,G,W,G,R,G,G,Y,G,G,Y,Y,B,W,R,R,R,W,R,R,O,O,G,O,O,O,O,O,O,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,O,R,R
11.577258, -64.602554, 0,state, 0, 22, 84, 84,B,W,W,W,W,G,G,W,G,W,R,Y,G,G,Y,G,G,Y,O,B,W,R,R,R,R,R,R,O,O,W,O,O,G,O,O,R,Y,Y,B,Y,Y,B,Y,Y,R,B,B,B,B,B,W,O,O,G
-44.109364, 10.638773, 0,state, 0, 16, 85, 85,B,W,B,W,W,W,G,W,G,W,R,W,G,G,G,G,G,G,W,R,R,B,R,R,O,R,R,O,O,W,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,R
-31.77411, 1.9277229, 0,state, 0, 11, 86, 86,B,W,G,W,W,W,B,W,G,W,G,R,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,R,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
-60.13581, 40.53259, 0,state, 0, 16, 87, 87,W,W,G,G,W,W,G,W,G,Y,G,R,Y,G,G,Y,G,G,W,R,R,R,R,R,W,R,R,R,O,O,O,O,O,O,O,O,B,Y,Y,B,Y,Y,W,Y,Y,B,B,B,W,B,B,B,B,O
-48.54156, 47.009052, 0,state, 0, 23, 88, 88,G,G,W,W,W,W,G,W,G,W,R,W,Y,G,G,Y,G,G,B,R,R,B,R,R,O,R,R,R,O,Y,O,O,G,O,O,R,B,Y,Y,B,Y,Y,W,Y,Y,B,B,B,W,B,B,O,O,O
25.837187, -67.87863, 0,state, 0, 31, 89, 89,G,G,W,W,W,G,G,W,G,W,R,Y,Y,G,Y,Y,G,Y,O,B,B,R,R,R,R,R,R,R,O,Y,O,O,G,O,O,R,B,Y,B,B,Y,B,W,Y,O,B,B,W,W,B,W,O,O,G
25.466972, -63.960514, 0,state, 0, 29, 90, 90,W,G,G,G,W,W,G,W,G,Y,G,R,Y,G,Y,Y,G,Y,Y,B,B,R,R,R,W,R,R,R,O,G,O,O,O,O,O,O,B,Y,B,B,Y,B,W,Y,O,B,B,W,W,B,W,O,R,R
20.236187, -62.63083, 0,state, 0, 23, 91, 91,B,G,G,W,W,W,O,W,G,W,G,R,G,G,Y,G,G,Y,Y,B,B,R,R,R,W,R,R,O,O,R,O,O,O,O,O,G,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,W,R,R
9.452749, -64.456566, 0,state, 0, 24, 92, 92,O,W,B,W,W,G,G,W,G,W,R,Y,G,G,Y,G,G,Y,W,B,B,R,R,R,R,R,R,O,O,W,O,O,G,O,O,R,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,G,O,R
