x,y,line,cp,algo,difference,age,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
17.386986, -8.052995, 0,state, 0, 22, 83, 83,R,G,G,W,W,W,G,W,G,O,G,R,G,G,Y,G,G,Y,Y,B,B,R,R,R,W,R,R,O,O,W,O,O,O,O,O,W,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,B,R,R
14.019375, -4.478231, 0,state, 0, 23, 84, 84,G,W,R,W,W,G,G,W,G,W,R,Y,G,G,Y,G,G,Y,B,B,B,R,R,R,R,R,R,O,O,O,O,O,G,O,O,R,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,W,O,W
0.53303486, -10.4064865, 0,state, 0, 13, 85, 85,G,W,W,W,W,W,G,W,W,W,R,R,G,G,G,G,G,G,B,R,R,B,R,R,B,R,R,O,O,O,O,O,G,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,O
-6.8903475, -9.622087, 0,checkpoint, 0, 6, 86, 86,W,W,W,W,W,W,G,W,G,O,G,R,G,G,G,G,G,G,R,R,R,R,R,R,W,R,R,O,O,O,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
-15.522621, -24.276993, 0,state, 0, 15, 87, 87,W,W,B,W,W,B,G,W,B,O,G,W,G,G,W,G,G,G,R,R,R,R,R,R,R,R,W,O,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,B,B,Y
-13.846143, -32.25658, 0,state, 0, 25, 88, 88,W,W,B,W,W,B,G,W,B,O,G,W,G,G,W,W,R,R,R,R,B,R,R,B,R,R,Y,G,O,O,G,O,O,G,O,W,R,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,B,B,Y
-16.100834, -33.800236, 0,state, 0, 19, 89, 89,W,W,W,W,W,W,G,W,R,O,G,G,G,G,Y,W,R,Y,R,R,R,R,R,R,Y,B,B,G,O,O,G,O,O,G,O,W,R,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,B,B,B
-17.722332, -30.289654, 0,state, 0, 15, 90, 90,W,W,W,W,W,W,G,W,R,O,G,G,G,G,Y,G,G,G,R,R,Y,R,R,R,Y,B,W,B,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,G,Y,Y,O,R,R,B,B,B,B,B,B,B
-14.691823, -29.265697, 0,state, 0, 21, 91, 91,W,W,B,W,W,B,G,W,B,O,G,W,G,G,W,G,G,R,Y,R,W,R,R,B,R,R,Y,B,O,O,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,Y,Y,G,R,R,R,B,B,G,B,B,O
-12.975393, -34.649086, 0,state, 0, 21, 92, 92,W,W,B,W,W,B,G,W,B,O,G,W,G,G,W,Y,B,W,Y,R,R,R,R,R,R,R,R,G,O,O,G,O,O,R,O,W,G,Y,G,Y,Y,Y,Y,Y,Y,O,O,B,B,B,G,B,B,O
-14.686334, -35.062103, 0,state, 0, 17, 93, 93,W,W,W,W,W,W,G,W,W,O,G,G,G,G,Y,Y,B,Y,R,R,Y,R,R,R,R,R,R,G,O,O,G,O,O,R,O,W,G,Y,B,Y,Y,G,Y,Y,O,O,O,B,B,B,B,B,B,B
-16.306675, -28.923384, 0,state, 0, 16, 94, 94,W,W,W,W,W,W,G,W,W,O,G,G,G,G,Y,G,G,R,R,R,Y,R,R,B,R,R,Y,B,O,O,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,B,B,B
-7.3572583, -25.43541, 0,state, 0, 26, 95, 95,W,W,W,W,W,W,W,W,G,O,O,W,G,G,Y,G,G,R,G,R,Y,G,R,B,O,R,Y,B,O,B,O,O,B,O,O,B,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,R,R,R
-12.638864, -27.062267, 0,state, 0, 27, 96, 96,W,W,R,W,W,B,W,W,R,O,O,W,G,G,W,G,G,G,Y,B,Y,R,R,R,G,G,O,B,O,B,O,O,B,O,O,B,Y,Y,W,Y,Y,Y,O,G,R,Y,R,G,B,B,Y,R,R,B
-10.272542, -31.702147, 0,state, 0, 31, 97, 97,W,W,R,W,W,B,W,W,R,O,O,W,G,G,W,O,R,Y,Y,B,Y,R,R,R,G,G,G,G,O,B,G,O,B,G,O,B,W,Y,R,Y,Y,G,Y,Y,O,O,O,B,B,B,Y,R,R,B
-3.2196937, -31.620806, 0,state, 0, 28, 98, 98,W,W,W,W,W,W,W,W,Y,O,O,R,G,G,G,O,R,O,G,R,Y,G,R,B,G,R,Y,G,O,B,G,O,B,G,O,B,W,Y,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,B,R,R,R
-5.0187182, -22.274824, 0,state, 0, 21, 99, 99,W,W,W,W,W,W,W,W,Y,O,O,R,G,G,G,G,G,G,G,R,O,G,R,R,G,R,O,R,O,B,O,O,B,O,O,B,Y,Y,W,Y,Y,Y,B,Y,B,Y,B,Y,B,B,B,R,R,R
-12.815249, -25.55311, 0,state, 0, 26, 100, 100,W,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,G,G,Y,O,R,O,R,R,R,G,G,G,R,O,B,O,O,B,O,O,B,Y,Y,R,Y,Y,G,B,Y,G,Y,B,W,B,B,Y,R,R,B
-11.0788965, -31.053934, 0,state, 0, 31, 101, 101,W,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,G,R,O,O,R,Y,R,R,B,G,G,W,G,O,B,G,O,B,Y,O,B,R,G,G,Y,Y,Y,Y,Y,B,O,O,R,B,B,Y,R,R,B
-5.7159953, -31.108526, 0,state, 0, 28, 102, 102,W,W,W,W,W,W,W,W,O,O,O,G,G,G,Y,G,R,B,G,R,O,G,R,R,W,B,Y,G,O,B,G,O,B,Y,O,B,R,G,R,Y,Y,Y,Y,Y,B,O,O,Y,B,B,B,R,R,R
-6.8920784, -27.879242, 0,state, 0, 25, 103, 103,W,W,W,W,W,W,W,W,O,O,O,G,G,G,Y,G,G,Y,G,R,B,G,R,R,W,B,G,Y,O,B,O,O,B,O,O,B,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,R,R,R
-11.119673, -28.755796, 0,state, 0, 27, 104, 104,W,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,G,G,O,B,R,G,R,R,B,G,G,W,Y,O,B,O,O,B,O,O,B,Y,Y,G,Y,Y,Y,B,Y,Y,O,R,R,B,B,G,R,R,R
-8.364528, -33.09805, 0,state, 0, 27, 105, 105,W,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,W,B,G,B,R,O,R,R,R,G,G,R,G,O,B,G,O,B,O,O,B,G,Y,Y,Y,Y,Y,Y,Y,B,O,O,Y,B,B,G,R,R,R
-4.8778515, -32.407455, 0,state, 0, 26, 106, 106,W,W,W,W,W,W,W,W,G,O,O,Y,G,G,Y,W,B,B,G,R,B,G,R,R,R,R,O,G,O,B,G,O,B,O,O,B,G,Y,Y,Y,Y,G,Y,Y,R,O,O,Y,B,B,B,R,R,R
-6.705941, -24.321075, 0,state, 0, 23, 107, 107,W,W,W,W,W,W,W,W,G,O,O,Y,G,G,Y,G,G,O,G,R,B,G,R,B,R,R,W,Y,O,B,O,O,B,O,O,B,Y,Y,G,Y,Y,Y,R,G,Y,B,R,O,B,B,B,R,R,R
-11.747091, -27.023165, 0,state, 0, 25, 108, 108,W,W,O,W,W,B,W,W,R,O,O,W,G,G,W,G,G,G,B,B,W,R,R,R,G,G,R,Y,O,B,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,R,G,O,B,R,G,B,B,Y,R,R,Y
-9.566288, -32.052418, 0,state, 0, 32, 109, 109,W,W,O,W,W,B,W,W,R,O,O,W,G,G,W,R,R,W,B,B,B,R,R,R,G,G,G,G,O,B,G,O,B,G,O,B,Y,Y,O,Y,Y,G,Y,Y,R,O,O,Y,B,B,Y,R,R,Y
-2.176357, -32.41051, 0,state, 0, 24, 110, 110,W,W,W,W,W,W,W,W,W,O,O,O,G,G,G,R,R,R,G,R,B,G,R,B,G,R,B,G,O,B,G,O,B,G,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,R,R,R
-2.602922, -15.649355, 0,state, 0, 12, 111, 111,W,W,W,W,W,W,W,W,W,O,O,O,G,G,G,G,G,G,G,R,R,G,R,R,G,R,R,O,O,B,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,R,R
-7.8603954, -11.778318, 0,end, 0, 0, 112, 112,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
22.480858, 11.443241, 1,start, 1, 35, 0, 113,B,O,G,Y,W,R,O,Y,W,B,B,O,G,G,G,O,G,B,Y,G,W,W,R,W,G,R,R,G,O,Y,R,O,O,B,W,W,Y,O,W,Y,Y,B,Y,R,G,O,B,R,B,B,Y,R,W,R
22.465445, 11.473928, 1,state, 1, 37, 1, 114,B,O,G,Y,W,R,W,O,Y,B,G,O,G,G,G,O,B,B,Y,G,W,W,R,W,B,W,W,G,O,Y,R,O,O,G,R,R,W,Y,O,Y,Y,B,Y,R,G,O,B,R,B,B,Y,R,W,R
18.144365, 22.010221, 1,state, 1, 36, 2, 115,B,O,G,Y,W,R,W,O,Y,B,G,O,G,G,G,W,W,W,Y,G,O,W,R,B,B,W,R,O,O,Y,B,O,O,B,R,R,O,B,G,Y,Y,R,W,Y,Y,G,R,G,B,B,Y,R,W,R
18.637598, 22.520308, 1,state, 1, 37, 3, 116,G,R,Y,O,W,O,B,Y,W,Y,O,R,G,G,G,W,W,W,O,G,O,G,R,B,B,W,R,O,O,R,B,O,W,B,R,R,O,B,G,Y,Y,R,W,Y,Y,G,R,G,B,B,Y,Y,W,B
19.057484, 22.832848, 1,state, 1, 36, 4, 117,G,R,Y,O,W,O,G,B,O,W,W,W,G,G,G,R,O,Y,O,G,O,G,R,B,B,R,R,O,O,R,B,O,W,B,W,R,W,Y,B,Y,Y,R,W,Y,Y,G,R,G,B,B,Y,Y,W,B
20.418507, 23.513256, 1,state, 1, 34, 5, 118,G,R,Y,O,W,O,G,B,O,W,W,W,G,G,G,R,B,O,O,G,G,G,R,R,B,R,G,R,O,R,O,O,W,Y,W,R,B,R,Y,Y,Y,Y,W,Y,W,B,B,O,B,B,Y,Y,W,B
20.764778, 23.694635, 1,state, 1, 38, 6, 119,G,R,O,O,W,Y,G,B,B,W,W,Y,G,G,O,R,B,O,G,R,G,G,R,R,O,G,B,R,O,R,O,O,W,Y,W,R,B,R,W,Y,Y,G,W,Y,O,B,B,Y,B,B,Y,Y,W,W
21.708618, 23.839935, 1,state, 1, 36, 7, 120,G,O,G,B,W,R,B,Y,O,O,G,G,G,G,O,R,B,O,Y,R,G,W,R,R,W,G,B,R,O,W,O,O,W,Y,W,Y,B,R,W,Y,Y,G,W,Y,O,B,B,Y,B,B,Y,R,W,R
21.86066, 23.822376, 1,state, 1, 34, 8, 121,G,O,G,B,W,O,B,Y,O,O,G,W,G,G,G,R,B,O,W,W,Y,G,R,R,B,R,G,R,O,W,O,O,W,Y,W,Y,B,R,Y,Y,Y,Y,W,Y,R,B,B,G,B,B,R,R,W,O
-22.169807, 19.890305, 1,checkpoint, 1, 35, 9, 122,G,O,G,B,W,O,Y,R,B,O,B,R,G,G,G,W,G,O,W,W,Y,G,R,R,Y,W,Y,R,O,W,O,O,W,B,R,G,O,Y,B,Y,Y,Y,W,Y,R,B,B,G,B,B,R,R,W,O
-21.928448, 20.774443, 1,state, 1, 32, 10, 123,G,O,B,O,W,R,G,B,Y,W,W,G,G,G,G,W,G,O,R,W,Y,B,R,R,O,W,Y,R,O,O,O,O,W,B,R,R,O,Y,B,Y,Y,Y,W,Y,R,B,B,G,B,B,R,W,G,Y
-23.46338, 21.103947, 1,state, 1, 34, 11, 124,G,O,G,O,W,R,G,B,Y,W,W,B,G,G,R,W,G,Y,Y,R,Y,W,R,W,R,B,O,R,O,O,O,O,W,B,R,R,O,Y,G,Y,Y,G,W,Y,O,B,B,B,B,B,Y,W,G,R
-23.495281, 20.985792, 1,state, 1, 35, 12, 125,G,O,G,B,W,O,Y,R,G,R,W,Y,G,G,R,W,G,Y,W,R,Y,G,R,W,R,B,O,R,O,W,O,O,W,B,R,B,O,Y,G,Y,Y,G,W,Y,O,B,B,B,B,B,Y,R,W,O
-21.285746, 20.197968, 1,state, 1, 33, 13, 126,G,O,Y,B,W,R,Y,R,Y,R,W,G,G,G,G,W,G,O,R,G,W,B,R,R,O,W,Y,R,O,W,O,O,W,B,R,B,O,Y,B,Y,Y,Y,W,Y,O,B,B,G,B,B,O,R,W,G
-21.44413, 19.247225, 1,state, 1, 33, 14, 127,Y,B,G,R,W,O,Y,R,Y,O,B,R,G,G,G,W,G,O,R,G,W,W,R,R,G,W,Y,R,O,R,O,O,W,B,R,G,O,Y,B,Y,Y,Y,W,Y,O,B,B,G,B,B,O,B,W,W
-20.863823, 18.577765, 1,state, 1, 37, 15, 128,O,B,G,G,W,O,W,R,Y,O,B,R,Y,G,G,W,G,O,R,G,W,W,R,R,G,W,Y,R,W,G,O,O,R,R,O,B,B,Y,B,B,Y,Y,B,Y,O,Y,B,G,R,B,O,Y,W,W
-20.097591, 19.981476, 1,state, 1, 36, 16, 129,G,O,Y,B,W,R,O,G,W,G,R,B,Y,G,G,W,G,O,R,G,W,B,R,R,O,W,Y,R,W,W,O,O,W,R,O,Y,B,Y,B,B,Y,Y,B,Y,O,Y,B,G,R,B,O,R,W,G
-19.839748, 19.538158, 1,state, 1, 32, 17, 130,Y,O,Y,R,W,R,R,G,W,G,R,B,B,G,G,O,G,O,R,G,W,B,R,R,O,W,Y,R,O,R,O,O,W,Y,W,W,G,Y,B,Y,Y,Y,W,Y,O,B,B,G,B,B,O,B,W,G
-20.756681, 17.934908, 1,state, 1, 35, 18, 131,R,R,Y,G,W,O,W,R,Y,O,B,R,B,G,G,O,G,O,B,G,W,W,R,R,G,W,Y,R,O,G,O,O,R,Y,W,B,G,Y,B,Y,Y,Y,W,Y,O,B,B,G,B,B,O,W,W,R
-21.173315, 16.122595, 1,state, 1, 37, 19, 132,R,R,R,G,W,G,W,R,O,O,B,B,B,G,Y,O,G,O,G,W,B,W,R,G,Y,R,W,R,O,G,O,O,R,Y,W,B,G,Y,G,Y,Y,O,W,Y,R,B,B,Y,B,B,O,W,W,Y
-21.313969, 15.699084, 1,state, 1, 37, 20, 133,G,W,B,G,W,G,W,R,O,O,B,B,B,G,Y,O,G,O,R,Y,W,W,R,G,Y,R,W,R,R,R,O,O,R,Y,W,B,G,Y,G,Y,Y,O,G,O,R,W,B,B,W,B,B,Y,O,Y
-20.47429, 14.883395, 1,state, 1, 34, 21, 134,O,R,W,G,W,G,B,W,G,Y,O,Y,B,G,Y,O,G,O,B,Y,W,R,R,G,R,R,W,R,R,Y,O,O,W,Y,W,R,G,Y,G,Y,Y,O,G,O,R,W,B,B,W,B,B,B,B,O
-19.848555, 15.079028, 1,state, 1, 32, 22, 135,R,R,Y,G,W,G,B,W,G,Y,O,Y,B,G,Y,O,G,O,O,R,W,R,R,G,R,R,W,R,O,G,O,O,W,Y,W,R,G,Y,G,Y,Y,O,W,Y,B,B,B,O,B,B,B,W,W,B
-18.850105, 15.413386, 1,state, 1, 29, 23, 136,R,R,O,G,W,B,B,W,B,Y,O,Y,B,G,G,O,G,G,W,G,W,R,R,R,O,R,R,R,O,G,O,O,W,Y,W,R,G,Y,Y,Y,Y,Y,W,Y,O,B,B,G,B,B,O,W,W,B
-17.080986, 16.646059, 1,state, 1, 30, 24, 137,O,B,B,R,W,W,R,G,B,G,W,R,B,G,G,O,G,G,Y,G,W,O,R,R,Y,R,R,R,O,B,O,O,W,Y,W,W,G,Y,Y,Y,Y,Y,W,Y,O,B,B,G,B,B,O,W,R,O
-15.694406, 17.34399, 1,state, 1, 35, 25, 138,O,B,G,R,W,O,R,G,O,G,W,B,B,G,W,O,G,B,W,R,R,G,R,R,Y,O,Y,R,O,B,O,O,W,Y,W,W,G,Y,R,Y,Y,G,W,Y,G,B,B,Y,B,B,Y,W,R,O
-15.741991, 17.24763, 1,state, 1, 35, 26, 139,O,G,R,O,W,R,G,B,O,O,R,W,B,G,W,O,G,B,W,R,R,W,R,R,B,O,Y,R,O,Y,O,O,G,Y,W,W,G,Y,R,Y,Y,G,W,Y,G,B,B,Y,B,B,Y,B,W,G
-16.879473, 16.393827, 1,state, 1, 29, 27, 140,O,G,W,O,W,W,G,B,B,O,R,R,B,G,G,O,G,G,B,W,W,O,R,R,Y,R,R,R,O,Y,O,O,G,Y,W,W,G,Y,Y,Y,Y,Y,W,Y,G,B,B,R,B,B,R,B,W,O
-17.68987, 13.7032585, 1,state, 1, 25, 28, 141,W,W,B,G,W,B,O,O,G,Y,G,W,B,G,G,O,G,G,R,W,W,R,R,R,O,R,R,R,O,O,O,O,W,Y,W,B,G,Y,Y,Y,Y,Y,W,Y,G,B,B,R,B,B,R,B,O,Y
-17.970634, 13.348898, 1,state, 1, 24, 29, 142,W,W,W,G,W,G,O,O,G,Y,G,Y,B,G,Y,O,G,G,O,R,R,R,R,W,R,R,W,R,O,O,O,O,W,Y,W,B,G,Y,R,Y,Y,R,W,Y,Y,B,B,B,B,B,B,B,O,G
-18.867086, 12.890526, 1,state, 1, 33, 30, 143,R,O,O,G,W,G,O,O,G,Y,G,Y,B,G,Y,O,G,G,W,W,W,R,R,W,R,R,W,Y,Y,W,O,O,W,Y,W,B,G,Y,R,Y,Y,R,R,R,O,B,B,G,B,B,O,B,B,B
-18.54746, 12.46248, 1,state, 1, 31, 31, 144,R,O,G,G,W,O,O,O,B,Y,G,O,B,G,G,O,G,G,W,W,W,W,R,R,W,R,R,Y,Y,W,O,O,W,Y,W,B,G,Y,Y,Y,Y,Y,R,R,G,B,B,R,B,B,R,B,B,O
-17.010294, 12.711018, 1,state, 1, 23, 32, 145,W,W,W,G,W,O,O,O,B,Y,G,O,B,G,G,O,G,G,G,R,R,W,R,R,W,R,R,R,O,G,O,O,W,Y,W,B,G,Y,Y,Y,Y,Y,W,Y,Y,B,B,B,B,B,B,O,R,R
-11.035848, 3.6857264, 1,state, 1, 25, 33, 146,B,W,W,B,W,O,O,O,B,W,G,O,G,G,G,O,G,G,G,R,R,W,R,R,W,R,R,Y,O,R,W,O,O,B,W,G,Y,Y,Y,B,Y,Y,O,Y,Y,G,B,B,Y,B,B,W,R,R
-11.199931, 4.1445656, 1,state, 1, 26, 34, 147,B,O,O,O,W,B,W,W,B,R,R,W,G,G,G,O,G,G,G,R,R,O,R,R,R,R,R,Y,O,W,W,O,W,B,W,G,Y,Y,Y,B,Y,Y,O,Y,Y,G,B,B,Y,B,B,O,G,W
-15.9775715, 12.084087, 1,state, 1, 27, 35, 148,R,O,O,G,W,B,O,W,B,Y,R,W,B,G,G,O,G,G,G,R,R,O,R,R,R,R,R,W,W,G,O,O,W,Y,W,B,G,Y,Y,Y,Y,Y,O,Y,Y,B,B,B,O,B,B,W,G,W
-8.3466835, 4.134529, 1,state, 1, 26, 36, 149,O,G,R,W,W,O,B,B,O,R,O,G,B,G,G,O,G,G,W,R,R,G,R,R,W,R,R,W,W,Y,O,O,R,Y,W,W,G,Y,Y,Y,Y,Y,O,Y,Y,B,B,B,O,B,B,B,W,G
-9.070989, 3.9329085, 1,state, 1, 30, 37, 150,B,G,R,O,W,O,B,B,O,O,O,G,W,G,G,B,G,G,W,R,R,G,R,R,W,R,R,Y,O,W,W,O,W,W,R,Y,R,Y,Y,B,Y,Y,O,Y,Y,G,B,B,Y,B,B,O,W,G
-10.218127, 3.2754104, 1,state, 1, 28, 38, 151,B,O,B,B,W,G,O,O,R,W,G,W,W,G,G,B,G,G,O,R,R,W,R,R,G,R,R,Y,O,O,W,O,O,W,R,G,R,Y,Y,B,Y,Y,O,Y,Y,G,B,B,Y,B,B,Y,W,W
-8.698795, -2.0216787, 1,state, 1, 22, 39, 152,W,O,B,W,W,G,B,O,R,R,G,W,B,G,G,O,G,G,O,R,R,W,R,R,G,R,R,O,O,G,O,O,R,Y,W,W,G,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,W
29.285053, -3.8284202, 1,state, 1, 23, 40, 153,W,O,B,W,W,G,Y,W,W,O,B,R,G,G,G,G,G,W,O,R,R,W,R,R,B,O,R,O,O,G,O,O,R,Y,Y,G,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,W
27.581615, -1.5853922, 1,state, 1, 18, 41, 154,B,G,W,O,W,W,W,W,Y,G,R,G,G,G,G,G,G,W,R,R,R,B,R,R,O,O,R,O,O,W,O,O,W,Y,Y,O,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,B
-10.381604, -3.0872958, 1,state, 1, 18, 42, 155,B,G,W,O,W,W,O,O,R,G,G,W,R,G,G,G,G,G,R,R,R,B,R,R,G,R,R,O,O,W,O,O,W,W,W,Y,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,B
-8.83428, -3.485041, 1,state, 1, 21, 43, 156,O,O,B,O,W,G,R,W,W,G,B,R,R,G,G,G,G,G,O,R,R,W,R,R,B,R,R,O,O,G,O,O,G,W,W,W,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
36.889565, 0.10490343, 1,state, 1, 22, 44, 157,O,O,B,O,W,G,W,W,W,G,R,G,G,G,B,G,G,R,O,R,R,W,R,R,R,W,W,O,O,G,O,O,G,Y,Y,O,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
28.318085, 0.32394114, 1,state, 1, 23, 45, 158,B,G,W,O,W,W,O,O,W,G,G,O,G,G,B,G,G,R,G,R,R,R,R,R,G,W,W,O,O,W,O,O,W,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,R
36.47361, 9.235282, 1,state, 1, 30, 46, 159,B,G,O,O,W,B,O,O,R,G,G,B,G,G,Y,G,G,Y,G,R,G,W,R,R,W,R,R,O,O,W,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,O,W,W
39.25767, 7.874766, 1,state, 1, 31, 47, 160,O,O,B,O,W,G,R,B,O,W,W,G,G,G,Y,G,G,Y,O,R,G,W,R,R,W,R,R,O,O,G,O,O,G,Y,Y,B,R,R,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,Y,W,W
37.079998, -2.6596677, 1,state, 1, 24, 48, 161,O,O,W,O,W,W,R,B,W,W,W,B,G,G,G,G,G,O,G,R,R,R,R,R,O,W,W,O,O,G,O,O,G,Y,Y,B,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,R
31.7481, 1.3944649, 1,state, 1, 23, 49, 162,W,W,W,O,W,B,O,O,R,G,G,B,G,G,G,G,G,O,B,R,R,W,R,R,W,W,W,O,O,R,O,O,W,Y,Y,Y,R,R,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,O
-3.7367568, -11.627588, 1,state, 1, 13, 50, 163,W,W,W,O,W,B,W,W,W,B,G,O,G,G,G,G,G,G,B,R,R,W,R,R,G,R,R,O,O,R,O,O,W,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,O
-7.5041056, -14.761342, 1,state, 1, 11, 51, 164,W,O,W,W,W,W,W,B,W,G,W,B,G,G,G,G,G,G,G,R,R,R,R,R,O,R,R,O,O,B,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,R
27.364973, 3.4457233, 1,state, 1, 21, 52, 165,W,O,W,W,W,W,O,O,O,G,G,G,G,G,W,G,G,B,G,R,R,R,R,R,W,B,W,O,O,B,O,O,G,Y,Y,Y,R,R,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,W,R
34.05347, 9.643631, 1,state, 1, 27, 53, 166,W,O,G,W,W,W,O,O,B,G,G,O,G,G,Y,G,G,Y,W,R,G,B,R,R,W,R,R,O,O,B,O,O,G,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,R,W,O
39.651104, 5.7762785, 1,state, 1, 26, 54, 167,O,W,W,O,W,O,B,W,G,W,B,W,G,G,Y,G,G,Y,R,R,G,W,R,R,O,R,R,O,O,G,O,O,G,Y,Y,O,R,R,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,Y,G,B
35.123646, -1.5274704, 1,state, 1, 21, 55, 168,O,W,W,O,W,W,B,W,B,W,B,W,G,G,O,G,G,G,G,R,R,R,R,R,R,W,O,O,O,G,O,O,G,Y,Y,O,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,R
30.014519, 3.0933342, 1,state, 1, 22, 56, 169,W,W,B,W,W,W,O,O,B,G,G,O,G,G,O,G,G,G,W,R,R,B,R,R,W,W,O,O,O,R,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
-3.0120423, -14.062418, 1,checkpoint, 1, 13, 57, 170,W,W,B,W,W,W,W,W,O,O,O,G,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,R,O,O,G,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,R
-6.5204687, -11.971155, 1,state, 1, 9, 58, 171,W,W,W,W,W,W,O,W,B,W,B,W,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,G,R
10.595811, -4.376921, 1,state, 1, 16, 59, 172,W,W,W,W,W,G,O,W,G,W,B,Y,G,G,Y,G,G,Y,R,R,G,R,R,R,R,R,R,O,O,O,O,O,O,O,O,G,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,B,G,B
12.584579, -10.429068, 1,state, 1, 23, 60, 173,O,W,W,W,W,W,G,G,W,R,R,R,G,G,Y,G,G,Y,B,R,G,G,R,R,B,R,R,O,O,W,O,O,B,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,G,O,O
-9.3836775, -20.608047, 1,state, 1, 20, 61, 174,O,W,W,W,W,W,G,G,O,R,R,W,G,G,W,G,G,W,G,R,R,R,R,R,B,G,B,O,O,W,O,O,B,O,O,Y,Y,Y,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,O,R
-11.661736, -17.174038, 1,state, 1, 18, 62, 175,G,W,O,G,W,W,O,W,W,B,R,G,G,G,W,G,G,W,G,R,R,O,R,R,R,G,B,O,O,R,O,O,R,O,O,W,Y,Y,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,W
17.198168, -2.1580327, 1,state, 1, 23, 63, 176,G,W,G,G,W,W,O,W,W,B,R,R,G,G,Y,G,G,Y,R,O,G,G,R,R,B,R,R,O,O,R,O,O,R,O,O,W,Y,Y,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,B,W
