"x","y","line","user","task","algo","accuracy","autoCompleteUsed","rankOfPredictionUsed","difficulty","supported","training","isGroundTruth","turnedPrediction","selectedCoordsNorm","multiplicity[1;129]"
3.316528605883971,-0.22407224715526308,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[]",129
3.656842693974478,-0.6920928609832213,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}]",36
6.20500940363322,-4.037211157123202,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}]",8
3.885618231293606,0.8503889958310642,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}, {'x': 0.7262152005666608, 'y': 0.8979415356273186}]",9
4.698194348936314,0.31461605439263546,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}, {'x': 0.7262152005666608, 'y': 0.8979415356273186}, {'x': 0.5651792240587356, 'y': 0.8597363526759458}]",82
5.329217649718939,-4.410345955021181,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}, {'x': 0.7262152005666608, 'y': 0.8979415356273186}, {'x': 0.5651792240587356, 'y': 0.8597363526759458}, {'x': 0.15022717041235, 'y': 1.0}]",6
6.723197185772753,-4.756164924023083,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}, {'x': 0.7262152005666608, 'y': 0.8979415356273186}, {'x': 0.5651792240587356, 'y': 0.8597363526759458}, {'x': 0.15022717041235, 'y': 1.0}, {'x': 0.09815269241363088, 'y': 0.986149011537391}]",4
7.277850406741067,-4.354513767297065,0,"5f5bc70414f72236d0612d7a","out_med_task_3","out_med_task_3",0.1428571428571429,False,-1,"medium",False,False,False,"N/A","[{'x': 0.9923494116644872, 'y': 0.7206556019502787}, {'x': 0.8075888612596382, 'y': 0.9623558468839564}, {'x': 0.7262152005666608, 'y': 0.8979415356273186}, {'x': 0.5651792240587356, 'y': 0.8597363526759458}, {'x': 0.15022717041235, 'y': 1.0}, {'x': 0.09815269241363088, 'y': 0.986149011537391}, {'x': 0.0497414639343474, 'y': 0.9997162099592619}]",17
3.316528605883971,-0.22407224715526308,1,"5ecc4a93243b34435985b392","out_med_task_3","out_med_task_3",0.75,False,-1,"medium",True,False,False,False,"[]",129
6.72437365815039,-4.772675973349705,1,"5ecc4a93243b34435985b392","out_med_task_3","out_med_task_3",0.75,False,-1,"medium",True,False,False,False,"[{'x': 0.08902228492414065, 'y': 0.05524979791048534}, {'x': 0.05057294182209636, 'y': 0.09274340534219172}, {'x': 0.0040551441584074635, 'y': 0.13397252704913387}]",5
