"x","y","line","user","task","algo","accuracy","autoCompleteUsed","rankOfPredictionUsed","difficulty","supported","training","isGroundTruth","turnedPrediction","selectedCoordsNorm","multiplicity[1;126]"
-1.4639279711943176,-2.155320843819557,0,"5e9ce99a8035dd1cf6b23aa7","cluster_med_task_1","cluster_med_task_1",1.0,False,-1,"medium",False,False,False,"N/A","[]",126
-5.101582815408685,3.609342117579081,0,"5e9ce99a8035dd1cf6b23aa7","cluster_med_task_1","cluster_med_task_1",1.0,False,-1,"medium",False,False,False,"N/A","[{'x': 0.6844926456371094, 'y': 0.8940561861203099}, {'x': 0.6899733746722994, 'y': 0.8968273986759504}, {'x': 0.6826579864678433, 'y': 0.8360341538192597}, {'x': 0.733134796284755, 'y': 0.7630236935277204}, {'x': 0.7477921720814235, 'y': 0.7522242089931283}, {'x': 0.7160510736309688, 'y': 0.6774589705256056}, {'x': 0.7116115750651717, 'y': 0.5495251138034285}, {'x': 0.7410126166804246, 'y': 0.5529848781253902}, {'x': 0.696268565121048, 'y': 0.5548919016833391}, {'x': 0.6727579217389958, 'y': 0.5572701032409527}, {'x': 0.6606014457052992, 'y': 0.5053313435999365}, {'x': 0.6566190564531804, 'y': 0.4833576289947797}, {'x': 0.6459710409620777, 'y': 0.4738305914564717}, {'x': 0.6331455191320915, 'y': 0.5342404391411}, {'x': 0.5968811812376591, 'y': 0.47016524531547416}, {'x': 0.6124654312787601, 'y': 0.5411032081332058}, {'x': 0.5510082371652462, 'y': 0.4648123402699119}, {'x': 0.5507502064675287, 'y': 0.42277725812486217}, {'x': 0.5180825185125603, 'y': 0.4934196946043491}, {'x': 0.5058937660506329, 'y': 0.43533912745022585}, {'x': 0.48430375959969185, 'y': 0.429979359920308}, {'x': 0.5154495245545098, 'y': 0.575093549069394}, {'x': 0.5133628275646179, 'y': 0.6182840199047801}, {'x': 0.554219859954002, 'y': 0.5388956175099897}, {'x': 0.5602914953794361, 'y': 0.5771038802004984}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}, {'x': 0.6828883602543678, 'y': 0.6512473980659924}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.5492364285069006, 'y': 0.6295493357572204}, {'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5286274857673755, 'y': 0.7356543527558397}, {'x': 0.5412720268167511, 'y': 0.7814062395055363}, {'x': 0.5431338327847621, 'y': 0.780616264354035}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.5500287320385735, 'y': 0.8248735916219295}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.6225073811834184, 'y': 0.8147897158799445}, {'x': 0.6210647352594403, 'y': 0.8091798349644103}, {'x': 0.6142166561752824, 'y': 0.8440333036161184}, {'x': 0.6537631700283676, 'y': 0.7862907544768187}, {'x': 0.6444139139060279, 'y': 0.759070716608117}, {'x': 0.6537239433380181, 'y': 0.7708719877041237}, {'x': 0.6556861624688303, 'y': 0.8209547836833325}, {'x': 0.6800093089515815, 'y': 0.7590640073952859}, {'x': 0.6691480396578922, 'y': 0.7283904182159323}, {'x': 0.4957176576477031, 'y': 0.6835796780074769}, {'x': 0.5771753998404909, 'y': 0.8638902768944917}, {'x': 0.5854599336573517, 'y': 0.867265943021116}, {'x': 0.5851327358260432, 'y': 0.9107593739821779}, {'x': 0.604654832808151, 'y': 0.9266102074995308}, {'x': 0.5974681121149531, 'y': 0.9189181413781344}, {'x': 0.6088652984294319, 'y': 0.9282780826077698}, {'x': 0.6401872246415653, 'y': 0.8977006460351517}, {'x': 0.6674073263199288, 'y': 0.9156753164153817}, {'x': 0.6723290322660226, 'y': 1.0}, {'x': 0.6048629651718285, 'y': 0.9927234986993957}, {'x': 0.572613781545012, 'y': 0.9249405889410423}, {'x': 0.5655028106573471, 'y': 0.9101292950608902}, {'x': 0.6201005442475015, 'y': 0.3986635919079227}, {'x': 0.6349592326925738, 'y': 0.3584005039244985}]",2
-1.4639279711943176,-2.155320843819557,1,"5e9ce901a746bc21794c1cde","cluster_med_task_1","cluster_med_task_1",1.0,True,1,"medium",True,False,False,False,"[]",126
3.206925669480524,7.1939837660482215,1,"5e9ce901a746bc21794c1cde","cluster_med_task_1","cluster_med_task_1",1.0,True,1,"medium",True,False,False,False,"[{'x': 0.572613781545012, 'y': 0.9249405889410423}, {'x': 0.5851327358260432, 'y': 0.9107593739821779}, {'x': 0.5655028106573471, 'y': 0.9101292950608902}, {'x': 0.604654832808151, 'y': 0.9266102074995308}, {'x': 0.6088652984294319, 'y': 0.9282780826077698}, {'x': 0.5974681121149531, 'y': 0.9189181413781344}, {'x': 0.6401872246415653, 'y': 0.8977006460351517}, {'x': 0.5854599336573517, 'y': 0.867265943021116}, {'x': 0.5771753998404909, 'y': 0.8638902768944917}, {'x': 0.5500287320385735, 'y': 0.8248735916219295}, {'x': 0.6142166561752824, 'y': 0.8440333036161184}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.6225073811834184, 'y': 0.8147897158799445}, {'x': 0.6210647352594403, 'y': 0.8091798349644103}, {'x': 0.6674073263199288, 'y': 0.9156753164153817}, {'x': 0.6556861624688303, 'y': 0.8209547836833325}, {'x': 0.6826579864678433, 'y': 0.8360341538192597}, {'x': 0.6537631700283676, 'y': 0.7862907544768187}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5412720268167511, 'y': 0.7814062395055363}, {'x': 0.5431338327847621, 'y': 0.780616264354035}, {'x': 0.6537239433380181, 'y': 0.7708719877041237}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.6444139139060279, 'y': 0.759070716608117}, {'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5286274857673755, 'y': 0.7356543527558397}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6691480396578922, 'y': 0.7283904182159323}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.5492364285069006, 'y': 0.6295493357572204}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}, {'x': 0.6828883602543678, 'y': 0.6512473980659924}, {'x': 0.7160510736309688, 'y': 0.6774589705256056}, {'x': 0.6800093089515815, 'y': 0.7590640073952859}, {'x': 0.7672893395250965, 'y': 0.7150159959526982}, {'x': 0.733134796284755, 'y': 0.7630236935277204}, {'x': 0.7477921720814235, 'y': 0.7522242089931283}, {'x': 0.7754394022226327, 'y': 0.714490360393657}, {'x': 0.7919456528823092, 'y': 0.6794169788411029}, {'x': 0.8040010964881129, 'y': 0.7030171898803115}, {'x': 0.8091427034667825, 'y': 0.6758362849941185}, {'x': 0.8449674510780205, 'y': 0.7032604027572037}, {'x': 0.8458419690265563, 'y': 0.7039826454501094}, {'x': 0.6899733746722994, 'y': 0.8968273986759504}, {'x': 0.6844926456371094, 'y': 0.8940561861203099}, {'x': 0.4957176576477031, 'y': 0.6835796780074769}, {'x': 0.6048629651718285, 'y': 0.9927234986993957}, {'x': 0.6723290322660226, 'y': 1.0}]",1
5.634566506449161,4.715132821748404,1,"5e9ce901a746bc21794c1cde","cluster_med_task_1","cluster_med_task_1",1.0,True,1,"medium",True,False,False,False,"[{'x': 0.572613781545012, 'y': 0.9249405889410423}, {'x': 0.5851327358260432, 'y': 0.9107593739821779}, {'x': 0.5655028106573471, 'y': 0.9101292950608902}, {'x': 0.604654832808151, 'y': 0.9266102074995308}, {'x': 0.6088652984294319, 'y': 0.9282780826077698}, {'x': 0.5974681121149531, 'y': 0.9189181413781344}, {'x': 0.6401872246415653, 'y': 0.8977006460351517}, {'x': 0.5854599336573517, 'y': 0.867265943021116}, {'x': 0.5771753998404909, 'y': 0.8638902768944917}, {'x': 0.5500287320385735, 'y': 0.8248735916219295}, {'x': 0.6142166561752824, 'y': 0.8440333036161184}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.6225073811834184, 'y': 0.8147897158799445}, {'x': 0.6210647352594403, 'y': 0.8091798349644103}, {'x': 0.6674073263199288, 'y': 0.9156753164153817}, {'x': 0.6556861624688303, 'y': 0.8209547836833325}, {'x': 0.6826579864678433, 'y': 0.8360341538192597}, {'x': 0.6537631700283676, 'y': 0.7862907544768187}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5412720268167511, 'y': 0.7814062395055363}, {'x': 0.5431338327847621, 'y': 0.780616264354035}, {'x': 0.6537239433380181, 'y': 0.7708719877041237}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.6444139139060279, 'y': 0.759070716608117}, {'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5286274857673755, 'y': 0.7356543527558397}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6691480396578922, 'y': 0.7283904182159323}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.5492364285069006, 'y': 0.6295493357572204}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}, {'x': 0.6828883602543678, 'y': 0.6512473980659924}, {'x': 0.7160510736309688, 'y': 0.6774589705256056}, {'x': 0.6800093089515815, 'y': 0.7590640073952859}, {'x': 0.7672893395250965, 'y': 0.7150159959526982}, {'x': 0.733134796284755, 'y': 0.7630236935277204}, {'x': 0.7477921720814235, 'y': 0.7522242089931283}, {'x': 0.7754394022226327, 'y': 0.714490360393657}, {'x': 0.7919456528823092, 'y': 0.6794169788411029}, {'x': 0.8040010964881129, 'y': 0.7030171898803115}, {'x': 0.8091427034667825, 'y': 0.6758362849941185}, {'x': 0.8449674510780205, 'y': 0.7032604027572037}, {'x': 0.8458419690265563, 'y': 0.7039826454501094}, {'x': 0.6899733746722994, 'y': 0.8968273986759504}, {'x': 0.6844926456371094, 'y': 0.8940561861203099}, {'x': 0.4957176576477031, 'y': 0.6835796780074769}, {'x': 0.6048629651718285, 'y': 0.9927234986993957}, {'x': 0.6723290322660226, 'y': 1.0}, {'x': 0.5133628275646179, 'y': 0.6182840199047801}, {'x': 0.5154495245545098, 'y': 0.575093549069394}, {'x': 0.5602914953794361, 'y': 0.5771038802004984}, {'x': 0.554219859954002, 'y': 0.5388956175099897}, {'x': 0.6124654312787601, 'y': 0.5411032081332058}, {'x': 0.5180825185125603, 'y': 0.4934196946043491}, {'x': 0.5510082371652462, 'y': 0.4648123402699119}, {'x': 0.5968811812376591, 'y': 0.47016524531547416}, {'x': 0.48430375959969185, 'y': 0.429979359920308}, {'x': 0.5058937660506329, 'y': 0.43533912745022585}, {'x': 0.5507502064675287, 'y': 0.42277725812486217}, {'x': 0.6201005442475015, 'y': 0.3986635919079227}, {'x': 0.6349592326925738, 'y': 0.3584005039244985}, {'x': 0.6437864869081521, 'y': 0.3057821834071941}, {'x': 0.6459710409620777, 'y': 0.4738305914564717}, {'x': 0.6331455191320915, 'y': 0.5342404391411}, {'x': 0.6566190564531804, 'y': 0.4833576289947797}, {'x': 0.6727579217389958, 'y': 0.5572701032409527}, {'x': 0.696268565121048, 'y': 0.5548919016833391}, {'x': 0.6606014457052992, 'y': 0.5053313435999365}, {'x': 0.6007817263458567, 'y': 0.23506102587138267}]",1
-0.4511620461272285,2.338684154630867,1,"5e9ce901a746bc21794c1cde","cluster_med_task_1","cluster_med_task_1",1.0,True,1,"medium",True,False,False,True,"[{'x': 0.6225073811834184, 'y': 0.8147897158799445}, {'x': 0.6201005442475015, 'y': 0.3986635919079227}, {'x': 0.6331455191320915, 'y': 0.5342404391411}, {'x': 0.7477921720814235, 'y': 0.7522242089931283}, {'x': 0.4957176576477031, 'y': 0.6835796780074769}, {'x': 0.6844926456371094, 'y': 0.8940561861203099}, {'x': 0.6727579217389958, 'y': 0.5572701032409527}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.7116115750651717, 'y': 0.5495251138034285}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.6556861624688303, 'y': 0.8209547836833325}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.6142166561752824, 'y': 0.8440333036161184}, {'x': 0.5968811812376591, 'y': 0.47016524531547416}, {'x': 0.5492364285069006, 'y': 0.6295493357572204}, {'x': 0.5974681121149531, 'y': 0.9189181413781344}, {'x': 0.6723290322660226, 'y': 1.0}, {'x': 0.6210647352594403, 'y': 0.8091798349644103}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.6899733746722994, 'y': 0.8968273986759504}, {'x': 0.604654832808151, 'y': 0.9266102074995308}, {'x': 0.6674073263199288, 'y': 0.9156753164153817}, {'x': 0.6537239433380181, 'y': 0.7708719877041237}, {'x': 0.6048629651718285, 'y': 0.9927234986993957}, {'x': 0.6606014457052992, 'y': 0.5053313435999365}, {'x': 0.6349592326925738, 'y': 0.3584005039244985}, {'x': 0.5655028106573471, 'y': 0.9101292950608902}, {'x': 0.733134796284755, 'y': 0.7630236935277204}, {'x': 0.5602914953794361, 'y': 0.5771038802004984}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6537631700283676, 'y': 0.7862907544768187}, {'x': 0.6826579864678433, 'y': 0.8360341538192597}, {'x': 0.696268565121048, 'y': 0.5548919016833391}, {'x': 0.6437864869081521, 'y': 0.3057821834071941}, {'x': 0.6459710409620777, 'y': 0.4738305914564717}, {'x': 0.5431338327847621, 'y': 0.780616264354035}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.6828883602543678, 'y': 0.6512473980659924}, {'x': 0.6444139139060279, 'y': 0.759070716608117}, {'x': 0.6691480396578922, 'y': 0.7283904182159323}, {'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}, {'x': 0.554219859954002, 'y': 0.5388956175099897}, {'x': 0.6401872246415653, 'y': 0.8977006460351517}, {'x': 0.7160510736309688, 'y': 0.6774589705256056}, {'x': 0.5771753998404909, 'y': 0.8638902768944917}, {'x': 0.5854599336573517, 'y': 0.867265943021116}, {'x': 0.6088652984294319, 'y': 0.9282780826077698}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.5286274857673755, 'y': 0.7356543527558397}, {'x': 0.6007817263458567, 'y': 0.23506102587138267}, {'x': 0.5500287320385735, 'y': 0.8248735916219295}, {'x': 0.5412720268167511, 'y': 0.7814062395055363}, {'x': 0.5507502064675287, 'y': 0.42277725812486217}, {'x': 0.6566190564531804, 'y': 0.4833576289947797}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.572613781545012, 'y': 0.9249405889410423}, {'x': 0.6800093089515815, 'y': 0.7590640073952859}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.5180825185125603, 'y': 0.4934196946043491}, {'x': 0.5851327358260432, 'y': 0.9107593739821779}, {'x': 0.5154495245545098, 'y': 0.575093549069394}, {'x': 0.6124654312787601, 'y': 0.5411032081332058}, {'x': 0.5058937660506329, 'y': 0.43533912745022585}, {'x': 0.5510082371652462, 'y': 0.4648123402699119}, {'x': 0.48430375959969185, 'y': 0.429979359920308}, {'x': 0.5133628275646179, 'y': 0.6182840199047801}]",45
-1.4639279711943176,-2.155320843819557,2,"5ba5a93f38803d000126567d","cluster_med_task_1","cluster_med_task_1",0.19298245614035092,False,-1,"medium",False,False,False,"N/A","[]",126
-4.5333540203219105,-3.4551314202254964,2,"5ba5a93f38803d000126567d","cluster_med_task_1","cluster_med_task_1",0.19298245614035092,False,-1,"medium",False,False,False,"N/A","[{'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}]",2
-4.5333540203219105,-3.4551314202254964,2,"5ba5a93f38803d000126567d","cluster_med_task_1","cluster_med_task_1",0.19298245614035092,False,-1,"medium",False,False,False,"N/A","[{'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.5562150860105732, 'y': 0.6250767186812888}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}]",2
-4.53974924378936,-3.506017923841624,2,"5ba5a93f38803d000126567d","cluster_med_task_1","cluster_med_task_1",0.19298245614035092,False,-1,"medium",False,False,False,"N/A","[{'x': 0.5579092549179056, 'y': 0.7164683597256913}, {'x': 0.5880240834699535, 'y': 0.7722369453324519}, {'x': 0.5961814680399086, 'y': 0.7668416840138979}, {'x': 0.5897496979190071, 'y': 0.7466202553290557}, {'x': 0.575674544027123, 'y': 0.7000696872387674}, {'x': 0.5959301616139016, 'y': 0.6809023887145981}, {'x': 0.6460138293512325, 'y': 0.7225578967614019}, {'x': 0.618152599888561, 'y': 0.6665799747996656}, {'x': 0.6259385414327651, 'y': 0.6426009123068709}, {'x': 0.630543851479152, 'y': 0.6313331208564659}, {'x': 0.6327459025983474, 'y': 0.6279522991741412}]",1
