,0,1
0,6.4324555,-14.950193
1,29.171507,9.350715
2,8.847174,-15.0274
3,25.948929,0.36390823
4,16.728348,-11.040275
5,25.053127,0.9415456
6,22.207159,23.552477
7,23.668627,0.023135753
8,22.759132,19.35758
9,24.311438,-0.5414921
10,22.249268,12.6642
11,-11.74119,-10.924866
12,20.74691,21.014393
13,21.53314,1.6441998
14,19.874216,18.310545
15,21.463974,3.156098
16,23.693016,12.22264
17,17.794527,-2.4483519
18,22.205397,23.549238
19,20.273369,-2.5595996
20,22.273966,12.698645
21,17.693394,-3.0733218
22,23.270838,11.575872
23,24.523785,7.464983
24,20.510204,11.375567
25,17.930927,-2.9231699
26,14.980887,20.499058
27,23.942038,8.700687
28,21.79212,10.796282
29,18.318123,-2.0249467
30,20.08888,11.431017
31,21.697279,10.823174
32,19.839773,10.903431
33,19.097288,10.040211
34,19.735739,11.125962
35,19.403479,10.370944
36,9.521535,23.099524
37,15.520439,-6.906887
38,9.490344,23.130262
39,16.013458,-6.141201
40,9.241725,23.34592
41,16.591133,-5.4417233
42,14.894258,21.597704
43,20.490902,11.372653
44,19.748716,11.10307
45,21.44788,10.979176
46,19.34414,11.304037
47,17.949451,-2.9093385
48,19.32653,11.280913
49,15.7696705,-6.055919
50,14.977799,21.372797
51,15.595816,-6.147265
52,14.891522,21.591005
53,15.069965,-7.45534
54,9.552823,23.0737
55,14.871675,-7.636167
56,21.829712,12.132043
57,13.868346,-6.7963247
58,13.505187,21.700718
59,12.059111,-10.003418
60,12.888121,22.25608
61,18.633732,-2.1971376
62,15.601687,19.928415
63,18.81312,9.697955
64,13.022585,22.460337
65,15.732987,-4.6633196
66,13.095978,22.048336
67,16.778896,-4.022755
68,19.1215,9.95841
69,26.342575,8.577328
70,21.671782,10.830314
71,16.795792,-4.1303105
72,21.82595,12.126239
73,16.7704,-5.0013
74,13.317801,21.853495
75,16.798368,-4.130718
76,1.0895029,26.393448
77,11.573534,-10.076548
78,2.6485229,26.232347
79,12.290986,-9.636583
80,7.432985,24.983315
81,14.540642,-7.8430743
82,21.672962,11.051458
83,15.896211,8.99969
84,14.741483,19.94356
85,15.72676,-4.746789
86,14.238737,19.32291
87,24.529205,7.457174
88,10.591941,24.915894
89,11.640986,-7.11278
90,12.00743,15.620669
91,11.644712,-2.8513713
92,9.148358,12.646666
93,8.213759,-8.375793
94,1.8509876,22.272215
95,2.5806532,-8.837128
96,7.69186,14.930913
97,1.3124777,-9.389529
98,-2.3901293,23.911186
99,1.3094518,-9.34471
100,-2.688934,24.151762
101,0.14327247,-10.839608
102,-3.7635746,24.353735
103,0.3130569,-10.703038
104,-3.8257685,24.187767
105,-0.15609093,-11.029379
106,-3.8155632,24.147306
107,-0.23446152,-11.08259
108,-2.5965807,23.792557
109,-0.27522945,-11.104076
110,-5.2064238,24.663284
111,-0.28761667,-11.109266
112,-3.8713882,24.162477
113,-0.3400514,-11.132691
114,-3.753767,24.371546
115,-1.5180483,-10.639449
116,-5.4325905,24.905512
117,-1.5196661,-10.629622
118,-5.2930884,24.8385
119,-1.5961293,-10.543691
120,-5.1705127,24.645477
121,-1.4536748,-10.370673
122,-5.2249017,24.640137
123,-1.0057722,-10.211474
124,-5.3337393,24.959763
125,-1.4167569,-10.17242
126,-4.599728,25.344511
127,-1.7630354,-10.006478
128,-4.196974,25.024237
129,-1.3154762,-10.222418
130,-5.308795,24.878273
131,-1.4944172,-10.147976
132,-4.218404,25.059862
133,6.593786,-14.944643
134,-0.5562412,-16.279305
135,26.398123,12.0000725
136,25.820671,-0.42611662
137,3.3519204,-15.881444
138,-8.086853,-13.494244
139,13.9870405,-13.344544
140,21.668388,-3.7804508
141,18.315626,21.199724
142,20.49688,-3.1738958
143,18.7591,20.05421
144,19.751047,-0.20487225
145,17.200481,20.120552
146,21.361313,-4.8056307
147,16.771843,19.99088
148,20.25545,1.0405172
149,19.054478,13.537168
150,17.885763,0.8763844
151,16.956083,16.25566
152,17.315954,-1.2889841
153,20.141766,13.118601
154,18.152523,0.042492624
155,20.044127,15.12654
156,16.333158,-1.3376242
157,20.204233,23.255438
158,21.747158,0.35273156
159,20.10628,19.667217
160,21.578928,1.5090243
161,17.94332,20.50381
162,18.176233,-0.9651261
163,24.074816,10.625838
164,18.037792,-1.110937
165,13.396712,18.508415
166,-8.086029,-13.493046
167,14.476303,18.432756
168,20.120504,-0.2819149
169,13.20575,18.5854
170,20.120966,-0.28192613
171,16.999819,19.825712
172,23.351587,1.0908046
173,24.579641,13.5097
174,16.635468,-3.4385374
175,17.63972,21.073706
176,15.711055,-4.13588
177,16.246128,19.593212
178,15.71094,-4.137335
179,16.710268,20.060183
180,16.701447,-3.7483764
181,15.277329,18.995888
182,15.843097,-4.0585656
183,13.751583,20.253586
184,18.784391,-3.1158998
185,13.790856,20.283463
186,18.520334,-1.6160183
187,15.543422,19.950808
188,18.594404,-2.015818
189,15.370095,20.150898
190,15.26933,-5.09424
191,14.185941,20.62642
192,13.87963,-6.8056507
193,13.918331,20.64223
194,19.701744,-2.4571142
195,13.891649,20.68572
196,26.363281,8.543933
197,22.694927,10.302751
198,16.797186,-4.2188864
199,15.527232,19.98324
200,16.800636,-4.1167345
201,13.754844,20.520065
202,15.201419,-5.211677
203,13.282638,20.297106
204,11.999565,-7.918671
205,9.673328,24.681644
206,12.272935,-6.721163
207,9.556766,24.669388
208,14.169367,-4.2675567
209,10.515671,24.221027
210,13.388173,-5.5503454
211,12.920203,22.57759
212,10.914377,-8.276133
213,12.209589,22.63777
214,12.984022,-5.4631515
215,10.577823,23.45351
216,12.32927,-7.78257
217,16.296131,19.549166
218,14.280386,-7.952792
219,14.466446,20.580074
220,13.574729,-6.7609515
221,13.27013,20.327852
222,15.150063,-4.209201
223,9.548955,24.622822
224,13.722524,-6.6826377
225,14.445889,20.594368
226,15.305835,-7.201835
227,11.911681,23.102636
228,8.62757,-8.937019
229,8.6247425,25.338923
230,4.281745,-9.854068
231,2.6074398,25.892202
232,11.941465,-10.798416
233,2.381198,25.762722
234,2.3627086,-10.166708
235,2.5230408,25.480057
236,9.673244,-7.209043
237,3.6392133,25.14301
238,9.067011,-8.230997
239,4.692641,24.827917
240,9.666103,-7.234687
241,4.476695,24.6892
242,9.354069,-7.717729
243,9.434827,25.804941
244,9.651447,-7.4504128
245,7.411801,21.181557
246,10.344459,-6.242921
247,4.7164817,23.230703
248,10.974963,-5.3372436
249,7.7139406,20.842546
250,8.26153,-8.721471
251,3.828271,21.629183
252,2.4183035,-9.841971
253,2.8026178,24.168083
254,8.52933,-8.0715275
255,6.6530275,20.531853
256,8.322555,-8.113159
257,9.6029415,19.057959
258,10.96044,-6.515992
259,9.581007,19.399538
260,10.284153,-7.5491123
261,10.308146,26.079811
262,9.820332,-6.6224947
263,4.7121277,24.364943
264,9.27268,-6.9405274
265,3.6026666,25.155123
266,15.480365,-1.0784962
267,10.730455,19.81461
268,10.407388,-7.3238826
269,15.708668,14.249107
270,6.4863114,-15.021151
271,-0.5437309,-16.291689
272,26.497526,12.0857
273,25.83555,-0.45081007
274,3.3571477,-15.887224
275,-8.087044,-13.494559
276,13.98709,-13.344411
277,21.67131,-3.7873342
278,18.315557,21.199865
279,20.494822,-3.1731627
280,18.225883,20.098269
281,21.220497,1.3293757
282,19.852133,19.144201
283,18.274546,-0.947444
284,19.029537,18.811995
285,23.616331,0.0039826743
286,16.663435,20.021109
287,19.611866,-0.14900936
288,21.256475,20.027376
289,18.826675,-2.9317074
290,25.741827,11.711667
291,17.891293,-2.9570618
292,17.563932,18.25097
293,26.18276,8.5753765
294,14.938854,21.325275
295,13.287531,-6.76684
296,25.33283,6.2786202
297,18.959564,-3.0603738
298,14.5569725,20.486609
299,22.043093,9.543633
300,20.746521,21.003149
301,14.168581,-4.9987345
302,13.825682,20.229134
303,18.601196,-2.033751
304,14.454032,20.633566
305,18.378426,-2.3477738
306,17.67036,18.151146
307,13.85145,-7.216133
308,9.261784,23.335463
309,16.771198,-4.9842844
310,12.719374,22.33558
311,18.952879,-3.0402799
312,12.737475,22.335968
313,12.045136,-10.021791
314,9.258266,24.381987
315,12.120759,-9.821001
316,3.4751992,25.907707
317,14.471901,-7.8866687
318,11.663068,19.9241
319,12.335908,-6.9259186
320,11.253033,21.148678
321,13.96918,-1.2570616
322,10.745877,25.187815
323,9.853576,-7.85068
324,3.0781956,25.244913
325,10.213362,-7.724622
326,12.391956,18.63318
327,12.482458,-4.5307703
328,12.836792,23.085121
