x,y,line,cp,algo,age,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1
17.47700302893908,11.075337545245885,0,0,Nf3,72,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,br,,,bp,wp,,wp,,,,wp,wp,,,,bp,,,,,,,,wk,wq,,,,,,,,,wr,
17.437708395674008,11.036978829758077,0,0,Nf3,73,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,br,,,bp,wp,,wp,,,,wp,wp,,,,wq,,,,,,,,wk,,,,,,,,,,wr,
17.426601256016934,11.028646327148264,0,0,Nf3,74,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,wq,,,,,,,,wk,br,,,,,,,,,wr,
17.444472841418527,11.046823793614383,0,0,Nf3,75,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,bq,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,wk,wq,,,,,,,,,wr,
17.313277606826723,10.920693997894531,0,0,Nf3,76,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,wk,wq,,,,,,,,,wr,
17.24734309461889,10.858909353472962,0,0,Nf3,77,,,,,,br,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,wq,,,,,,,,,wr,
17.184254340211936,10.797851382605321,0,0,Nf3,78,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,br,,,,,,,,,wr,
17.17788945031665,10.797291589920036,0,0,Nf3,79,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,,,bq,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,,wk,,,,,,,,,wr,
17.186221141614688,10.805104256135351,0,0,Nf3,80,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,bq,,,bp,wp,,wp,,,,wp,wp,,,,,,,,,,,,,wk,,,,,,,,,wr,
17.187819400189568,10.805165795810375,0,0,Nf3,81,,,,,,,,bk,,,,,,,,,,,bp,,wn,,bp,,,bp,wp,bp,wp,bq,,,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,,,,,,,,,,wr,
17.183236655657506,10.800931071237159,0,1,Nf3,82,,,,,,,,bk,,,,,,,,,,,bp,,bq,,bp,,,bp,wp,bp,wp,,,,bp,wp,,wp,,,,wp,wp,,,,wk,,,,,,,,,,,,,,,,,,wr,
62.31486600864143,-2.1229231934918107,1,1,d4,0,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
42.00860028678875,-23.60164516859705,1,0,d4,1,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
