x,y,line,cp,algo,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
-12.0542, 25.928604, 0, intermediate, beginner,G,W,Y,B,W,W,Y,B,B,O,W,O,G,G,Y,W,B,R,B,G,Y,O,R,W,W,G,G,O,O,R,R,O,R,R,R,G,B,O,W,Y,Y,G,W,Y,O,G,B,B,Y,B,O,Y,R,R
-13.200165, 26.972857, 0, intermediate, beginner,G,W,O,B,W,Y,Y,B,R,O,W,W,G,G,G,W,B,O,W,O,B,G,R,G,G,W,Y,O,O,R,R,O,R,R,R,G,B,O,B,Y,Y,O,W,Y,R,G,B,Y,Y,B,W,Y,R,B
-12.9997015, 26.94137, 0, intermediate, beginner,Y,B,G,B,W,W,R,Y,O,G,G,W,G,G,G,W,B,O,Y,O,B,R,R,G,B,W,Y,O,O,O,R,O,W,R,R,W,B,O,B,Y,Y,O,W,Y,R,G,B,Y,Y,B,W,G,R,R
-12.057752, 26.351751, 0, intermediate, beginner,Y,B,Y,B,W,W,R,Y,R,G,G,G,G,G,W,W,B,O,B,G,Y,O,R,W,Y,R,B,O,O,O,R,O,W,R,R,W,B,O,W,Y,Y,G,W,Y,O,G,B,B,Y,B,O,G,R,R
-10.736474, 25.434671, 0, intermediate, beginner,Y,B,Y,B,W,W,W,O,B,O,B,W,W,G,G,G,G,G,B,G,Y,O,R,W,R,R,W,O,O,O,R,O,W,Y,R,B,R,Y,R,Y,Y,G,W,Y,O,G,B,B,Y,B,O,G,R,R
-9.1619005, 24.903858, 0, intermediate, beginner,Y,B,Y,B,W,W,W,O,B,O,B,W,W,G,G,W,W,Y,B,G,G,O,R,B,R,R,B,G,O,O,G,O,W,G,R,B,R,G,O,Y,Y,Y,R,Y,W,Y,R,O,Y,B,O,G,R,R
-9.050791, 23.598055, 0, intermediate, beginner,Y,B,O,B,W,O,W,O,R,O,B,Y,W,G,W,W,W,B,G,B,B,G,R,R,B,O,R,G,O,O,G,O,W,G,R,B,R,G,W,Y,Y,G,R,Y,Y,Y,R,O,Y,B,Y,G,R,W
-8.875596, 23.504726, 0, intermediate, beginner,W,B,Y,O,W,B,R,O,O,B,G,G,W,G,W,W,W,B,G,B,B,R,R,R,W,O,R,G,O,O,G,O,B,G,R,Y,R,G,W,Y,Y,G,R,Y,Y,Y,R,O,Y,B,Y,B,W,O
-7.92196, 24.665707, 0, intermediate, beginner,W,B,G,O,W,W,R,O,B,B,G,W,W,G,G,W,W,Y,W,R,G,O,R,B,R,R,B,G,O,O,G,O,B,G,R,Y,R,G,O,Y,Y,Y,R,Y,O,Y,R,Y,Y,B,B,B,W,O
-6.972722, 24.78795, 0, intermediate, beginner,W,B,G,O,W,W,O,G,R,Y,W,W,G,G,W,W,G,B,W,R,G,O,R,B,G,R,Y,G,O,O,G,O,B,R,R,B,B,O,R,Y,Y,Y,R,Y,O,Y,R,Y,Y,B,B,B,W,O
-5.9861083, 24.937466, 0, intermediate, beginner,Y,B,G,Y,W,W,B,G,R,W,W,W,O,G,W,O,G,B,W,R,G,O,R,B,G,R,Y,R,G,G,R,O,O,B,B,O,Y,O,R,G,Y,Y,W,Y,O,B,R,Y,Y,B,B,R,W,O
-5.2708216, 24.722584, 0, intermediate, beginner,G,W,R,B,W,G,Y,Y,B,G,O,O,O,G,W,O,G,B,W,R,G,W,R,B,W,R,Y,R,G,O,R,O,W,B,B,R,Y,O,R,G,Y,Y,W,Y,O,B,R,Y,Y,B,B,W,O,G
-4.2611427, 23.828304, 0, intermediate, beginner,G,W,R,O,W,G,O,Y,B,Y,O,O,G,G,W,W,G,B,W,R,G,W,R,B,W,R,Y,O,W,R,G,O,B,R,R,B,B,O,R,Y,Y,Y,W,Y,O,G,R,Y,B,B,B,Y,O,G
-4.4880676, 22.09738, 0, intermediate, beginner,G,W,R,O,W,G,R,O,B,B,G,W,W,G,G,O,O,Y,W,R,G,W,R,B,R,R,B,O,W,R,G,O,B,W,R,Y,B,Y,O,Y,Y,Y,W,Y,O,G,R,Y,B,B,B,Y,O,G
-4.3960657, 22.060331, 0, intermediate, beginner,G,W,R,O,W,G,R,O,B,B,G,W,W,G,G,B,B,G,W,R,G,W,R,R,R,R,Y,O,W,R,O,O,B,Y,R,Y,O,Y,O,Y,Y,Y,B,Y,W,W,G,O,B,B,B,Y,O,G
-3.8132358, 23.736881, 0, intermediate, beginner,G,W,R,O,W,G,O,Y,O,G,B,B,G,G,W,W,G,B,W,R,G,W,R,R,Y,R,Y,O,W,R,O,O,B,R,R,Y,B,O,R,Y,Y,Y,B,Y,W,W,G,O,B,B,B,Y,O,G
-1.9837952, 24.693077, 0, intermediate, beginner,O,Y,O,G,W,O,R,W,G,G,O,Y,G,G,W,W,G,B,Y,R,G,B,R,R,R,R,Y,O,W,Y,O,O,W,R,R,W,B,O,R,Y,Y,Y,B,Y,W,W,G,O,B,B,B,B,B,G
-1.8960985, 24.712257, 0, intermediate, beginner,W,Y,B,G,W,O,R,W,G,G,O,Y,G,G,W,W,G,B,O,W,Y,B,R,R,R,R,Y,Y,R,G,O,O,W,R,R,W,B,O,R,Y,Y,Y,O,Y,O,G,B,B,B,B,B,O,G,W
-3.3942134, 23.417326, 0, intermediate, beginner,G,W,R,O,W,G,B,Y,W,W,G,O,G,G,W,W,G,B,W,W,Y,W,R,R,G,R,Y,Y,R,R,O,O,B,R,R,O,B,O,R,Y,Y,Y,O,Y,O,G,B,B,B,B,B,Y,O,G
-3.6834521, 21.584524, 0, checkpoint, beginner,G,W,R,O,W,G,R,O,B,B,G,W,W,G,G,O,G,W,W,W,Y,W,R,R,R,R,O,Y,R,R,O,O,B,G,R,Y,W,Y,B,Y,Y,Y,O,Y,O,G,B,B,B,B,B,Y,O,G
-0.54375535, 11.3823, 0, intermediate, beginner,R,O,G,O,W,W,B,G,R,R,W,W,W,G,G,O,G,W,Y,W,Y,O,R,R,G,R,O,Y,R,B,O,O,G,G,R,W,W,Y,B,Y,Y,Y,O,Y,O,G,B,B,B,B,B,Y,B,R
-26.620863, -1.5013745, 0, intermediate, beginner,R,O,W,O,W,G,B,G,W,R,W,B,W,G,Y,O,G,O,G,O,Y,R,R,W,O,R,Y,Y,R,B,O,O,G,G,R,W,W,Y,B,Y,Y,B,O,Y,R,G,B,G,B,B,W,Y,B,R
-26.06446, -1.6471274, 0, intermediate, beginner,W,G,W,O,W,G,R,O,B,B,G,W,W,G,Y,O,G,O,B,O,Y,W,R,W,R,R,Y,Y,R,R,O,O,B,G,R,Y,W,Y,B,Y,Y,B,O,Y,R,G,B,G,B,B,W,G,R,O
-0.15417862, 10.389167, 0, intermediate, beginner,W,G,G,O,W,W,R,O,O,B,G,W,W,G,G,O,G,B,Y,W,Y,O,R,R,B,W,R,Y,R,R,O,O,B,G,R,Y,W,Y,W,Y,Y,Y,O,Y,O,G,B,B,B,B,B,G,R,R
0.38134655, 11.550515, 0, intermediate, beginner,O,O,R,W,W,O,G,G,W,R,R,G,W,G,G,O,G,B,Y,W,Y,B,R,R,R,W,R,Y,R,B,O,O,O,G,R,Y,W,Y,W,Y,Y,Y,O,Y,O,G,B,B,B,B,B,W,G,B
-26.350117, -2.4514737, 0, intermediate, beginner,O,O,G,W,W,G,G,G,B,R,R,W,W,G,Y,O,G,O,R,B,Y,W,R,W,R,R,Y,Y,R,B,O,O,O,G,R,Y,W,Y,B,Y,Y,B,O,Y,B,G,B,R,B,B,O,W,G,W
-26.924555, -2.1708183, 0, intermediate, beginner,G,G,B,O,W,G,O,W,G,B,O,Y,W,G,Y,O,G,O,W,B,Y,R,R,W,R,R,Y,Y,R,W,O,O,G,G,R,W,W,Y,B,Y,Y,B,O,Y,B,G,B,R,B,B,O,R,W,R
1.286576, 10.823363, 0, intermediate, beginner,G,G,R,O,W,O,O,W,R,B,O,B,W,G,G,O,G,G,Y,W,Y,B,R,R,W,R,R,Y,R,W,O,O,G,G,R,W,W,Y,Y,Y,Y,Y,O,Y,O,G,B,B,B,B,B,R,W,B
2.2688782, 10.006266, 0, intermediate, beginner,Y,R,W,O,W,O,O,W,R,B,O,B,W,G,G,O,G,G,G,G,R,B,R,R,W,R,R,O,Y,O,O,O,G,G,R,W,W,Y,Y,Y,Y,Y,Y,W,Y,B,B,B,B,B,W,G,B,R
0.36823046, 8.66654, 0, intermediate, beginner,W,O,R,R,W,W,Y,O,O,O,G,W,W,G,G,O,G,G,B,G,R,O,R,R,B,R,R,O,Y,R,O,O,B,G,R,G,W,Y,Y,Y,Y,Y,Y,W,Y,B,B,B,B,B,W,G,B,W
0.49302387, 9.045676, 0, intermediate, beginner,B,G,R,R,W,W,Y,O,O,O,G,W,W,G,G,O,G,G,Y,W,Y,O,R,R,B,R,R,W,O,R,O,O,B,G,R,G,W,Y,Y,Y,Y,Y,R,Y,O,G,B,B,B,B,B,W,W,B
-24.959604, 2.322739, 0, intermediate, beginner,B,G,Y,R,W,Y,Y,O,O,O,G,B,W,G,B,O,G,B,R,R,B,R,R,O,Y,W,Y,W,O,R,O,O,B,G,R,G,W,Y,R,Y,Y,W,R,Y,O,G,B,W,B,B,G,W,W,G
-24.27229, 2.7347503, 0, intermediate, beginner,B,G,Y,R,W,Y,Y,W,Y,B,B,B,G,G,G,O,W,O,R,R,B,R,R,O,R,Y,W,W,O,R,O,O,B,Y,O,O,G,R,G,Y,Y,W,R,Y,O,G,B,W,B,B,G,W,W,G
-24.58144, 3.492608, 0, intermediate, beginner,Y,Y,Y,G,W,W,B,R,Y,R,B,O,G,G,G,O,W,O,B,R,B,B,R,O,B,Y,W,W,O,G,O,O,W,Y,O,W,G,R,G,Y,Y,W,R,Y,O,G,B,W,B,B,G,R,R,R
-25.16323, 3.1824012, 0, intermediate, beginner,Y,Y,Y,G,W,W,Y,O,W,O,G,R,W,G,B,O,G,O,B,R,B,B,R,O,B,R,Y,W,O,G,O,O,W,G,R,G,W,Y,B,Y,Y,W,R,Y,O,G,B,W,B,B,G,R,R,R
-24.904959, 2.100156, 0, intermediate, beginner,Y,G,Y,O,W,Y,W,W,Y,B,B,B,W,G,B,O,G,O,R,R,B,R,R,O,R,R,Y,W,O,O,O,O,G,G,R,R,W,Y,B,Y,Y,W,R,Y,O,G,B,W,B,B,G,G,W,G
1.5995046, 8.185073, 0, intermediate, beginner,Y,G,B,O,W,W,W,W,O,B,B,W,W,G,G,O,G,G,Y,R,R,O,R,R,B,R,R,W,O,O,O,O,G,G,R,R,W,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,B,B,B,G,W,O
15.981214, 4.9344816, 0, intermediate, beginner,O,W,W,W,W,O,B,G,Y,O,W,G,W,G,G,O,G,G,R,R,R,G,R,R,O,R,R,W,O,B,O,O,O,G,R,Y,W,Y,Y,Y,Y,Y,R,Y,Y,G,B,B,B,B,B,W,B,B
15.852306, 4.425706, 0, intermediate, beginner,G,W,W,B,W,O,W,G,Y,O,W,G,W,G,G,B,G,G,R,R,R,G,R,R,O,R,R,G,O,W,R,O,O,Y,O,B,O,Y,Y,W,Y,Y,O,Y,Y,W,B,B,Y,B,B,R,B,B
13.781577, 2.3697891, 0, intermediate, beginner,W,O,Y,W,W,G,G,B,W,W,O,B,W,G,G,B,G,G,G,R,R,W,R,R,O,R,R,G,O,B,R,O,B,Y,O,R,O,Y,Y,W,Y,Y,O,Y,Y,W,B,B,Y,B,B,R,G,O
13.030527, 1.8435079, 0, intermediate, beginner,W,O,Y,W,W,G,B,B,W,O,O,B,W,G,G,O,G,G,G,R,R,W,R,R,O,R,R,B,B,R,O,O,O,G,R,Y,W,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,G,G,O
12.437043, 2.108676, 0, intermediate, beginner,W,B,B,G,W,W,Y,O,W,O,G,G,W,G,G,O,G,G,Y,R,R,O,R,R,R,R,R,B,B,O,O,O,W,G,R,G,W,Y,Y,Y,Y,Y,R,Y,Y,W,B,B,W,B,B,B,O,O
13.673538, 2.81022, 0, intermediate, beginner,W,B,B,W,W,W,B,O,W,W,G,G,G,G,G,Y,G,G,Y,R,R,O,R,R,R,R,R,G,O,B,R,O,B,G,W,O,O,Y,Y,W,Y,Y,O,Y,Y,W,B,B,Y,B,B,R,O,O
15.572525, 3.4741638, 0, intermediate, beginner,B,W,W,B,W,O,W,W,B,B,B,O,G,G,G,Y,G,G,G,R,R,G,R,R,W,R,R,G,O,O,R,O,O,G,W,R,O,Y,Y,W,Y,Y,O,Y,Y,W,B,B,Y,B,B,Y,O,R
5.149152, 3.3790002, 0, intermediate, beginner,B,W,W,G,W,O,Y,W,B,O,B,O,W,G,G,O,G,G,G,R,R,G,R,R,W,R,R,O,O,R,O,O,W,G,R,G,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,R
2.383766, 7.3370037, 0, intermediate, beginner,Y,G,B,W,W,W,B,O,W,W,G,G,W,G,G,O,G,G,W,R,R,O,R,R,R,R,R,O,O,O,O,O,B,G,R,O,W,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,R
-31.992334, 17.517609, 0, intermediate, beginner,Y,G,B,W,W,W,G,R,O,O,W,W,G,G,G,G,G,G,W,R,R,O,R,R,B,O,W,O,O,O,O,O,B,Y,Y,W,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,R
-31.880068, 16.28828, 0, intermediate, beginner,O,R,G,W,W,W,B,G,Y,R,W,G,G,G,G,G,G,G,W,R,R,B,R,R,O,O,W,O,O,B,O,O,O,Y,Y,W,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
14.911806, -14.549053, 0, intermediate, beginner,O,R,G,W,W,W,R,R,R,G,G,G,G,G,G,G,W,R,W,R,R,B,R,R,Y,Y,W,O,O,B,O,O,O,O,O,W,Y,G,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
15.985899, -13.844374, 0, intermediate, beginner,B,R,G,B,W,W,W,R,R,O,G,G,W,G,G,R,W,R,W,R,R,B,R,R,Y,Y,W,O,O,O,O,O,O,W,O,B,G,G,B,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,W,O
16.727798, -11.691023, 0, intermediate, beginner,B,R,G,B,W,W,W,O,B,R,W,O,W,G,G,R,G,G,W,R,R,B,R,R,W,R,R,O,O,O,O,O,O,B,G,G,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,W,O
-0.078797065, -0.40305835, 0, checkpoint, beginner,R,R,G,W,W,W,R,O,B,W,W,O,G,G,G,G,G,G,W,R,R,B,R,R,W,R,R,O,O,G,O,O,G,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
-40.825188, 13.287147, 0, intermediate, beginner,R,R,G,W,W,W,O,O,B,G,G,W,G,G,W,G,G,O,W,R,R,B,R,R,R,O,B,O,O,G,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,O
-44.320152, 8.758295, 0, intermediate, beginner,R,R,W,W,W,W,O,O,O,G,G,W,G,G,Y,G,G,Y,R,B,W,O,R,R,B,R,R,O,O,G,O,O,G,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,W,W,B
-40.77939, 4.705994, 0, intermediate, beginner,O,W,R,O,W,R,O,W,W,B,O,R,G,G,Y,G,G,Y,W,B,W,W,R,R,B,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,O,B,B,G,B,B,W,Y,G,G
-35.717484, 10.679871, 0, intermediate, beginner,O,W,G,O,W,W,O,W,G,B,O,R,G,G,R,G,G,W,W,R,R,B,R,R,W,W,B,O,O,G,O,O,G,Y,Y,W,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,O
-39.23823, 18.540426, 0, intermediate, beginner,G,W,G,W,W,W,O,O,O,G,G,W,G,G,R,G,G,W,R,R,R,O,R,R,B,W,B,O,O,O,O,O,G,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
-1.1155053, -8.868807, 0, checkpoint, beginner,G,W,G,W,W,W,B,W,B,W,R,W,G,G,G,G,G,G,R,R,R,O,R,R,R,R,R,O,O,O,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,W
6.3963943, -7.217383, 0, intermediate, beginner,G,W,B,W,W,W,G,W,B,O,G,O,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,W,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,R
-39.512543, 16.01856, 0, intermediate, beginner,G,W,B,W,W,W,O,O,W,G,G,O,G,G,G,G,G,O,W,R,R,R,R,R,G,W,B,O,O,W,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,R
-36.4773, 12.465885, 0, intermediate, beginner,O,W,G,O,W,W,W,W,B,G,R,W,G,G,G,G,G,O,R,R,R,O,R,R,R,W,B,O,O,G,O,O,G,Y,Y,O,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,W
1.5584816, 4.814119, 0, intermediate, beginner,O,W,G,O,W,W,R,W,B,W,G,O,R,G,G,G,G,G,R,R,R,O,R,R,W,R,R,O,O,G,O,O,G,W,W,B,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,B,W
-0.35190436, 3.1773093, 0, intermediate, beginner,R,O,O,W,W,W,B,W,G,W,O,R,R,G,G,G,G,G,Y,R,R,B,R,R,W,R,R,O,O,W,O,O,G,W,W,O,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,G,G
-35.742764, 17.707119, 0, intermediate, beginner,R,O,O,W,W,W,W,W,O,G,R,W,G,G,O,G,G,R,Y,R,R,B,R,R,B,W,G,O,O,W,O,O,G,Y,Y,O,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,G,G
-40.94366, 16.396358, 0, intermediate, beginner,O,W,W,W,W,W,O,O,R,G,G,B,G,G,O,G,G,R,O,R,R,G,R,R,W,W,G,O,O,B,O,O,B,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,G
3.4751356, -5.6882877, 0, intermediate, beginner,O,W,W,W,W,W,W,W,G,B,O,R,G,G,G,G,G,G,O,R,R,G,R,R,W,R,R,O,O,B,O,O,B,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,G
7.4609094, -5.9615326, 0, intermediate, beginner,W,W,O,W,W,W,G,W,W,W,G,O,G,G,G,G,G,G,W,R,R,R,R,R,G,R,R,O,O,B,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,B
32.686146, 7.5494146, 0, intermediate, beginner,O,O,B,W,W,W,G,W,W,W,G,O,G,G,G,G,G,G,W,W,O,R,R,R,G,R,R,Y,Y,Y,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,R,R,W,B,B,B,B,B,B,B,B,R
26.563883, 11.97435, 0, intermediate, beginner,G,W,O,W,W,O,W,W,B,G,R,W,G,G,G,G,G,G,B,W,O,B,R,R,R,R,R,Y,Y,W,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,R,R,W,B,B,B,B,B,B,R,O,Y
-40.782085, 22.951279, 0, intermediate, beginner,G,W,O,W,W,O,O,O,O,G,G,G,G,G,R,G,G,W,B,W,O,B,R,R,W,W,B,Y,Y,W,O,O,G,Y,Y,Y,R,R,R,Y,Y,Y,R,R,W,B,B,B,B,B,B,R,O,Y
-38.006477, 24.00873, 0, intermediate, beginner,O,O,O,W,W,O,G,W,O,W,G,Y,G,G,R,G,G,W,G,W,O,G,R,R,G,W,B,Y,Y,Y,O,O,O,Y,Y,R,R,R,R,Y,Y,Y,R,R,W,B,B,B,B,B,B,B,B,W
-37.26429, 20.883207, 0, intermediate, beginner,G,W,O,W,W,O,G,W,O,W,G,Y,G,G,R,G,G,W,W,R,R,G,R,R,G,W,B,O,O,O,O,O,O,Y,Y,R,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,B
-38.59129, 17.879509, 0, intermediate, beginner,G,W,G,W,W,W,O,O,O,G,G,W,G,G,R,G,G,W,W,R,R,B,R,R,B,W,B,O,O,W,O,O,G,Y,Y,Y,R,R,R,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,O
0.09041222, -9.422713, 0, intermediate, beginner,G,W,G,W,W,W,B,W,B,W,R,W,G,G,G,G,G,G,W,R,R,B,R,R,R,R,R,O,O,W,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,O,O
7.2309523, -7.07808, 0, intermediate, beginner,G,W,B,W,W,W,G,W,B,W,G,O,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,O,O,O,O,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,R
11.333093, -18.63265, 0, intermediate, beginner,G,W,B,W,W,W,W,R,R,O,G,G,G,G,G,W,G,G,W,R,R,R,R,R,Y,Y,Y,O,O,O,O,O,O,G,W,B,R,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,R
5.3676567, -20.245447, 0, intermediate, beginner,W,W,G,R,W,W,R,W,B,Y,R,W,G,G,G,W,G,G,W,R,R,B,R,R,R,Y,Y,O,O,O,O,O,G,G,W,G,R,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,O
26.633823, -10.831712, 0, intermediate, beginner,W,R,R,R,W,W,R,W,B,Y,R,W,G,G,G,W,G,G,Y,Y,Y,B,R,R,R,Y,Y,W,W,G,O,O,G,G,W,G,R,O,O,Y,Y,Y,O,O,O,B,B,B,O,B,B,O,B,B
30.333055, -11.720896, 0, intermediate, beginner,R,W,B,R,W,W,W,R,R,G,G,G,G,G,G,W,G,G,W,Y,Y,R,R,R,Y,Y,Y,W,W,B,O,O,B,G,W,O,R,O,O,Y,Y,Y,O,O,O,B,B,B,O,B,B,Y,B,R
30.33579, -8.61588, 0, intermediate, beginner,R,W,B,R,W,W,G,W,O,W,G,G,G,G,G,G,G,G,W,Y,Y,R,R,R,W,R,R,W,W,B,O,O,B,O,O,R,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,B,B,Y,B,R
26.363111, -7.536656, 0, intermediate, beginner,G,R,R,W,W,W,O,W,B,W,R,W,G,G,G,G,G,G,Y,Y,Y,B,R,R,R,R,R,W,W,W,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,B,B,R,B,B
0.20853809, -11.467756, 0, intermediate, beginner,W,W,W,W,W,W,O,W,B,W,R,W,G,G,G,G,G,G,G,R,R,B,R,R,R,R,R,O,O,O,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,O,R
8.024521, -9.628007, 0, intermediate, beginner,W,W,B,W,W,W,W,W,O,O,G,G,G,G,G,G,G,G,W,R,R,R,R,R,W,R,R,O,O,R,O,O,O,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,R
11.998392, -18.675114, 0, intermediate, beginner,W,W,B,W,W,W,W,R,R,G,G,G,G,G,G,O,G,G,W,R,R,R,R,R,Y,Y,Y,O,O,R,O,O,O,W,W,O,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,R
4.7539434, -20.252975, 0, intermediate, beginner,W,W,W,R,W,W,R,W,B,Y,R,W,G,G,G,O,G,G,G,R,R,B,R,R,R,Y,Y,O,O,G,O,O,G,W,W,G,B,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,R
26.350681, -10.256427, 0, intermediate, beginner,G,R,R,R,W,W,R,W,B,Y,R,W,G,G,G,O,G,G,Y,Y,Y,B,R,R,R,Y,Y,W,W,W,O,O,G,W,W,G,B,O,O,Y,Y,Y,G,O,O,O,B,B,O,B,B,R,B,B
