,x,y,line,cp,algo,player,age,ECO,UTCTime,Opening,BlackElo,Result,Site,Black,WhiteElo,TimeControl,White,UTCDate,Date,Termination,Event,Round,eval,clk,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1
2060,-8.739621,-0.74056464,422,0,Euclid_Chess,Euclid_Chess,1,A61,00:05:28,Benoni Defense,1882,1-0,https://lichess.org/6pU5AXOd,willisand,1876,300+0,Euclid_Chess,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2061,-3.0670757,9.741607,422,0,Euclid_Chess,willisand,2,A61,00:05:28,Benoni Defense,1882,1-0,https://lichess.org/6pU5AXOd,willisand,1876,300+0,Euclid_Chess,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.23,0:10:00,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2062,1.9278579,4.4126086,422,1,Euclid_Chess,Euclid_Chess,3,A61,00:05:28,Benoni Defense,1882,1-0,https://lichess.org/6pU5AXOd,willisand,1876,300+0,Euclid_Chess,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:09:56,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,,wp,,,,,,,,,,wn,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
2063,10.954303,17.228256,423,1,Kairzh,Kairzh,0,B01,00:05:30,Scandinavian Defense,1475,0-1,https://lichess.org/g6RFQZ1Z,Kairzh,1483,60+0,mojo872,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2064,26.117863,8.50939,423,1,Kairzh,mojo872,1,B01,00:05:30,Scandinavian Defense,1475,0-1,https://lichess.org/g6RFQZ1Z,Kairzh,1483,60+0,mojo872,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.0,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2065,11.637656,16.013512,424,1,JoaoJuste,dcw312,0,D53,00:05:32,Queen's Gambit Declined,1637,1-0,https://lichess.org/JPKKA4fE,dcw312,1640,180+2,JoaoJuste,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2066,-8.363789,-0.5121392,424,0,JoaoJuste,JoaoJuste,1,D53,00:05:32,Queen's Gambit Declined,1637,1-0,https://lichess.org/JPKKA4fE,dcw312,1640,180+2,JoaoJuste,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.24,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2067,-1.134296,11.637285,424,0,JoaoJuste,dcw312,2,D53,00:05:32,Queen's Gambit Declined,1637,1-0,https://lichess.org/JPKKA4fE,dcw312,1640,180+2,JoaoJuste,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.43,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2068,-3.355077,4.969476,424,1,JoaoJuste,JoaoJuste,3,D53,00:05:32,Queen's Gambit Declined,1637,1-0,https://lichess.org/JPKKA4fE,dcw312,1640,180+2,JoaoJuste,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,-0.84,0:00:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,wp,wp,,,,,,,,,,,,,wp,wp,,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2069,11.61076,17.48745,425,1,tutunuz,tutunuz,0,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2070,25.955723,8.053326,425,0,tutunuz,siggithefighter,1,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2071,1.1371685,27.526863,425,0,tutunuz,tutunuz,2,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.23,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2072,-10.211332,13.2324915,425,0,tutunuz,siggithefighter,3,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:02:43,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,wp,,,,,,,,,,,wp,wp,wp,wp,,,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2073,-10.109862,13.33483,425,0,tutunuz,tutunuz,4,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.2,0:03:01,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,wp,,,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2074,-10.10042,13.344295,425,1,tutunuz,siggithefighter,5,C33,00:05:32,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,2136,0-1,https://lichess.org/Lc0uIakf,tutunuz,2078,180+2,siggithefighter,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.16,0:02:39,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,,,,,,,wb,,wp,bp,,,,,,,,,,,wp,wp,wp,wp,,,wp,wp,wr,wn,wb,wq,wk,,wn,wr
2075,11.636056,15.948557,426,1,navcon,navcon,0,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2076,-8.910592,-0.68452203,426,0,navcon,LoWa99,1,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.24,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2077,-2.9729786,9.693251,426,0,navcon,navcon,2,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.12,0:03:00,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2078,-0.14106162,3.226279,426,0,navcon,LoWa99,3,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,-0.52,0:03:01,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,wp,wp,,,,,,,,,,,,,wp,wp,,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2079,-3.4976141,0.8593085,426,0,navcon,navcon,4,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,-0.43,0:03:01,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,,bp,,,,,,bn,bp,,,,,,,,,,,,wp,wp,,,,,,,,,,,,,wp,wp,,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2080,-3.477588,0.8511016,426,0,navcon,LoWa99,5,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,-0.91,0:03:02,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,,bp,,,,,,bn,bp,,,,,,,,,,,,wp,wp,,,,,,,,,,,wp,,wp,wp,,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,wn,wr
2081,-3.1689596,0.77390605,426,1,navcon,navcon,6,E60,00:05:33,Indian Defense: King's Indian Variation; Fianchetto Variation,1854,0-1,https://lichess.org/g1yhW9SF,navcon,1810,120+1,LoWa99,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,-0.67,0:03:00,br,bn,bb,bq,bk,,,br,bp,bp,bp,bp,bp,bp,bb,bp,,,,,,bn,bp,,,,,,,,,,,,wp,wp,,,,,,,,,,,wp,,wp,wp,,,wp,wp,,wp,wr,wn,wb,wq,wk,wb,wn,wr
2082,11.458019,17.063232,427,1,elonmusik,JoeFrazier123,0,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2083,25.55148,7.9294157,427,0,elonmusik,elonmusik,1,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:02:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2084,0.7383781,28.096743,427,0,elonmusik,JoeFrazier123,2,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.19,0:02:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2085,19.606476,0.7858446,427,0,elonmusik,elonmusik,3,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.11,0:02:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
2086,11.905134,-15.668465,427,0,elonmusik,JoeFrazier123,4,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.28,0:02:00,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
2087,18.494118,-12.821177,427,1,elonmusik,elonmusik,5,C62,00:05:33,Ruy Lopez: Steinitz Defense,1845,1-0,https://lichess.org/42mcl70B,JoeFrazier123,1804,180+0,elonmusik,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.13,0:02:00,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,wb,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
2088,11.103689,17.983273,428,1,Ramy2000,Ramy2000,0,A40,00:05:34,Horwitz Defense,1849,0-1,https://lichess.org/w0NPSd3r,Ramy2000,1884,300+0,fiko243,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2089,-8.754699,-0.8906353,428,1,Ramy2000,fiko243,1,A40,00:05:34,Horwitz Defense,1849,0-1,https://lichess.org/w0NPSd3r,Ramy2000,1884,300+0,fiko243,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.24,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2090,11.661895,17.357342,429,1,artur9m,EthanGeng216,0,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2091,-8.512907,-0.8267358,429,0,artur9m,artur9m,1,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2092,-1.1933333,11.694469,429,0,artur9m,EthanGeng216,2,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.21,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2093,2.9406273,11.259104,429,0,artur9m,artur9m,3,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,-0.4,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,wp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2094,0.25330788,10.178037,429,0,artur9m,EthanGeng216,4,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,-0.35,0:04:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,bp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2095,3.0931928,9.301893,429,1,artur9m,artur9m,5,A80,00:05:38,Blackmar-Diemer Gambit: Netherlands Variation,747,1-0,https://lichess.org/xX6FxfqJ,EthanGeng216,779,300+3,artur9m,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,-0.69,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,bp,,,,,,wn,,,,,,wp,wp,wp,,,wp,wp,wp,wr,,wb,wq,wk,wb,wn,wr
2096,12.146937,17.305553,430,1,Raider1738,Sandrowsky,0,A00,00:05:38,Hungarian Opening,1175,1-0,https://lichess.org/qboiB05I,Sandrowsky,1135,300+3,Raider1738,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2097,11.951575,16.613773,431,1,Larry2k,MiaawMiaw,0,C40,00:05:39,Elephant Gambit,1046,1-0,https://lichess.org/F3cOycEl,MiaawMiaw,941,60+0,Larry2k,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2098,25.481567,8.371823,431,0,Larry2k,Larry2k,1,C40,00:05:39,Elephant Gambit,1046,1-0,https://lichess.org/F3cOycEl,MiaawMiaw,941,60+0,Larry2k,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.08,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2099,0.79216594,27.98508,431,0,Larry2k,MiaawMiaw,2,C40,00:05:39,Elephant Gambit,1046,1-0,https://lichess.org/F3cOycEl,MiaawMiaw,941,60+0,Larry2k,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.23,0:05:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2100,20.015566,0.47583884,431,1,Larry2k,Larry2k,3,C40,00:05:39,Elephant Gambit,1046,1-0,https://lichess.org/F3cOycEl,MiaawMiaw,941,60+0,Larry2k,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,-0.71,0:05:01,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
2101,11.84634,18.223694,432,1,tiburonchileno,tiburonchileno,0,B02,00:05:41,Alekhine Defense: Scandinavian Variation,2406,0-1,https://lichess.org/VeuLftsv,tiburonchileno,2653,180+0,greennight,2021.08.01,2021.08.01,Normal,Rated Blitz tournament https://lichess.org/tournament/zAVGui18,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2102,26.0865,8.437027,432,0,tiburonchileno,greennight,1,B02,00:05:41,Alekhine Defense: Scandinavian Variation,2406,0-1,https://lichess.org/VeuLftsv,tiburonchileno,2653,180+0,greennight,2021.08.01,2021.08.01,Normal,Rated Blitz tournament https://lichess.org/tournament/zAVGui18,-,0.24,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2103,24.592651,-10.405817,432,0,tiburonchileno,tiburonchileno,2,B02,00:05:41,Alekhine Defense: Scandinavian Variation,2406,0-1,https://lichess.org/VeuLftsv,tiburonchileno,2653,180+0,greennight,2021.08.01,2021.08.01,Normal,Rated Blitz tournament https://lichess.org/tournament/zAVGui18,-,0.12,0:01:00,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2104,5.454694,-9.608561,432,1,tiburonchileno,greennight,3,B02,00:05:41,Alekhine Defense: Scandinavian Variation,2406,0-1,https://lichess.org/VeuLftsv,tiburonchileno,2653,180+0,greennight,2021.08.01,2021.08.01,Normal,Rated Blitz tournament https://lichess.org/tournament/zAVGui18,-,0.17,0:01:00,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,bn,,,,,,,,,,,,,,,wp,,,,,,wn,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,,wb,wq,wk,wb,wn,wr
2105,12.367418,16.455584,433,1,NobodyKiller,Careidas,0,C50,00:05:44,Italian Game,1325,1-0,https://lichess.org/VGNbwMFL,Careidas,1261,180+2,NobodyKiller,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2106,26.048794,7.6303496,433,0,NobodyKiller,NobodyKiller,1,C50,00:05:44,Italian Game,1325,1-0,https://lichess.org/VGNbwMFL,Careidas,1261,180+2,NobodyKiller,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.24,0:01:30,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2107,1.0806053,27.57838,433,0,NobodyKiller,Careidas,2,C50,00:05:44,Italian Game,1325,1-0,https://lichess.org/VGNbwMFL,Careidas,1261,180+2,NobodyKiller,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.29,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
2108,19.835703,0.89789975,433,0,NobodyKiller,NobodyKiller,3,C50,00:05:44,Italian Game,1325,1-0,https://lichess.org/VGNbwMFL,Careidas,1261,180+2,NobodyKiller,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.16,0:01:29,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
2109,11.823434,-15.707051,433,1,NobodyKiller,Careidas,4,C50,00:05:44,Italian Game,1325,1-0,https://lichess.org/VGNbwMFL,Careidas,1261,180+2,NobodyKiller,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.17,0:02:58,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
